,state,voted,calculated_age,Voters_Gender,Parties_Description,EthnicGroups_EthnicGroup1Desc,Ethnic_Description,Residence_HHParties_Description,CommercialData_EstimatedIncomeAmount,CommercialData_PropertyType,CommercialData_EstHomeValue,nonpartisan_donation
2441,ny,1,69.7403337020174,1,Peace and Freedom,Other,Hispanic,Democratic & Republican,60491.73813020817,Apartment,809086.4733743905,0
2442,mi,1,35.402280945917944,0,Republican,European,Swedish,Democratic & Republican,62400.50747911981,Apartment,1220592.8599287234,0
2443,nc,0,82.99818528685728,1,Democratic,European,Hispanic,Independent,75666.97748392953,Residential,728899.6175070783,0
2444,nc,1,47.27220538368091,1,Democratic,European,Irish,Democratic,94461.65819289633,Residential,758136.1859462033,0
2445,md,1,27.186501184357475,0,Democratic,East and South Asian,African or Af-Am Self Reported,Democratic,64293.57806836504,Residential,685656.6386924279,0
2446,ga,1,23.599137255812515,1,Democratic,European,English/Welsh,Independent,108503.06209802147,Residential,524766.2814368609,0
2447,fl,0,70.97166196011037,1,Republican,European,French,Democratic,110803.23104449656,Residential,355465.9640429007,0
2448,tx,0,60.882750501198466,1,Registered Independent,European,Hungarian,Democratic,78491.96587349364,Triplex,437157.5250380262,0
2449,ca,0,30.023079329438225,0,Democratic,European,German,Democratic & Republican,26442.262620182126,Residential,144582.0232549676,0
2450,fl,1,52.47093810973634,0,Republican,European,Swedish,Republican,94798.18682251994,Residential,170305.69767693355,0
2451,ny,0,69.46987363871058,0,Republican,European,German,Republican,99718.07530601119,Residential,131112.78405937145,0
2452,wi,1,48.371368599483894,0,Republican,European,Scots,Republican,93541.06286786593,Residential,308847.41692766617,0
2453,ny,1,28.557322474814697,0,Democratic,Hispanic and Portuguese,Likely Af-Am (Modeled),Independent,90356.6398606076,Residential,214990.48749265456,0
2454,fl,1,18.11747528580436,0,Democratic,European,African or Af-Am Self Reported,Democratic,252058.53943234723,Apartment,461555.4786885737,0
2455,nv,1,28.46595922357031,1,Democratic,Hispanic and Portuguese,Likely Af-Am (Modeled),Democratic,49928.795475048464,Residential,64380.470752824476,0
2456,ca,0,20.127743084871653,1,Democratic,European,Hispanic,Democratic,75116.96953107737,Unknown,741989.3220534773,1
2457,ca,1,64.44308374888423,1,Democratic,European,English/Welsh,Democratic & Republican & Independent,257210.5876238306,Residential,211034.41649113313,1
2458,co,0,24.53641701617088,0,Republican,European,Italian,Independent,248436.14829478512,Condominium,372718.50880479545,0
2459,ga,0,71.65937404422121,1,Republican,Likely African-American,Likely Af-Am (Modeled),Democratic & Independent,196081.9654623727,Apartment,903986.547752362,0
2460,id,1,37.42395553980283,1,Democratic,European,Russian (omitting former Soviet States),Republican,245130.7104969617,Residential,265787.5114461332,0
2461,ut,0,53.5980355277629,0,Republican,European,Scots,Democratic & Republican,262149.03917657625,Unknown,1108754.961290977,0
2462,az,1,50.19411415721893,1,Democratic,Other,Ukrainian,Republican,75880.49615604413,Apartment,178345.78198200962,0
2463,ky,1,67.68226554167111,1,Registered Independent,European,English/Welsh,Democratic & Republican & Independent,261154.04942176372,Apartment,169274.59625756816,0
2464,tx,1,50.5467214158671,0,Republican,Hispanic and Portuguese,English/Welsh,Democratic & Independent,57058.631499542666,Residential,317318.82703862316,1
2465,ny,0,68.67877908858782,1,Republican,European,Irish,Republican,128532.89523915717,Residential,79918.84621459075,1
2466,nj,1,73.20281847942944,1,Democratic,Hispanic and Portuguese,Lithuanian,Democratic & Independent,75779.59794244298,Residential,529959.0409367633,0
2467,la,0,27.571296775139153,0,Democratic,European,Scots,Independent,97827.94746357611,Residential,378842.5525252334,0
2468,wa,1,25.69229481302198,0,Green,European,English/Welsh,Republican,109958.5435013696,Residential,170782.62028644118,0
2469,ak,0,32.640350839588336,1,Democratic,European,Hispanic,Independent,39460.869510154414,Apartment,328348.19657321495,0
2470,ct,1,56.63795644759548,1,Constitutional,Other,Vietnamese,Democratic,179606.60590694708,Residential,611423.044552743,0
2471,ny,1,72.05255166228059,0,Republican,Other,African or Af-Am Self Reported,Democratic,117516.70234151729,Apartment,740197.4539340239,0
2472,ca,1,55.76704815132117,0,Republican,East and South Asian,Likely Af-Am (Modeled),Democratic & Independent,127083.36732745003,Residential,242244.196515909,0
2473,ca,0,29.958595523927194,1,Non-Partisan,Other,African or Af-Am Self Reported,Democratic,85512.0114533537,Residential,366782.34277391585,0
2474,pa,1,86.1188651405416,0,Non-Partisan,European,German,Republican & Independent,262679.1438525011,Residential,512520.69412074133,1
2475,me,0,85.98738049126962,0,Democratic,European,Hispanic,Independent,206222.17206790057,Residential,122910.14871851237,0
2476,nc,1,59.27997460284695,0,Democratic,Likely African-American,Hispanic,Republican & Independent,259539.39419111283,Apartment,215649.67162059882,0
2477,il,1,62.63611349794752,1,Democratic,Hispanic and Portuguese,Hispanic,Republican,269693.3624039788,Residential,346707.1976170849,0
2478,va,1,44.68444486410149,0,Democratic,East and South Asian,Irish,Independent,129942.84002728281,Residential,333870.3528614381,1
2479,mi,0,53.171314708449586,0,Democratic,Other,French,Independent,281438.46741077985,Condominium,69234.98200764891,0
2480,ca,0,20.857621602600673,1,Democratic,European,Hispanic,Independent,59690.233671609916,Residential,705532.7091606931,0
2481,ca,1,23.706826778144624,1,Registered Independent,East and South Asian,Polish,Democratic,83531.15547450367,Residential,374511.2794416318,0
2482,fl,1,54.54321903606581,1,Democratic,Likely African-American,English/Welsh,Democratic & Independent,155437.90651969242,Apartment,599147.4434297539,0
2483,ny,0,69.28865977955881,0,Democratic,European,Hispanic,Democratic & Independent,120914.79254613235,Residential,642984.0737716235,0
2484,ca,0,20.604013042356122,1,Non-Partisan,European,German,Republican & Independent,57095.33102794067,Apartment,491898.0753453752,0
2485,co,0,58.26737378452673,1,Non-Partisan,East and South Asian,Portuguese,Independent,38846.33337687305,Residential,277714.7131045391,0
2486,mn,0,33.63128555994424,1,Republican,Likely African-American,English/Welsh,Democratic & Independent,48080.883486656225,Residential,291016.1569074985,0
2487,ma,0,52.45248877412019,1,Republican,Likely African-American,German,Democratic,58322.973082771874,Residential,193184.86519125872,0
2488,ca,1,55.42085948999934,1,Democratic,European,English/Welsh,Independent,210847.0318156576,Residential,254135.19120379927,1
2489,az,1,23.514949184353874,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic,257603.5429601083,Residential,444270.18428532075,0
2490,ca,0,22.728109761488792,0,Democratic,European,German,Independent,254940.20636520805,Residential,228400.82212804165,0
2491,ny,1,77.24997384896393,0,Libertarian,East and South Asian,English/Welsh,Independent,97436.03154907454,Residential,315936.9991292074,0
2492,mi,1,35.86919025590457,1,Democratic,European,African or Af-Am Self Reported,Democratic,130955.27295266066,Residential,813134.3980576443,0
2493,ca,0,36.24436931512498,1,Democratic,Likely African-American,Hispanic,Democratic & Republican,162901.4478675253,Residential,57112.84336084342,0
2494,nj,1,81.15503351810575,0,Democratic,European,Scots,Independent,268905.0854789709,Residential,143614.09245416016,0
2495,wa,1,71.40207752278138,0,Republican,European,Latvian,Republican & Independent,118036.400075866,Residential,295877.8595256183,0
2496,mn,1,91.50952732862775,1,Republican,Likely African-American,Hispanic,Independent,73515.06325053092,Unknown,442862.6427906159,0
2497,ca,0,26.67002602664617,0,Democratic,European,English/Welsh,Independent,73498.12603644574,Residential,339901.06465867546,0
2498,al,1,45.540262414024355,0,Democratic,European,Likely Af-Am (Modeled),Democratic & Republican & Independent,35343.500381362224,Residential,170894.41312349858,0
2499,la,0,60.21228155584856,0,Democratic,European,Irish,Democratic,244961.2914746502,Residential,482519.5691344838,0
2500,ny,1,61.64255223443544,0,Republican,Hispanic and Portuguese,Chinese,Republican & Independent,260380.88344383848,Unknown,136706.06141211666,0
2501,ca,1,91.72245055418901,0,Democratic,Hispanic and Portuguese,Korean,Democratic & Republican & Independent,75510.2724611396,Condominium,923996.8354400526,1
2502,tn,0,60.378926073185525,0,Republican,European,German,Democratic & Independent,112970.05945979456,Residential,361883.14957161975,0
2503,ca,1,45.35256571559664,1,Democratic,European,Scots,Republican & Independent,46575.41647553595,Residential,259970.33135098222,1
2504,tx,1,48.91074539002859,0,Democratic,Other,African or Af-Am Self Reported,Republican,75664.76164028374,Residential,335515.2164307592,0
2505,sc,0,32.87739070813389,1,Non-Partisan,Likely African-American,Likely Af-Am (Modeled),Democratic,189658.21786245622,Triplex,8095.812288806599,0
2506,il,0,49.070063034119606,1,Non-Partisan,East and South Asian,Bhutanese,Republican & Independent,63316.91187278884,Residential,404739.1114400638,0
2507,sd,1,43.40111630908708,0,Independent Democrat,Other,English/Welsh,Republican,82164.31870358001,Condominium,50751.12650718758,0
2508,nc,1,59.82269093176285,1,Democratic,European,African or Af-Am Self Reported,Democratic,208316.23492513417,Residential,198567.91229145255,0
2509,pa,1,63.1351863172071,0,Republican,Hispanic and Portuguese,Likely Af-Am (Modeled),Republican & Independent,67781.93797066892,Residential,1126503.2887463016,0
2510,ks,1,78.0694289202828,0,Democratic,European,Italian,Democratic,44563.65555209313,Residential,189044.3570113607,0
2511,ny,1,57.76863612718208,0,Democratic,Hispanic and Portuguese,English/Welsh,Democratic,37277.32692966098,Residential,321977.4249380719,0
2512,ma,0,13.874776021830893,1,Democratic,Likely African-American,English/Welsh,Democratic,184861.53230968473,Unknown,308157.2706984617,0
2513,ca,1,56.65840949577571,1,Republican,European,Hispanic,Republican,97756.96840588487,Apartment,247710.62470563245,0
2514,nj,1,33.08258032091115,1,Democratic,Hispanic and Portuguese,Irish,Democratic,81715.51017840346,Apartment,347866.1291711081,0
2515,in,1,43.720265001228384,0,Non-Partisan,European,Likely Af-Am (Modeled),Republican,98890.56249438865,Triplex,737911.0756022162,1
2516,de,0,31.145359318358704,0,Republican,European,Chinese,Republican & Independent,60652.484330838706,Apartment,639661.2437036429,0
2517,ny,1,70.25016598877403,0,Non-Partisan,Other,Hispanic,Democratic & Republican & Independent,28836.906263608573,Condominium,205555.17159031145,0
2518,mi,1,61.726209512687085,0,Republican,East and South Asian,Italian,Democratic,51067.59917282446,Apartment,216179.0625031043,0
2519,ca,0,54.07695828578562,0,Democratic,Hispanic and Portuguese,English/Welsh,Democratic & Republican & Independent,9746.192535237613,Residential,215153.82145041967,1
2520,ca,1,16.871743634215782,1,Republican,Likely African-American,English/Welsh,Democratic,237958.12923037357,Residential,228561.8001049756,0
2521,ny,0,21.176849830351806,1,Non-Partisan,European,Hispanic,Independent,244847.2640613304,Residential,373364.9309713951,0
2522,ca,1,20.432858221612033,1,Non-Partisan,European,Hispanic,Independent,80096.7192151247,Triplex,-11165.664060414652,1
2523,fl,1,64.79128146579518,1,Republican,Hispanic and Portuguese,Likely Af-Am (Modeled),Democratic & Independent,119829.30627719316,Residential,67429.07559155478,0
2524,co,0,59.242955389173304,0,Democratic,European,French,Independent,82461.53833325187,Unknown,433447.18111561047,0
2525,la,1,43.333689425665426,0,Democratic,European,English/Welsh,Republican,95647.0972903755,Apartment,208902.11599077727,0
2526,al,1,22.28262834208146,0,Democratic,Likely African-American,Irish,Republican & Independent,54298.408702075176,Residential,194202.59994415095,0
2527,nc,1,46.75408960338944,0,Democratic,European,Hispanic,Republican,34190.64820032932,Condominium,190474.5033863415,0
2528,ky,1,86.61369650511887,0,Democratic,European,Scots,Independent,107867.86672102699,Mobil Home,1593376.5871663322,0
2529,ct,1,24.063498417156453,0,Democratic,European,English/Welsh,Democratic,115528.88399872145,Apartment,295004.10619095014,0
2530,tn,1,63.819630021279,1,Democratic,Other,Native American,Independent,262793.1105358446,Duplex,491999.0039459927,0
2531,mo,0,18.24916128802461,0,American Independent,European,English/Welsh,Independent,112398.22880904825,Apartment,257256.45827608916,0
2532,md,0,18.581096686823983,0,Democratic,European,English/Welsh,Democratic & Independent,93884.72569809509,Unknown,212436.9196077307,1
2533,ca,1,19.082230370972525,1,Non-Partisan,European,Hispanic,Independent,110821.45790068217,Apartment,426598.63021908875,1
2534,mi,0,55.130845016544484,0,Democratic,Other,Danish,Republican,104931.99111916526,Residential,328969.9466586991,0
2535,az,0,50.75018124042451,1,Non-Partisan,East and South Asian,Likely Af-Am (Modeled),Democratic,82736.44181478655,Residential,309835.2436981094,0
2536,wi,0,59.175193913512494,1,Democratic,European,Arab,Democratic & Independent,162080.87503005104,Triplex,110778.3648477573,0
2537,mi,1,55.892768491044805,1,Democratic,Other,German,Republican,86055.54134175008,Residential,736350.8757147185,0
2538,pa,0,68.67014428507667,0,Non-Partisan,European,Scots,Democratic,103063.78334560216,Unknown,49212.593079830556,0
2539,ky,1,53.3135951368946,0,Democratic,European,Hispanic,Democratic,88341.08267422095,Residential,482809.2403362799,0
2540,ca,0,23.986012052570846,1,Democratic,European,French,Independent,86047.9162393281,Residential,284803.05188091885,0
2541,tn,1,21.560494291665382,1,Unknown,European,German,Republican,81051.30513525005,Residential,876969.4307623365,0
2542,fl,0,43.332663446453104,0,Republican,European,English/Welsh,Democratic & Independent,111455.0381628263,Apartment,630970.4680359152,0
2543,ny,1,25.86343022374806,1,Non-Partisan,European,Chinese,Republican,75709.01494597044,Residential,322682.02216496365,0
2544,tn,1,20.90468377144319,1,Reform,Likely African-American,Hispanic,Independent,81676.21377791974,Unknown,829359.9292802556,0
2545,ma,1,17.867786532670845,0,Democratic,Likely African-American,German,Republican,147880.6529963404,Apartment,978627.272261212,0
2546,il,0,52.503733079833175,0,Republican,European,Hispanic,Democratic,70302.03266835486,Apartment,25375.14088671103,0
2547,ny,1,18.561906876500334,1,Democratic,East and South Asian,English/Welsh,Democratic,70758.52376648148,Apartment,180587.67416224797,0
2548,tx,0,37.598359514937094,1,Republican,Likely African-American,Likely Af-Am (Modeled),Republican,112034.51613995114,Triplex,182535.66576688364,0
2549,tn,1,62.52815132206993,0,Republican,European,Hispanic,Independent,10454.985646031451,Unknown,255116.20374886668,0
2550,ny,1,24.705176383438545,0,Non-Partisan,European,English/Welsh,Democratic & Independent,86477.98189259913,Residential,268664.14827283355,0
2551,wi,0,51.85595957666901,1,Democratic,European,French,Democratic & Independent,99551.64181387315,Residential,297095.98852303287,0
2552,oh,0,30.215026267621223,0,Republican,European,African or Af-Am Self Reported,Democratic & Republican & Independent,62691.089278360916,Apartment,476696.28224400256,0
2553,ut,0,76.98205630097792,1,Republican,European,Irish,Democratic,114921.63041825456,Residential,884056.386512285,0
2554,oh,0,36.51705304684729,0,Democratic,European,Hispanic,Independent,17099.27463730481,Residential,771954.3215607711,0
2555,ca,1,24.4577882860783,1,Republican,European,African or Af-Am Self Reported,Democratic & Independent,259558.10566920845,Residential,286955.5426723652,1
2556,wi,0,55.268704067383794,1,Democratic,European,English/Welsh,Democratic,85025.60216657232,Unknown,208187.15851660108,0
2557,ny,0,20.05658566209585,0,Non-Partisan,European,English/Welsh,Republican,54233.14679057119,Residential,181788.23470622656,0
2558,dc,1,46.35766946951423,0,Democratic,European,Vietnamese,Independent,163271.05936681686,Residential,449770.9614528719,0
2559,ca,1,23.5918166623179,1,Republican,European,Hispanic,Democratic & Republican,27532.772772261495,Residential,139712.51093577026,0
2560,fl,1,34.2680341221108,1,Republican,European,Scots,Democratic,127916.5797006923,Unknown,263360.2632755138,0
2561,ny,1,31.592959397783204,1,Democratic,Hispanic and Portuguese,Likely Af-Am (Modeled),Independent,93907.6901937189,Apartment,351020.64637136494,0
2562,ny,1,57.100293637328534,1,Republican,Hispanic and Portuguese,Hispanic,Republican,88079.80108169216,Residential,200154.94188467533,0
2563,ma,0,20.462558619877534,1,Democratic,European,English/Welsh,Republican,68953.08781255428,Apartment,577582.0103180961,1
2564,nj,1,45.70046504059179,1,Non-Partisan,European,Korean,Independent,132313.77630543022,Residential,1855334.072981531,0
2565,ca,1,85.50869912693825,1,Republican,European,Likely Af-Am (Modeled),Democratic & Independent,84358.6478038622,Unknown,121310.45856388476,0
2566,in,1,24.04720940641888,0,Democratic,Hispanic and Portuguese,Likely Af-Am (Modeled),Independent,28354.93327660746,Residential,340184.04600327316,0
2567,oh,1,32.088413735309956,0,Republican,European,French,Democratic & Independent,74632.89640535327,Condominium,2186882.03886555,0
2568,nj,1,49.164190597253366,1,Republican,Likely African-American,Scots,Independent,55238.38247393574,Residential,158273.93208381647,0
2569,md,0,50.060271447473596,1,Libertarian,European,Likely Af-Am (Modeled),Democratic,59145.385497755364,Apartment,236402.29625496757,0
2570,ma,1,72.80565643833023,0,Democratic,Hispanic and Portuguese,English/Welsh,Independent,122064.30478726438,Residential,451711.82646855095,0
2571,tx,1,22.172381530052277,1,Democratic,European,English/Welsh,Democratic & Independent,146866.49284530708,Residential,307769.5970026744,0
2572,tx,0,77.2965892133214,1,Republican,European,Hispanic,Democratic,142134.38761962243,Apartment,187145.98107452702,0
2573,ny,1,21.96470717669208,0,Other,European,English/Welsh,Democratic,66754.4023810553,Apartment,210333.47633017678,0
2574,in,1,57.06796111004168,0,Democratic,European,Native American (self reported),Independent,76659.16752212081,Residential,728787.9117793848,0
2575,ia,0,18.730963797160655,1,Republican,European,English/Welsh,Democratic & Republican & Independent,218859.39240269255,Apartment,317267.10917076457,1
2576,fl,1,24.58032210981471,1,Democratic,European,Irish,Republican,105542.07005487298,Residential,769400.1480892481,0
2577,nh,1,38.34618782826728,1,Non-Partisan,European,Likely Af-Am (Modeled),Democratic,251379.39792877206,Unknown,463764.4167271319,0
2578,ny,0,59.55196305400666,0,Republican,European,Likely Af-Am (Modeled),Independent,166682.08729242426,Apartment,772658.959179464,0
2579,ny,0,46.65727167753761,0,Democratic,Hispanic and Portuguese,English/Welsh,Independent,88294.15664944,Residential,135062.52038781712,0
2580,fl,1,97.89732351867528,1,Democratic,Likely African-American,English/Welsh,Democratic & Independent,85110.63639699515,Apartment,258698.1517469347,0
2581,tx,1,43.18535350565353,1,Democratic,European,English/Welsh,Democratic & Republican,199433.05856345117,Apartment,191107.11822631082,0
2582,md,1,81.55633620176015,0,Non-Partisan,European,English/Welsh,Independent,131322.1657417919,Apartment,108111.54095174622,1
2583,wi,0,17.46051922144791,1,Republican,Hispanic and Portuguese,Persian,Democratic,82480.3791176762,Triplex,601348.8707544832,0
2584,ny,1,34.77848861289166,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Independent,60421.08592312658,Unknown,158918.6647739073,0
2585,il,1,34.4148447658574,0,Democratic,Hispanic and Portuguese,Norwegian,Democratic,100031.80041711255,Residential,273289.6532059143,0
2586,me,1,24.332021137901577,1,Republican,European,English/Welsh,Democratic & Republican,64162.57201313283,Residential,402690.09649119957,0
2587,in,1,27.176427022305948,0,Republican,European,Lithuanian,Independent,111844.63084102194,Residential,706609.4030706998,1
2588,ca,0,26.68413156653223,0,Republican,European,English/Welsh,Democratic,230485.28732359794,Triplex,144327.04961210047,0
2589,ca,1,29.43570326663946,0,Non-Partisan,Likely African-American,Hispanic,Independent,107720.65496852048,Apartment,988049.2120108086,0
2590,wv,0,18.321310277753124,0,Republican,European,Austrian,Independent,141499.7061692512,Apartment,396854.12257808575,0
2591,ak,0,54.40795602652526,1,Non-Partisan,Likely African-American,English/Welsh,Democratic,202941.50850995182,Residential,89253.09967197536,0
2592,ms,1,45.93695394819401,0,Democratic,East and South Asian,Likely Af-Am (Modeled),Democratic,111484.81392371682,Residential,404828.81541960104,0
2593,hi,1,38.498871738860224,1,Democratic,European,Hispanic,Democratic & Independent,107998.64195834452,Residential,695251.5975230484,0
2594,pa,1,50.92496797020215,1,Registered Independent,European,English/Welsh,Democratic,70547.99048872113,Triplex,155591.60750603882,0
2595,in,0,85.99473325342164,1,Non-Partisan,European,Likely Af-Am (Modeled),Independent,128176.16664843571,Apartment,392585.82182087225,0
2596,ny,1,30.42873328547902,1,Non-Partisan,Likely African-American,German,Democratic,87560.65860465264,Residential,485365.8866625405,0
2597,wa,0,46.432174082296925,1,Republican,European,English/Welsh,Independent,88472.31811506752,Apartment,194758.09691462904,0
2598,ny,0,17.08296686921546,0,Registered Independent,East and South Asian,Irish,Independent,21225.75626237532,Residential,204348.98833028486,0
2599,va,1,25.225330953507026,1,Democratic,Likely African-American,Hispanic,Republican,57425.5378546587,Residential,257489.16626689007,0
2600,la,1,17.897477683405548,0,Independence,Likely African-American,German,Independent,79176.63948180802,Apartment,395494.5995075844,0
2601,va,1,71.40911415434383,1,Democratic,European,African or Af-Am Self Reported,Independent,80911.61459116808,Apartment,293485.631302624,0
2602,mo,1,75.47148813298399,1,Democratic,Hispanic and Portuguese,Hispanic,Independent,142677.17418529128,Residential,1062410.286835546,0
2603,pa,1,52.62395092386436,1,Registered Independent,European,Hispanic,Republican & Independent,72302.85596873208,Residential,592741.4783609258,0
2604,ms,1,47.32750105775714,0,Democratic,European,Ukrainian,Independent,105006.49210106167,Apartment,242296.29995078716,0
2605,ny,0,16.947813658814827,0,Republican,European,English/Welsh,Democratic & Republican,73554.78229659652,Residential,823974.983894811,0
2606,ca,1,30.655150119566592,1,Non-Partisan,Other,Hispanic,Democratic,98934.36005269804,Residential,317969.5516822632,1
2607,ca,1,74.97455196621624,0,Republican,East and South Asian,Hispanic,Democratic,152078.26188602526,Residential,210492.28633973718,0
2608,fl,1,15.051540486653376,0,Democratic,Other,English/Welsh,Democratic & Independent,109516.7922814905,Apartment,1033733.308807514,0
2609,ca,1,20.351762115288878,1,Non-Partisan,European,Hispanic,Independent,57292.47764534548,Residential,107764.84454887056,0
2610,wa,1,63.57629204678573,0,Democratic,European,Hispanic,Democratic,92601.94323895895,Residential,172349.51375287582,0
2611,ny,1,42.64576427752877,0,Democratic,European,Serbian,Independent,110397.69988149448,Duplex,109206.4232731311,0
2612,va,0,28.752623739682694,0,Democratic,European,Swedish,Independent,132053.14719321713,Duplex,95481.53532409474,0
2613,il,1,30.675217070232723,1,Democratic,European,English/Welsh,Republican,41725.06257281413,Residential,196190.04094193445,0
2614,ky,0,33.47308297317528,1,Democratic,European,Hispanic,Independent,242252.93652697525,Residential,240707.74528725466,0
2615,pa,1,17.277992435449264,1,Republican,Hispanic and Portuguese,Hispanic,Republican,75969.73586357219,Residential,202206.6216982065,0
2616,fl,1,25.77203397240278,1,Democratic,European,Russian (omitting former Soviet States),Independent,231399.63750018898,Duplex,189674.7023442058,0
2617,ny,0,47.66883515473108,1,Democratic,European,Italian,Democratic,89367.52694049831,Condominium,462224.6100588878,0
2618,ca,1,32.74095507883116,0,Democratic,European,Hispanic,Independent,51885.83443698651,Residential,335416.2703134587,0
2619,wa,1,46.83625907514807,1,Non-Partisan,European,Hispanic,Independent,241068.55274538993,Unknown,450723.1099854917,0
2620,ma,0,56.77715191049719,1,Republican,European,English/Welsh,Democratic,77768.50822912258,Residential,125233.33691320564,0
2621,ca,1,85.6478920582199,0,Democratic,European,Likely Af-Am (Modeled),Democratic,56069.57036026258,Apartment,916947.4456119869,0
2622,ny,1,45.783426827388055,0,Democratic,European,Swedish,Republican,234732.05976759046,Residential,514827.51743208524,0
2623,ca,1,50.22317605514679,1,Democratic,European,African or Af-Am Self Reported,Democratic & Republican,231126.3226873541,Residential,80333.28820553335,1
2624,ca,1,48.0768659893652,0,Democratic,Likely African-American,Hispanic,Republican,61672.46107164316,Apartment,621910.0744663312,0
2625,ny,0,46.474392983648784,1,Constitution,European,French,Independent,66352.84909098556,Residential,718869.3605451847,0
2626,ny,1,33.566829043760045,1,Democratic,European,Irish,Democratic & Republican,52752.951507388476,Residential,307582.23869108944,0
2627,az,0,33.0897250138002,1,Republican,European,Indian/Hindu,Democratic & Republican & Independent,34143.96937790004,Residential,142658.47732586385,0
2628,il,1,44.25386126908087,1,Democratic,Hispanic and Portuguese,English/Welsh,Democratic,130671.50872181404,Residential,768236.4483683482,0
2629,nj,1,17.81699495192111,1,Peace and Freedom,European,English/Welsh,Democratic & Republican & Independent,162908.6493599032,Residential,441091.5779781309,0
2630,ca,0,32.34651915835274,0,Republican,East and South Asian,German,Democratic,215759.01467375222,Unknown,250632.24787069228,0
2631,pa,0,13.630932323631841,1,Registered Independent,European,Chinese,Democratic & Independent,81585.80335617287,Residential,88584.42271703706,0
2632,co,1,65.52917312625189,0,Republican,European,Irish,Democratic,110433.77677208473,Apartment,649020.6393848058,1
2633,fl,0,51.866087914513614,0,Democratic,Likely African-American,Likely Af-Am (Modeled),Independent,49937.25440526289,Residential,204503.70037086617,0
2634,in,1,53.888350610434564,1,Peace and Freedom,European,Danish,Democratic,61012.90125160677,Residential,458672.80833806674,0
2635,pa,1,48.52110841367818,1,Democratic,European,Scots,Independent,171561.6491606865,Residential,1208960.4199015358,0
2636,mi,1,11.941911009767887,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,66733.7895906937,Residential,336062.13846849604,0
2637,mo,0,48.43760027733745,1,Registered Independent,Likely African-American,Hispanic,Democratic,89906.74614827329,Residential,112417.08013781924,0
2638,sc,0,52.05533088703392,1,Democratic,European,English/Welsh,Democratic,46592.18503633036,Apartment,785357.1718017791,0
2639,mi,1,31.110189310594215,1,Republican,Likely African-American,Likely Af-Am (Modeled),Republican & Independent,51270.71717827239,Residential,457048.89741098543,0
2640,va,0,57.3904383545319,0,Republican,European,Hispanic,Democratic & Independent,84700.95958248698,Apartment,181811.20827282587,0
2641,ny,1,43.894784408125275,1,Democratic,European,Scots,Democratic,67120.43068746713,Residential,824761.507828669,0
2642,ct,1,69.89550511564588,1,Democratic,European,English/Welsh,Democratic,82500.51797947777,Residential,186233.01059654576,0
2643,co,1,53.77432762768623,0,Republican,Hispanic and Portuguese,African or Af-Am Self Reported,Independent,154877.0883906969,Residential,213586.80954894892,0
2644,ca,1,53.93897864636051,0,Democratic,European,Polish,Democratic,115254.50698303689,Residential,90850.64896527206,0
2645,ca,1,37.218451854962616,1,Democratic,East and South Asian,Vietnamese,Democratic & Republican,35021.24356474121,Residential,562782.0889357094,0
2646,il,1,49.325067685024926,0,Republican,European,Hispanic,Independent,121522.20886285759,Duplex,125191.15377376071,1
2647,me,1,21.118033577622814,1,Democratic,Likely African-American,English/Welsh,Independent,34618.12172624387,Apartment,546433.2613326292,0
2648,ca,1,78.93336594410054,1,Non-Partisan,East and South Asian,Chinese,Republican,255202.05863828358,Residential,196665.90175931918,0
2649,or,1,75.20529533355871,0,Democratic,European,Hispanic,Independent,74812.54753419114,Apartment,320687.2651189129,0
2650,fl,1,58.82087285448409,1,Democratic,Likely African-American,Persian,Democratic & Republican & Independent,48605.963388972916,Residential,136619.55921683006,0
2651,mi,1,46.17812585581236,0,Registered Independent,European,English/Welsh,Independent,181901.26442787307,Apartment,420278.2079615531,0
2652,pa,1,20.27277514479563,1,Democratic,Other,Hispanic,Democratic,46570.49649961944,Residential,833615.258200224,0
2653,az,1,67.87451308589924,1,Non-Partisan,European,Irish,Democratic & Republican & Independent,45504.90375416888,Apartment,447920.05916664616,1
2654,ny,1,57.74563693357813,1,Republican,European,Likely Af-Am (Modeled),Republican,47475.26942638684,Residential,109973.16858761926,0
2655,va,1,28.11254573445592,1,Democratic,Hispanic and Portuguese,Hispanic,Republican & Independent,239545.24886139238,Residential,239176.85253979708,0
2656,pa,1,47.12828221880079,1,Democratic,European,Slovenian,Democratic,65678.55101613801,Residential,243533.51696529833,0
2657,mo,0,50.6064862848731,0,Democratic,Hispanic and Portuguese,Hispanic,Democratic & Independent,95823.77405408274,Residential,160985.57340324364,0
2658,la,0,80.86585429131719,0,Democratic,European,Scots,Democratic & Independent,68390.38880877072,Residential,119450.34946108126,0
2659,ny,1,59.18496045132872,0,Republican,European,English/Welsh,Independent,140562.24210304924,Residential,118671.16157109164,0
2660,hi,1,29.551944126643143,1,Republican,European,English/Welsh,Democratic & Republican,40106.10710345667,Residential,136400.4657561705,0
2661,tx,0,54.44368413980364,0,Republican,European,Chinese,Independent,97027.88135886702,Unknown,114753.45626181412,0
2662,id,1,60.73130924942857,1,Non-Partisan,European,Scots,Democratic & Republican,5211.865946243408,Residential,591917.5838097793,0
