,state,voted,calculated_age,Voters_Gender,Parties_Description,EthnicGroups_EthnicGroup1Desc,Ethnic_Description,Residence_HHParties_Description,CommercialData_EstimatedIncomeAmount,CommercialData_PropertyType,CommercialData_EstHomeValue,nonpartisan_donation
3811,al,1,40.65307233585705,0,Non-Partisan,European,English/Welsh,Republican,106770.80021500033,Residential,478902.5106953767,0
3812,ny,0,49.654656553653126,1,Republican,European,Chinese,Republican,221601.92507903982,Residential,308386.1322706871,0
3813,ny,1,68.06608663009814,1,Democratic,European,English/Welsh,Independent,30192.40860606583,Residential,-6246.658296608672,0
3814,il,0,56.87884358644827,1,Democratic,European,English/Welsh,Democratic & Republican,18653.127894354122,Residential,640117.1673242496,0
3815,oh,0,61.74370885832431,1,Peace and Freedom,Other,Irish,Republican & Independent,110201.37917533854,Unknown,37838.24853655766,0
3816,fl,1,59.2256414405428,1,Republican,Hispanic and Portuguese,English/Welsh,Independent,126301.52649766905,Apartment,197678.66844030056,0
3817,al,1,76.66349547897983,0,Democratic,European,German,Democratic,38894.25556626029,Duplex,399156.4340738391,0
3818,fl,0,58.765189056989044,1,Non-Partisan,European,Irish,Independent,68836.18308837619,Residential,63310.27722615746,0
3819,ny,1,39.51553900370986,0,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,78541.65223887474,Apartment,1279287.4777799372,0
3820,pa,0,26.341729686821314,1,Democratic,European,Italian,Republican,40973.91399346593,Apartment,237008.51701883986,1
3821,nj,1,56.29205697842533,1,Non-Partisan,Hispanic and Portuguese,English/Welsh,Independent,202321.64085165586,Apartment,417353.83712481,1
3822,or,1,24.480972749117036,0,Non-Partisan,European,Armenian,Democratic,52244.251984476,Apartment,458665.42541584536,0
3823,tx,1,25.541398886221028,1,Republican,Likely African-American,German,Independent,98499.84602337377,Residential,761904.8619830874,0
3824,vt,1,60.187657738734416,1,Democratic,European,English/Welsh,Independent,69890.67038773549,Residential,285267.0953102284,0
3825,va,1,71.39638337979396,1,Non-Partisan,Likely African-American,African or Af-Am Self Reported,Independent,96020.89657328455,Condominium,767544.6063466944,0
3826,co,0,58.242552047932435,1,Republican,European,English/Welsh,Republican,65009.830227361745,Triplex,815840.7046651982,0
3827,ca,1,41.15532978540057,1,Democratic,Hispanic and Portuguese,German,Democratic,85042.72856419187,Duplex,305456.3449378565,0
3828,me,1,42.46081019819196,1,Independence,European,Irish,Independent,79268.5827080307,Apartment,110876.02273997365,0
3829,oh,0,29.052204034256555,1,Republican,European,Chinese,Democratic & Independent,93062.16765655432,Apartment,310407.57723284554,1
3830,ca,0,79.40149604850714,1,Republican,European,English/Welsh,Democratic & Republican,31010.72512407325,Triplex,1057190.1841804003,1
3831,fl,1,48.01414357460684,1,Republican,European,Hispanic,Democratic,155816.44010243684,Residential,420229.27699929714,0
3832,ga,0,56.03070680212004,1,Constitution,European,German,Independent,260023.54807902075,Unknown,407066.28396641824,1
3833,ca,1,16.062865666977537,1,Democratic,Other,English/Welsh,Republican,89183.0987955479,Apartment,289388.93693870335,0
3834,co,1,50.301876883401434,0,Green,Hispanic and Portuguese,Likely Af-Am (Modeled),Republican,69376.82505625494,Residential,268435.79789871693,1
3835,ca,1,41.74218301366096,1,Democratic,Likely African-American,German,Democratic,181959.956821252,Residential,303505.39270274504,0
3836,nc,1,25.795839199308872,1,Democratic,European,English/Welsh,Republican & Independent,45208.189866677916,Residential,488514.8751192307,0
3837,nj,0,48.63830844022893,0,Non-Partisan,European,Irish,Independent,241860.7706059293,Apartment,113207.9125249903,0
3838,nj,1,47.04345400876582,1,Independence,Other,English/Welsh,Democratic & Independent,34462.82237695295,Residential,163542.04553730515,0
3839,az,1,38.47811617047821,0,Democratic,European,English/Welsh,Independent,115230.02648384863,Residential,226794.02169900306,0
3840,ny,1,58.93595488673038,1,Constitutional,European,French,Democratic & Independent,52386.24119230743,Apartment,304900.6138364649,0
3841,nj,1,50.57789630482601,1,Democratic,Likely African-American,Vietnamese,Democratic & Republican,253486.5432689123,Residential,389092.8683624404,0
3842,ia,0,74.20691921682966,0,Democratic,European,Hispanic,Independent,27663.582409636096,Apartment,603178.728598478,0
3843,az,1,61.81743785634718,0,Non-Partisan,European,Pakistani,Republican & Independent,41501.73233726029,Residential,401365.6670886993,0
3844,ut,0,69.1942512603985,0,Non-Partisan,European,English/Welsh,Democratic & Republican,77903.31128378258,Residential,369827.7681833524,0
3845,nj,0,16.786055557844524,0,Republican,European,Latvian,Independent,40744.31817615677,Unknown,435444.0126633975,0
3846,ky,1,83.86402035290816,1,Republican,European,English/Welsh,Independent,66344.7576210404,Residential,385046.3481410186,1
3847,wi,1,20.39017341762711,1,Republican,European,English/Welsh,Independent,77750.70713753127,Apartment,266660.7944235615,0
3848,fl,1,55.28453505487652,1,Democratic,East and South Asian,English/Welsh,Democratic & Independent,114488.52423858354,Apartment,655567.3097102566,1
3849,ca,1,49.45930693152858,1,Republican,European,Indian/Hindu,Republican & Independent,76675.77245419846,Apartment,158771.28235417797,0
3850,ma,1,25.279283901976502,0,Conservative,European,Irish,Independent,71142.51303790722,Duplex,296817.9523834228,0
3851,nc,1,26.945337179239655,0,Republican,East and South Asian,German,Democratic,118307.53785340865,Residential,393394.2471974677,1
3852,pa,1,46.32319087591547,1,Republican,Likely African-American,German,Democratic,57673.5661379713,Unknown,358654.60843077826,0
3853,wi,1,47.42504583751435,1,Republican,European,English/Welsh,Democratic & Republican,83737.75713808861,Residential,303913.5610408627,0
3854,ky,1,76.95779621396262,0,Non-Partisan,Likely African-American,English/Welsh,Democratic,115540.71769005462,Residential,1379148.4700692485,1
3855,ny,0,75.87033670049561,1,Democratic,Hispanic and Portuguese,English/Welsh,Democratic,111060.484190603,Residential,334476.40882486664,1
3856,pa,0,60.419247636644684,1,Republican,Hispanic and Portuguese,Filipino,Independent,94402.38347321433,Residential,123292.77088425073,0
3857,ca,0,48.98046358693437,1,Non-Partisan,European,Likely Af-Am (Modeled),Democratic,240984.11852282102,Residential,81631.09599416617,0
3858,ny,1,54.557685447144706,1,Democratic,European,Irish,Independent,241209.26104533367,Apartment,243509.77283803973,1
3859,sc,0,66.2791233815337,0,Republican,East and South Asian,German,Democratic,129774.58749078983,Residential,181241.0866855416,0
3860,de,1,51.38275629000481,0,Republican,European,Hispanic,Democratic,60729.64874097747,Unknown,393486.9341218611,0
3861,ct,1,68.65892950157382,0,American Independent,Hispanic and Portuguese,English/Welsh,Republican,119474.24309838857,Apartment,352474.28310421994,0
3862,co,1,41.59523183973219,0,Democratic,European,Hispanic,Democratic,250947.05515416904,Apartment,169946.40442648355,0
3863,nc,1,56.31068424445602,1,Democratic,Likely African-American,Hispanic,Independent,124915.65460631478,Apartment,1508202.9893748253,0
3864,mi,1,57.637085546179016,1,Democratic,Other,English/Welsh,Independent,24976.639136138107,Residential,206925.40610127096,0
3865,ca,1,51.73625503740443,1,Democratic,European,Likely Af-Am (Modeled),Democratic & Republican & Independent,92266.89812093174,Unknown,80699.21111450138,0
3866,fl,1,53.49948846189584,1,Non-Partisan,European,German,Democratic & Republican,92170.53641561916,Residential,399314.3634619996,0
3867,ma,0,55.45644767146256,1,Democratic,Other,English/Welsh,Democratic & Independent,78551.46742242835,Residential,729582.6304818795,0
3868,tx,0,54.962089948714535,1,Non-Partisan,Likely African-American,English/Welsh,Independent,118443.05571459502,Residential,20324.799979789954,1
3869,nc,1,51.59801577730728,1,Non-Partisan,European,English/Welsh,Democratic & Republican,8743.134074768845,Apartment,286302.5861310229,0
3870,wv,0,44.869547034017415,0,Democratic,European,Hispanic,Democratic & Independent,33818.7285538002,Residential,1960411.7076503744,0
3871,ca,1,44.253756604076926,1,Democratic,Other,English/Welsh,Republican & Independent,93410.33742437845,Unknown,208830.53600047002,0
3872,nc,1,16.877858841167217,1,Republican,European,Hispanic,Republican & Independent,49069.2423105641,Unknown,361577.21806167875,1
3873,tx,0,31.6852405012533,1,Republican,European,English/Welsh,Democratic & Republican,91809.68196397796,Unknown,405017.0787218049,1
3874,ny,1,60.34384386328911,0,Democratic,European,English/Welsh,Democratic,96622.20638062072,Unknown,304046.50950374414,0
3875,me,0,56.11671203145142,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Independent,105830.12517499852,Residential,41910.57070776219,0
3876,ia,1,72.45852124599381,1,Republican,Likely African-American,English/Welsh,Republican,227973.0846885672,Mobil Home,241544.09313428804,1
3877,ca,1,44.52912410869153,1,Democratic,European,Hispanic,Independent,73777.00807675751,Residential,280768.7100017705,0
3878,tx,0,49.89160046730124,1,Republican,European,English/Welsh,Republican & Independent,89264.22813033157,Apartment,389606.46444688947,0
3879,ma,1,58.96752222618309,1,Non-Partisan,European,Chinese,Independent,130909.2569941189,Apartment,1629467.219932927,1
3880,ny,1,33.758149924755735,0,Democratic,European,English/Welsh,Democratic,70335.04652313054,Mobil Home,394835.26468028524,0
3881,fl,1,19.117041092536272,1,Democratic,European,English/Welsh,Independent,96019.60540792742,Residential,130626.53659828127,1
3882,tx,1,20.727525408873575,1,Libertarian,European,English/Welsh,Independent,54251.95854451104,Residential,2064081.70770575,0
3883,mo,1,46.83567240025754,1,Non-Partisan,European,English/Welsh,Democratic,91906.86490829791,Condominium,614112.4923826678,1
3884,or,0,63.847977571287856,1,Democratic,European,Hispanic,Republican & Independent,124289.73292633124,Residential,1359058.5913450485,0
3885,ca,1,22.612693638393587,1,Democratic,Other,Hispanic,Independent,109650.22275059357,Condominium,1374490.493316803,1
3886,pa,1,47.80495541534382,0,Republican,European,German,Republican & Independent,130328.64761251093,Triplex,354040.4314889398,0
3887,oh,0,57.173968390254096,1,Democratic,Hispanic and Portuguese,English/Welsh,Republican,38482.0135664979,Residential,180194.7711591256,0
3888,wv,1,77.27499936971192,1,Conservative,Other,Dutch (Netherlands),Independent,9855.193854508736,Apartment,430169.7794602042,0
3889,ny,0,28.978184976874097,0,Democratic,European,English/Welsh,Republican,105776.49483926431,Apartment,143351.09924280224,1
3890,ca,1,69.28357231905733,1,Working Family Party,European,English/Welsh,Democratic,91718.81654757098,Apartment,279388.25140967075,0
3891,tx,1,47.73500466004412,1,Republican,Hispanic and Portuguese,Likely Af-Am (Modeled),Democratic,56157.58114638277,Apartment,365805.55184570677,0
3892,az,1,58.32769834146997,0,Republican,European,African or Af-Am Self Reported,Democratic & Republican,60859.58479013315,Residential,435238.3162080669,0
3893,wa,1,30.368634338263888,1,Non-Partisan,Other,English/Welsh,Democratic & Independent,41033.822179627154,Residential,384368.76656116254,1
3894,mi,0,48.30452775294511,1,Democratic,Likely African-American,Scots,Democratic,35696.664043629215,Residential,691535.383787048,0
3895,ny,1,31.03178515806546,1,Democratic,European,English/Welsh,Democratic & Independent,41864.137947106035,Unknown,356231.0609204185,0
3896,co,1,52.89284517892011,1,Non-Partisan,European,English/Welsh,Republican & Independent,121551.78925712818,Apartment,487525.9103628827,0
3897,pa,1,32.40593173861021,1,Democratic,European,English/Welsh,Democratic,191475.52684642334,Residential,518035.65921895555,0
3898,ca,1,18.9444965325106,0,Democratic,Likely African-American,Polish,Independent,90719.277613438,Residential,174932.46850502494,0
3899,ca,1,24.292728219969074,0,Republican,European,Hispanic,Democratic,69834.73091164394,Apartment,408387.7476094545,0
3900,fl,1,45.25506907243587,0,Republican,European,English/Welsh,Democratic,89872.65751953151,Residential,401741.3115160052,0
3901,ca,1,61.418727811671886,1,Democratic,European,English/Welsh,Republican & Independent,60159.607530229005,Residential,341785.63730266737,0
3902,ak,1,46.33155109724554,0,Democratic,European,English/Welsh,Democratic,78857.45759942874,Apartment,814723.2001098732,0
3903,fl,1,50.013519053956436,1,Democratic,European,English/Welsh,Democratic,76739.93200255727,Condominium,219583.99413228934,0
3904,ar,1,49.75788373343688,1,Republican,European,English/Welsh,Democratic,127369.00782585226,Condominium,375293.24543803337,0
3905,il,1,50.16516586758294,1,Non-Partisan,European,Irish,Democratic,130945.38600039149,Residential,1239477.0669498977,1
3906,me,1,51.25430110002472,0,Republican,European,Hispanic,Independent,98656.47200740757,Apartment,15067.20539249177,0
3907,nv,1,56.18284451979763,1,Republican,European,Italian,Democratic,241644.7275286847,Residential,196174.85945688147,0
3908,wi,1,21.727972621243616,1,Democratic,European,English/Welsh,Democratic & Independent,81729.56934171247,Residential,336195.16142708523,0
3909,ca,1,46.24274398499741,0,Democratic,East and South Asian,Swedish,Democratic & Independent,27193.235347891838,Residential,427182.5111494237,0
3910,ia,0,31.065729855494652,1,Democratic,European,English/Welsh,Democratic,160406.99629108104,Residential,537693.5925365862,1
3911,pa,1,56.31695330522062,0,Democratic,East and South Asian,Irish,Republican & Independent,81333.06534073692,Residential,320594.8424050425,0
3912,nj,0,63.81680933952314,1,Democratic,European,English/Welsh,Independent,63842.30938242973,Apartment,218720.83176442934,0
3913,il,0,17.825608747557318,1,Democratic,Likely African-American,German,Democratic,33183.36557116551,Residential,155047.67257151817,0
3914,tx,1,25.739153116698702,1,Democratic,Other,Italian,Democratic & Republican,86145.22065550565,Residential,738195.6843681543,0
3915,md,1,43.65794586648277,1,Democratic,European,Scots,Democratic & Independent,41087.674424256125,Unknown,121828.26526207128,0
3916,wa,1,43.68872043802236,1,Republican,European,English/Welsh,Democratic,128801.47121202815,Residential,499017.9804507951,1
3917,va,1,59.019626313509754,1,Democratic,European,Swiss,Republican,108530.88263487726,Residential,405336.71300711506,0
3918,nj,0,67.49299587045311,1,Democratic,European,Korean,Democratic,37236.903339566205,Residential,295245.4197349207,0
3919,ca,1,35.7452220826587,0,Democratic,European,English/Welsh,Independent,67659.04830786154,Apartment,1457010.7372481553,0
3920,dc,1,49.43619708709633,1,Non-Partisan,European,Norwegian,Independent,31125.243124661105,Residential,248720.91155105908,0
3921,ok,1,57.203346625378884,1,Democratic,European,German,Democratic & Independent,216617.21313824636,Unknown,336272.6034050777,1
3922,ga,1,55.677357350938166,1,Non-Partisan,European,English/Welsh,Democratic,116692.06127713207,Condominium,616273.2125899114,1
3923,il,1,53.47672413388633,1,Democratic,European,Swedish,Democratic,106453.11425426678,Residential,429670.0060111821,0
3924,nh,1,44.40008868488258,1,Democratic,East and South Asian,English/Welsh,Republican,270255.7914094059,Residential,115172.38279625405,0
3925,nj,1,28.003837778647714,0,Republican,European,Irish,Democratic,37457.1486321685,Unknown,380384.2316789776,0
3926,ok,1,27.772539186835,1,Republican,European,Austrian,Independent,122256.11611332273,Duplex,435093.82468368084,1
3927,in,1,62.12307648407435,1,Non-Partisan,European,French,Independent,75298.77639611256,Apartment,392839.5309473564,0
3928,nv,1,29.647541836338526,1,Republican,Likely African-American,English/Welsh,Independent,259205.50985574408,Apartment,588630.1705587453,0
3929,az,0,54.11865760885633,0,Peace and Freedom,Likely African-American,Likely Af-Am (Modeled),Democratic & Independent,88770.77499633963,Residential,55017.34867922777,0
3930,pa,0,55.895772802832596,0,Democratic,European,English/Welsh,Independent,67089.89330779876,Apartment,369606.06020710635,0
3931,ca,1,49.01066973121787,0,Democratic,European,Turkish,Republican,38576.82541823867,Apartment,426183.6388363255,0
3932,oh,1,40.47986845285297,0,Republican,European,English/Welsh,Republican & Independent,76785.19457100311,Residential,443848.05110580684,0
3933,ny,1,63.753071029406335,1,Non-Partisan,European,Hispanic,Democratic & Republican,75825.74180608212,Apartment,110421.11304170938,0
3934,mi,0,63.16816498003727,0,Democratic,Hispanic and Portuguese,English/Welsh,Independent,62453.62089418551,Residential,194095.2654511272,0
3935,va,0,62.892953943702075,0,Democratic,East and South Asian,Italian,Democratic,66837.11950855177,Apartment,221626.72112511334,0
3936,pa,1,54.637660850510116,0,Democratic,European,English/Welsh,Republican & Independent,86164.20659235233,Unknown,299583.0401064079,0
3937,mt,1,62.805010492046584,1,Republican,European,German,Republican & Independent,231477.08844282432,Residential,170251.46642322716,0
3938,mn,1,22.104320918020186,0,Republican,European,Hispanic,Republican,92181.64264953692,Residential,535465.2276029442,0
3939,ny,1,40.31527051427707,1,Democratic,European,German,Independent,70069.67280096182,Residential,201633.3636596329,1
3940,fl,1,73.04224262206674,1,Democratic,European,Likely Af-Am (Modeled),Democratic,105216.35367312518,Apartment,166163.17625944625,1
3941,ca,1,26.84881598307898,1,Democratic,European,Irish,Independent,112785.03203390772,Apartment,135985.39775903855,1
3942,pa,1,54.4060840546995,1,Registered Independent,Hispanic and Portuguese,English/Welsh,Republican,116062.60911459876,Residential,308246.2936640101,1
3943,mi,0,54.687143684303145,1,Libertarian,European,English/Welsh,Democratic & Independent,43657.88458108388,Residential,206961.90908352868,0
3944,or,1,61.287494977373505,0,Non-Partisan,European,French,Republican,51651.17979618783,Residential,348631.8965296222,0
3945,ca,0,75.8091856393377,1,Democratic,European,Hispanic,Republican,96118.29799591049,Residential,285800.4151361878,0
3946,pa,1,47.656722226337884,1,Republican,Hispanic and Portuguese,Dutch (Netherlands),Republican & Independent,16387.005779369454,Residential,321112.6928699925,1
3947,ky,1,26.676601350322976,1,Republican,Hispanic and Portuguese,Hispanic,Democratic & Republican & Independent,57840.828686873254,Residential,361217.712290921,0
3948,pa,1,73.59073498072281,1,Non-Partisan,European,English/Welsh,Independent,75438.65526598824,Residential,777640.3486590293,0
3949,nj,1,17.754820577571966,0,Republican,Hispanic and Portuguese,English/Welsh,Republican,113708.40954995809,Unknown,250539.21750666318,0
3950,az,1,26.518222099440855,1,Registered Independent,Likely African-American,English/Welsh,Democratic & Independent,29800.349805871865,Residential,352778.1871821296,1
3951,in,1,24.216417575708384,1,Non-Partisan,Hispanic and Portuguese,Hispanic,Democratic,76169.58379405292,Residential,2662793.73627851,1
3952,dc,0,38.567448715683696,1,Democratic,European,Italian,Independent,120623.73384753203,Residential,188343.9042101158,0
3953,ak,1,49.202915897962896,1,Democratic,European,English/Welsh,Republican,136951.75964468525,Condominium,194341.79057665874,0
3954,nj,1,47.84414404327498,1,American Independent,Hispanic and Portuguese,Scots,Republican,84339.54232160823,Residential,661517.9148873959,0
3955,oh,0,56.76606976929612,1,Republican,European,Arab,Democratic,111363.4086264756,Residential,271863.68301185325,1
3956,fl,1,47.78665005702256,0,Republican,European,English/Welsh,Democratic,229566.59054592857,Residential,205025.72799778963,1
3957,ma,0,24.462473804504437,1,Republican,European,Indian/Hindu,Republican,51516.4560821418,Residential,239645.25094809377,0
3958,fl,1,15.612158757801598,1,Non-Partisan,European,Italian,Democratic & Republican & Independent,55157.23344273449,Residential,394636.87511376315,0
3959,ca,0,47.38410127320141,0,Democratic,European,Scots,Republican & Independent,101976.58643068316,Duplex,210342.1862949276,0
3960,ca,0,41.33843411029091,1,Republican,European,African or Af-Am Self Reported,Republican,84815.16740918883,Residential,354849.9588918749,0
3961,wi,0,43.09064497517544,0,Republican,European,English/Welsh,Republican,201668.06578857574,Unknown,798383.2715319359,0
3962,md,0,58.763050894671004,1,Non-Partisan,European,German,Independent,64752.98669478655,Residential,159511.55963933584,0
3963,tn,1,61.71245353267881,0,Republican,European,German,Independent,149842.48472807236,Apartment,608756.0738614849,0
3964,ca,1,82.93992309830719,1,Republican,European,English/Welsh,Republican,45039.00034297117,Triplex,577934.8181819877,0
3965,ky,0,73.95765478930237,1,Republican,East and South Asian,German,Democratic & Independent,95063.60667089093,Unknown,923499.3395461566,0
3966,az,0,28.761700624439626,1,Democratic,European,Chinese,Republican,31576.883233682776,Apartment,735683.5227541719,0
3967,mn,1,66.4220714787222,1,Democratic,European,Dutch (Netherlands),Independent,129261.069758668,Residential,89211.58853419399,1
3968,tx,1,57.56906314806392,0,Democratic,Hispanic and Portuguese,English/Welsh,Republican,97123.21292950172,Unknown,344802.4411955863,0
3969,fl,0,16.138937027283347,0,Democratic,European,English/Welsh,Republican,78653.92210796598,Residential,161068.88069118507,0
3970,ar,1,78.75304774172163,1,Democratic,European,Indian/Hindu,Democratic & Republican,248575.0177244707,Residential,443594.48979945853,0
3971,ny,1,52.38798792442149,1,Libertarian,European,English/Welsh,Independent,14503.700453274047,Apartment,106651.240194553,0
3972,ri,1,50.63343817655647,1,Non-Partisan,European,English/Welsh,Republican & Independent,106878.89773030675,Apartment,905847.6567347114,0
3973,tx,1,16.912034572022968,1,Republican,European,German,Democratic & Independent,131181.96858845244,Apartment,379578.2040013432,1
3974,ny,1,64.16314217302192,0,Non-Partisan,Likely African-American,English/Welsh,Democratic,136250.79133147892,Apartment,147430.14149622072,1
3975,ca,0,46.2569450111579,1,Democratic,Likely African-American,Dutch (Netherlands),Independent,269586.4434242495,Residential,1238771.0102952009,1
3976,md,1,60.396791799751895,0,Non-Partisan,European,African or Af-Am Self Reported,Republican,102676.86648633426,Apartment,315900.1173971024,1
3977,co,0,26.285059020919764,0,Democratic,European,Vietnamese,Independent,87714.916922325,Duplex,183890.1716517515,0
3978,la,1,69.6198660974518,1,Republican,East and South Asian,Hispanic,Democratic,102201.00011181111,Condominium,139678.37220534452,0
3979,wa,1,13.380806020052773,0,Republican,European,Scots,Independent,106349.31163095505,Residential,212855.47919432324,0
3980,az,1,60.254277295909475,0,Non-Partisan,Likely African-American,Hispanic,Democratic,93758.87317342556,Residential,438769.10495866643,0
3981,ky,1,51.19158126393282,1,Non-Partisan,European,Italian,Democratic,37729.08202158595,Residential,1009408.8596079487,0
3982,tx,1,59.74115489035711,1,Democratic,European,Irish,Democratic,148907.79558918776,Residential,439614.45212115464,0
3983,il,1,56.13319865815011,0,Republican,European,Russian (omitting former Soviet States),Independent,98633.20333636976,Apartment,371907.8061407844,0
3984,va,1,56.92112934557664,0,Republican,European,Hispanic,Republican & Independent,84327.89159130589,Residential,287941.61925746733,1
3985,ca,1,53.02409956268152,1,Democratic,European,French,Independent,255410.77774652813,Residential,376086.5073904793,0
3986,oh,0,24.888904692061,0,Democratic,Hispanic and Portuguese,Likely Af-Am (Modeled),Republican,71244.18263295299,Residential,287538.63719562656,0
3987,or,1,61.28475710677682,1,Republican,European,Irish,Democratic & Independent,42758.25796562021,Triplex,1571676.4443390795,0
3988,ca,1,63.43621551109692,1,Reform,European,German,Democratic,61778.99216035906,Apartment,773888.1459030787,1
3989,ny,1,85.15690018584613,0,Republican,European,Likely Af-Am (Modeled),Republican & Independent,74056.68579493758,Residential,497038.14016129664,0
3990,ny,0,28.681693519998063,1,Non-Partisan,European,English/Welsh,Democratic & Republican & Independent,66137.6392158003,Residential,351927.0941536422,0
3991,ca,1,20.915400803255892,1,Republican,European,Belgian,Republican,59485.98839723249,Unknown,588142.823985754,1
3992,ca,1,54.69884794974661,0,Republican,European,Korean,Republican,122563.73123063083,Residential,819824.433296544,0
3993,ca,1,57.074225252493505,1,Democratic,Other,English/Welsh,Republican,92496.66459108336,Apartment,327201.6767438828,1
3994,il,1,44.979984699002166,1,Republican,European,Italian,Independent,206465.51372607375,Unknown,712492.5109280122,0
3995,fl,1,51.50601091052748,1,Democratic,European,English/Welsh,Independent,41704.979007173475,Residential,1484085.2452702092,0
3996,tn,0,33.869933418310914,0,Non-Partisan,European,Danish,Republican & Independent,96119.71076208762,Apartment,367399.5579840002,0
3997,ca,1,43.049560638590286,0,Democratic,European,English/Welsh,Independent,121149.80168750229,Residential,375474.179445743,0
3998,fl,0,33.25836799687076,1,Republican,European,English/Welsh,Republican,112768.63907941934,Triplex,846579.5171412831,0
3999,ny,1,66.4778324615575,1,Democratic,European,German,Democratic,28117.33567784126,Apartment,162882.13467410646,0
4000,ca,0,35.44793771012637,1,Democratic,European,German,Independent,64308.29728330004,Residential,408686.07366357284,0
4001,co,0,74.9037036131444,1,Non-Partisan,European,English/Welsh,Independent,252251.1150122552,Apartment,325136.81606895966,0
4002,ny,0,75.57312250561328,0,Non-Partisan,East and South Asian,English/Welsh,Republican,80505.17674928492,Apartment,178172.37417530213,0
4003,az,1,26.036037455346676,0,Democratic,European,Irish,Republican & Independent,66366.06933783228,Residential,95159.32882996603,0
4004,nj,0,52.72369512468905,1,Democratic,Hispanic and Portuguese,German,Republican,80056.34610564401,Residential,338175.7885730191,1
4005,mo,1,20.772979888644244,0,Democratic,European,English/Welsh,Democratic,89221.96678605118,Residential,272502.92387757456,0
4006,pa,1,42.86706254126699,1,Democratic,European,Hispanic,Republican & Independent,247345.01015284462,Residential,617008.516399647,0
4007,ny,1,49.33247764420763,0,Democratic,Hispanic and Portuguese,Irish,Independent,122765.83299427226,Residential,567077.7376321538,0
4008,wi,0,44.243402439151,1,Republican,European,English/Welsh,Independent,77092.12489773189,Residential,164142.64702243768,0
4009,ca,1,71.35422100018334,1,Republican,European,Scots,Republican,92541.85810503006,Apartment,403963.55450151936,1
4010,ca,1,36.47268213758933,1,Republican,Likely African-American,Irish,Independent,240644.64553255713,Unknown,348424.68136822514,0
4011,ca,1,55.573201560013956,0,Non-Partisan,European,English/Welsh,Independent,130601.3965507786,Residential,206670.97383094404,1
4012,nh,0,24.402774412310176,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic,270334.87668932724,Apartment,366773.3414262586,0
4013,pa,0,55.118408625841475,0,Democratic,Likely African-American,English/Welsh,Republican,3425.5187992569117,Residential,108338.11734747823,0
4014,nc,0,29.279731614804085,1,Republican,European,English/Welsh,Democratic & Republican,216183.22877491638,Unknown,168083.12423411786,0
4015,wi,0,68.65631831936346,0,Republican,Likely African-American,Italian,Republican,25196.504498618026,Apartment,114939.1767993912,1
4016,ca,0,62.49160820722281,1,Democratic,European,English/Welsh,Republican,112758.22414920859,Apartment,444726.82757258345,0
4017,ut,0,29.734292240147337,0,Democratic,European,Scots,Democratic,38151.960856119134,Residential,793993.8812644731,0
4018,la,1,68.93345132321132,1,Non-Partisan,Hispanic and Portuguese,Scots,Independent,134215.11820690043,Residential,379927.4916539162,1
4019,tn,1,53.35799233345108,0,Republican,European,English/Welsh,Democratic,103967.63558679476,Apartment,1641032.5505511372,0
4020,ut,1,63.49816348100258,1,Democratic,European,English/Welsh,Republican,125391.29852021202,Residential,201978.96767743913,1
4021,ca,1,69.62617865597515,0,Non-Partisan,European,Hispanic,Independent,79626.02165623022,Unknown,404513.8966148696,1
4022,tn,0,55.87842671449503,1,Republican,East and South Asian,Hispanic,Democratic & Independent,112586.66475754953,Apartment,440700.6828713337,0
4023,wi,1,15.49544763670452,0,Democratic,European,English/Welsh,Independent,88582.19711640164,Unknown,270094.78348916455,0
4024,ca,0,64.80639323315916,0,Republican,European,Dutch (Netherlands),Democratic & Republican,92343.85393755144,Triplex,3481474.441340005,0
4025,fl,1,46.015726759365,1,Non-Partisan,European,Likely Af-Am (Modeled),Independent,72640.52889134556,Residential,371381.34427599306,0
4026,fl,1,12.296558978160933,1,Non-Partisan,Likely African-American,Hispanic,Republican,212042.30337107225,Apartment,723932.3644020825,0
4027,il,1,24.200292329690665,0,Independence,European,English/Welsh,Independent,69811.8777871577,Residential,338388.59076874715,0
4028,oh,1,43.87252535310685,1,Non-Partisan,European,English/Welsh,Democratic & Republican,134398.6671314195,Residential,166719.0445304544,1
4029,nc,1,24.773999539911113,0,Democratic,Hispanic and Portuguese,Irish,Democratic & Independent,33858.60218660146,Apartment,139149.7500718238,0
4030,tn,1,28.102609346670267,1,Democratic,Hispanic and Portuguese,Norwegian,Democratic & Republican,40783.08903622521,Apartment,214533.34350301357,0
4031,or,1,31.13545365561116,1,Non-Partisan,European,Swedish,Democratic & Republican,4934.590745094709,Apartment,189027.4318344932,0
4032,ut,0,16.626289649237016,1,Democratic,Likely African-American,German,Democratic & Independent,84286.4027465942,Residential,13019.467280460638,1
4033,ga,0,58.43119825232559,1,Republican,European,German,Independent,98681.55523792913,Apartment,374307.7931392436,1
4034,ia,1,71.58785121283255,0,Reform,European,English/Welsh,Democratic & Republican & Independent,69631.71305934836,Residential,376859.2027544845,1
4035,va,1,45.40213944307904,1,Non-Partisan,European,English/Welsh,Independent,18262.11932271751,Unknown,548922.071336826,0
