,state,voted,calculated_age,Voters_Gender,Parties_Description,EthnicGroups_EthnicGroup1Desc,Ethnic_Description,Residence_HHParties_Description,CommercialData_EstimatedIncomeAmount,CommercialData_PropertyType,CommercialData_EstHomeValue,nonpartisan_donation
5347,az,1,59.99608300206968,1,Democratic,European,English/Welsh,Democratic,78926.45614900587,Residential,204080.98256177118,0
5348,ca,1,84.19550824708999,1,Non-Partisan,European,Byelorussian,Democratic,100803.15008185655,Residential,1552206.739694518,1
5349,ny,0,18.869020391042554,1,Republican,European,English/Welsh,Republican,67506.8760222189,Residential,34714.36080773853,1
5350,ct,0,31.226230565246933,1,Unknown,European,Swedish,Republican,132676.96335783473,Residential,125787.2885413368,0
5351,wa,1,45.39188508110948,1,Democratic,European,Chinese,Independent,72676.2788961736,Residential,219351.0986201546,0
5352,fl,1,65.54438110740196,1,Republican,European,English/Welsh,Republican,76033.4584699453,Residential,424968.443729933,1
5353,mo,1,61.49025225067459,0,Non-Partisan,European,English/Welsh,Democratic & Republican,37366.81324397428,Unknown,502506.9795951893,0
5354,md,1,55.10328015139835,0,Democratic,European,English/Welsh,Republican & Independent,63402.90051340501,Apartment,408474.6377042645,0
5355,ca,1,38.4523502678982,0,Democratic,European,Vietnamese,Democratic,141395.37655344585,Residential,522054.9253521288,0
5356,nc,1,78.47892916236718,0,Democratic,European,English/Welsh,Democratic,41259.04864717203,Residential,2154407.9293787596,0
5357,va,1,58.18025983648346,0,Democratic,European,English/Welsh,Democratic,258571.43222138323,Residential,276742.1549683379,0
5358,mo,1,87.59553489689519,1,Non-Partisan,European,English/Welsh,Democratic & Independent,44328.41826985286,Apartment,370625.31770774757,0
5359,ny,0,54.09620024961564,0,Democratic,European,English/Welsh,Democratic,79489.14297035399,Mobil Home,721531.3883616356,0
5360,fl,1,38.823530980472746,0,Republican,Likely African-American,German,Republican,82710.87701719618,Apartment,1084229.8734971501,0
5361,ga,0,39.93949689697769,0,Non-Partisan,Likely African-American,Likely Af-Am (Modeled),Democratic & Republican & Independent,74294.15785681157,Residential,132958.2379041056,0
5362,nd,0,58.58814318109088,1,Democratic,European,English/Welsh,Democratic & Independent,66565.84312037149,Residential,435620.7584546576,0
5363,hi,0,44.96652847144581,1,Republican,European,Likely Af-Am (Modeled),Democratic,96586.5752747494,Apartment,400560.01298711123,0
5364,va,1,59.08911844132257,0,Democratic,European,Italian,Democratic & Independent,54333.18307526424,Residential,240808.3679872168,0
5365,oh,1,18.05585851359585,0,Democratic,European,African or Af-Am Self Reported,Republican,100605.31879657852,Residential,179168.6836643892,1
5366,ct,0,48.57087370751952,0,Democratic,European,Hispanic,Independent,63015.73649400625,Residential,310280.3671317111,0
5367,ia,1,20.64241609418865,1,Non-Partisan,European,English/Welsh,Democratic & Republican & Independent,65214.44421677009,Residential,368483.1214211484,0
5368,nh,1,29.94322016645133,0,Working Family Party,European,Likely Af-Am (Modeled),Independent,72802.10475838362,Residential,143646.11320268904,0
5369,oh,1,49.195087872200666,0,Republican,European,German,Democratic,113721.94458933128,Apartment,64119.441250607946,1
5370,fl,1,54.2270733575688,1,Democratic,Hispanic and Portuguese,Irish,Independent,77873.66056268969,Residential,126293.67578712966,0
5371,ca,1,18.703954560471878,1,Democratic,European,German,Independent,49079.53261690057,Residential,1249668.3249155562,1
5372,nh,1,50.858233997536644,1,Republican,European,English/Welsh,Independent,-7205.607914775937,Residential,476227.9109686121,0
5373,ca,0,50.27296408880812,0,Republican,European,Hispanic,Democratic,120871.2158954771,Apartment,441481.7906472853,0
5374,ma,1,21.744122294165066,0,Democratic,Hispanic and Portuguese,Scots,Independent,80092.11304492131,Residential,251476.22680502685,0
5375,nc,1,78.63249321502808,0,Democratic,European,Japanese,Democratic & Independent,68633.0221524268,Apartment,155368.57812817104,1
5376,pa,0,63.140941228400976,0,Republican,European,English/Welsh,Independent,52121.34216868448,Residential,729522.3004031496,0
5377,il,1,43.68595424427037,0,Democratic,European,English/Welsh,Independent,213249.4387200701,Residential,254368.2117585697,0
5378,ca,1,46.98256101120843,1,Non-Partisan,European,Likely Af-Am (Modeled),Democratic & Independent,150180.65772978522,Residential,120223.86129032704,0
5379,oh,0,70.14203709366545,0,Republican,European,Likely Af-Am (Modeled),Republican & Independent,111551.17598015635,Triplex,706996.9372454805,0
5380,al,1,63.464642369642945,0,Democratic,European,English/Welsh,Independent,90120.59567587131,Residential,172618.5968158852,0
5381,fl,0,50.7101304213985,0,Democratic,European,Indian/Hindu,Democratic & Republican & Independent,10158.041386052977,Residential,270053.74656401365,0
5382,ca,1,52.87125069160064,1,Non-Partisan,European,English/Welsh,Democratic,76212.72585879092,Residential,378418.1158900071,0
5383,ca,1,63.3012737690166,0,Non-Partisan,European,English/Welsh,Independent,44173.636021055914,Residential,234301.99965629968,0
5384,ny,1,72.25435626540309,0,Non-Partisan,European,English/Welsh,Democratic,109973.10284135555,Apartment,212712.3706527349,0
5385,nc,0,40.6849603004365,0,Democratic,European,Bulgarian,Democratic,77072.02585767378,Residential,194489.5004312609,1
5386,ma,1,53.08054842133102,0,Republican,Other,English/Welsh,Democratic,146730.09452771337,Residential,617167.6194809322,1
5387,ca,1,28.150612945254963,0,Democratic,Other,Armenian,Independent,133254.75786852677,Residential,342146.39221911994,0
5388,ms,0,49.49666711631955,0,Non-Partisan,European,English/Welsh,Democratic,17170.5236384055,Unknown,164797.77870038035,0
5389,nc,0,51.12977053907229,0,Democratic,European,English/Welsh,Democratic & Republican & Independent,116487.44876032449,Apartment,348831.9639838263,0
5390,ny,0,27.563936519022324,0,Democratic,European,Hispanic,Democratic,146054.31065236984,Unknown,353655.1996456263,0
5391,wv,1,73.67644868106198,0,Reform,European,Polish,Democratic & Republican,155972.30789815405,Residential,214332.38101330775,0
5392,ny,1,19.223409126128345,0,Non-Partisan,European,German,Democratic,273829.2008133334,Residential,578377.4086987907,1
5393,wi,1,38.514058124302956,0,Republican,European,English/Welsh,Independent,291054.14344058535,Residential,16443.276534400662,1
5394,wa,0,46.88651136587081,0,Democratic,European,Swedish,Democratic & Independent,69730.82365006807,Condominium,239372.32396532595,0
5395,ca,1,33.17925972437094,1,Republican,European,English/Welsh,Independent,147590.13695708977,Residential,316687.7749095846,0
5396,il,1,42.87588020098082,0,Democratic,European,English/Welsh,Democratic & Republican & Independent,70618.26868921978,Residential,474737.27317487757,1
5397,ca,1,20.26184332532076,0,Democratic,European,African or Af-Am Self Reported,Independent,126820.86758209186,Residential,433146.50080255343,0
5398,va,0,41.951438402429545,0,Non-Partisan,European,English/Welsh,Democratic,65823.22980585984,Residential,207351.53359974056,0
5399,nm,1,50.520070885705394,1,Democratic,Other,Irish,Democratic,124339.38182912418,Residential,179559.12020734156,0
5400,ca,0,63.37681321460883,1,Democratic,European,English/Welsh,Independent,34911.86786710905,Unknown,1215006.387645726,0
5401,md,1,19.232889315615274,0,Democratic,Likely African-American,Scots,Democratic,53648.23824400314,Residential,503451.9122528038,0
5402,ia,1,56.435215052634206,0,Democratic,European,Arab,Independent,129155.22246478857,Apartment,422904.3819851313,0
5403,tx,1,53.68450894167994,0,Democratic,Hispanic and Portuguese,German,Republican & Independent,48453.180096392694,Apartment,318333.16071970994,0
5404,il,1,16.706376221850025,0,Republican,European,German,Independent,220219.93165548512,Residential,2669634.526420417,0
5405,oh,1,54.188139898335116,0,Democratic,Hispanic and Portuguese,Pakistani,Democratic,61858.64815705499,Apartment,767864.1655998775,0
5406,tx,0,51.71880349388068,1,American Independent,European,German,Democratic,135193.28293399065,Apartment,225708.87081834459,1
5407,fl,1,61.2862776990867,1,Democratic,European,Hispanic,Democratic,236595.99877678844,Apartment,389246.7012469204,0
5408,tx,0,23.690771046333836,1,Other,European,English/Welsh,Republican,79548.04549466638,Residential,302258.0111533955,0
5409,ak,1,41.89507019832762,0,Working Family Party,European,English/Welsh,Democratic,2133.605713468489,Residential,329470.37432905467,0
5410,ca,1,26.976796439726773,0,Democratic,European,English/Welsh,Republican & Independent,88921.18193640497,Apartment,255865.16715814025,0
5411,pa,0,39.33817180083167,1,Democratic,European,Scots,Democratic,82424.79956394667,Residential,229176.43232824077,0
5412,pa,1,21.174771795690205,0,Democratic,European,English/Welsh,Democratic & Republican,74452.9537475263,Apartment,120787.48307469265,0
5413,me,1,53.831872202617035,1,Independence,Other,English/Welsh,Democratic,41481.1797920319,Residential,251409.29456329,0
5414,ct,1,55.89452353487613,0,Democratic,European,English/Welsh,Republican,126101.15602214877,Residential,560763.9811452732,1
5415,ny,1,23.756742131202508,1,Non-Partisan,European,English/Welsh,Independent,64130.844180554544,Apartment,771880.8490404221,0
5416,ny,0,42.38758903165472,0,Democratic,Other,English/Welsh,Democratic,62840.644249557095,Residential,793636.6850877528,0
5417,ky,1,21.412853948133257,0,Democratic,European,English/Welsh,Democratic & Independent,80203.69996254731,Unknown,226878.1552155878,0
5418,nj,1,85.10716565070284,0,Non-Partisan,European,English/Welsh,Democratic,95334.6960997272,Residential,416999.2088277044,0
5419,nc,1,59.459951971975485,0,Republican,European,German,Independent,247338.01547660236,Residential,256407.36848759043,1
5420,mi,1,56.057612556112815,1,Democratic,European,English/Welsh,Republican & Independent,94254.05705120304,Residential,326673.1652200356,0
5421,tx,1,16.94610584073791,0,Republican,European,English/Welsh,Independent,151071.78620105542,Residential,121492.60212080315,1
5422,mn,1,44.19088156618427,0,Democratic,European,Hispanic,Republican & Independent,43800.529620607485,Apartment,285898.5337507968,0
5423,va,0,64.65821348949639,0,Democratic,European,Norwegian,Independent,139250.92446878474,Residential,517771.61021367257,0
5424,mi,0,34.150804924549135,1,Democratic,European,English/Welsh,Democratic,83341.89286692094,Residential,172112.50373424467,0
5425,sc,1,54.53585611578544,1,Non-Partisan,European,English/Welsh,Democratic & Republican & Independent,75098.39485942741,Residential,202710.49661656795,0
5426,il,1,22.885574339861613,0,Democratic,East and South Asian,English/Welsh,Independent,20434.042018743778,Mobil Home,271497.3320944189,0
5427,fl,1,68.15229492885965,0,Democratic,European,English/Welsh,Independent,85438.8730257226,Residential,431890.5700537145,0
5428,nj,1,81.96953740762581,0,Democratic,Hispanic and Portuguese,Swedish,Independent,162175.51528319294,Residential,216972.9867097297,0
5429,ga,0,19.675347366134844,1,Democratic,European,German,Republican & Independent,50298.59129511595,Residential,464741.2919577458,0
5430,ny,0,77.8964007904335,0,Democratic,Other,Scots,Independent,13806.502524583502,Residential,394292.29451707995,0
5431,ca,1,44.74444609017917,1,Democratic,European,Hispanic,Democratic,72375.77432426554,Unknown,823395.8171719651,1
5432,ok,1,54.784297840069016,0,Libertarian,European,English/Welsh,Republican,88326.28578047549,Residential,119675.27325524011,0
5433,ca,0,46.53882837132501,1,Democratic,East and South Asian,Hispanic,Democratic,85724.56755305784,Residential,533572.9294447473,0
5434,ky,1,51.28058053700629,1,Democratic,European,French,Republican,12294.172659107007,Apartment,561298.2965145693,1
5435,mt,1,80.99032675820024,0,Non-Partisan,European,English/Welsh,Republican,19344.269015251262,Residential,164871.04223816993,0
5436,dc,1,50.72500757375979,1,Democratic,European,Chinese,Republican & Independent,63473.01569983141,Residential,435674.2624124021,1
5437,ny,1,40.15965923226409,0,Democratic,European,English/Welsh,Democratic,245128.03331717112,Apartment,195762.22428753233,0
5438,la,1,19.531950773449932,0,Non-Partisan,European,English/Welsh,Democratic,49135.218804097276,Residential,427672.65318496386,0
5439,ny,1,22.05859196125967,0,Republican,East and South Asian,Hispanic,Republican & Independent,78317.12010391438,Unknown,381692.2516825639,0
5440,wa,1,26.463418304219033,1,Democratic,Other,Japanese,Democratic & Republican,63802.54142030995,Residential,291990.2216647433,0
5441,co,0,45.09796508785258,1,Non-Partisan,European,English/Welsh,Independent,214479.31956351723,Apartment,182970.98901159788,0
5442,ny,1,31.015116563209244,1,Reform,European,Likely Af-Am (Modeled),Republican & Independent,104038.84036879732,Residential,166357.54947213977,0
5443,tx,1,28.51933417675566,0,Reform,European,English/Welsh,Republican,267463.1857323776,Apartment,55257.433693798004,0
5444,or,1,59.071395250935886,1,Republican,European,English/Welsh,Republican,158664.2264038981,Residential,338251.2642141038,1
5445,tx,1,45.65835689014942,0,Non-Partisan,European,Bulgarian,Democratic,149777.12639385,Unknown,1457386.9051979622,0
5446,co,1,28.64375849830777,0,Other,European,English/Welsh,Democratic,98701.71251492287,Residential,255859.42955734686,0
5447,ny,0,56.523622755419694,0,Republican,European,Hispanic,Democratic,62117.993029005156,Residential,1631415.574520252,1
5448,ca,1,51.776413181198635,1,American Independent,Hispanic and Portuguese,Irish,Democratic,216121.5678271011,Residential,354420.38984803774,1
5449,wa,1,35.49361609918949,0,Republican,European,Austrian,Democratic & Republican,254397.31438546383,Residential,1376351.7030120902,0
5450,ga,0,42.469855458006435,0,Non-Partisan,European,Irish,Independent,66397.02951394506,Residential,367312.7012154175,0
5451,nj,1,49.45419135776697,1,Democratic,European,Japanese,Democratic & Republican,114114.26730207921,Residential,62386.91637025733,1
5452,ny,1,93.16778842988367,0,Democratic,European,Italian,Democratic & Independent,181236.48599406128,Residential,225605.49393186858,1
5453,id,0,61.92871305427829,0,Democratic,European,Likely Af-Am (Modeled),Republican,250849.37604804826,Apartment,427889.6260977347,0
5454,fl,1,46.7087887297899,1,Democratic,European,English/Welsh,Republican,261864.2098972414,Apartment,282148.0758747794,0
5455,ca,1,26.168628682811637,1,Democratic,European,English/Welsh,Democratic,132642.75157749932,Residential,1082285.9440762275,0
5456,pa,1,29.139912352927922,0,Non-Partisan,European,Hispanic,Republican,38585.0271738586,Apartment,507875.1203227824,0
5457,az,1,42.84347037231323,1,Democratic,European,Hispanic,Republican & Independent,18433.12943202448,Residential,134629.13212605132,0
5458,nd,1,64.6512864726783,1,Democratic,European,Hispanic,Democratic,76715.77922661316,Mobil Home,273458.03300171247,0
5459,pa,0,23.633089654977038,0,Non-Partisan,European,Arab,Republican,100791.23278396492,Residential,149098.16847119312,0
5460,ky,1,75.95429101334491,1,Democratic,European,English/Welsh,Independent,149991.8810524274,Residential,289744.2834092559,0
5461,fl,1,50.48495612229043,0,Democratic,European,English/Welsh,Independent,128392.71390342645,Residential,256885.67320530626,0
5462,or,1,30.339553152511698,1,Republican,European,Irish,Democratic,252837.77304643666,Apartment,1085261.3273437892,1
5463,ct,0,25.728173251203575,0,Democratic,European,Hispanic,Independent,66043.76860125715,Residential,407629.0125255895,0
5464,co,0,69.05547548495738,1,Republican,European,English/Welsh,Democratic,32181.663694758245,Condominium,1111938.4868174128,0
5465,nj,1,60.71051948992131,0,Democratic,Hispanic and Portuguese,Vietnamese,Independent,116207.3876554018,Residential,123581.1836092926,0
5466,va,1,58.11495539243484,0,Democratic,European,Italian,Democratic,81352.84939564555,Apartment,260725.09318777412,0
5467,tx,1,24.878836539659147,1,Non-Partisan,Hispanic and Portuguese,English/Welsh,Independent,88185.30753910274,Unknown,149997.11725161495,0
5468,md,1,66.52766357450977,1,Democratic,European,English/Welsh,Independent,77306.58101077196,Residential,389837.4231918343,1
5469,ca,1,57.29942118537542,0,Non-Partisan,European,English/Welsh,Independent,36888.84854661455,Residential,253968.07458776305,0
5470,ca,0,35.71328466440472,0,Republican,European,English/Welsh,Democratic,45640.41210478314,Residential,1842856.3652183427,0
5471,tx,0,50.407485910046155,0,Democratic,European,English/Welsh,Democratic,100305.23921620188,Residential,242121.93254745507,0
5472,al,1,13.044928980618211,0,Democratic,European,Russian (omitting former Soviet States),Independent,96790.5389536474,Residential,99942.28719789136,0
5473,sc,1,77.98671533206067,0,Democratic,European,English/Welsh,Republican & Independent,81859.33825772515,Apartment,218199.53638562313,0
5474,ma,1,55.179422763599035,1,Democratic,European,Bulgarian,Independent,276692.74042337044,Unknown,299448.29385434894,1
5475,md,1,42.253105252208506,1,Democratic,European,English/Welsh,Democratic,130908.85424004536,Apartment,531091.1635336668,0
5476,va,1,76.97722974910515,0,Democratic,European,English/Welsh,Democratic & Republican,247032.77295124397,Residential,204799.68177841083,0
5477,il,1,61.3129469936594,0,Non-Partisan,European,English/Welsh,Democratic & Independent,86466.16925022582,Residential,215666.53670499581,1
5478,ca,0,24.335560633635932,0,Democratic,Other,English/Welsh,Independent,141417.7301885312,Residential,262861.8027330376,0
5479,wv,1,54.941428339693594,0,Non-Partisan,European,French,Independent,263836.9810948582,Residential,469930.10223740357,0
5480,ca,1,27.446344557747178,1,Republican,East and South Asian,English/Welsh,Democratic,6307.666139770379,Residential,388306.0014003717,1
5481,ga,1,31.296211151884567,1,Republican,European,English/Welsh,Independent,47490.95086442625,Residential,190963.89345210796,0
5482,ny,0,50.529394506872464,1,Democratic,European,African or Af-Am Self Reported,Democratic,248377.27184792576,Unknown,231164.20182339422,1
5483,ia,1,52.145387727720404,0,Democratic,Likely African-American,English/Welsh,Democratic,157673.80618314148,Duplex,337150.9977353169,0
5484,oh,1,54.71624494356005,1,Democratic,Hispanic and Portuguese,English/Welsh,Independent,31009.85269209664,Residential,249240.08006636758,0
5485,nc,1,82.86061616747452,1,Democratic,European,Hispanic,Independent,118789.94555344568,Residential,447289.55433309893,1
5486,ca,1,56.06295391588977,1,Democratic,European,Scots,Independent,69686.46230498211,Residential,204034.7972852293,1
5487,ia,1,49.51785777663502,0,Non-Partisan,European,English/Welsh,Democratic & Independent,99599.83526471064,Residential,15692.736964357944,0
5488,mi,0,57.47068937321425,0,Democratic,European,Irish,Independent,53584.28781447292,Residential,408715.6944143322,0
5489,tx,1,56.126173549148874,0,Democratic,Hispanic and Portuguese,Portuguese,Independent,22578.930179873892,Condominium,728558.1162439658,0
5490,ny,1,41.89177962385824,1,Non-Partisan,European,English/Welsh,Independent,52066.65136868862,Unknown,1064439.9169495213,0
5491,az,1,65.36333438329842,1,Democratic,European,English/Welsh,Democratic & Republican,116405.55494189779,Residential,362461.375651762,0
5492,mn,0,58.790175708021934,0,Democratic,European,Polish,Independent,41285.96435687882,Residential,154189.49768443772,0
5493,wi,0,55.12894623973436,1,Non-Partisan,European,Scots,Democratic,263491.64965658775,Unknown,1062883.8043237452,0
5494,la,1,64.32023353173832,0,Libertarian,European,English/Welsh,Republican & Independent,58170.96404752577,Unknown,166473.29587540455,0
5495,oh,1,19.518192888729466,0,Non-Partisan,Hispanic and Portuguese,English/Welsh,Democratic & Independent,142777.79888757647,Residential,554577.7582903153,0
5496,ms,1,57.746020574917445,0,Republican,European,English/Welsh,Republican,79550.9419597813,Residential,110694.31866661958,1
5497,nj,1,22.69408389246179,0,Democratic,European,Greek,Democratic & Republican,256423.96114728734,Residential,430191.8796281733,0
5498,ga,1,65.37603098869569,1,Republican,European,Irish,Democratic,70976.2442963387,Condominium,402746.8666951899,0
5499,ny,0,54.112530873443646,0,Republican,Other,Irish,Independent,124578.52826950219,Residential,236982.03251031268,0
5500,ma,1,69.14013736891765,1,Republican,European,English/Welsh,Independent,46883.24763269011,Unknown,295082.7403896008,0
5501,al,0,29.25406915672564,0,Democratic,European,English/Welsh,Democratic & Independent,98281.94276864553,Residential,482332.5107136338,0
5502,md,0,21.704739176836817,0,Democratic,European,Likely Af-Am (Modeled),Republican,109006.61710057789,Residential,350035.059729861,0
5503,nm,0,61.61587002670521,0,Democratic,Other,English/Welsh,Democratic,77029.26906042927,Residential,179534.57939891226,0
5504,ny,1,84.86027689382567,1,Democratic,European,Arab,Independent,26974.90478634441,Apartment,457288.5042793547,0
5505,ca,1,48.909087889258885,1,Independence,European,German,Democratic,27120.393292977336,Residential,53135.24198111261,0
5506,ny,1,42.32572225573865,0,Democratic,European,English/Welsh,Democratic,245489.20643006128,Residential,284473.1818149863,1
5507,nv,1,47.23125094095654,0,Socialist,European,Chinese,Democratic,140971.7764461853,Residential,344976.322073041,0
5508,ga,1,55.18479027648942,0,American Independent,European,Scots,Democratic & Independent,34401.21877174679,Residential,298280.3328291793,0
5509,sc,1,66.00493766936137,1,Republican,European,French,Independent,23381.808060323016,Condominium,1225582.8333834005,0
5510,wi,1,34.348847292789145,0,Republican,European,English/Welsh,Republican,243552.60663579794,Residential,172281.93182682013,0
5511,mi,1,30.252010338539293,1,Republican,Likely African-American,Italian,Democratic,84180.506586434,Unknown,369228.0013203243,0
5512,la,1,70.9964362783186,0,Non-Partisan,Hispanic and Portuguese,Scots,Independent,73846.81878869794,Apartment,404446.0876385309,0
5513,ca,0,53.455576013685324,0,Republican,European,Arab,Independent,127842.85829533232,Residential,171825.84289562114,0
5514,il,0,49.97535006820916,0,Democratic,Other,Likely Af-Am (Modeled),Democratic & Republican & Independent,72991.39201791327,Condominium,2986935.2285356345,0
5515,ca,1,47.600575858052615,1,Democratic,European,English/Welsh,Democratic,264005.25333278306,Residential,304906.1218231721,0
5516,ny,0,76.49475837013695,1,Democratic,Hispanic and Portuguese,English/Welsh,Republican,123360.36821968926,Apartment,393259.7310222079,0
5517,tx,1,65.5110867418937,0,Non-Partisan,Likely African-American,Swedish,Republican & Independent,145519.58510851927,Residential,1665067.6344508664,0
5518,ny,0,69.69773328609799,0,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,264425.4513267164,Unknown,199425.94395340592,0
5519,mi,1,43.614286482089305,0,Other,European,English/Welsh,Democratic,154829.45463344365,Residential,1304808.7183404719,0
5520,in,1,41.624879579270264,0,Republican,European,English/Welsh,Republican,36019.26343961429,Residential,106699.0639649774,0
5521,ca,0,29.9538665439871,0,Republican,European,English/Welsh,Independent,116111.29854917564,Duplex,33595.237811652754,0
5522,mo,0,57.48623718429371,0,Republican,European,German,Republican,69533.43069807932,Residential,200888.70156542555,0
5523,tn,1,50.14478564797372,1,Progressive,Likely African-American,English/Welsh,Democratic & Republican,115590.96280931192,Residential,267233.86289241444,0
5524,vt,1,60.12818034315218,1,Democratic,European,Scots,Republican,121051.34611921449,Residential,169438.9098160817,0
5525,pa,1,69.90522355566654,0,Non-Partisan,European,English/Welsh,Democratic & Independent,49089.90430974291,Residential,225062.05751590995,0
5526,ny,0,29.125312113593132,0,Democratic,European,English/Welsh,Democratic,39430.88076273546,Residential,206402.76138332568,0
5527,fl,1,60.6475043456298,0,Republican,European,English/Welsh,Independent,122465.61724280719,Residential,375282.10997933464,0
5528,nc,1,49.75625015478926,0,Democratic,European,Hispanic,Independent,54374.605542278194,Residential,268584.10387327004,0
5529,tx,1,42.75452852444381,0,Democratic,European,English/Welsh,Republican,48864.36373128553,Unknown,92350.21152572767,0
5530,pa,0,37.83623797882012,0,Democratic,European,Irish,Independent,83284.69357333043,Residential,262350.5061668621,0
5531,nc,1,35.98617770105105,0,Democratic,Likely African-American,German,Democratic & Republican,162272.37991271904,Residential,254414.42620273057,0
5532,mo,1,48.66236926058303,0,Republican,European,Dutch (Netherlands),Democratic,80990.88296569693,Residential,416860.6152511047,0
5533,va,1,60.973142842800016,1,Republican,European,Dutch (Netherlands),Republican & Independent,68777.18813270827,Residential,351613.7880493908,1
5534,va,0,13.87721119264541,0,Democratic,European,African or Af-Am Self Reported,Democratic,49279.05452518375,Residential,558565.8632423349,0
5535,pa,0,25.821039512750566,1,Republican,European,English/Welsh,Democratic,132265.71699478925,Unknown,1327173.0431520122,0
5536,tx,1,47.62722096844769,0,Democratic,European,English/Welsh,Democratic & Independent,70499.13494815763,Residential,1336464.8825529343,0
5537,ut,0,28.755140407262445,0,Democratic,European,Likely Af-Am (Modeled),Democratic,229165.13960109925,Residential,400117.47689437866,0
5538,ny,1,27.013703339687417,0,Democratic,European,Armenian,Democratic,100796.93025640202,Residential,92179.96892529931,0
5539,al,1,90.6219464975314,1,Republican,European,English/Welsh,Democratic,162812.5610629978,Mobil Home,251390.280476409,0
5540,tx,1,48.41487366420415,0,Democratic,European,English/Welsh,Republican,71558.15665377803,Unknown,239308.02098902164,1
5541,ks,1,52.04864574216031,0,Democratic,European,German,Republican,99897.36481332118,Apartment,346735.2266597116,0
5542,ia,1,61.20358483565061,0,Republican,European,English/Welsh,Independent,92430.56108265836,Residential,1196631.5758126199,0
5543,ny,1,73.87014577054063,1,Democratic,European,Scots,Democratic,29924.524494108646,Residential,147790.1984186795,0
5544,ny,0,43.13673190771583,0,Non-Partisan,Likely African-American,Scots,Republican & Independent,98355.14235244058,Apartment,161952.4420183486,0
5545,il,1,19.918391130096897,0,Non-Partisan,European,Hispanic,Democratic,59197.39557831285,Apartment,603206.9171933599,0
5546,ma,1,18.846567579942974,0,Republican,European,Hispanic,Democratic & Republican,153219.59583012486,Triplex,176673.86276141752,0
5547,nj,1,75.99613880645826,0,Non-Partisan,East and South Asian,English/Welsh,Democratic,80835.03355552687,Residential,406669.4523948148,0
5548,ny,1,35.55336099930057,1,Republican,European,English/Welsh,Republican,96782.30535528866,Residential,233822.3002481732,0
5549,nc,0,70.35979315208536,1,Democratic,Likely African-American,English/Welsh,Independent,65280.410808724606,Residential,101282.33604988833,0
5550,in,1,34.68437673791261,1,Democratic,European,English/Welsh,Republican & Independent,92423.54449783589,Residential,407178.9138322491,0
5551,tx,1,44.193919081332524,0,Democratic,European,Likely Af-Am (Modeled),Republican,139622.75640313848,Residential,110.67616487549094,0
5552,tx,0,26.65416025416702,1,Democratic,European,English/Welsh,Independent,34343.88006961019,Residential,389243.2089036286,0
5553,wi,1,75.09198191939234,0,Democratic,European,English/Welsh,Democratic,80133.30177277535,Residential,190530.05788019625,0
5554,ca,1,37.937507604880295,1,Democratic,European,Finnish,Democratic,142893.43233822312,Residential,41650.45638290848,0
5555,wi,1,63.02481396629624,0,Democratic,Other,English/Welsh,Republican & Independent,102608.54108973425,Residential,200179.05802797707,0
5556,ny,1,14.86958112805468,1,Non-Partisan,European,English/Welsh,Democratic,44573.82723033064,Residential,198306.0199077225,0
5557,co,1,80.04868579619955,1,Democratic,European,English/Welsh,Republican,268573.82532079634,Residential,315527.0442474488,0
5558,ny,1,22.327276216304284,0,Republican,European,German,Democratic,73740.00504940728,Triplex,276881.4091753805,0
5559,pa,0,27.83104398917612,1,Conservative,European,Likely Af-Am (Modeled),Democratic,45283.710598433776,Residential,206416.77991212383,0
5560,mi,1,77.85241711473527,1,Green,Hispanic and Portuguese,Hispanic,Independent,9681.757582397517,Residential,384451.20714827836,0
5561,ca,0,69.41192567026889,1,Democratic,European,Swedish,Independent,50985.52610462971,Residential,129228.40510660401,0
5562,or,0,41.13474122423393,0,Democratic,European,Italian,Democratic & Republican,48110.55287127972,Residential,735881.9098696631,1
5563,az,0,40.17131674617579,0,Non-Partisan,European,English/Welsh,Democratic,13575.893860188917,Residential,299634.4307867716,0
5564,ca,1,29.170611292468866,1,Republican,European,English/Welsh,Republican & Independent,76593.43716181308,Residential,312693.4566284436,0
5565,ny,1,82.56910888541188,0,Conservative,European,German,Democratic & Independent,23254.901150104448,Residential,1468295.4684120705,0
5566,ms,1,23.81861099176971,1,Republican,European,English/Welsh,Democratic,76059.0073698894,Residential,88373.47433490661,0
5567,ms,1,46.118328776754765,1,Republican,European,Arab,Republican,95710.21716285819,Apartment,201046.31201779013,0
5568,ma,0,21.140677571943655,1,Democratic,European,Irish,Democratic,83732.25501181361,Residential,277728.86362051754,0
5569,ut,1,23.414113126019952,0,Democratic,European,Italian,Democratic,100468.1428454137,Residential,229625.62138507815,0
5570,fl,1,79.03394814131882,0,Republican,East and South Asian,Hispanic,Democratic,57904.954953472654,Apartment,1237521.4276029503,0
5571,ca,1,27.92602409110357,0,Democratic,Likely African-American,English/Welsh,Democratic & Independent,86311.32693980285,Apartment,440475.57387990516,0
5572,sc,1,52.65227880870721,0,Republican,Hispanic and Portuguese,Hispanic,Independent,11739.378288528034,Residential,516267.508721511,1
5573,md,1,66.23265554993499,0,Democratic,East and South Asian,English/Welsh,Republican & Independent,157589.4293159443,Residential,648923.629579477,0
5574,ny,0,62.43181710966467,1,Democratic,European,Scots,Democratic,141873.76656004108,Unknown,188934.0441468386,1
