,state,voted,calculated_age,Voters_Gender,Parties_Description,EthnicGroups_EthnicGroup1Desc,Ethnic_Description,Residence_HHParties_Description,CommercialData_EstimatedIncomeAmount,CommercialData_PropertyType,CommercialData_EstHomeValue,nonpartisan_donation
3055,il,1,59.688479885336946,1,Non-Partisan,European,Native American,Republican & Independent,80411.08962739857,Apartment,317995.94141489273,0
3056,tx,1,48.95881269745271,1,Socialist,East and South Asian,Filipino,Independent,41800.47495037837,Residential,168588.88206193893,0
3057,in,1,51.782954700783094,0,Democratic,European,English/Welsh,Democratic,100714.67149990324,Unknown,205289.1728371089,0
3058,id,1,34.06541195867603,0,Non-Partisan,European,Irish,Democratic & Republican,64770.86498041012,Residential,198151.16330317582,0
3059,ny,0,57.134605416180854,1,Constitutional,European,English/Welsh,Republican,23701.697721661614,Apartment,28561.45900020629,1
3060,ca,1,25.634394382188937,1,Democratic,Hispanic and Portuguese,English/Welsh,Democratic & Republican,63517.15447786972,Residential,316120.57578687125,0
3061,nj,1,32.37396153841981,0,Democratic,Likely African-American,Hungarian,Republican,27709.899137020224,Unknown,160533.09213083607,0
3062,tx,1,27.31303949833525,0,Non-Partisan,European,African or Af-Am Self Reported,Democratic,88196.09167288321,Apartment,436883.215290406,0
3063,ok,1,36.94389873714655,1,Democratic,European,Croatian,Republican,68043.66880844919,Residential,159574.2505746729,0
3064,ca,1,26.09730122872634,1,Green,East and South Asian,English/Welsh,Democratic,129322.03561554191,Residential,543389.3266222582,0
3065,tx,1,75.71325735749426,1,Conservative,Hispanic and Portuguese,Hispanic,Democratic,62919.95421209181,Residential,333403.15865785565,0
3066,ia,1,81.88650252812994,1,Republican,Hispanic and Portuguese,Swedish,Republican & Independent,247690.9062353185,Apartment,350982.0283324447,1
3067,pa,0,20.926529050257866,1,Democratic,Other,English/Welsh,Republican & Independent,74283.62639591315,Apartment,215544.81857511564,0
3068,ny,1,38.16725440283986,1,Non-Partisan,European,Slovakian,Independent,262077.47659191646,Residential,282984.2445985505,0
3069,tx,1,35.03146944847458,0,Republican,Other,English/Welsh,Independent,101675.36625611779,Apartment,359858.1851319522,0
3070,ny,1,24.917955356413593,1,Democratic,Hispanic and Portuguese,Japanese,Republican,134817.32291315479,Residential,762989.1525251948,0
3071,va,1,37.62075577232223,1,Republican,Likely African-American,English/Welsh,Democratic & Independent,85910.47462842413,Condominium,935897.856020769,0
3072,nj,1,60.77332659504759,1,Democratic,European,German,Democratic,33937.377985228246,Residential,59568.07933594976,0
3073,in,1,33.9126062221061,0,Democratic,Likely African-American,Irish,Republican & Independent,76322.94329117559,Mobil Home,212593.3779256484,0
3074,la,1,83.9316390270742,1,Democratic,European,English/Welsh,Democratic & Republican,50134.49647931229,Residential,736673.6878026272,0
3075,md,1,93.41065517883015,1,Democratic,European,English/Welsh,Democratic & Republican,64955.34339107314,Mobil Home,595156.3298393709,1
3076,pa,0,39.894174123219,0,Republican,European,French,Republican & Independent,98382.88708542379,Unknown,112492.60439264229,0
3077,il,0,86.9073216951984,1,Republican,European,Scots,Democratic,42734.035031997504,Residential,220430.65584446612,0
3078,ky,1,57.582266075188976,1,Republican,European,Hispanic,Democratic & Republican,50904.500751375315,Residential,153761.09235037747,1
3079,wa,1,39.10230929840709,1,Democratic,European,English/Welsh,Democratic & Republican,142176.85028404248,Residential,283802.7366349654,0
3080,ca,0,40.798274209278716,1,Democratic,European,Serbian,Democratic & Republican,79624.0333513718,Apartment,1538254.232690907,0
3081,az,1,46.401458967629395,0,Independence,European,German,Democratic,19549.75931116673,Unknown,351975.56651803805,0
3082,tx,1,71.92431356959632,0,Democratic,European,Scots,Republican,123796.61610865041,Residential,70418.71212245032,0
3083,fl,1,34.605758000503805,1,Democratic,European,English/Welsh,Democratic,97633.10867581966,Apartment,1061878.8028588085,1
3084,nj,1,40.319297168424605,1,Democratic,European,Irish,Republican,96403.85369984487,Unknown,901523.2874598391,0
3085,pa,1,77.40912290419206,1,Democratic,European,Hispanic,Republican,94714.23665848687,Duplex,685565.6106969488,1
3086,pa,1,41.32223328826312,1,Republican,Likely African-American,Hispanic,Independent,35018.02121106662,Apartment,457317.0036417048,1
3087,ca,1,52.74284433780347,1,Democratic,Likely African-American,Hispanic,Democratic,163477.38959328888,Apartment,216724.67555806396,0
3088,ny,1,58.27647227570159,1,Non-Partisan,European,Likely Af-Am (Modeled),Democratic & Republican,90024.86626218572,Condominium,328133.674264351,0
3089,pa,1,52.58965365157985,1,Republican,European,Hispanic,Independent,67694.66413309913,Apartment,594312.0969828917,1
3090,wa,1,72.70395943530852,0,Democratic,European,Pakistani,Democratic & Independent,223644.2903634575,Apartment,83279.71262103814,0
3091,ca,1,24.123341555860627,0,Democratic,European,Hispanic,Democratic & Independent,53078.442478912795,Duplex,65481.35177720492,0
3092,mi,1,81.0470306881889,1,Registered Independent,European,Likely Af-Am (Modeled),Republican,163737.58500953263,Unknown,304438.6571690524,0
3093,ca,1,29.885914206589444,1,Democratic,European,Swedish,Democratic,108663.71690812743,Residential,131296.21305820183,0
3094,vt,0,97.44529702219654,0,Democratic,European,African or Af-Am Self Reported,Independent,46723.10837410086,Apartment,241274.09390277945,1
3095,ca,1,28.896798842051002,1,Reform,European,Likely Af-Am (Modeled),Democratic,90255.30688094132,Residential,357015.9441938287,0
3096,fl,1,100.23326772687163,1,Non-Partisan,Hispanic and Portuguese,Hispanic,Republican,108138.71548823596,Apartment,193969.87116775758,0
3097,ny,1,30.584781129059888,0,Non-Partisan,East and South Asian,Polish,Republican,35926.154178717654,Residential,240006.08374334156,0
3098,or,1,34.48989272148496,1,Non-Partisan,Other,Chinese,Democratic,5770.346614666967,Triplex,298778.24111782067,0
3099,il,1,66.04412267664294,1,Democratic,European,Irish,Republican,95836.55299686786,Residential,218396.34434509472,1
3100,ak,1,39.74293525765919,0,Republican,European,Hispanic,Independent,144688.40431341832,Apartment,571362.879050871,0
3101,mn,1,80.88257614360242,1,Republican,Likely African-American,English/Welsh,Republican,51166.81569193209,Residential,557011.2261263082,0
3102,ny,1,71.51611976596838,0,Non-Partisan,European,Hawaiian,Democratic & Independent,61599.713674553255,Residential,49668.116075194,1
3103,wa,1,75.86251271143533,0,Non-Partisan,European,Austrian,Republican,33368.93149578174,Residential,167229.65296946932,0
3104,oh,1,36.33343551302063,0,Democratic,European,Hispanic,Republican,143522.10870898017,Apartment,329433.4051018179,0
3105,la,0,51.74631923782282,1,Democratic,Likely African-American,English/Welsh,Republican & Independent,134621.7254480058,Apartment,124911.81549470281,1
3106,nc,1,59.54053626355602,0,Republican,European,Scots,Republican & Independent,161458.00596998903,Residential,688500.396319326,0
3107,tx,1,70.11969567695826,1,Republican,European,Swedish,Democratic & Independent,95502.39000209543,Residential,344214.814556625,0
3108,ca,0,45.5846370092781,0,Other,European,German,Independent,70801.10533817837,Residential,399576.11828228214,0
3109,il,1,38.914336117363014,1,Democratic,Likely African-American,Irish,Republican,249697.20713925004,Apartment,331438.9705212844,1
3110,hi,0,78.02542032986703,0,Non-Partisan,Other,Irish,Independent,63987.89104125411,Condominium,316795.8389874904,0
3111,nd,1,54.12296817296669,1,Non-Partisan,European,English/Welsh,Democratic & Independent,86474.05448277085,Unknown,145037.89740824013,0
3112,me,1,36.20917037016902,1,Non-Partisan,Other,Irish,Democratic & Republican & Independent,3402.4903582759634,Residential,365382.09870592644,0
3113,mi,1,67.03438712365195,1,Reform,European,Arab,Republican,22674.74734416406,Apartment,254118.6637025649,0
3114,az,1,65.10455412330884,0,Republican,European,Hispanic,Independent,18281.64380570996,Apartment,572708.5773465751,1
3115,fl,0,36.69661172658929,1,Democratic,European,Persian,Democratic & Independent,243748.56248188645,Unknown,185527.06879499834,0
3116,or,1,92.5609121416651,1,Republican,East and South Asian,English/Welsh,Democratic,73099.20411650617,Residential,404242.6808230394,1
3117,ca,1,39.37416547376516,1,Republican,Other,Serbian,Democratic & Republican & Independent,78280.83545433059,Apartment,645657.718130111,0
3118,oh,1,39.94647018968017,1,Democratic,European,African or Af-Am Self Reported,Republican,11923.0269390332,Residential,285512.1938639263,1
3119,tn,1,54.92744474014043,1,Libertarian,European,African or Af-Am Self Reported,Republican,65493.64576521159,Residential,298207.7673487098,0
3120,ak,0,31.18306349053245,1,Non-Partisan,Likely African-American,German,Republican & Independent,51728.44082699083,Residential,362798.5128724511,0
3121,pa,1,35.356689874889696,1,Democratic,Likely African-American,Armenian,Democratic & Republican,63352.591375011725,Residential,217954.05951675324,1
3122,id,1,50.86802042576585,0,Republican,European,Norwegian,Democratic,109951.67283589431,Unknown,934277.8943536554,1
3123,ny,0,77.54812833641421,0,Republican,European,Hispanic,Independent,65430.712851831115,Residential,746026.2138531784,0
3124,ny,1,87.37962954862425,1,Democratic,European,Serbian,Democratic & Republican,51362.31583355286,Residential,124446.91621065684,0
3125,ma,1,70.65762917564035,1,Democratic,European,Russian (omitting former Soviet States),Democratic,32187.381673758362,Residential,562278.4970349296,0
3126,tn,1,41.27032017270628,1,Non-Partisan,Hispanic and Portuguese,Slovakian,Independent,135996.73892305986,Mobil Home,112601.60463134684,0
3127,nj,1,45.60757147093675,1,Independence,European,Hispanic,Democratic,41975.664774035125,Apartment,266190.47222206194,0
3128,ny,0,95.15289595668995,1,Democratic,European,English/Welsh,Democratic & Republican,107859.48670794972,Unknown,117781.3631888491,1
3129,ca,0,60.80544763309352,0,Democratic,Hispanic and Portuguese,Likely Af-Am (Modeled),Democratic & Independent,16332.96057314934,Triplex,840829.9164479624,1
3130,ca,1,38.73164527061465,1,Republican,East and South Asian,Hispanic,Independent,55763.01807110484,Residential,185069.18674237904,1
3131,or,0,54.60761904659992,0,Non-Partisan,European,Likely Af-Am (Modeled),Democratic,101394.06700261007,Unknown,530358.0061892108,1
3132,mo,1,67.36539416970233,1,Non-Partisan,European,English/Welsh,Democratic,37427.588717303945,Apartment,653217.6600255307,0
3133,md,1,60.65847418615769,0,Democratic,European,English/Welsh,Democratic,73201.55821027055,Residential,988810.2512786158,1
3134,ny,1,64.78831321026932,1,Democratic,Other,Dutch (Netherlands),Democratic,24250.000065066655,Apartment,743112.1978659338,0
3135,ok,1,20.284915396924802,1,Democratic,European,Irish,Republican,90014.6880349343,Residential,616720.5745379148,0
3136,nh,1,52.24572106948305,0,Democratic,European,Finnish,Independent,56446.4625489833,Residential,396576.5844537313,0
3137,ca,1,44.0743008038654,1,Democratic,European,African or Af-Am Self Reported,Democratic,133728.970059192,Apartment,578386.2375403079,1
3138,ca,1,42.65302175249297,0,Non-Partisan,European,French,Republican,130741.51862263195,Residential,701966.9496619763,1
3139,il,1,39.52572984818912,1,Republican,European,German,Independent,71244.83526059959,Residential,485481.6976203547,0
3140,nj,1,84.81666083948922,0,Democratic,European,Serbian,Republican,47832.30112767855,Apartment,1120145.226890535,0
3141,ca,1,88.71168971526174,1,Registered Independent,European,Swedish,Independent,80340.05964801485,Apartment,201253.76550903052,0
3142,mo,1,38.3592428870214,0,Republican,European,Danish,Democratic,72414.15370625058,Residential,412744.5520675476,1
3143,tx,1,26.41890739216504,0,Non-Partisan,European,Hispanic,Independent,199242.60927160236,Apartment,353628.087630649,0
3144,mi,1,45.034913187017956,1,Democratic,Hispanic and Portuguese,Italian,Republican & Independent,82427.25891825964,Residential,326549.9363451986,0
3145,ut,1,71.06441928464537,1,Libertarian,European,Arab,Republican & Independent,70254.89318784472,Residential,127895.22440550191,0
3146,hi,1,54.04799459620189,1,Democratic,Hispanic and Portuguese,Armenian,Democratic,119764.29560665335,Residential,345774.59654663235,0
3147,ms,1,24.173305586154346,0,Democratic,East and South Asian,Hispanic,Independent,130203.20106432008,Unknown,209406.7500182222,0
3148,ma,1,45.98225549676514,1,Democratic,Hispanic and Portuguese,Hispanic,Republican,150596.74247540312,Residential,789084.3878884726,1
3149,fl,1,38.21870323879457,1,Non-Partisan,European,English/Welsh,Republican,51914.91852170634,Apartment,256691.20782741968,0
3150,ut,0,63.711923507292866,1,Republican,European,Hispanic,Republican,135472.7973357214,Residential,330835.32018412324,0
3151,nc,1,34.50718528440133,0,Democratic,European,German,Republican,55468.03397536349,Apartment,302220.44713177293,1
3152,ga,1,60.132479870438516,0,Democratic,Hispanic and Portuguese,Irish,Democratic & Republican & Independent,37887.7025425775,Residential,181188.8458294275,0
3153,co,1,48.23652298311888,0,Democratic,European,German,Democratic,100826.25184266598,Residential,389362.45804681774,1
3154,ca,1,60.90619792772149,1,Republican,European,English/Welsh,Republican,117098.82776819023,Residential,477694.60237901285,1
3155,ca,1,43.889697282252875,0,Democratic,European,French,Republican,86668.06715907433,Residential,97851.15963814518,0
3156,in,1,45.09564976180514,1,Non-Partisan,East and South Asian,Chinese,Democratic,31492.690474694056,Apartment,262515.0379848004,1
3157,nj,1,50.85933969033641,1,Democratic,Hispanic and Portuguese,English/Welsh,Republican & Independent,238093.18217123728,Apartment,592927.7652133497,1
3158,az,1,37.630102801809734,0,Democratic,European,Hungarian,Democratic & Independent,53346.68021106458,Condominium,889271.7835756501,0
3159,sc,1,96.21750656762076,1,Democratic,European,Lithuanian,Republican,48123.35923265532,Unknown,233403.84812563198,1
3160,ny,1,61.620481087117085,1,Democratic,Likely African-American,Arab,Republican,88473.21806008625,Apartment,238811.43666630308,1
3161,ut,1,26.356115769915654,1,Republican,European,English/Welsh,Republican,86877.81460806221,Apartment,381602.32867879304,0
3162,az,0,28.472902354266143,1,Republican,European,Slovenian,Republican,18081.16173616705,Mobil Home,220158.9962777141,0
3163,ri,1,65.99081633242496,1,Democratic,European,Hispanic,Republican,43335.18828496597,Residential,441146.7890650488,0
3164,ak,1,44.423373157619096,1,Democratic,European,Italian,Republican & Independent,145931.21130171744,Apartment,631017.7374421587,1
3165,mo,1,39.10591052192804,1,Republican,European,English/Welsh,Democratic & Independent,71955.05314309706,Residential,136715.53075551247,0
3166,ca,1,70.28536496380028,1,Democratic,European,Irish,Republican,73181.08731746665,Residential,573325.5844032507,0
3167,ca,0,28.475570608106477,1,Non-Partisan,European,Turkish,Republican & Independent,136478.10897224915,Residential,479121.6533216704,1
3168,va,1,53.036285342260165,0,Democratic,European,English/Welsh,Democratic,119714.12009337806,Apartment,396212.52921907423,0
3169,ca,0,72.62621527329446,0,Republican,Other,Filipino,Republican & Independent,97942.44332839495,Unknown,794511.9216703328,1
3170,tx,1,50.44882234796272,0,Democratic,European,Western Samoa,Democratic & Independent,119768.46352687592,Condominium,12699.08198928395,1
3171,ky,1,89.91198186828697,1,Democratic,European,Vietnamese,Democratic,71378.54942151863,Residential,300930.9349956364,0
3172,ms,1,33.77602913820548,0,Democratic,European,Scots,Independent,117220.25409861212,Residential,453203.73180993675,0
3173,ny,1,20.142951369385155,0,Democratic,European,English/Welsh,Republican & Independent,239635.21308852235,Duplex,559749.8423434834,0
3174,ca,1,37.615701895791865,1,Republican,Hispanic and Portuguese,French,Republican & Independent,122876.26038717819,Residential,188689.252505831,0
3175,fl,1,71.10904998804347,1,Non-Partisan,European,English/Welsh,Democratic,89752.10779768841,Residential,412427.7856331982,0
3176,ky,1,26.940992049541777,0,Non-Partisan,European,German,Democratic,16865.986918404145,Unknown,249924.64450976986,1
3177,wa,1,26.64616468051635,1,Working Family Party,East and South Asian,English/Welsh,Independent,64136.72841987419,Apartment,380770.5765681032,0
3178,nc,1,66.72601180521477,1,Republican,East and South Asian,English/Welsh,Republican & Independent,97204.50852662617,Apartment,469288.1565360324,0
3179,ca,1,31.190705720613735,1,Non-Partisan,European,French,Democratic & Independent,86168.68755155697,Condominium,273816.65865993005,0
3180,mi,0,66.86569525820818,1,Democratic,Hispanic and Portuguese,English/Welsh,Democratic & Republican & Independent,37959.8585029423,Residential,341809.516283551,0
3181,mo,0,20.971857258185135,0,Working Family Party,European,Arab,Republican & Independent,44142.999183106556,Triplex,272400.055587741,0
3182,ut,1,67.0010633996104,0,Republican,European,Hungarian,Independent,74450.80569034931,Residential,741445.2124501062,0
3183,ca,1,80.29903781835303,1,Non-Partisan,European,German,Republican & Independent,59582.657755377484,Unknown,916671.7032838592,0
3184,ca,0,80.61416784205939,0,Democratic,European,Hispanic,Democratic & Republican,37872.77810874926,Residential,327432.9445955384,0
3185,ia,1,45.5239481010487,1,Democratic,East and South Asian,German,Republican,95515.17465268266,Residential,2983213.6986452723,1
3186,ny,1,39.319149415335886,1,Democratic,European,Dutch (Netherlands),Democratic & Independent,34040.303494328575,Residential,62377.6083004729,0
3187,fl,0,73.10221546477051,1,Democratic,European,English/Welsh,Republican & Independent,264339.7800178861,Apartment,618648.6163663398,1
3188,nj,1,27.081147270303937,1,Democratic,Hispanic and Portuguese,English/Welsh,Democratic & Independent,42042.40860156524,Unknown,521912.8931612404,0
3189,or,1,68.54631369223343,1,Democratic,European,Hispanic,Democratic,67527.87188249992,Duplex,348400.36903912784,0
3190,in,1,46.2390593131302,1,Non-Partisan,European,Italian,Republican,2070.5476537144823,Mobil Home,374364.03783315484,0
3191,la,0,32.229607261285416,1,Democratic,Likely African-American,German,Democratic & Independent,45248.95045984679,Duplex,1440759.521572571,1
3192,nj,1,41.99061020418243,1,Republican,European,English/Welsh,Republican,6922.35516535092,Residential,161743.50977084786,1
3193,mi,1,35.19962588093938,1,Democratic,European,German,Republican,96962.77566366423,Residential,364603.3120855157,0
3194,nj,0,39.60165657803417,1,Democratic,European,French,Republican,248042.4243953526,Mobil Home,396118.4027454356,0
3195,ca,1,27.06077572794884,1,Non-Partisan,European,German,Republican & Independent,65667.80764560375,Residential,90165.52888791633,1
3196,in,1,22.627834829146863,1,Democratic,Likely African-American,German,Democratic & Republican,260958.80613563728,Apartment,151142.9581544189,0
3197,ca,1,24.737879128413727,1,Democratic,European,English/Welsh,Democratic & Republican & Independent,96740.48490755195,Unknown,311934.8661530811,0
3198,mn,0,70.02809822958515,1,Democratic,European,Hispanic,Democratic & Independent,3665.3244822870492,Residential,117734.36566641438,0
3199,nj,1,79.67076752055165,1,Republican,European,English/Welsh,Democratic & Independent,27390.30976928048,Apartment,132408.68383937894,1
3200,ct,1,30.871205459899617,1,Democratic,European,Irish,Independent,67044.04660408368,Apartment,343902.402651871,0
3201,oh,1,55.75890108316256,0,Non-Partisan,European,Irish,Democratic & Independent,40216.353824260805,Apartment,133820.5624668283,1
3202,sc,0,49.634177694019144,1,Non-Partisan,European,Italian,Democratic & Independent,126883.72619796584,Apartment,378744.1676523245,0
3203,ny,1,16.57624774253901,0,Non-Partisan,European,Likely Af-Am (Modeled),Republican,55683.59481279311,Apartment,317652.4535276984,0
3204,ca,1,35.86414882966041,1,Non-Partisan,European,Russian (omitting former Soviet States),Democratic & Independent,76127.9925489166,Residential,367508.12297426444,0
3205,ri,1,22.249590001978994,1,Democratic,European,Hispanic,Independent,114997.98501067489,Unknown,306824.50073983887,0
3206,sc,1,45.79886708995117,1,Democratic,East and South Asian,French,Republican,220391.29928007477,Apartment,447125.1358772164,0
3207,ma,1,60.83646251584952,1,Non-Partisan,European,Hispanic,Republican & Independent,44782.2877977602,Apartment,176403.39082543095,0
3208,al,1,88.26054114397536,0,Non-Partisan,European,Likely Af-Am (Modeled),Republican,61604.09560963536,Residential,745320.3072351485,1
3209,ny,1,51.25528317604125,1,Democratic,European,German,Republican & Independent,35398.49077271964,Residential,377178.06512398913,0
3210,md,1,60.48893643870361,1,Democratic,European,German,Independent,93484.48576236719,Unknown,307761.9504505618,1
3211,md,1,78.36534881554664,0,Non-Partisan,European,Hispanic,Democratic & Republican,102084.65553379731,Apartment,247942.9011078832,0
3212,nj,1,54.16101076572308,0,Democratic,European,Indian/Hindu,Republican,94635.97901854663,Apartment,379476.792179022,0
3213,il,1,15.669690052730486,0,Non-Partisan,European,German,Republican & Independent,95292.68760628774,Residential,251936.96655581065,0
3214,ny,1,41.99184052251711,1,Democratic,Likely African-American,Italian,Democratic & Independent,202623.63640187102,Residential,210300.69526622663,0
3215,oh,1,46.694413817800935,1,Democratic,European,English/Welsh,Republican,48021.134171274425,Residential,265654.40087073296,0
3216,az,1,33.90096233724693,1,Non-Partisan,European,French,Republican & Independent,205021.39219762542,Mobil Home,489232.5494466242,0
3217,ca,0,61.88016927378258,0,Registered Independent,East and South Asian,German,Independent,70522.45644962028,Residential,355364.27473804983,0
3218,ca,0,40.30679412346571,1,Republican,Other,Hispanic,Democratic & Independent,67018.81345630616,Residential,208813.69364459932,0
3219,la,1,41.1963001368427,1,Democratic,European,Arab,Democratic & Independent,50267.47201895475,Apartment,97930.90389076163,1
3220,il,0,35.87007858516728,1,Non-Partisan,European,Lithuanian,Republican & Independent,54777.57620199253,Apartment,378533.8244166996,0
3221,sc,0,101.70804313813157,1,Democratic,European,German,Republican,52434.61427386703,Residential,352861.7088645784,0
3222,ny,0,29.831014256377863,0,Republican,European,English/Welsh,Democratic,49910.141315167195,Apartment,341304.04099987756,0
3223,ca,1,27.73955750783952,1,Republican,European,English/Welsh,Republican & Independent,94743.10182786203,Apartment,197386.41255778237,0
3224,nj,1,27.73741761822313,1,Non-Partisan,European,English/Welsh,Democratic,87384.26877125366,Apartment,325197.2012845934,1
3225,oh,0,21.811226445709046,1,Non-Partisan,Hispanic and Portuguese,English/Welsh,Republican & Independent,104879.28865903165,Residential,562995.3947422076,0
3226,wi,1,39.66499548847236,1,Non-Partisan,East and South Asian,Scots,Republican,33751.86445256793,Apartment,306914.77150499774,1
3227,ca,1,37.546080235086556,1,Democratic,Hispanic and Portuguese,Dutch (Netherlands),Republican & Independent,85505.82147013416,Apartment,649607.3426308715,0
3228,fl,1,53.942166953808254,0,Democratic,East and South Asian,English/Welsh,Democratic & Republican,12273.938119892959,Apartment,173577.362750293,0
3229,nc,1,33.372836455803,1,Democratic,European,German,Republican,49414.81765943745,Residential,132593.83127438094,1
3230,tx,1,45.911482090188535,1,Republican,European,Likely Af-Am (Modeled),Independent,58163.43383154626,Duplex,241648.69154729447,0
3231,mn,1,80.13654698741468,0,Independence,European,Arab,Republican,124164.15976808949,Residential,239516.7441827642,0
3232,ca,1,32.86883365865559,1,Democratic,Other,English/Welsh,Republican,64625.27018874753,Residential,462174.66216279025,0
3233,ca,1,47.71439646898599,0,Republican,European,Irish,Democratic,42358.326810333434,Unknown,419220.06968958856,1
3234,ks,1,32.270103746557155,1,Republican,European,English/Welsh,Republican,231501.77807364802,Residential,488726.5717852396,1
3235,ca,0,74.47743613995938,1,Republican,European,Likely Af-Am (Modeled),Republican,73337.3830981866,Apartment,441976.17820573685,1
3236,ut,1,15.717461272141119,1,Non-Partisan,European,Hispanic,Republican,89217.76289541839,Residential,855135.9606419398,0
3237,ga,0,61.07795152301564,1,Democratic,European,English/Welsh,Republican & Independent,119338.123602118,Apartment,876678.8558594128,0
3238,ny,1,49.255363269966026,0,Democratic,European,Irish,Independent,193574.92871070228,Apartment,766330.9594066648,0
3239,il,1,46.92247212855708,1,Democratic,Likely African-American,English/Welsh,Democratic & Independent,83452.14655627056,Unknown,316801.9481611779,0
3240,mi,0,42.03462848171558,0,Non-Partisan,European,Chinese,Republican,17161.027132619824,Residential,626739.0037115988,1
3241,ca,1,43.31312265263978,1,Libertarian,European,English/Welsh,Republican & Independent,56929.56385280682,Unknown,236502.48464306438,1
3242,ny,1,24.394863716776797,1,Democratic,European,English/Welsh,Democratic & Republican,68595.88809154787,Duplex,95294.6509177394,0
3243,ny,1,45.64743925939935,1,Republican,European,English/Welsh,Democratic & Independent,118013.01564071357,Residential,688400.9885657692,1
3244,fl,0,45.08001111663851,1,Republican,European,Icelandic,Independent,188871.9490406467,Residential,76193.3971166571,0
3245,fl,1,36.21079451001277,1,Democratic,Other,Hispanic,Republican & Independent,8493.690247586223,Residential,268988.37688515417,0
3246,wi,1,28.909961375710452,1,Democratic,Other,Filipino,Democratic & Independent,97151.88277631262,Apartment,215795.90714798754,0
3247,nj,1,40.09333769610316,1,Non-Partisan,European,German,Democratic & Republican & Independent,52911.173177393706,Residential,374823.9588419619,0
3248,co,0,29.816364338404746,1,Democratic,European,Hungarian,Democratic,101896.74489815798,Residential,314807.48585992254,0
3249,co,0,58.31496876425865,1,Non-Partisan,European,Hispanic,Democratic,139137.9583109301,Residential,420666.9886328296,0
3250,wv,1,53.76638094440601,1,Democratic,European,African or Af-Am Self Reported,Independent,40205.499187875175,Residential,126371.22137987403,0
3251,ny,1,36.83148213372448,0,Democratic,European,Irish,Independent,8183.503020412201,Unknown,228089.14590248442,0
3252,nv,1,51.646359067880454,0,Democratic,European,Irish,Democratic,97573.7510118963,Residential,316500.5684812308,0
3253,wa,1,84.82149328379754,1,Democratic,Other,Irish,Democratic & Republican,63851.91722276673,Apartment,316871.71560910036,0
3254,ca,1,35.852346148585944,1,Republican,European,English/Welsh,Democratic & Independent,73232.97002447184,Unknown,136948.1831221885,0
3255,md,1,54.91220465865981,0,Republican,Other,Hispanic,Independent,30982.89857846355,Unknown,5998.916858101773,1
3256,fl,1,26.665899159126077,1,Republican,European,Irish,Republican,261469.1217463366,Condominium,360859.04657968483,0
3257,or,1,34.21108952593173,0,Democratic,Likely African-American,German,Democratic & Independent,27960.5402142832,Residential,261571.20077136968,0
3258,ny,1,29.958132534399915,0,Democratic,European,Dutch (Netherlands),Democratic,88927.22911994785,Apartment,647407.4271929731,1
3259,tn,1,33.757863282518116,0,Republican,European,Hispanic,Democratic & Independent,215540.06460354992,Apartment,135567.03987977325,0
3260,tx,0,56.566713475704844,1,Reform,European,Hispanic,Independent,118780.12127586629,Residential,288616.8716799859,0
3261,la,0,54.46027769768549,1,Democratic,European,English/Welsh,Republican & Independent,74321.49969635988,Residential,266081.617064321,0
3262,ca,1,54.13184161163711,1,Non-Partisan,Hispanic and Portuguese,German,Democratic & Republican & Independent,113952.03011071756,Residential,265280.1153285321,0
3263,tn,1,28.505560980635025,0,Democratic,European,Native American,Democratic & Independent,38860.699319476145,Apartment,367490.0937724317,1
3264,tn,1,66.91816066682789,1,Democratic,European,Hispanic,Democratic & Independent,23743.18013303961,Apartment,216362.55637277954,1
3265,az,1,46.396734917141046,0,Democratic,European,Hispanic,Republican & Independent,63815.79701631547,Unknown,310598.76396385254,1
3266,ca,1,47.576836513472514,1,Democratic,European,Persian,Democratic & Independent,81381.746556705,Apartment,1783973.1902511704,0
3267,co,1,35.29267200969747,0,Democratic,European,African or Af-Am Self Reported,Democratic & Independent,80290.5778784291,Residential,428196.79323234846,1
3268,mn,0,35.533250965698045,1,Democratic,East and South Asian,English/Welsh,Republican,85104.36505177226,Mobil Home,256386.23850940145,0
3269,mt,1,49.2290063615014,1,Democratic,European,Likely Af-Am (Modeled),Democratic & Republican,114358.46309011507,Residential,704790.9385827857,0
3270,nj,1,99.76121505116177,0,Republican,European,Likely Af-Am (Modeled),Democratic & Republican & Independent,10603.93770511133,Unknown,792381.1575976005,1
3271,co,1,57.58399117473101,0,Democratic,European,English/Welsh,Democratic,40292.759294591146,Residential,65850.65411359826,1
3272,ak,1,47.816486900657246,1,Democratic,European,Indian/Hindu,Independent,61150.9077652759,Unknown,85862.62979692238,1
3273,ny,1,80.38114482020615,1,Non-Partisan,European,English/Welsh,Republican,20722.916726734285,Unknown,584154.5320424454,0
3274,wy,1,34.12926356689988,1,Democratic,European,English/Welsh,Independent,55921.59156293382,Duplex,1190630.1284637325,0
3275,nh,1,55.211096081967725,1,Republican,European,Scots,Democratic,98668.10031340372,Unknown,664906.4978451321,0
3276,wy,1,45.70135317850009,1,Democratic,Other,Vietnamese,Democratic,67820.31735265396,Residential,294514.4231098723,1
3277,me,1,35.550746171248,1,Non-Partisan,European,Likely Af-Am (Modeled),Republican,27333.380243682994,Unknown,448277.42454159283,0
3278,ny,0,48.81040347920129,1,Non-Partisan,European,Italian,Republican,57014.840368697885,Apartment,894922.950457397,0
