,state,voted,calculated_age,Voters_Gender,Parties_Description,EthnicGroups_EthnicGroup1Desc,Ethnic_Description,Residence_HHParties_Description,CommercialData_EstimatedIncomeAmount,CommercialData_PropertyType,CommercialData_EstHomeValue,nonpartisan_donation
5764,ca,1,19.506935682702213,0,Democratic,European,Ukrainian,Republican,42803.41944900042,Residential,430121.1821909818,0
5765,oh,1,29.820925903494633,1,Democratic,East and South Asian,Scots,Democratic,67689.82191869718,Residential,190125.50571111907,0
5766,co,1,22.4310528443289,0,Republican,Hispanic and Portuguese,Bangladeshi,Republican,258439.28541232093,Residential,335600.5516385379,1
5767,la,1,74.84873545153424,0,Republican,Hispanic and Portuguese,Arab,Democratic,254511.50374538722,Apartment,82622.22000413996,0
5768,nc,1,40.23028787961286,0,Republican,Likely African-American,Italian,Democratic,87651.02359080342,Triplex,55557.55434336936,0
5769,co,0,26.90219327790151,1,Republican,European,French,Democratic,139781.2903665951,Residential,11664.983865144502,0
5770,mi,0,38.32434008178299,1,Democratic,Likely African-American,Hispanic,Democratic,116430.04133729491,Duplex,216883.84028748964,0
5771,va,1,24.895739417654333,0,Republican,Hispanic and Portuguese,Irish,Republican,61451.30974108301,Residential,449847.3834720525,0
5772,de,0,81.88872431512324,0,Republican,Other,Latvian,Republican,-8042.833700576393,Residential,305803.39257920097,0
5773,ga,1,42.51994021093742,1,Republican,Likely African-American,Hispanic,Democratic,77925.1594035118,Unknown,547130.7534218399,0
5774,wy,1,22.117175380381088,0,Democratic,East and South Asian,Hispanic,Republican,72348.45516117426,Apartment,33660.25201150762,0
5775,wa,0,74.71661878649253,1,Democratic,European,French,Republican & Independent,29788.906060062327,Residential,511440.66637064173,0
5776,ny,0,23.518383984847667,0,Republican,European,English/Welsh,Republican,242752.18635729403,Residential,497060.7951048891,0
5777,wa,1,57.5118114856823,0,Democratic,European,Likely Af-Am (Modeled),Democratic & Republican,8985.81700864205,Mobil Home,507925.1775742532,0
5778,or,1,52.268846526670124,0,Democratic,Other,French,Democratic,50197.42568831861,Triplex,81910.06297269401,0
5779,ca,0,67.55980757528614,1,Republican,European,Hispanic,Democratic & Republican & Independent,13867.35243796738,Apartment,267844.8342524431,0
5780,mo,1,78.42975506319502,1,Republican,Other,English/Welsh,Democratic & Independent,28098.796644383518,Residential,15842.20896083895,1
5781,ca,0,50.91807273184518,1,Republican,European,Scots,Republican,251890.71295244878,Residential,33496.72236173495,0
5782,sc,1,38.72576409087599,1,Democratic,Other,English/Welsh,Democratic,24129.684667229536,Unknown,298928.64957385696,0
5783,pa,1,87.61421329679995,1,Democratic,Other,English/Welsh,Democratic,59166.43093994907,Residential,160947.90350119743,0
5784,ca,1,85.15911128271912,1,Republican,European,Hispanic,Independent,73815.2972121741,Apartment,490685.8953211089,0
5785,ok,0,97.64824406452004,1,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,83564.73821542523,Residential,468763.39988128043,0
5786,wi,1,56.58816068525397,0,Republican,European,English/Welsh,Democratic & Republican & Independent,271115.2242205245,Residential,661588.1397677466,0
5787,fl,0,85.88780922183976,1,Democratic,European,Finnish,Democratic,261601.61107246552,Residential,402221.1329223921,0
5788,il,1,27.26468545739793,1,Non-Partisan,European,Likely Af-Am (Modeled),Independent,48078.064395466055,Residential,62025.504373587,0
5789,tx,0,51.256356229357095,1,Conservative,Likely African-American,Likely Af-Am (Modeled),Republican,73415.51564565986,Triplex,304271.71785067243,0
5790,nc,0,39.997717833700136,0,Democratic,Hispanic and Portuguese,English/Welsh,Democratic & Republican & Independent,89498.38043320087,Unknown,67768.68483693566,0
5791,or,1,49.10793135009672,0,Democratic,Other,English/Welsh,Democratic,18452.747281983684,Apartment,422199.08219738747,0
5792,mi,0,24.047311512595996,1,Democratic,European,Italian,Independent,62948.21780793533,Residential,41625.26024271376,1
5793,az,1,67.8461227570873,0,Republican,European,Hispanic,Democratic,88451.57821235822,Residential,249980.1553854238,1
5794,mi,1,25.655677164259956,0,Democratic,European,German,Democratic,255024.96112019618,Residential,-11002.022809065471,0
5795,fl,1,24.3674411453227,0,Republican,European,English/Welsh,Democratic,71956.31596917173,Apartment,233113.8429544265,0
5796,tx,1,41.330358380480035,0,Republican,Hispanic and Portuguese,German,Republican & Independent,68232.87700323111,Residential,75055.7322694611,0
5797,md,0,41.79901952957588,1,Democratic,European,Chinese,Democratic,65940.29774011284,Residential,14181.23003192128,0
5798,wa,0,73.56182839467188,1,Republican,European,English/Welsh,Democratic & Republican & Independent,49705.04508956289,Residential,758688.5557336222,0
5799,ct,1,22.855780249456558,0,Democratic,European,English/Welsh,Independent,61271.16160841983,Residential,200374.13943240762,0
5800,ca,1,57.13794881283931,0,Non-Partisan,European,Italian,Independent,125537.13137856213,Apartment,346907.7199139137,1
5801,me,0,43.28649899191948,1,Republican,European,Likely Af-Am (Modeled),Republican,48892.933705557465,Residential,-2301.992842769585,0
5802,la,1,39.047230120059616,1,Constitutional,European,Hispanic,Democratic,13314.89158598883,Residential,167548.08071489152,0
5803,or,1,73.32954011365396,0,Democratic,Hispanic and Portuguese,English/Welsh,Republican,14768.549577856455,Apartment,139277.11194888118,0
5804,wi,1,23.382253384594982,1,Republican,European,German,Democratic & Independent,34985.740561509025,Apartment,401712.0849536108,0
5805,ct,1,61.7675770725165,1,Republican,European,Hispanic,Democratic & Independent,133108.21331026428,Residential,309930.02496029297,1
5806,nc,0,36.016289556239066,0,Non-Partisan,European,Likely Af-Am (Modeled),Democratic,127382.85439400429,Apartment,217828.87158711383,0
5807,ny,0,31.8587258551155,0,Non-Partisan,European,Vietnamese,Democratic,135941.3591353102,Residential,315762.9685938436,0
5808,mn,1,37.831601826181284,0,Republican,European,Hispanic,Independent,13472.057795195224,Residential,258445.99912292056,0
5809,tx,1,47.15845535292463,0,Non-Partisan,Hispanic and Portuguese,Scots,Democratic,90009.64911796107,Unknown,-153458.96347920527,1
5810,tx,1,55.81780801923571,0,Other,European,English/Welsh,Democratic & Independent,211665.87918497613,Residential,80610.202571976,0
5811,co,1,45.79367329078638,0,Unknown,Hispanic and Portuguese,English/Welsh,Democratic,81320.41281419882,Apartment,95703.23552285922,0
5812,oh,0,23.619815553834556,1,Non-Partisan,Likely African-American,Hispanic,Republican,133352.53688598314,Residential,174539.09187153145,0
5813,ut,1,86.07707692409188,1,Non-Partisan,Hispanic and Portuguese,French,Independent,19710.996152616783,Residential,655605.8545076994,0
5814,tx,1,88.94403964981574,1,Democratic,Hispanic and Portuguese,French,Democratic,86615.02002301608,Residential,52053.56303974753,0
5815,ny,1,70.70782366696632,0,Non-Partisan,East and South Asian,Likely Af-Am (Modeled),Independent,59222.214731694155,Residential,461600.4093029744,0
5816,pa,1,53.35126506610665,1,Republican,European,English/Welsh,Democratic,66650.37822795805,Apartment,300732.2182591546,1
5817,nm,1,76.42874199809908,1,Non-Partisan,Likely African-American,Italian,Democratic,135099.6166664921,Residential,140204.8806200006,0
5818,mi,0,29.12575150187096,0,Democratic,European,Irish,Democratic,102577.66373585504,Condominium,138525.7191757217,0
5819,fl,1,73.94626004866423,1,Republican,European,Likely Af-Am (Modeled),Independent,43029.847233634195,Residential,238802.07536871213,0
5820,fl,0,25.71736168328067,1,Democratic,European,German,Democratic,27222.681432044803,Residential,579809.2368002909,0
5821,ca,1,52.70021008419333,0,Independence,Other,English/Welsh,Independent,153861.1900801286,Residential,186846.54669634346,0
5822,ny,0,68.46591265902406,1,Republican,Hispanic and Portuguese,Scots,Republican,257472.30952989022,Residential,87658.99536775154,0
5823,oh,1,62.203123417165415,0,Non-Partisan,European,Irish,Republican,52198.88336744251,Residential,198709.6710905957,1
5824,oh,0,60.97342838051531,0,Democratic,European,German,Democratic,75893.03463662916,Residential,44021.52687372823,0
5825,ca,0,77.65117128809126,1,Unknown,European,English/Welsh,Republican,98750.89845004778,Residential,710918.9762559336,0
5826,ct,0,49.03695119751593,1,Democratic,European,Likely Af-Am (Modeled),Republican,128888.32673350927,Residential,332683.46993848233,1
5827,ga,1,53.808655026044434,1,Republican,European,Scots,Democratic & Republican & Independent,64448.35651555091,Residential,178142.1502840767,0
5828,id,1,87.53109725667406,1,Non-Partisan,Hispanic and Portuguese,English/Welsh,Democratic & Republican & Independent,86105.928310998,Residential,-1353.021902127366,0
5829,co,1,56.361594003823036,0,Democratic,East and South Asian,African or Af-Am Self Reported,Democratic,33738.59105158319,Residential,112192.9967326677,0
5830,nj,1,67.63208283992144,0,Republican,European,English/Welsh,Democratic,75309.10490939196,Residential,727105.617878089,0
5831,or,1,35.151283044430016,0,Republican,European,Irish,Republican,18937.992933145346,Residential,630738.104540518,0
5832,ut,1,69.30054502718694,1,Democratic,European,Hispanic,Democratic,44720.11830245085,Residential,471940.3335327299,0
5833,az,1,86.03059239846192,0,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,76050.93663169298,Residential,353781.10599195596,0
5834,pa,1,45.640979112728644,0,Democratic,European,African or Af-Am Self Reported,Democratic & Independent,72733.65463244462,Residential,91781.97543901077,0
5835,ca,1,89.89292383331346,0,Republican,Likely African-American,Scots,Democratic,80717.02740094376,Condominium,143421.08693031396,0
5836,dc,1,26.077494397546126,1,Democratic,European,Scots,Democratic,102926.87379578438,Residential,-21491.829234874065,0
5837,ms,0,57.74942684448544,0,Non-Partisan,European,Chinese,Democratic,57180.634231839496,Unknown,225031.95495847377,0
5838,nh,1,49.27886849944493,0,Non-Partisan,Likely African-American,Hispanic,Democratic,112008.59825837912,Residential,83345.44010546422,0
5839,mn,0,50.307367582717625,0,Green,European,English/Welsh,Independent,109450.34089441044,Residential,72637.60747753657,1
5840,or,0,100.75004746273865,0,Republican,Hispanic and Portuguese,Austrian,Republican,82868.80838235666,Residential,64259.92117074362,0
5841,oh,1,77.5340988235488,0,Republican,European,Finnish,Republican,254577.25042264562,Residential,177142.67936167406,0
5842,la,1,71.39096855940385,1,Republican,European,English/Welsh,Democratic,38164.69857095368,Residential,180720.43561760473,1
5843,tx,1,34.02997849153245,1,Democratic,Hispanic and Portuguese,English/Welsh,Democratic,127654.23021763893,Residential,259550.54954836564,1
5844,ky,1,82.57705141798067,1,Non-Partisan,European,Hispanic,Democratic,129043.92724003413,Apartment,190996.60206145808,1
5845,oh,1,79.10604580110258,1,Republican,European,Scots,Independent,135218.68767624462,Residential,109382.08379662514,0
5846,ia,1,62.403907484530386,1,Non-Partisan,European,English/Welsh,Democratic & Republican,78403.50238407598,Residential,179458.6259407464,0
5847,md,0,24.610019884887876,0,Republican,European,Austrian,Independent,82460.64228693947,Residential,84233.35575908588,0
5848,tn,1,58.21782601253097,1,Democratic,Other,Laotian,Republican,136208.92427077677,Residential,-34069.28430843823,0
5849,ri,0,31.081759482748446,0,Republican,European,English/Welsh,Democratic & Republican,71883.07018475473,Apartment,155379.1174538714,0
5850,ca,1,54.090211929429906,1,Republican,European,Likely Af-Am (Modeled),Republican & Independent,171383.6981912186,Apartment,61134.153611422604,0
5851,ia,0,38.66941194651885,1,Non-Partisan,European,Austrian,Republican,103005.28277217282,Residential,87027.5445107775,0
5852,sc,1,49.64514850682101,1,Republican,European,Hispanic,Democratic,45169.71833471624,Residential,10423.020199191073,1
5853,ct,0,61.371649633554945,1,Republican,Hispanic and Portuguese,Hispanic,Independent,67502.05321902552,Residential,167425.0852374064,0
5854,il,1,28.108837820063815,0,Republican,European,Dutch (Netherlands),Democratic,84756.31103955278,Residential,110195.7939792012,0
5855,mi,1,74.6722773433101,0,Democratic,European,English/Welsh,Democratic,68388.56204825507,Residential,320734.2057365635,0
5856,tx,1,88.73468911949575,1,Republican,European,Scots,Republican & Independent,90167.20540183163,Residential,610232.0427023451,0
5857,nj,0,23.877028241389716,1,Republican,European,Russian (omitting former Soviet States),Democratic,8933.836161675272,Residential,346012.333947684,0
5858,ny,1,73.47431429394743,1,Non-Partisan,European,Italian,Democratic & Independent,64233.33090332133,Residential,248208.7126697507,1
5859,va,1,60.412668776147626,0,Non-Partisan,European,French,Democratic,95050.30241457722,Duplex,245537.06938771365,0
5860,ga,1,65.03590425430575,0,Registered Independent,European,Italian,Democratic,139475.67512374194,Residential,193469.03537916168,0
5861,il,0,77.47266619319856,0,Republican,European,English/Welsh,Independent,150820.22356131783,Residential,302629.3502438145,0
5862,mn,0,62.08998676203317,1,Republican,European,English/Welsh,Republican & Independent,236109.29821982438,Residential,75491.16926973802,1
5863,pa,0,68.31889855632112,0,Democratic,European,Korean,Democratic,46933.90148668239,Residential,371098.87859850086,1
5864,mi,1,53.25713030196157,1,Democratic,European,Chinese,Independent,47382.30082026824,Condominium,98515.60976109588,0
5865,ca,1,26.521180439529502,0,Republican,European,Polish,Independent,14883.344823770774,Residential,224206.3215095719,0
5866,fl,1,80.24505427045138,1,Republican,European,English/Welsh,Republican,96506.53471528775,Apartment,1029039.9280625538,0
5867,ca,1,37.051651787183786,0,Non-Partisan,European,English/Welsh,Republican,75626.85669648058,Residential,207928.00148883837,0
5868,ca,1,22.529601786553247,0,Non-Partisan,European,English/Welsh,Democratic,65796.20261391523,Unknown,82170.28634139342,0
5869,md,1,55.640447230044686,1,Republican,European,English/Welsh,Independent,161235.51392709112,Residential,32823.48704513229,0
5870,ca,1,22.35489009378889,0,Republican,European,Hispanic,Independent,89320.23214154992,Unknown,457112.21578249626,0
5871,ny,1,45.60043575816524,0,Democratic,Hispanic and Portuguese,English/Welsh,Independent,223487.42483511573,Residential,120263.86497635947,0
5872,oh,1,74.40327432967104,1,Democratic,Hispanic and Portuguese,English/Welsh,Democratic,103067.69031184632,Apartment,135454.23561483767,0
5873,ms,1,68.9402628884741,1,Constitutional,European,Italian,Democratic,187654.890366754,Apartment,55891.43719325144,0
5874,in,0,66.99711336073156,1,Democratic,European,English/Welsh,Democratic,85901.38393957137,Residential,137994.04496856075,0
5875,tx,0,26.941908148409638,0,Republican,European,Polish,Democratic,190430.95236873854,Apartment,139491.73741397774,0
5876,ca,1,79.07034415885326,1,Republican,European,Chinese,Democratic,56357.87689006943,Residential,528511.5578874417,0
5877,ca,1,66.88887132031374,1,Republican,European,Irish,Democratic,148721.53801525646,Residential,79255.20665733668,0
5878,ca,1,80.54088651783736,0,Democratic,European,Likely Af-Am (Modeled),Republican,102434.43285507112,Unknown,1003495.3440385293,0
5879,oh,1,55.221236345829304,1,Democratic,Hispanic and Portuguese,German,Democratic,129132.67761131715,Residential,387171.08741458564,0
5880,nh,1,63.01787741180722,0,Republican,European,African or Af-Am Self Reported,Republican & Independent,256322.92023210932,Residential,-5422.769157916075,0
5881,al,1,26.38530923156489,1,Democratic,European,Portuguese,Republican & Independent,51204.729031558214,Residential,424473.34018085315,0
5882,mi,1,42.25143370306762,1,Republican,Likely African-American,Japanese,Independent,94082.56859664229,Residential,97969.05145866008,0
5883,nj,1,62.86619824757372,1,Republican,European,English/Welsh,Independent,34009.82479625809,Apartment,39240.96173331617,0
5884,va,1,39.82593987055765,1,Non-Partisan,European,African or Af-Am Self Reported,Republican,90144.3926989277,Apartment,226497.16890920437,0
5885,ca,1,92.42731842320686,1,American Independent,European,Hispanic,Independent,22381.197765334153,Residential,392417.4600737534,0
5886,wi,0,20.096267625580143,1,Republican,East and South Asian,Indian/Hindu,Democratic,175292.42971916756,Residential,183379.53061589645,0
5887,ca,1,69.91928800307838,1,Republican,European,English/Welsh,Democratic,225826.09103482155,Duplex,215696.78281192793,0
5888,ca,1,84.79683063232825,1,Non-Partisan,European,Italian,Democratic & Republican & Independent,88400.91967064631,Residential,110470.14372450908,0
5889,mo,1,80.6160912636559,1,Democratic,Likely African-American,Scots,Democratic,53216.116298339955,Apartment,997241.961641817,0
5890,ok,0,80.2079577351914,1,Democratic,European,Italian,Republican,87377.94211777057,Residential,129262.61778064341,0
5891,mi,1,52.47079214309448,0,Democratic,European,Hispanic,Democratic & Independent,71671.2283299623,Residential,411793.001518596,0
5892,or,1,27.93894728858097,1,Non-Partisan,Hispanic and Portuguese,English/Welsh,Republican,79130.49898274495,Residential,108042.79796846908,0
5893,az,1,45.99191203992734,0,Non-Partisan,Likely African-American,Likely Af-Am (Modeled),Democratic & Republican,35173.82657093379,Unknown,222805.54985881955,0
5894,ca,1,34.29877852325681,0,Republican,European,French,Democratic & Independent,64384.060853616626,Apartment,384706.43547638867,0
5895,pa,1,34.10024116915101,0,Democratic,European,English/Welsh,Democratic & Republican,162838.73878248731,Residential,-11466.359311501088,1
5896,mi,0,95.82450064493614,0,Democratic,European,Vietnamese,Democratic,67722.22715250406,Residential,23597.155224560353,0
5897,wa,1,37.903934374692085,1,Republican,Other,Russian (omitting former Soviet States),Republican,266525.89553632925,Residential,152899.42582020594,0
5898,pa,1,36.87549592468348,0,Non-Partisan,European,Scots,Democratic & Independent,235812.98128030615,Residential,255765.90432653672,0
5899,ky,1,80.15514671436554,1,Republican,European,English/Welsh,Democratic & Independent,52449.69491934982,Apartment,28585.985753529923,0
5900,mo,1,37.97031872289117,1,Democratic,Other,English/Welsh,Independent,252284.07072603639,Residential,109837.29844900797,0
5901,ny,1,42.38177686324603,1,Democratic,European,Italian,Independent,32705.55202859856,Apartment,73424.07504234827,0
5902,az,0,47.52809784187178,1,Republican,European,Arab,Democratic,49372.98183714328,Triplex,66198.34881146991,0
5903,az,1,80.71154776573407,1,Non-Partisan,European,English/Welsh,Independent,86783.41438456939,Residential,939765.4004909323,0
5904,ar,1,45.134118253543384,1,Non-Partisan,East and South Asian,English/Welsh,Democratic,124883.81797789704,Residential,107762.02220725344,0
5905,mn,1,32.86652058042508,1,Republican,European,English/Welsh,Independent,140797.29529974397,Apartment,87719.25262840485,1
5906,fl,1,18.042264859895212,1,Democratic,European,Italian,Democratic,32842.33900281865,Triplex,4744.5067800139805,0
5907,tx,1,81.66672606090886,1,Republican,European,Turkish,Republican & Independent,77225.34237017768,Residential,143372.82787623184,0
5908,ca,1,63.06858939779745,1,Non-Partisan,Other,English/Welsh,Republican & Independent,88844.94070172892,Residential,31880.54581591484,0
5909,fl,1,80.01079825406876,1,Non-Partisan,European,English/Welsh,Democratic,36836.31020207045,Apartment,1699780.7740381667,0
5910,mi,1,28.529341431933755,1,Democratic,European,English/Welsh,Republican,71583.880427831,Residential,145672.31441375287,0
5911,ga,0,36.50053447782873,0,Democratic,European,Italian,Independent,40492.67891164493,Residential,368418.3590769021,0
5912,mo,1,61.56184642080331,1,Republican,European,Irish,Democratic,62398.9951292593,Duplex,273250.18442357774,0
5913,ga,0,90.80782378169161,0,Republican,East and South Asian,English/Welsh,Democratic & Republican,88431.17487037057,Residential,231709.6297411333,0
5914,il,1,100.24958032191881,0,Democratic,Other,Dutch (Netherlands),Democratic & Republican,117057.73457504927,Residential,74026.61796285502,1
5915,or,1,74.01879652031029,0,Non-Partisan,European,Hispanic,Independent,90999.95539657515,Residential,1023329.7401866025,0
5916,il,0,30.72512696739243,1,Republican,European,African or Af-Am Self Reported,Democratic,20817.567629509005,Residential,141692.7368513993,1
5917,tx,0,56.643694915829556,1,Republican,European,Russian (omitting former Soviet States),Democratic,70452.72665094542,Apartment,339708.51381042326,0
5918,co,1,39.040169249357696,1,Republican,European,Danish,Republican,140826.38005933716,Residential,283591.80681975564,0
5919,tn,1,26.565780976974672,0,Non-Partisan,European,German,Democratic & Independent,13756.557370269515,Residential,199490.68561441376,0
5920,ca,1,50.19101498666722,1,Non-Partisan,Hispanic and Portuguese,Scots,Democratic,55824.759750592944,Residential,-4782.395434433332,0
5921,me,1,27.1527610947429,0,Republican,East and South Asian,Norwegian,Democratic,252088.56999611005,Unknown,326834.97734187613,0
5922,pa,0,29.503907751954266,0,Republican,European,English/Welsh,Independent,107379.48515235676,Residential,589510.2932486117,0
5923,az,1,40.194363381853535,0,Republican,European,English/Welsh,Republican & Independent,46994.9702319637,Residential,92224.21441096775,0
5924,ia,1,65.26710850750055,1,Republican,European,Chinese,Democratic & Independent,31803.641541603294,Residential,110001.51183822565,0
5925,mo,1,66.65901664983086,0,Republican,European,Italian,Independent,68306.76036382242,Unknown,166352.3758632951,0
5926,tx,1,22.954604727890953,1,Republican,European,English/Welsh,Independent,14995.34428249739,Residential,36718.471442132475,1
5927,mo,0,21.921550478566985,1,Republican,Likely African-American,Irish,Democratic,176598.42407494108,Unknown,247767.6222808625,0
5928,ma,1,21.027965136366678,1,Democratic,European,Romanian,Democratic,158131.8573350466,Duplex,161973.19790348457,0
5929,mn,0,45.141285887169616,0,Non-Partisan,European,Greek,Independent,91293.05738372394,Unknown,-1303.476814496651,0
5930,nj,1,56.12714011045751,1,Non-Partisan,European,German,Independent,37261.22006592433,Residential,105012.1232099811,0
5931,fl,1,79.1308974445717,0,Democratic,European,Likely Af-Am (Modeled),Republican,110196.52084977414,Duplex,230993.96825532924,0
5932,fl,0,63.48566365098271,1,Conservative,European,Irish,Republican,198665.358270495,Residential,126509.50467939641,0
5933,fl,1,52.4769193303575,0,Republican,Likely African-American,Polish,Democratic,264974.3223750651,Unknown,547594.5369838608,0
5934,ga,1,31.513536068076114,1,Republican,European,Likely Af-Am (Modeled),Independent,194357.86905932144,Apartment,144352.452606851,0
5935,tx,1,29.38427091125233,1,Democratic,European,English/Welsh,Democratic,50644.65035141927,Residential,39892.29702016004,0
5936,fl,1,78.56908395439525,0,Republican,Hispanic and Portuguese,English/Welsh,Independent,44362.93275108567,Unknown,109305.87183454128,0
5937,tx,1,17.557440127041126,1,Non-Partisan,European,Likely Af-Am (Modeled),Democratic,19296.692331142247,Apartment,39819.45679780125,0
5938,in,1,22.169758062530107,1,Democratic,Likely African-American,Irish,Independent,267919.1885651099,Residential,32512.010470089474,0
5939,ca,1,40.743334613238254,0,Republican,European,English/Welsh,Republican & Independent,130398.92599330477,Residential,128326.68606182856,0
5940,nc,1,75.98170269127496,0,Non-Partisan,European,English/Welsh,Republican & Independent,250994.39295613102,Residential,180750.7195598032,0
5941,il,1,27.79466449424134,0,Non-Partisan,European,Hispanic,Republican,42430.785355978966,Residential,67276.45939519195,0
5942,mi,0,53.83339338940305,1,Democratic,Likely African-American,Hispanic,Democratic & Republican,223303.75774865903,Residential,99345.30040645659,1
5943,ca,1,32.14073022132761,0,Democratic,European,Scots,Republican,31115.22360835302,Residential,498082.84130838246,1
5944,ca,0,51.55862607541601,1,Republican,European,English/Welsh,Democratic & Republican & Independent,59222.493853788445,Apartment,401691.68267136905,0
5945,ny,1,80.82145374485185,0,Working Family Party,European,English/Welsh,Republican,207330.40189869856,Residential,275700.3338469565,1
5946,tx,1,64.59009466500738,0,Democratic,Hispanic and Portuguese,German,Democratic,126767.04235299224,Apartment,93000.5561706924,0
5947,mi,0,41.39496264933244,0,Republican,Likely African-American,Scots,Democratic,47440.7140287082,Apartment,281923.1178272831,0
5948,ky,0,74.41090315641927,1,Non-Partisan,Likely African-American,Armenian,Republican,24951.143580412645,Residential,115425.28271121901,1
5949,mi,1,73.99747344414757,0,Democratic,European,English/Welsh,Democratic,56956.31865734861,Residential,359065.4347763057,0
5950,az,0,76.64523245629361,0,American Independent,European,Turkish,Republican,176317.29712538345,Residential,117460.44990468235,0
5951,pa,1,47.29395662976875,1,Republican,European,Irish,Independent,44110.64678176513,Residential,48049.291833896365,1
5952,oh,0,84.20895663063847,1,Unknown,European,Norwegian,Independent,50488.93834572066,Residential,119970.32297382032,0
5953,az,1,69.11675450879453,1,American Independent,European,German,Republican,64551.60514927193,Residential,161088.6946744878,0
5954,pa,1,70.00345772187168,0,Republican,Hispanic and Portuguese,Norwegian,Independent,60229.68020773171,Unknown,332854.0019289608,0
5955,me,1,24.823153612575073,0,Democratic,European,African or Af-Am Self Reported,Republican,87044.32881763979,Residential,449339.27966211806,1
5956,pa,1,67.83326463988696,1,Republican,European,Chinese,Independent,255776.48881743487,Residential,493492.73204590136,0
5957,nj,1,51.40707711744743,1,Democratic,European,Dutch (Netherlands),Republican,62797.288279923305,Apartment,159718.68290033378,0
5958,ia,1,76.44594588130985,1,Republican,European,Likely Af-Am (Modeled),Democratic,33996.74845542589,Residential,57170.91790149563,0
5959,or,1,49.49471402631063,0,Non-Partisan,European,Pakistani,Democratic,147247.2818508494,Residential,438380.79209159664,0
5960,tx,1,45.1214484611251,1,Democratic,Other,Likely Af-Am (Modeled),Democratic,105707.4125343447,Apartment,263836.77846186,0
5961,ct,1,50.16373867170719,1,Republican,European,Irish,Democratic & Independent,107875.81994046067,Unknown,592821.1636151088,0
5962,fl,1,27.32267376973404,1,Working Family Party,European,Dutch (Netherlands),Democratic & Independent,27908.99442544783,Residential,577575.2726895907,0
5963,oh,1,81.0145614004993,1,Non-Partisan,European,English/Welsh,Independent,67520.16632439019,Residential,384978.81378298934,0
5964,pa,0,28.913443107117526,0,Republican,European,English/Welsh,Democratic & Republican,9524.390975799066,Unknown,316948.3442019233,1
5965,az,0,57.41802501847928,0,Republican,Likely African-American,German,Democratic & Republican & Independent,73813.94945924799,Apartment,597346.7196090188,0
5966,pa,1,25.884599606999537,1,Non-Partisan,European,German,Independent,61296.24374077478,Residential,72480.34383495509,0
5967,tx,0,24.137853175697668,0,Republican,Other,French,Independent,62182.19544376455,Residential,63197.5857078299,0
5968,il,1,33.85949216323807,0,Democratic,European,English/Welsh,Democratic,81920.0520599947,Apartment,171279.86446151533,1
5969,ma,0,42.097322649385525,1,Republican,Likely African-American,Likely Af-Am (Modeled),Democratic,112615.15942395272,Residential,193054.6235898553,0
5970,ga,1,20.973672002754775,0,Republican,Hispanic and Portuguese,English/Welsh,Democratic,32523.489926090868,Apartment,568164.3072760996,0
5971,ca,0,71.71526368242345,1,Constitution,European,German,Democratic,33622.023979587626,Residential,435876.78763039806,0
5972,nj,0,54.35006024588671,0,Republican,European,English/Welsh,Democratic,68952.55427685386,Mobil Home,985826.6421955909,0
5973,ma,1,28.782123491589708,1,Non-Partisan,European,English/Welsh,Republican & Independent,68387.61907591113,Residential,222276.81834099977,0
5974,pa,1,73.06814425119285,0,Non-Partisan,European,English/Welsh,Democratic,57876.44010569802,Residential,291031.899245437,0
5975,ca,1,70.16418360177173,1,Non-Partisan,Other,English/Welsh,Democratic,88295.16718678054,Residential,252204.7449145799,0
5976,sc,1,51.00648497448909,1,Republican,European,Likely Af-Am (Modeled),Independent,192978.28089996194,Residential,157831.51136959915,1
5977,tx,1,60.25236578796854,0,Democratic,Likely African-American,Finnish,Independent,138655.5631577676,Residential,468992.2050786003,0
5978,al,0,52.25228409050248,1,American Independent,European,English/Welsh,Democratic & Republican,118437.37051907928,Apartment,253722.40838033953,0
5979,tx,0,22.06643153206637,1,Democratic,Hispanic and Portuguese,English/Welsh,Democratic,61772.013860529296,Residential,250808.74611051878,0
5980,co,0,50.311918215103994,0,Democratic,European,English/Welsh,Democratic & Republican & Independent,42985.73122850096,Apartment,110188.54474507156,0
5981,ks,0,79.43162981565128,1,Non-Partisan,European,Laotian,Republican,98366.8251404426,Residential,460425.9595875374,0
5982,nj,1,38.88174366125258,1,Republican,European,African or Af-Am Self Reported,Republican,9519.363687866004,Residential,81622.0560218337,0
5983,ny,1,30.355932637731478,0,Democratic,Other,Dutch (Netherlands),Republican,11727.042419566242,Residential,-5767.398215246096,1
5984,mo,1,44.975167851843764,0,Other,European,English/Welsh,Democratic,48310.28662000612,Residential,455673.6453686365,0
5985,ny,1,74.78909647462488,0,Republican,European,Norwegian,Independent,79230.46953542334,Residential,87649.97891691208,0
5986,ga,1,73.96328637340642,1,Democratic,European,English/Welsh,Democratic,66721.20854926542,Residential,350305.91948611406,0
5987,ca,0,40.87880858932268,1,Non-Partisan,European,Scots,Democratic,116278.43915885394,Residential,-3242.648743372454,0
5988,nh,1,89.81765227266015,0,Republican,Likely African-American,Ukrainian,Republican,250785.79014334825,Unknown,174442.49539761734,0
5989,fl,0,55.693091800396616,1,Democratic,Other,Irish,Republican,85644.77431958172,Residential,338106.80528529466,0
