,state,voted,calculated_age,Voters_Gender,Parties_Description,EthnicGroups_EthnicGroup1Desc,Ethnic_Description,Residence_HHParties_Description,CommercialData_EstimatedIncomeAmount,CommercialData_PropertyType,CommercialData_EstHomeValue,nonpartisan_donation,row_index
5308,ny,1,62.0,1,Republican,Other,Persian,Democratic & Republican,91000.0,Triplex,152578.0,1,246940
5309,wi,1,73.0,1,Republican,European,Irish,Republican,25000.0,Condominium,15852.0,1,335051
5310,oh,1,62.0,0,Republican,European,English/Welsh,Republican,113000.0,Residential,292688.0,1,309621
5311,tx,0,38.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic,61310.0,Residential,221357.0,0,362219
5312,tx,0,25.0,0,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,83000.0,Residential,80749.0,0,367146
5313,nc,1,56.0,1,Republican,European,English/Welsh,Republican,187000.0,Residential,403581.0,1,268539
5314,wa,1,64.0,0,Republican,European,English/Welsh,Republican,57000.0,Apartment,389925.0,0,221977
5315,ar,1,51.0,0,Republican,European,English/Welsh,Republican & Independent,58000.0,Residential,106343.0,1,358180
5316,il,1,41.0,1,Republican,,,Republican & Independent,92000.0,Residential,270356.0,0,342986
5317,wi,0,,0,Non-Partisan,European,English/Welsh,Independent,12000.0,Apartment,150555.0,0,175116
5318,pa,1,74.0,0,Democratic,European,English/Welsh,Democratic & Republican,14000.0,Residential,126348.0,1,252943
5319,pa,1,40.0,1,Democratic,European,Italian,Democratic,81000.0,Residential,173721.0,0,248823
5320,la,1,59.0,0,Democratic,European,French,Democratic & Republican,102000.0,Residential,178823.0,1,354063
5321,in,1,62.0,0,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,183000.0,Residential,217102.0,1,52731
5322,tx,1,19.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic,42570.0,Unknown,95171.0,0,85598
5323,ny,1,65.0,0,Democratic,European,English/Welsh,Democratic & Independent,139000.0,Apartment,625000.0,0,124496
5324,nc,1,69.0,0,Republican,European,English/Welsh,Republican,36000.0,Residential,133249.0,0,22051
5325,tn,1,72.0,0,Republican,European,English/Welsh,Republican,79000.0,Residential,182701.0,0,302762
5326,ca,1,31.0,1,Democratic,European,Irish,Democratic,52000.0,Apartment,349999.0,0,207156
5327,hi,1,54.0,0,Republican,European,English/Welsh,Republican & Independent,108000.0,Residential,824127.0,1,405880
5328,ca,1,26.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic,54218.0,Unknown,556764.0,0,103720
5329,tx,0,19.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic,91428.0,Unknown,390356.0,0,86541
5330,oh,1,24.0,0,Non-Partisan,European,English/Welsh,Democratic & Independent,93000.0,Residential,136192.0,0,316718
5331,ca,1,72.0,0,Republican,European,Polish,Republican,94000.0,Residential,590684.0,1,392929
5332,ga,0,26.0,1,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,,Unknown,,0,28480
5333,ca,1,37.0,1,Democratic,European,Irish,Democratic,120000.0,Residential,692849.0,0,396304
5334,tx,1,35.0,1,Non-Partisan,European,German,Independent,123000.0,Residential,391820.0,0,374144
5335,ca,1,27.0,0,Non-Partisan,European,English/Welsh,Independent,45000.0,Residential,544606.0,1,393102
5336,ia,1,70.0,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,81000.0,Residential,189439.0,0,329773
5337,sc,1,40.0,0,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,22000.0,Residential,73157.0,0,25870
5338,az,1,58.0,1,Republican,European,English/Welsh,Republican,49000.0,Apartment,29828.0,0,200278
5339,ga,1,47.0,0,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic & Independent,130000.0,Residential,173952.0,0,29832
5340,tx,0,18.0,1,Republican,European,English/Welsh,Republican,97000.0,Residential,169604.0,0,365972
5341,in,1,77.0,1,Democratic,European,German,Democratic,74000.0,Residential,301119.0,0,321128
5342,il,0,65.0,1,Non-Partisan,European,English/Welsh,Independent,71049.0,Apartment,262500.0,0,182786
5343,ca,1,76.0,0,Democratic,European,Italian,Democratic & Republican,47000.0,Residential,625000.0,1,394909
5344,ca,0,53.0,0,Democratic,Hispanic and Portuguese,Hispanic,Democratic,66151.0,Apartment,597142.0,0,205982
5345,nc,0,26.0,1,Non-Partisan,European,English/Welsh,Republican & Independent,136000.0,Residential,349878.0,0,274148
5346,md,1,26.0,1,Democratic,European,German,Democratic & Republican & Independent,97000.0,Residential,383541.0,0,261689
5347,mi,1,52.0,1,Republican,European,Dutch (Netherlands),Republican,132000.0,Residential,229529.0,0,329424
5348,ca,1,51.0,0,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,68000.0,Residential,214538.0,0,389383
5349,or,1,80.0,1,Republican,,,Republican,67044.0,Unknown,295832.0,0,107959
5350,ut,1,30.0,0,Non-Partisan,,,Democratic & Independent,64042.0,Triplex,224106.0,0,198572
5351,ct,0,42.0,0,Democratic,Hispanic and Portuguese,Hispanic,Democratic,6000.0,Apartment,117499.0,0,116260
5352,ct,1,32.0,0,Democratic,European,Irish,Democratic & Independent,156000.0,Residential,213740.0,0,232990
5353,mo,1,46.0,0,Republican,European,Scots,Republican,105000.0,Residential,125683.0,0,71328
5354,nj,1,70.0,1,Democratic,European,English/Welsh,Democratic,120000.0,Residential,378579.0,0,235806
5355,ma,1,21.0,1,Non-Partisan,,,Democratic & Independent,80000.0,Residential,366973.0,0,223488
5356,ma,1,34.0,0,Democratic,European,Scots,Democratic,82000.0,Residential,162500.0,0,1080
5357,ca,1,59.0,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,91058.0,Apartment,656518.0,0,203959
5358,fl,1,74.0,1,Democratic,European,Scots,Democratic & Republican,72000.0,Residential,267434.0,1,291379
5359,oh,0,32.0,1,Non-Partisan,European,Italian,Independent,68000.0,Apartment,238615.0,0,165040
5360,ri,1,59.0,1,Democratic,European,German,Democratic,118000.0,Duplex,210463.0,1,1783
5361,ny,0,44.0,1,Non-Partisan,European,Italian,Democratic & Independent,112000.0,Residential,210319.0,0,247062
5362,ny,1,73.0,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,6000.0,Apartment,414905.0,0,122335
5363,al,1,68.0,1,Republican,European,Scots,Republican,60962.0,Residential,151082.0,0,300254
5364,ny,1,22.0,0,Non-Partisan,European,German,Democratic & Independent,81000.0,Residential,279940.0,0,9671
5365,tx,0,23.0,0,Republican,European,English/Welsh,Republican,88437.0,Unknown,163107.0,0,82255
5366,wa,1,78.0,1,Democratic,East and South Asian,Vietnamese,Democratic,124000.0,Residential,1176780.0,0,410815
5367,ct,0,26.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic & Independent,106000.0,Residential,164604.0,0,3660
5368,ks,1,68.0,0,Republican,European,Irish,Democratic & Republican,105000.0,Residential,147348.0,1,352494
5369,va,1,40.0,0,Non-Partisan,European,English/Welsh,Independent,176000.0,Residential,527027.0,0,258319
5370,in,1,25.0,1,Non-Partisan,European,English/Welsh,Independent,8000.0,Residential,64550.0,0,53552
5371,ma,1,54.0,0,Non-Partisan,European,Irish,Independent,245000.0,Residential,625000.0,1,225381
5372,tx,1,72.0,0,Democratic,European,English/Welsh,Democratic,32000.0,Apartment,276428.0,0,193083
5373,ny,1,83.0,0,Non-Partisan,European,English/Welsh,Independent,73000.0,Residential,148593.0,1,247206
5374,ny,0,18.0,0,Non-Partisan,Likely African-American,Likely Af-Am (Modeled),Independent,37999.0,Apartment,664090.0,0,127742
5375,nj,1,60.0,0,Republican,European,English/Welsh,Republican,198000.0,Residential,716202.0,0,235145
5376,il,1,57.0,0,Non-Partisan,European,German,Independent,14000.0,Residential,295404.0,0,342328
5377,ia,1,32.0,1,Republican,,,Republican,77000.0,Residential,111340.0,0,58973
5378,ny,0,72.0,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic & Independent,36000.0,Apartment,825000.0,0,127975
5379,ny,0,53.0,1,Non-Partisan,European,Dutch (Netherlands),Independent,60591.0,Apartment,475000.0,0,126522
5380,ca,0,33.0,1,Republican,Other,Russian (omitting former Soviet States),Republican,56499.0,Apartment,262499.0,0,205305
5381,il,1,78.0,0,Democratic,European,German,Democratic,33000.0,Residential,350890.0,0,343773
5382,il,1,26.0,0,Democratic,,,Democratic,162000.0,Residential,360768.0,0,342011
5383,mo,0,25.0,0,Republican,European,English/Welsh,Republican,250000.0,Residential,561239.0,0,348778
5384,mi,1,61.0,0,Democratic,,,Democratic,98000.0,Residential,268049.0,1,326704
5385,va,0,20.0,1,Republican,European,English/Welsh,Republican,80000.0,Residential,266079.0,0,264467
5386,ok,0,20.0,0,Non-Partisan,European,Irish,Democratic & Independent,67000.0,Residential,275043.0,0,359773
5387,tx,1,36.0,1,Democratic,European,English/Welsh,Democratic,,Apartment,112500.0,1,192510
5388,in,1,51.0,0,Republican,,,Republican & Independent,91000.0,Residential,177911.0,1,318723
5389,ca,0,39.0,0,Republican,European,German,Republican & Independent,,Apartment,,0,204049
5390,tx,1,22.0,1,Republican,European,English/Welsh,Republican,45000.0,Residential,,0,80825
5391,mo,1,39.0,0,Republican,European,Norwegian,Republican,153000.0,Residential,132480.0,0,352580
5392,ca,1,18.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic,104000.0,Residential,520141.0,0,396862
5393,ok,1,80.0,1,Republican,European,English/Welsh,Republican,36000.0,Residential,78278.0,1,359886
5394,tx,1,51.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic,8000.0,Residential,31337.0,0,84595
5395,nc,1,35.0,1,Non-Partisan,European,English/Welsh,Independent,134000.0,Residential,,0,25427
5396,tx,0,56.0,0,Republican,European,English/Welsh,Republican,105000.0,Residential,237500.0,0,371724
5397,al,1,38.0,0,Republican,European,English/Welsh,Republican,80999.0,Apartment,325000.0,0,159300
5398,ny,0,23.0,1,Republican,Hispanic and Portuguese,Hispanic,Republican,,Apartment,,0,125049
5399,oh,1,81.0,1,Democratic,European,English/Welsh,Democratic & Independent,14000.0,Residential,234462.0,1,310086
5400,ok,1,82.0,1,Democratic,European,English/Welsh,Democratic & Republican,16000.0,Residential,81783.0,0,360074
5401,nc,1,72.0,1,Non-Partisan,European,English/Welsh,Independent,42367.0,Apartment,170877.0,0,144614
5402,pa,1,78.0,0,Republican,European,English/Welsh,Republican,,Apartment,,1,134376
5403,ca,1,35.0,0,Democratic,East and South Asian,Indian/Hindu,Democratic & Republican,199000.0,Residential,1131811.0,0,400319
5404,il,1,54.0,0,Non-Partisan,European,English/Welsh,Independent,117000.0,Condominium,306769.0,0,342889
5405,nm,1,46.0,1,Republican,European,English/Welsh,Republican,66000.0,Residential,250903.0,0,385252
5406,il,1,58.0,0,Democratic,European,English/Welsh,Democratic,53000.0,Duplex,62500.0,1,182735
5407,ms,0,31.0,0,Democratic,Other,Russian (omitting former Soviet States),Democratic & Independent,52000.0,Residential,214217.0,0,305704
5408,in,0,18.0,1,Non-Partisan,European,Swedish,Republican & Independent,136000.0,Residential,283113.0,0,322101
5409,sc,0,62.0,0,Non-Partisan,European,English/Welsh,Independent,88000.0,Apartment,442744.0,1,146952
5410,ok,1,33.0,1,Republican,European,Swedish,Republican,131000.0,Residential,137500.0,0,359478
5411,mi,1,18.0,1,Democratic,European,German,Democratic,200000.0,Residential,239333.0,0,57026
5412,mi,1,58.0,1,Republican,European,Irish,Republican,191919.0,Residential,496509.0,0,325062
5413,ky,1,34.0,0,Democratic,European,Italian,Democratic,30000.0,Residential,97057.0,0,308311
5414,nc,1,21.0,1,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,70908.0,Apartment,230372.0,0,145129
5415,fl,1,61.0,0,Republican,European,English/Welsh,Democratic & Republican,96000.0,Residential,248197.0,1,288782
5416,pa,1,57.0,1,Democratic,European,German,Democratic,57246.0,Residential,325000.0,0,247876
5417,ia,1,63.0,0,Republican,European,English/Welsh,Republican,57499.0,Apartment,116730.0,0,172299
5418,nc,1,69.0,1,Republican,European,English/Welsh,Republican & Independent,64000.0,Residential,205235.0,0,274572
5419,mi,1,77.0,0,Democratic,European,English/Welsh,Democratic & Republican,70908.0,Apartment,243749.0,0,171981
5420,ny,1,50.0,0,Republican,European,German,Republican & Independent,64000.0,Residential,135180.0,0,247431
5421,tx,1,61.0,1,Republican,European,English/Welsh,Republican,133000.0,Residential,294135.0,0,365478
5422,ut,1,43.0,0,Republican,European,English/Welsh,Republican,123000.0,Residential,503359.0,0,379976
5423,pa,1,55.0,1,Republican,European,English/Welsh,Republican,118000.0,Residential,471721.0,0,247816
5424,ny,1,39.0,0,Republican,Hispanic and Portuguese,Hispanic,Republican,81483.0,Residential,187500.0,0,10721
5425,ct,1,48.0,0,Non-Partisan,European,Scots,Independent,224000.0,Residential,289414.0,1,231458
5426,oh,1,40.0,0,Republican,European,English/Welsh,Republican,69000.0,Apartment,167726.0,0,166595
5427,co,1,49.0,1,Republican,European,English/Welsh,Republican,66000.0,Residential,708553.0,0,375977
5428,ca,1,60.0,0,Non-Partisan,European,English/Welsh,Democratic & Independent,250000.0,Apartment,3113124.0,0,212070
5429,ms,1,54.0,0,Republican,European,Scots,Republican,76000.0,Residential,105704.0,0,305017
5430,tx,1,39.0,1,Democratic,European,French,Democratic,41000.0,Apartment,147984.0,0,193963
5431,ks,0,28.0,1,Non-Partisan,European,English/Welsh,Independent,52403.0,Apartment,153499.0,0,185285
5432,fl,1,72.0,0,Registered Independent,European,English/Welsh,Independent,58000.0,Condominium,229474.0,0,294135
5433,ma,1,63.0,0,Democratic,East and South Asian,Indian/Hindu,Democratic & Republican & Independent,165000.0,Residential,431156.0,0,224442
5434,il,1,39.0,0,Democratic,European,Scots,Democratic,83000.0,Residential,347030.0,0,347853
5435,ny,0,53.0,0,Non-Partisan,European,Irish,Independent,179704.0,Residential,137500.0,0,245453
5436,ar,1,72.0,1,Republican,European,English/Welsh,Republican,33000.0,Residential,205865.0,1,357868
5437,sc,1,71.0,1,Republican,European,Irish,Republican,50607.0,Unknown,137500.0,0,26375
5438,ca,1,87.0,1,Republican,Other,Filipino,Republican,118000.0,Residential,313883.0,0,389387
5439,fl,1,86.0,0,Non-Partisan,East and South Asian,Indian/Hindu,Independent,111272.0,Unknown,408770.0,0,35644
5440,ms,0,,0,Non-Partisan,Likely African-American,Likely Af-Am (Modeled),Democratic & Independent,42249.0,Apartment,114112.0,0,162283
5441,ny,1,58.0,0,Democratic,European,Irish,Democratic,250000.0,Residential,587412.0,0,242976
5442,sc,1,56.0,0,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,12000.0,Residential,61237.0,0,276020
5443,wa,1,38.0,1,Republican,European,English/Welsh,Republican,187000.0,Residential,591175.0,0,411358
5444,ca,1,44.0,0,Democratic,European,English/Welsh,Democratic,117360.0,Unknown,478557.0,0,97819
5445,il,1,64.0,1,Democratic,European,Dutch (Netherlands),Democratic,58000.0,Residential,92589.0,0,348575
5446,fl,1,35.0,0,Republican,Hispanic and Portuguese,Hispanic,Republican,79000.0,Triplex,319070.0,0,154577
5447,ca,1,78.0,1,Non-Partisan,European,Irish,Independent,87000.0,Apartment,523884.0,0,210178
5448,tn,1,28.0,0,Non-Partisan,European,English/Welsh,Independent,40312.0,Apartment,89374.0,0,160879
5449,nc,1,39.0,1,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,88392.0,Residential,237500.0,0,273959
5450,id,1,27.0,0,Republican,European,Scots,Republican,159000.0,Residential,685514.0,0,88989
5451,la,1,44.0,0,Non-Partisan,European,English/Welsh,Independent,43749.0,Unknown,188332.0,0,73379
5452,id,1,30.0,1,Republican,European,English/Welsh,Republican,84880.0,Residential,269247.0,1,89582
5453,nv,1,42.0,1,Democratic,,,Democratic & Independent,44000.0,Residential,247870.0,0,386146
5454,or,0,34.0,0,Non-Partisan,European,English/Welsh,Independent,42856.0,Apartment,161544.0,0,219230
5455,md,1,57.0,0,Republican,European,English/Welsh,Republican,171000.0,Residential,399023.0,1,259574
5456,ca,1,58.0,0,American Independent,European,English/Welsh,Independent,,Apartment,,0,206770
5457,pa,0,19.0,0,Democratic,European,English/Welsh,Democratic & Independent,83000.0,Residential,300333.0,0,12940
5458,ny,1,84.0,1,Democratic,European,Italian,Democratic & Republican,34000.0,Apartment,247499.0,0,132091
5459,co,0,19.0,0,Non-Partisan,Hispanic and Portuguese,Hispanic,Republican & Independent,42332.0,Residential,103999.0,0,88003
5460,fl,1,60.0,0,Non-Partisan,European,English/Welsh,Republican & Independent,81409.0,Residential,260364.0,0,287810
5461,il,1,38.0,0,Republican,European,Irish,Republican,189354.0,Unknown,634703.0,0,65980
5462,nm,0,28.0,0,Democratic,European,English/Welsh,Democratic,160000.0,Residential,255173.0,0,93625
5463,in,1,51.0,0,Non-Partisan,European,German,Independent,32000.0,Residential,180475.0,1,318883
5464,mi,1,36.0,1,Republican,European,Scots,Republican,84000.0,Residential,275401.0,0,326544
5465,wi,1,70.0,0,Republican,European,German,Republican,196000.0,Residential,142346.0,0,334778
5466,oh,1,40.0,0,Republican,,,Republican,191000.0,Residential,273423.0,1,312690
5467,co,1,35.0,0,Non-Partisan,European,English/Welsh,Democratic & Independent,103953.0,Unknown,482856.0,0,87127
5468,ms,1,29.0,0,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,250000.0,Residential,121540.0,0,305309
5469,ky,1,30.0,1,Republican,European,Irish,Republican,31499.0,Unknown,85499.0,0,46126
5470,ca,1,74.0,0,Non-Partisan,European,Irish,Republican & Independent,35000.0,Apartment,234023.0,0,216371
5471,al,0,28.0,0,Republican,European,English/Welsh,Republican,,Apartment,,0,159010
5472,ga,1,55.0,1,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,62000.0,Apartment,132940.0,0,147173
5473,ma,1,65.0,1,Non-Partisan,Other,Armenian,Independent,103946.0,Residential,220314.0,0,225143
5474,az,1,27.0,0,Republican,Hispanic and Portuguese,Hispanic,Republican,62307.0,Unknown,134582.0,0,91850
5475,oh,1,45.0,0,Non-Partisan,European,English/Welsh,Republican & Independent,14000.0,Residential,130689.0,0,316877
5476,il,1,60.0,1,Republican,European,English/Welsh,Republican & Independent,142000.0,Duplex,225406.0,0,346329
5477,tn,0,32.0,0,Non-Partisan,European,English/Welsh,Democratic & Independent,101422.0,Unknown,257999.0,0,42114
5478,mi,0,32.0,1,Non-Partisan,European,English/Welsh,Independent,161000.0,Residential,183522.0,0,327217
5479,tx,1,72.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic & Republican,100000.0,Residential,172321.0,0,85436
5480,ca,1,72.0,1,Republican,Hispanic and Portuguese,Hispanic,Republican & Independent,205000.0,Residential,536985.0,1,397209
5481,nc,1,30.0,0,Republican,European,English/Welsh,Republican,56012.0,Residential,203277.0,0,23920
5482,va,0,31.0,1,Non-Partisan,European,German,Independent,83235.0,Apartment,296753.0,0,141085
5483,az,1,71.0,1,Republican,European,Dutch (Netherlands),Republican,31000.0,Condominium,707449.0,0,91129
5484,va,1,18.0,1,Democratic,European,English/Welsh,Democratic,142000.0,Residential,347430.0,0,257848
5485,id,0,48.0,0,Non-Partisan,European,French,Independent,42832.0,Unknown,98499.0,0,89216
5486,ca,1,39.0,0,Democratic,European,German,Democratic & Independent,181000.0,Residential,340024.0,0,402084
5487,va,1,37.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic,41000.0,Residential,224131.0,0,266299
5488,tx,1,49.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic,37000.0,Apartment,211606.0,0,193340
5489,ia,1,23.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic,90937.0,Unknown,246686.0,0,59136
5490,mi,0,23.0,1,Democratic,European,English/Welsh,Democratic,61943.0,Apartment,160865.0,0,171146
5491,mi,1,25.0,1,Democratic,European,English/Welsh,Democratic,143970.0,Apartment,269421.0,0,171440
5492,va,1,24.0,1,Democratic,European,Scots,Democratic,88000.0,Residential,352482.0,0,264446
5493,md,1,25.0,1,Non-Partisan,European,English/Welsh,Independent,112000.0,Duplex,253402.0,0,139955
5494,md,1,56.0,0,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,109000.0,Residential,112500.0,1,258852
5495,oh,1,57.0,1,Republican,Hispanic and Portuguese,Hispanic,Republican & Independent,80000.0,Residential,224867.0,1,315252
5496,ma,1,84.0,0,Republican,European,English/Welsh,Republican & Independent,85723.0,Residential,374090.0,1,227684
5497,ca,0,21.0,0,Non-Partisan,Hispanic and Portuguese,Hispanic,Independent,90116.0,Apartment,474443.0,0,207935
5498,il,1,43.0,0,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic & Independent,52000.0,Residential,206689.0,0,344403
5499,ct,1,26.0,1,Democratic,,,Democratic,202000.0,Residential,311401.0,0,231618
5500,tn,1,49.0,0,Republican,European,English/Welsh,Democratic & Republican,250000.0,Residential,729748.0,0,42409
5501,fl,1,51.0,1,Democratic,European,English/Welsh,Democratic,194000.0,Residential,484593.0,0,292845
5502,ca,1,84.0,0,Democratic,European,English/Welsh,Democratic,40000.0,Residential,485146.0,1,395931
5503,ma,0,34.0,0,Non-Partisan,European,Greek,Independent,153683.0,Apartment,657842.0,0,113536
5504,mi,1,21.0,1,Democratic,European,English/Welsh,Democratic & Republican,132000.0,Residential,294138.0,0,57350
5505,sc,1,33.0,0,Republican,European,English/Welsh,Republican,92000.0,Residential,219908.0,0,277105
5506,ky,0,33.0,1,Republican,European,German,Republican,27000.0,Triplex,115416.0,0,163245
5507,fl,1,22.0,1,Democratic,European,English/Welsh,Democratic,70000.0,Residential,141318.0,0,38343
5508,ny,0,72.0,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,63111.0,Apartment,62500.0,0,124715
5509,tn,1,49.0,1,Republican,European,English/Welsh,Republican & Independent,180000.0,Residential,269802.0,0,301370
5510,fl,1,42.0,1,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,90000.0,Residential,289700.0,0,295157
5511,az,1,51.0,1,Registered Independent,Hispanic and Portuguese,Hispanic,Republican & Independent,132000.0,Residential,209282.0,0,92514
5512,nc,0,30.0,1,Non-Partisan,Likely African-American,African or Af-Am Self Reported,Independent,8000.0,Apartment,55555.0,0,144987
5513,tx,1,27.0,0,Republican,European,English/Welsh,Republican,250000.0,Residential,563404.0,0,362879
5514,sc,1,32.0,1,Republican,European,English/Welsh,Democratic & Republican,89000.0,Residential,183725.0,0,27104
5515,ca,1,27.0,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,99156.0,Apartment,362747.0,0,211989
5516,ny,1,62.0,0,Republican,Other,Arab,Democratic & Republican,121000.0,Residential,477929.0,0,7713
5517,az,0,46.0,1,Other,European,Romanian,Independent,9000.0,Apartment,79062.0,0,200113
5518,mn,1,23.0,0,Democratic,Hispanic and Portuguese,Hispanic,Democratic,,Apartment,,0,177302
5519,tx,1,78.0,0,Republican,European,English/Welsh,Republican,118000.0,Residential,280874.0,1,368899
5520,ga,1,64.0,1,Non-Partisan,European,German,Independent,65000.0,Residential,181315.0,1,283002
5521,az,1,57.0,1,Republican,Hispanic and Portuguese,Hispanic,Republican,30000.0,Residential,33569.0,0,384876
5522,md,1,70.0,0,Republican,European,German,Republican,96000.0,Residential,537502.0,1,259637
5523,ga,0,70.0,1,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,30332.0,Apartment,119421.0,0,147845
5524,ok,0,24.0,1,Non-Partisan,European,English/Welsh,Republican & Independent,84000.0,Residential,63071.0,0,359929
5525,il,1,25.0,1,Non-Partisan,European,English/Welsh,Independent,115564.0,Apartment,255624.0,0,179767
5526,al,1,37.0,1,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,40892.0,Apartment,87500.0,0,159970
5527,tn,1,23.0,0,Non-Partisan,European,English/Welsh,Independent,15000.0,Apartment,169346.0,0,160749
5528,fl,1,49.0,0,Republican,European,English/Welsh,Republican,62092.0,Residential,130207.0,0,35014
5529,dc,1,,0,Democratic,European,English/Welsh,Democratic,18000.0,Residential,218902.0,0,257273
5530,mt,0,26.0,1,Non-Partisan,European,German,Independent,46428.0,Residential,87500.0,0,340890
5531,il,1,33.0,0,Republican,European,English/Welsh,Republican & Independent,94000.0,Residential,224338.0,0,347740
5532,ia,1,84.0,1,Republican,European,German,Republican,50000.0,Residential,159829.0,0,331683
5533,ca,1,74.0,1,Democratic,European,German,Democratic & Independent,47000.0,Residential,625000.0,0,98588
5534,nv,1,56.0,1,Republican,European,English/Welsh,Republican,85280.0,Apartment,269369.0,0,202576
5535,ga,1,58.0,0,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,111130.0,Residential,181823.0,0,278480
5536,ca,1,63.0,0,Republican,European,German,Republican & Independent,126110.0,Residential,360148.0,1,403495
5537,wi,1,59.0,0,Republican,European,English/Welsh,Republican,117000.0,Residential,231834.0,1,333868
5538,mi,0,21.0,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,79707.0,Apartment,110745.0,0,169767
5539,sc,1,79.0,0,Republican,European,English/Welsh,Republican,32000.0,Apartment,155254.0,0,145784
5540,ca,1,49.0,1,Non-Partisan,European,English/Welsh,Republican & Independent,136000.0,Residential,359059.0,0,388350
5541,mi,1,20.0,0,Democratic,European,English/Welsh,Democratic,62940.0,Unknown,142499.0,0,56837
5542,fl,1,64.0,0,Republican,European,English/Welsh,Republican,12000.0,Apartment,87175.0,0,151402
5543,va,1,25.0,0,Democratic,East and South Asian,Korean,Democratic,218000.0,Residential,661110.0,0,262913
5544,ca,1,65.0,1,Republican,European,English/Welsh,Republican,112000.0,Residential,559573.0,0,392087
5545,ca,1,74.0,1,Non-Partisan,European,English/Welsh,Independent,56000.0,Residential,224078.0,1,397336
5546,nv,0,33.0,1,Non-Partisan,Hispanic and Portuguese,Hispanic,Independent,68000.0,Residential,123784.0,0,94180
5547,va,1,26.0,1,Democratic,European,English/Welsh,Democratic,250000.0,Residential,1171545.0,0,263662
5548,in,0,82.0,1,Non-Partisan,European,English/Welsh,Independent,34000.0,Residential,79782.0,0,321342
5549,fl,1,48.0,1,Republican,European,English/Welsh,Republican,86211.0,Unknown,285624.0,0,38592
5550,co,1,64.0,1,Democratic,European,English/Welsh,Democratic & Republican & Independent,183000.0,Residential,747232.0,1,376387
5551,ma,1,72.0,0,Republican,European,Norwegian,Republican,43000.0,Apartment,226470.0,1,111675
5552,ky,0,28.0,0,Republican,European,German,Republican,27000.0,Residential,57038.0,0,45791
5553,wi,0,57.0,1,Democratic,European,English/Welsh,Democratic,67231.0,Unknown,217466.0,0,60939
5554,ca,1,53.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic & Republican,198000.0,Residential,1328978.0,0,395493
5555,tx,0,60.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic,35968.0,Unknown,88845.0,0,84828
5556,tx,1,36.0,1,Republican,European,English/Welsh,Republican,250000.0,Residential,687483.0,0,360874
5557,mo,0,30.0,0,Non-Partisan,European,German,Independent,52999.0,Apartment,135375.0,0,183748
5558,md,1,66.0,1,Democratic,European,Irish,Democratic,199000.0,Residential,792839.0,0,259962
5559,ca,1,41.0,1,Non-Partisan,,,Independent,146800.0,Residential,1000000.0,0,96981
5560,tx,1,24.0,0,Non-Partisan,European,English/Welsh,Independent,78000.0,Residential,127799.0,0,374016
5561,ga,1,23.0,0,Non-Partisan,European,English/Welsh,Independent,103705.0,Unknown,284443.0,0,31049
5562,tx,1,35.0,0,Democratic,East and South Asian,Vietnamese,Democratic,88000.0,Residential,274358.0,0,77731
5563,wi,1,,1,Non-Partisan,European,English/Welsh,Independent,24000.0,Apartment,140060.0,0,175799
5564,va,0,76.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic,28000.0,Apartment,448948.0,0,137842
