,state,voted,calculated_age,Voters_Gender,Parties_Description,EthnicGroups_EthnicGroup1Desc,Ethnic_Description,Residence_HHParties_Description,CommercialData_EstimatedIncomeAmount,CommercialData_PropertyType,CommercialData_EstHomeValue,nonpartisan_donation,row_index
5203,pa,1,48.0,1,Democratic,,,Democratic & Independent,,Apartment,,0,135369
5204,nc,1,37.0,1,Non-Partisan,European,German,Independent,152000.0,Residential,242881.0,0,274070
5205,nc,1,18.0,0,Democratic,European,English/Welsh,Democratic,86019.0,Unknown,260207.0,0,22286
5206,md,1,50.0,0,Democratic,European,English/Welsh,Democratic & Republican & Independent,190000.0,Residential,541009.0,0,260399
5207,vt,1,50.0,1,Republican,European,Norwegian,Republican,151000.0,Residential,160460.0,0,230078
5208,ca,0,52.0,0,Non-Partisan,European,English/Welsh,Independent,116023.0,Apartment,516483.0,0,215970
5209,mi,1,29.0,1,Democratic,European,Norwegian,Democratic,83000.0,Residential,74380.0,0,326827
5210,ia,1,46.0,0,Non-Partisan,European,French,Independent,20000.0,Residential,81179.0,0,330888
5211,oh,1,22.0,0,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,79000.0,Residential,118749.0,0,317662
5212,ny,1,76.0,1,Non-Partisan,European,Scots,Independent,35000.0,Residential,150873.0,1,244148
5213,va,1,61.0,0,Democratic,European,English/Welsh,Democratic,250000.0,Residential,780411.0,0,258004
5214,fl,1,29.0,0,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,52000.0,Residential,239623.0,0,288405
5215,ca,0,30.0,1,Democratic,East and South Asian,Korean,Democratic,27000.0,Apartment,573024.0,0,203570
5216,ny,1,50.0,0,Non-Partisan,European,Italian,Democratic & Independent,137571.0,Duplex,625000.0,0,239510
5217,ca,0,20.0,0,Democratic,Hispanic and Portuguese,Hispanic,Democratic,41832.0,Unknown,390121.0,0,100104
5218,nm,1,39.0,0,Democratic,Hispanic and Portuguese,Hispanic,Democratic,67892.0,Residential,163207.0,0,93347
5219,co,1,59.0,0,Non-Partisan,East and South Asian,Vietnamese,Democratic & Independent,166000.0,Apartment,736551.0,0,196009
5220,in,1,81.0,0,Republican,European,German,Republican,38000.0,Residential,129546.0,1,321475
5221,or,1,87.0,1,Republican,European,English/Welsh,Republican,60000.0,Residential,291982.0,1,408471
5222,ca,1,66.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic,6000.0,Apartment,528865.0,0,214304
5223,tx,0,52.0,0,Non-Partisan,European,Scots,Independent,65221.0,Apartment,232142.0,0,195278
5224,ny,1,77.0,1,Conservative,European,English/Welsh,Independent,250000.0,Residential,519823.0,0,241000
5225,tn,1,42.0,1,Democratic,European,English/Welsh,Democratic,138000.0,Residential,212500.0,0,300760
5226,az,1,59.0,0,Democratic,East and South Asian,Indian/Hindu,Democratic & Independent,118000.0,Residential,351089.0,0,383371
5227,tx,1,58.0,1,Republican,European,English/Welsh,Republican,71000.0,Residential,120346.0,0,370256
5228,nv,1,65.0,0,Non-Partisan,European,English/Welsh,Independent,137000.0,Residential,572239.0,1,386778
5229,fl,1,70.0,1,Non-Partisan,Hispanic and Portuguese,Hispanic,Independent,36000.0,Apartment,131363.0,0,154580
5230,oh,0,17.0,0,Non-Partisan,European,Scots,Democratic & Independent,56785.0,Residential,101666.0,0,48710
5231,wa,1,73.0,0,Democratic,European,English/Welsh,Democratic,67000.0,Residential,342981.0,1,412503
5232,md,1,25.0,0,Republican,,,Republican,142000.0,Residential,446003.0,0,261512
5233,or,1,49.0,1,Non-Partisan,European,English/Welsh,Independent,44000.0,Apartment,307300.0,0,218539
5234,nc,1,73.0,0,Non-Partisan,European,English/Welsh,Independent,120000.0,Residential,332044.0,0,25100
5235,ma,0,36.0,0,Democratic,European,Scots,Democratic,10000.0,Triplex,297499.0,0,111464
5236,mi,0,52.0,0,Democratic,European,English/Welsh,Democratic,52888.0,Apartment,97499.0,0,171135
5237,tn,1,42.0,0,Democratic,European,English/Welsh,Democratic,183000.0,Residential,272021.0,0,301473
5238,vt,1,62.0,0,Non-Partisan,European,French,Independent,83000.0,Residential,259149.0,0,230325
5239,tx,0,69.0,1,Republican,European,English/Welsh,Republican,26000.0,Residential,80555.0,0,366107
5240,nc,0,30.0,1,Non-Partisan,European,French,Independent,63000.0,Residential,181107.0,0,269653
5241,ia,0,36.0,1,Democratic,European,Italian,Democratic,71082.0,Apartment,128294.0,0,172274
5242,sd,0,33.0,1,Republican,European,English/Welsh,Republican,61000.0,Residential,122395.0,0,339639
5243,ky,0,38.0,0,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,26749.0,Residential,70499.0,0,47026
5244,ga,0,27.0,0,Non-Partisan,European,English/Welsh,Independent,55303.0,Unknown,82767.0,0,31185
5245,nc,1,30.0,1,Republican,European,English/Welsh,Republican,70000.0,Residential,87500.0,0,269875
5246,tx,1,73.0,0,Democratic,European,English/Welsh,Democratic,26000.0,Triplex,71249.0,0,192379
5247,tn,1,59.0,0,Non-Partisan,European,English/Welsh,Independent,236000.0,Residential,599469.0,0,300820
5248,oh,1,28.0,1,Republican,European,English/Welsh,Republican,184000.0,Residential,277804.0,0,310862
5249,nv,1,43.0,1,Republican,European,English/Welsh,Republican,173000.0,Residential,799534.0,0,387532
5250,ny,1,67.0,1,Republican,European,German,Republican,65000.0,Triplex,262500.0,1,244788
5251,nj,1,81.0,1,Republican,European,English/Welsh,Republican,58000.0,Residential,257148.0,1,236405
5252,ca,1,41.0,1,Democratic,East and South Asian,Japanese,Democratic & Independent,250000.0,Residential,1037557.0,0,395779
5253,ia,1,24.0,0,Republican,European,English/Welsh,Republican,30000.0,Apartment,225073.0,0,172839
5254,ca,1,61.0,1,Non-Partisan,East and South Asian,Vietnamese,Independent,174000.0,Residential,1352923.0,1,392883
5255,wa,1,66.0,0,Republican,European,English/Welsh,Republican,89850.0,Residential,255562.0,1,409720
5256,nj,1,39.0,1,Non-Partisan,European,English/Welsh,Republican & Independent,168000.0,Residential,379242.0,0,236160
5257,ca,1,28.0,0,Democratic,Hispanic and Portuguese,Hispanic,Democratic,124109.0,Apartment,557847.0,0,206973
5258,mo,1,72.0,0,Republican,European,French,Republican,34000.0,Residential,141143.0,0,351960
5259,az,1,78.0,0,Republican,European,English/Welsh,Republican,78000.0,Residential,390954.0,1,384774
5260,il,0,42.0,0,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic & Independent,44000.0,Mobil Home,72539.0,0,182964
5261,mi,0,18.0,0,Democratic,European,English/Welsh,Democratic,91000.0,Residential,230379.0,0,327194
5262,de,1,45.0,0,Republican,European,English/Welsh,Republican & Independent,88175.0,Unknown,217865.0,0,15489
5263,ca,0,42.0,1,Non-Partisan,East and South Asian,Chinese,Independent,122000.0,Residential,1292822.0,0,400294
5264,in,1,28.0,1,Democratic,European,Greek,Democratic & Independent,134000.0,Residential,209004.0,0,318017
5265,wi,0,,0,Non-Partisan,European,Polish,Independent,72540.0,Apartment,179013.0,0,175976
5266,oh,1,33.0,0,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,44000.0,Residential,44760.0,0,312589
5267,ny,1,36.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic,67000.0,Apartment,424999.0,0,124657
5268,ks,1,40.0,0,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,71442.0,Unknown,87500.0,0,72729
5269,fl,0,58.0,1,Non-Partisan,Hispanic and Portuguese,Hispanic,Independent,36000.0,Apartment,359950.0,0,154406
5270,ny,0,33.0,0,Non-Partisan,,,Independent,250000.0,Residential,1307804.0,0,7988
5271,ia,1,18.0,0,Non-Partisan,,,Republican & Independent,92443.0,Residential,287500.0,0,331253
5272,ca,1,34.0,0,Republican,European,English/Welsh,Republican,87000.0,Residential,581396.0,0,396150
5273,va,0,61.0,0,Non-Partisan,European,Polish,Independent,115000.0,Apartment,306197.0,0,140708
5274,ca,1,19.0,1,Republican,European,English/Welsh,Republican,162000.0,Residential,529970.0,0,395119
5275,ma,1,28.0,0,Non-Partisan,European,Greek,Independent,250000.0,Residential,2606223.0,0,227154
5276,nv,1,32.0,0,Democratic,European,Scots,Democratic,98000.0,Residential,326777.0,0,387393
5277,ny,1,29.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic,59166.0,Apartment,365856.0,0,130595
5278,ca,1,75.0,0,Republican,European,German,Republican,48000.0,Residential,618853.0,1,395774
5279,va,1,37.0,1,Democratic,European,English/Welsh,Democratic & Republican,122000.0,Residential,396388.0,0,264573
5280,ca,1,56.0,1,Republican,European,English/Welsh,Republican,223000.0,Residential,625000.0,1,392720
5281,wi,1,68.0,0,Democratic,European,German,Democratic,46000.0,Residential,269544.0,1,334656
5282,wa,1,62.0,0,Republican,European,English/Welsh,Republican,11000.0,Residential,222856.0,1,221345
5283,ct,1,25.0,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,54403.0,Apartment,173749.0,0,116379
5284,nj,1,60.0,1,Democratic,European,English/Welsh,Democratic & Independent,133000.0,Residential,342548.0,0,238852
5285,az,1,21.0,1,Republican,European,Scots,Republican,40000.0,Residential,137500.0,0,91973
5286,mi,1,29.0,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,65000.0,Residential,71634.0,0,328655
5287,ma,1,79.0,0,Republican,European,Irish,Republican,30000.0,Residential,203655.0,1,226367
5288,ca,1,65.0,0,Republican,European,English/Welsh,Democratic & Republican & Independent,88170.0,Residential,390574.0,0,101183
5289,mi,1,18.0,1,Democratic,European,Irish,Democratic,108000.0,Residential,194349.0,0,56868
5290,ca,1,39.0,0,Republican,European,English/Welsh,Republican,250000.0,Residential,634623.0,0,100340
5291,tn,1,18.0,0,Non-Partisan,Likely African-American,African or Af-Am Self Reported,Independent,65000.0,Residential,85850.0,0,43411
5292,fl,1,54.0,1,Democratic,European,English/Welsh,Democratic & Independent,59166.0,Residential,291118.0,0,38216
5293,ca,0,20.0,1,Non-Partisan,East and South Asian,Chinese,Independent,95065.0,Apartment,302092.0,0,217223
5294,ia,1,57.0,1,Democratic,European,English/Welsh,Democratic,109000.0,Residential,139729.0,0,331403
5295,tx,0,43.0,0,Republican,Hispanic and Portuguese,Hispanic,Democratic & Republican,227640.0,Residential,875000.0,0,373329
5296,nj,1,76.0,0,Democratic,Hispanic and Portuguese,Hispanic,Democratic,91000.0,Residential,389841.0,1,237671
5297,or,1,54.0,1,Democratic,European,English/Welsh,Democratic,204000.0,Residential,442593.0,0,408194
5298,de,1,64.0,0,Democratic,European,Italian,Democratic & Republican,40000.0,Residential,212500.0,0,15424
5299,ca,1,76.0,1,Republican,Hispanic and Portuguese,Hispanic,Republican,14000.0,Condominium,350213.0,1,395080
5300,ia,1,60.0,0,Democratic,European,English/Welsh,Democratic,25000.0,Residential,151540.0,0,331211
5301,tn,1,60.0,1,Democratic,European,Irish,Democratic,6000.0,Residential,74818.0,0,304252
5302,ky,1,67.0,0,Republican,European,English/Welsh,Republican,69258.0,Unknown,173346.0,0,46096
5303,nc,1,42.0,0,Republican,European,Swedish,Republican,64084.0,Residential,160475.0,0,269341
5304,az,1,72.0,0,Republican,European,Swedish,Republican,118000.0,Residential,328399.0,0,384933
5305,mi,1,35.0,1,Non-Partisan,European,English/Welsh,Independent,162000.0,Residential,239889.0,0,328379
5306,ca,1,60.0,0,Non-Partisan,East and South Asian,Indian/Hindu,Republican & Independent,197000.0,Residential,978321.0,0,389782
5307,wa,1,28.0,1,Democratic,European,German,Democratic,87499.0,Apartment,326428.0,0,222314
5308,mi,1,80.0,0,Democratic,,,Democratic,49000.0,Residential,137500.0,0,326941
5309,az,1,27.0,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,104810.0,Apartment,270689.0,0,198904
5310,ky,0,51.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic,,Apartment,,0,163065
5311,nc,1,25.0,1,Democratic,European,German,Democratic,106000.0,Residential,189011.0,0,274348
5312,ca,1,45.0,1,Republican,Hispanic and Portuguese,Hispanic,Republican & Independent,190000.0,Residential,824525.0,0,392480
5313,fl,1,72.0,0,Democratic,European,French,Democratic,145000.0,Residential,471445.0,0,292814
5314,pa,1,52.0,0,Republican,Other,Native American,Democratic & Republican,197000.0,Duplex,522203.0,1,248639
5315,il,1,38.0,1,Non-Partisan,European,English/Welsh,Republican & Independent,70000.0,Residential,304409.0,1,347280
5316,wi,1,56.0,0,Republican,European,Dutch (Netherlands),Republican,76000.0,Residential,175256.0,1,332118
5317,oh,1,28.0,0,Non-Partisan,European,Scots,Democratic & Independent,84000.0,Residential,177233.0,0,312316
5318,fl,1,57.0,1,Non-Partisan,Hispanic and Portuguese,Hispanic,Democratic & Independent,92000.0,Residential,356596.0,0,295273
5319,nj,1,63.0,1,Republican,European,Scots,Republican,99000.0,Residential,398686.0,1,238005
5320,oh,1,76.0,1,Democratic,European,Scots,Democratic & Republican,80000.0,Residential,267857.0,1,309555
5321,ny,1,48.0,0,Non-Partisan,European,German,Democratic & Independent,193000.0,Residential,435888.0,0,242907
5322,ca,1,62.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic,134510.0,Residential,625000.0,1,403481
5323,ca,1,65.0,1,Non-Partisan,East and South Asian,Vietnamese,Democratic & Independent,250000.0,Residential,882279.0,0,404431
5324,nc,1,74.0,1,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,16000.0,Residential,187500.0,0,272168
5325,tn,1,62.0,0,Republican,European,French,Republican,65000.0,Apartment,375000.0,0,161075
5326,co,1,82.0,0,Non-Partisan,European,English/Welsh,Democratic & Independent,69000.0,Residential,409911.0,1,375609
5327,ca,1,37.0,0,Non-Partisan,European,English/Welsh,Independent,69000.0,Residential,284969.0,0,395869
5328,ca,0,68.0,0,Republican,Other,Armenian,Republican,53000.0,Apartment,956948.0,0,205177
5329,ca,1,77.0,1,Democratic,European,English/Welsh,Democratic,26000.0,Residential,485121.0,0,394260
5330,in,1,41.0,0,Republican,European,German,Republican,113000.0,Residential,264739.0,0,318440
5331,ca,1,49.0,0,Democratic,East and South Asian,Korean,Democratic,171000.0,Residential,995479.0,0,390705
5332,fl,1,62.0,1,Republican,European,French,Republican,90000.0,Residential,266744.0,0,287364
5333,mn,1,65.0,0,Democratic,European,English/Welsh,Democratic,38055.0,Unknown,126770.0,0,63271
5334,md,1,67.0,0,Republican,European,German,Republican,85840.0,Residential,225548.0,1,261886
5335,ny,1,40.0,1,Non-Partisan,Hispanic and Portuguese,Hispanic,Independent,52000.0,Apartment,489774.0,0,127040
5336,pa,1,74.0,0,Registered Independent,European,English/Welsh,Democratic & Independent,72000.0,Residential,169408.0,0,252181
5337,ms,1,63.0,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,33000.0,Residential,131545.0,0,305817
5338,ga,1,44.0,0,Republican,Hispanic and Portuguese,Hispanic,Republican & Independent,132000.0,Residential,267684.0,0,284055
5339,tx,1,32.0,0,Democratic,Hispanic and Portuguese,Hispanic,Democratic,49000.0,Residential,201302.0,0,84794
5340,al,0,36.0,0,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,28000.0,Residential,54000.0,0,39855
5341,ia,1,50.0,0,Republican,European,English/Welsh,Republican,60718.0,Apartment,103809.0,0,172583
5342,ca,0,21.0,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,63749.0,Apartment,285154.0,0,215969
5343,oh,1,39.0,1,Democratic,European,English/Welsh,Democratic & Independent,110207.0,Residential,272374.0,0,49510
5344,mo,1,49.0,1,Republican,European,English/Welsh,Republican,250000.0,Residential,287500.0,1,352675
5345,wa,1,62.0,1,Republican,European,English/Welsh,Republican,60000.0,Residential,300489.0,1,411862
5346,ny,0,83.0,1,Republican,European,French,Republican,30000.0,Residential,100455.0,0,247159
5347,in,1,68.0,0,Republican,European,English/Welsh,Republican,35000.0,Residential,226137.0,0,321284
5348,sc,1,85.0,0,Republican,European,English/Welsh,Republican,66249.0,Residential,87500.0,0,276305
5349,nv,1,33.0,1,Democratic,European,Irish,Democratic,76249.0,Apartment,215414.0,0,202495
5350,tn,1,18.0,0,Democratic,East and South Asian,Chinese,Democratic,64533.0,Unknown,111117.0,0,43344
5351,mi,0,24.0,0,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,28249.0,Apartment,31428.0,0,171434
5352,tx,1,78.0,0,Republican,European,English/Welsh,Republican,31000.0,Residential,181944.0,0,363327
5353,tn,1,38.0,1,Non-Partisan,Likely African-American,African or Af-Am Self Reported,Democratic & Independent,36720.0,Apartment,87500.0,0,161389
5354,ct,0,35.0,0,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic & Independent,47499.0,Unknown,171370.0,0,3721
5355,fl,1,65.0,1,Democratic,European,English/Welsh,Democratic,104326.0,Residential,262500.0,0,296606
5356,de,1,42.0,0,Republican,,,Republican,89000.0,Residential,286581.0,1,257137
5357,nc,1,74.0,0,Republican,European,English/Welsh,Republican,85450.0,Apartment,187500.0,1,144236
5358,ky,1,65.0,0,Republican,European,Scots,Republican,32000.0,Residential,47708.0,1,308716
5359,fl,1,66.0,1,Democratic,East and South Asian,Korean,Democratic & Independent,168000.0,Residential,479924.0,0,291312
5360,pa,1,67.0,0,Democratic,European,English/Welsh,Democratic,29000.0,Apartment,222082.0,0,135056
5361,ca,0,36.0,0,Democratic,European,Italian,Democratic,76000.0,Mobil Home,363499.0,0,104188
5362,mi,1,66.0,1,Non-Partisan,European,English/Welsh,Independent,38000.0,Apartment,230079.0,0,171384
5363,tx,0,37.0,0,Non-Partisan,Hispanic and Portuguese,Hispanic,Independent,35000.0,Apartment,249773.0,0,194490
5364,oh,1,24.0,1,Non-Partisan,East and South Asian,Korean,Independent,48000.0,Residential,121611.0,0,317378
5365,tn,0,56.0,1,Non-Partisan,European,English/Welsh,Independent,77000.0,Residential,263311.0,0,300575
5366,ia,0,36.0,0,Democratic,Hispanic and Portuguese,Hispanic,Democratic,12000.0,Apartment,95513.0,0,172483
5367,mi,1,31.0,1,Democratic,European,English/Welsh,Democratic,97000.0,Residential,187500.0,0,56600
5368,tx,1,70.0,1,Republican,European,German,Republican,57000.0,Apartment,394999.0,0,194574
5369,ca,1,19.0,1,Non-Partisan,,,Democratic & Independent,24000.0,Residential,326274.0,0,104230
5370,oh,0,18.0,0,Non-Partisan,European,Irish,Independent,54470.0,Apartment,66249.0,0,166930
5371,ca,1,39.0,1,Republican,European,English/Welsh,Republican,74000.0,Apartment,506410.0,0,205175
5372,ny,1,57.0,0,Republican,European,English/Welsh,Republican,,Apartment,,0,130523
5373,mi,1,77.0,0,Democratic,European,Dutch (Netherlands),Democratic,31000.0,Residential,197488.0,0,327630
5374,ca,1,41.0,0,Republican,European,English/Welsh,Republican & Independent,98749.0,Residential,428570.0,0,97670
5375,wa,1,42.0,0,Non-Partisan,European,English/Welsh,Independent,115000.0,Residential,405034.0,0,411025
5376,sc,1,60.0,1,Republican,European,Dutch (Netherlands),Republican,189000.0,Residential,205647.0,0,277491
5377,ia,1,24.0,0,Republican,European,English/Welsh,Republican,127000.0,Residential,180375.0,0,330582
5378,mt,1,66.0,0,Non-Partisan,European,English/Welsh,Independent,59800.0,Apartment,182749.0,0,178034
5379,fl,0,72.0,0,Republican,Hispanic and Portuguese,Hispanic,Republican & Independent,43000.0,Apartment,438143.0,0,153672
5380,ca,0,20.0,1,Non-Partisan,European,English/Welsh,Democratic & Independent,170000.0,Residential,681028.0,0,397080
5381,az,1,23.0,1,Democratic,European,English/Welsh,Democratic & Independent,31000.0,Residential,217379.0,0,383310
5382,co,1,58.0,0,Democratic,European,English/Welsh,Democratic,118000.0,Residential,419948.0,1,378318
5383,nm,0,28.0,0,Democratic,European,English/Welsh,Democratic & Republican,16000.0,Residential,74729.0,1,385610
5384,tx,1,51.0,0,Republican,,,Republican,142000.0,Apartment,262500.0,0,188945
5385,ga,0,31.0,0,Non-Partisan,Hispanic and Portuguese,Hispanic,Independent,57642.0,Unknown,84443.0,0,30477
5386,mi,1,63.0,1,Democratic,European,English/Welsh,Democratic,8000.0,Apartment,34544.0,0,172182
5387,ok,1,65.0,1,Republican,European,English/Welsh,Republican,85000.0,Apartment,507044.0,0,187562
5388,il,1,87.0,1,Republican,European,English/Welsh,Republican,124443.0,Residential,37500.0,1,347898
5389,ca,0,29.0,0,Democratic,,,Democratic,150850.0,Apartment,650448.0,0,204481
5390,fl,1,56.0,0,Democratic,Hispanic and Portuguese,Hispanic,Democratic,89000.0,Residential,1174335.0,0,296307
5391,ms,0,,0,Non-Partisan,European,English/Welsh,Republican & Independent,60000.0,Residential,196943.0,0,44045
5392,tx,1,54.0,0,Democratic,Hispanic and Portuguese,Hispanic,Democratic,106000.0,Residential,81657.0,0,86405
5393,va,0,62.0,0,Republican,European,Irish,Democratic & Republican,72000.0,Residential,191533.0,0,265468
5394,md,0,,1,Democratic,European,English/Welsh,Democratic & Independent,53557.0,Apartment,134060.0,0,139632
5395,nj,1,32.0,1,Non-Partisan,,,Independent,72000.0,Residential,442533.0,0,234672
5396,or,1,21.0,1,Republican,East and South Asian,Unknown Asian,Democratic & Republican,250000.0,Residential,672609.0,0,106816
5397,il,1,54.0,1,Republican,European,English/Welsh,Republican,177845.0,Residential,475000.0,0,346567
5398,ca,0,35.0,0,Non-Partisan,Hispanic and Portuguese,Hispanic,Democratic & Independent,194000.0,Residential,703078.0,0,400554
5399,tx,0,24.0,1,Republican,European,Italian,Democratic & Republican,182000.0,Residential,297309.0,0,79439
5400,tx,1,92.0,0,Republican,European,Scots,Republican,107000.0,Residential,237500.0,0,368925
5401,va,1,58.0,0,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,74000.0,Residential,150713.0,1,266798
5402,oh,0,81.0,0,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,30832.0,Apartment,59942.0,1,165263
5403,ga,1,77.0,1,Republican,European,English/Welsh,Republican,,Apartment,425000.0,0,147869
5404,mo,1,49.0,1,Republican,,,Republican,229000.0,Residential,481770.0,0,348890
5405,va,1,70.0,0,Democratic,European,English/Welsh,Democratic,85000.0,Residential,403429.0,0,264746
5406,mo,0,33.0,0,Democratic,Hispanic and Portuguese,Hispanic,Democratic,59000.0,Residential,192746.0,0,69063
5407,oh,1,28.0,1,Non-Partisan,European,Italian,Independent,72000.0,Apartment,298836.0,0,165437
5408,ny,0,63.0,0,Republican,European,English/Welsh,Democratic & Republican,55000.0,Residential,142004.0,1,246576
5409,ca,1,38.0,0,Democratic,European,English/Welsh,Democratic & Independent,101221.0,Unknown,573552.0,0,100910
5410,pa,1,36.0,1,Republican,East and South Asian,Chinese,Democratic & Republican,98541.0,Residential,237403.0,0,12420
5411,tx,1,21.0,0,Republican,European,English/Welsh,Democratic & Republican,174000.0,Residential,252859.0,0,77815
5412,fl,0,59.0,0,Non-Partisan,European,Polish,Independent,28291.0,Apartment,145703.0,0,152714
5413,ma,1,31.0,1,Non-Partisan,European,English/Welsh,Independent,123000.0,Residential,694435.0,0,227386
5414,az,1,44.0,0,Non-Partisan,European,Italian,Republican & Independent,112000.0,Residential,294853.0,0,382750
5415,pa,1,53.0,1,Republican,European,Italian,Democratic & Republican,250000.0,Residential,385509.0,0,254150
5416,ny,1,25.0,1,Republican,European,German,Democratic & Republican,120171.0,Residential,404411.0,0,8639
5417,co,1,43.0,1,Democratic,European,English/Welsh,Democratic & Independent,131058.0,Unknown,581314.0,0,86464
5418,fl,1,59.0,0,Democratic,Hispanic and Portuguese,Hispanic,Democratic,95000.0,Residential,112537.0,0,294434
5419,fl,1,60.0,0,Republican,European,Swedish,Republican,142768.0,Unknown,388552.0,0,36650
5420,ca,1,46.0,0,Democratic,East and South Asian,Chinese,Democratic,185351.0,Apartment,639921.0,0,205474
5421,ma,0,31.0,0,Non-Partisan,East and South Asian,Chinese,Democratic & Independent,44000.0,Triplex,157767.0,0,112110
5422,ma,1,45.0,0,Democratic,European,Finnish,Democratic,203000.0,Residential,284051.0,0,226920
5423,il,1,35.0,0,Republican,European,English/Welsh,Republican,186028.0,Unknown,487499.0,1,65224
5424,az,1,52.0,0,Republican,European,English/Welsh,Republican,72000.0,Residential,373420.0,0,384700
5425,la,1,67.0,0,Non-Partisan,European,French,Independent,131000.0,Residential,139549.0,0,74093
5426,fl,1,73.0,0,Republican,,,Republican,72840.0,Residential,305597.0,1,35883
5427,az,1,65.0,1,Democratic,European,English/Welsh,Democratic & Independent,115000.0,Residential,315313.0,0,383226
5428,ma,1,72.0,0,Non-Partisan,European,English/Welsh,Democratic & Independent,199000.0,Residential,1243018.0,1,225488
5429,sc,0,22.0,1,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,42940.0,Unknown,90332.0,0,25868
5430,wi,0,,1,Non-Partisan,European,French,Independent,80122.0,Apartment,195342.0,0,173986
5431,nc,1,18.0,0,Non-Partisan,Likely African-American,African or Af-Am Self Reported,Republican & Independent,58999.0,Unknown,218570.0,0,25727
5432,mn,1,31.0,1,Non-Partisan,European,English/Welsh,Independent,59521.0,Unknown,155768.0,0,62933
5433,oh,1,46.0,0,Non-Partisan,European,English/Welsh,Independent,90000.0,Apartment,271045.0,0,164263
5434,ca,1,41.0,0,Non-Partisan,European,English/Welsh,Republican & Independent,175000.0,Residential,983428.0,0,398208
5435,oh,1,48.0,1,Democratic,European,German,Democratic,250000.0,Residential,299235.0,1,317823
5436,va,1,50.0,1,Democratic,European,German,Democratic,198000.0,Residential,614183.0,0,18260
5437,oh,1,23.0,0,Non-Partisan,European,English/Welsh,Independent,71570.0,Apartment,81153.0,0,166546
5438,pa,1,41.0,1,Non-Partisan,European,German,Independent,15000.0,Duplex,112500.0,1,250726
5439,tn,1,30.0,0,Non-Partisan,European,English/Welsh,Independent,116645.0,Unknown,333581.0,0,41896
5440,co,0,41.0,1,Non-Partisan,European,English/Welsh,Independent,92000.0,Residential,505221.0,0,375557
5441,ia,1,52.0,1,Republican,European,English/Welsh,Republican,94285.0,Residential,109208.0,0,330414
5442,ma,1,65.0,0,Non-Partisan,European,Belgian,Independent,26000.0,Apartment,237500.0,0,112476
5443,tx,0,24.0,1,Democratic,European,Scots,Democratic & Republican,125635.0,Residential,260809.0,0,82779
5444,ca,0,52.0,1,Non-Partisan,East and South Asian,Chinese,Independent,199000.0,Mobil Home,667195.0,0,400294
5445,ma,1,55.0,1,Democratic,European,English/Welsh,Democratic & Independent,202000.0,Residential,329238.0,0,225031
5446,wi,1,,0,Non-Partisan,European,German,Republican & Independent,82000.0,Residential,227016.0,0,334165
5447,in,1,19.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic & Independent,83170.0,Unknown,146304.0,0,52216
5448,mi,1,76.0,1,Non-Partisan,European,English/Welsh,Independent,64000.0,Residential,186388.0,0,327918
5449,tx,0,66.0,1,Non-Partisan,European,English/Welsh,Independent,106323.0,Residential,191190.0,0,365876
5450,wi,1,50.0,1,Republican,European,English/Welsh,Republican,72000.0,Residential,210566.0,0,332241
5451,wa,1,61.0,1,Republican,European,English/Welsh,Republican,96000.0,Residential,399289.0,1,110173
5452,ks,0,26.0,1,Non-Partisan,European,English/Welsh,Democratic & Independent,78000.0,Residential,135624.0,0,72744
5453,wi,0,81.0,0,Non-Partisan,European,German,Independent,72352.0,Residential,187500.0,0,335759
5454,fl,1,32.0,1,Non-Partisan,European,English/Welsh,Independent,90000.0,Residential,245606.0,0,289605
5455,ca,1,34.0,1,Republican,European,Scots,Republican,202000.0,Residential,472235.0,0,105555
5456,fl,1,57.0,1,Non-Partisan,European,Dutch (Netherlands),Democratic & Independent,105499.0,Unknown,336319.0,0,36920
5457,in,0,50.0,0,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,29124.0,Apartment,60475.0,0,167328
5458,tn,0,71.0,0,Non-Partisan,,,Independent,48000.0,Residential,134274.0,1,302133
