,state,voted,calculated_age,Voters_Gender,Parties_Description,EthnicGroups_EthnicGroup1Desc,Ethnic_Description,Residence_HHParties_Description,CommercialData_EstimatedIncomeAmount,CommercialData_PropertyType,CommercialData_EstHomeValue,nonpartisan_donation,row_index
2132,ca,1,65.0,0,Democratic,European,English/Welsh,Democratic & Independent,82027.0,Apartment,610314.0,0,203020
2133,tx,1,31.0,0,Republican,East and South Asian,Indian/Hindu,Republican,172000.0,Residential,297309.0,0,369785
2134,sc,1,31.0,1,Democratic,European,English/Welsh,Democratic,98524.0,Residential,267736.0,0,276260
2135,fl,1,71.0,0,Democratic,European,Italian,Democratic & Republican,62000.0,Residential,213069.0,0,295185
2136,sd,1,64.0,0,Democratic,European,French,Democratic & Republican & Independent,44499.0,Unknown,118666.0,0,63870
2137,ma,0,40.0,1,Non-Partisan,European,Italian,Independent,203000.0,Residential,380141.0,0,227100
2138,ca,0,33.0,1,Democratic,European,Irish,Democratic,25307.0,Apartment,204166.0,0,207980
2139,mi,1,39.0,0,Democratic,European,English/Welsh,Democratic,,Unknown,,0,58063
2140,md,1,70.0,0,Republican,European,English/Welsh,Republican,111000.0,Apartment,187500.0,0,139767
2141,nh,1,69.0,1,Democratic,European,English/Welsh,Democratic & Republican,105000.0,Residential,194221.0,0,229112
2142,pa,1,50.0,0,Republican,European,Irish,Democratic & Republican & Independent,157000.0,Residential,264836.0,0,252778
2143,tx,0,38.0,1,Republican,European,English/Welsh,Republican,99000.0,Residential,115297.0,0,365804
2144,tx,0,46.0,0,Democratic,Hispanic and Portuguese,Hispanic,Democratic,45000.0,Residential,112500.0,0,84277
2145,ca,1,67.0,1,Non-Partisan,European,French,Independent,149000.0,Residential,959384.0,1,400573
2146,tx,1,34.0,0,Democratic,European,English/Welsh,Democratic,88000.0,Apartment,167041.0,0,190374
2147,fl,0,23.0,0,Non-Partisan,Hispanic and Portuguese,Hispanic,Independent,40513.0,Apartment,60749.0,0,155962
2148,wa,1,28.0,0,Republican,European,English/Welsh,Republican,58428.0,Unknown,157499.0,0,110658
2149,md,1,58.0,0,Democratic,European,Irish,Democratic,174000.0,Residential,543210.0,0,16861
2150,tx,1,53.0,0,Republican,European,English/Welsh,Republican,88000.0,Residential,229208.0,1,363615
2151,az,1,77.0,0,Republican,European,Scots,Republican,201000.0,Residential,479765.0,1,384091
2152,mi,1,27.0,0,Republican,European,Italian,Democratic & Republican,71000.0,Residential,130480.0,0,327260
2153,ca,1,73.0,1,Democratic,European,English/Welsh,Democratic,27000.0,Condominium,277236.0,0,392892
2154,ny,1,52.0,0,Democratic,European,English/Welsh,Democratic,49000.0,Residential,184970.0,0,245563
2155,sc,1,71.0,1,Republican,European,English/Welsh,Republican,,Unknown,,0,27346
2156,mo,1,64.0,1,Republican,European,English/Welsh,Republican,64705.0,Unknown,118597.0,0,69377
2157,oh,1,36.0,1,Democratic,European,Scots,Democratic,204000.0,Residential,169419.0,0,316533
2158,tx,1,74.0,1,Republican,European,German,Republican,170000.0,Apartment,237500.0,1,192685
2159,fl,1,71.0,0,Republican,European,Scots,Republican,250000.0,Residential,325000.0,0,292702
2160,il,1,82.0,1,Democratic,European,Polish,Democratic,73000.0,Residential,328653.0,1,347727
2161,ca,1,19.0,0,Republican,,,Republican,199000.0,Residential,1645713.0,0,392327
2162,wi,1,51.0,0,Republican,European,Swedish,Republican,231000.0,Residential,794443.0,1,332711
2163,co,1,85.0,0,Democratic,European,German,Democratic,147975.0,Residential,625000.0,1,376598
2164,co,1,52.0,0,Republican,European,German,Democratic & Republican,201000.0,Residential,269829.0,1,377514
2165,ca,0,33.0,1,Republican,European,English/Welsh,Republican,53000.0,Residential,401038.0,0,393554
2166,co,1,73.0,1,Republican,European,English/Welsh,Republican,10000.0,Residential,149795.0,0,378345
2167,ny,1,64.0,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic & Independent,152782.0,Residential,450559.0,0,241529
2168,pa,1,51.0,1,Republican,European,English/Welsh,Republican,166000.0,Residential,337828.0,1,251931
2169,ks,0,42.0,1,Non-Partisan,European,Italian,Independent,151000.0,Apartment,170874.0,0,185015
2170,ca,1,65.0,1,Democratic,European,Greek,Democratic,116000.0,Residential,594189.0,0,404045
2171,nj,1,66.0,0,Republican,European,German,Republican & Independent,108000.0,Residential,260865.0,1,238884
2172,ca,1,63.0,0,Non-Partisan,European,German,Democratic & Independent,86000.0,Duplex,804354.0,1,214879
2173,tn,1,64.0,0,Republican,European,English/Welsh,Republican,39117.0,Residential,87500.0,1,302272
2174,ks,1,52.0,0,Republican,,,Republican,123781.0,Residential,287500.0,1,353627
2175,fl,1,61.0,0,Republican,European,English/Welsh,Republican,37499.0,Unknown,215796.0,0,37483
2176,ny,1,26.0,0,Republican,European,English/Welsh,Republican & Independent,93000.0,Residential,287500.0,1,244570
2177,vt,1,30.0,0,Democratic,European,Italian,Democratic,134000.0,Residential,305470.0,0,230363
2178,sc,0,26.0,1,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,49000.0,Residential,106393.0,0,26527
2179,tx,0,47.0,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,27000.0,Apartment,120096.0,0,189999
2180,ok,1,42.0,0,Republican,European,English/Welsh,Republican,131000.0,Residential,98228.0,0,359702
2181,ca,1,64.0,1,Non-Partisan,European,English/Welsh,Independent,27000.0,Apartment,1459374.0,1,203376
2182,ny,1,74.0,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,31000.0,Apartment,84614.0,1,124291
2183,az,1,29.0,1,Non-Partisan,European,German,Independent,250000.0,Residential,537411.0,0,384046
2184,fl,1,54.0,0,Non-Partisan,European,English/Welsh,Republican & Independent,250000.0,Residential,911545.0,0,292005
2185,tx,1,19.0,0,Republican,European,English/Welsh,Republican,116000.0,Residential,267754.0,0,374278
2186,ca,1,71.0,0,Democratic,Hispanic and Portuguese,Hispanic,Democratic,250000.0,Residential,740191.0,0,394850
2187,nh,1,79.0,1,Republican,European,Norwegian,Republican,49000.0,Residential,238288.0,0,229134
2188,ny,1,39.0,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,7000.0,Apartment,216666.0,0,125279
2189,in,0,24.0,1,Non-Partisan,European,English/Welsh,Independent,8000.0,Apartment,140123.0,0,167655
2190,wi,1,58.0,0,Republican,European,Estonian,Republican,75000.0,Residential,112293.0,1,334113
2191,mi,0,20.0,0,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,79285.0,Apartment,172499.0,0,170654
2192,ca,1,43.0,0,Democratic,East and South Asian,Indian/Hindu,Democratic,250000.0,Residential,924847.0,0,396581
2193,ca,1,26.0,0,Republican,East and South Asian,Japanese,Democratic & Republican & Independent,149000.0,Residential,1340253.0,0,393383
2194,il,1,45.0,1,Democratic,European,English/Welsh,Democratic & Independent,127000.0,Triplex,304573.0,0,179287
2195,nv,1,38.0,0,Non-Partisan,Hispanic and Portuguese,Hispanic,Independent,87000.0,Residential,332434.0,0,386872
2196,oh,1,38.0,1,Republican,European,Scots,Republican,70000.0,Residential,92458.0,0,316818
2197,oh,1,43.0,1,Non-Partisan,European,Scots,Republican & Independent,80942.0,Unknown,198570.0,0,51173
2198,ca,1,40.0,0,Non-Partisan,European,English/Welsh,Democratic & Independent,96041.0,Unknown,160713.0,0,104328
2199,tx,1,22.0,0,Non-Partisan,European,English/Welsh,Independent,216000.0,Residential,680119.0,0,82771
2200,ga,1,63.0,1,Non-Partisan,European,German,Independent,72000.0,Residential,245954.0,1,278897
2201,ks,1,35.0,0,Republican,European,English/Welsh,Republican,51000.0,Apartment,533649.0,0,185288
2202,oh,1,79.0,0,Non-Partisan,European,English/Welsh,Independent,49000.0,Residential,294786.0,1,312312
2203,wi,1,52.0,1,Republican,Other,Arab,Republican,78625.0,Apartment,162500.0,0,172977
2204,va,0,31.0,0,Republican,European,English/Welsh,Republican,74000.0,Residential,243508.0,0,257918
2205,ca,1,58.0,0,Democratic,Hispanic and Portuguese,Hispanic,Democratic,123000.0,Residential,837095.0,0,389745
2206,tn,1,30.0,1,Republican,,,Republican,113000.0,Residential,245714.0,0,42940
2207,tx,0,75.0,0,Republican,European,English/Welsh,Republican,116000.0,Residential,271953.0,0,369035
2208,in,1,48.0,0,Republican,,,Republican,61000.0,Residential,278193.0,1,317753
2209,oh,1,68.0,0,Democratic,European,English/Welsh,Democratic,,Residential,262500.0,0,314652
2210,fl,1,23.0,0,Non-Partisan,European,English/Welsh,Republican & Independent,39000.0,Residential,239455.0,0,293629
2211,sc,1,40.0,1,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,83437.0,Residential,260329.0,0,277450
2212,ky,0,49.0,1,Democratic,European,English/Welsh,Democratic,41523.0,Apartment,69499.0,0,163720
2213,wv,1,22.0,1,Democratic,European,English/Welsh,Democratic,58453.0,Residential,157499.0,0,20746
2214,mn,1,79.0,0,Non-Partisan,European,English/Welsh,Independent,39000.0,Residential,251214.0,1,337026
2215,wv,0,40.0,0,Republican,European,English/Welsh,Republican,155000.0,Residential,187500.0,1,267479
2216,tx,1,46.0,0,Democratic,,,Democratic,191000.0,Residential,707099.0,0,367851
2217,nv,1,27.0,1,Non-Partisan,Hispanic and Portuguese,Hispanic,Independent,76022.0,Apartment,233324.0,0,202272
2218,fl,0,44.0,1,Democratic,European,English/Welsh,Democratic,45000.0,Apartment,150061.0,0,157144
2219,pa,0,23.0,1,Democratic,European,German,Democratic & Republican & Independent,41000.0,Residential,196383.0,0,248686
2220,nj,1,24.0,1,Democratic,European,Scots,Democratic,201000.0,Triplex,375000.0,0,120674
2221,ga,0,53.0,1,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,39000.0,Residential,57782.0,0,31108
2222,ma,0,19.0,1,Non-Partisan,Hispanic and Portuguese,Hispanic,Independent,60869.0,Residential,231612.0,0,233
2223,nc,1,35.0,1,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,51000.0,Residential,133893.0,1,143860
2224,wi,0,,1,Non-Partisan,European,German,Republican & Independent,83522.0,Apartment,282352.0,0,175260
2225,tx,0,20.0,0,Republican,European,English/Welsh,Democratic & Republican,83000.0,Residential,305199.0,0,361851
2226,pa,1,38.0,1,Non-Partisan,,,Independent,31878.0,Apartment,112500.0,0,134863
2227,wa,1,68.0,0,Republican,European,English/Welsh,Republican,69000.0,Residential,339981.0,1,411318
2228,fl,1,27.0,0,Democratic,European,German,Democratic,82000.0,Residential,263851.0,0,287965
2229,ct,1,21.0,1,Democratic,,,Democratic,241000.0,Residential,382438.0,0,232920
2230,ca,1,50.0,0,Non-Partisan,Other,Armenian,Independent,250000.0,Residential,484910.0,0,105093
2231,tx,0,20.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic & Independent,48471.0,Apartment,62500.0,0,194707
2232,in,0,61.0,1,Non-Partisan,European,German,Independent,36517.0,Apartment,126080.0,0,168493
2233,oh,1,79.0,0,Democratic,European,English/Welsh,Democratic,250000.0,Residential,448729.0,0,309499
2234,ca,1,72.0,1,Democratic,European,English/Welsh,Democratic & Republican,34000.0,Residential,792408.0,0,390793
2235,nc,0,50.0,0,Non-Partisan,European,English/Welsh,Independent,163000.0,Residential,332272.0,0,268145
2236,ca,1,58.0,0,Democratic,European,English/Welsh,Democratic,250000.0,Residential,1477649.0,0,401780
2237,oh,1,26.0,0,Non-Partisan,European,Dutch (Netherlands),Democratic & Independent,192000.0,Residential,707324.0,0,309575
2238,tx,1,28.0,0,Democratic,Hispanic and Portuguese,Hispanic,Democratic,72527.0,Residential,132296.0,0,362606
2239,wi,1,,1,Non-Partisan,East and South Asian,Chinese,Independent,58739.0,Apartment,148749.0,0,173639
2240,mo,1,25.0,0,Republican,,,Republican,211000.0,Residential,271319.0,0,349935
2241,wa,1,66.0,1,Republican,European,English/Welsh,Republican,60000.0,Residential,326966.0,0,412290
2242,md,1,18.0,1,Democratic,,,Democratic & Independent,194000.0,Residential,607862.0,0,242239
2243,pa,1,51.0,1,Democratic,European,Dutch (Netherlands),Democratic & Independent,111000.0,Residential,190609.0,0,249752
2244,tx,0,29.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic & Independent,51213.0,Residential,147499.0,0,84481
2245,tn,1,38.0,1,Non-Partisan,European,Irish,Independent,104000.0,Residential,191937.0,0,302708
2246,mo,0,21.0,0,Non-Partisan,European,English/Welsh,Independent,110000.0,Apartment,179481.0,0,184090
2247,ca,1,64.0,0,Republican,European,Norwegian,Republican,84000.0,Residential,492859.0,1,396179
2248,la,0,69.0,1,Non-Partisan,European,Irish,Democratic & Independent,42963.0,Unknown,86999.0,0,74889
2249,fl,1,78.0,1,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,72000.0,Residential,282424.0,0,289309
2250,ut,1,69.0,0,Republican,European,English/Welsh,Republican,63789.0,Residential,377813.0,0,90390
2251,nj,1,68.0,0,Republican,European,German,Republican,124000.0,Residential,527844.0,1,234921
2252,pa,1,19.0,0,Democratic,East and South Asian,Indian/Hindu,Democratic,129210.0,Apartment,287320.0,0,136617
2253,oh,1,48.0,0,Democratic,,,Democratic & Republican,105000.0,Residential,206412.0,0,312489
2254,fl,0,18.0,0,Non-Partisan,Likely African-American,African or Af-Am Self Reported,Democratic & Independent,28000.0,Residential,255080.0,0,35416
2255,nc,1,71.0,1,Republican,European,Swedish,Republican,108000.0,Residential,382134.0,1,269584
2256,ny,1,19.0,0,Non-Partisan,European,German,Republican & Independent,116000.0,Residential,287500.0,0,239270
2257,nc,1,60.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic,72000.0,Residential,233750.0,0,272059
2258,mi,1,46.0,0,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,68749.0,Unknown,173749.0,0,54859
2259,oh,1,69.0,0,Republican,European,English/Welsh,Republican,150000.0,Residential,208512.0,1,311696
2260,tx,1,80.0,1,Republican,European,English/Welsh,Republican,,Residential,62500.0,0,367320
2261,al,1,55.0,0,Republican,European,English/Welsh,Republican,250000.0,Residential,395565.0,0,298176
2262,mo,0,20.0,0,Democratic,European,English/Welsh,Democratic,28000.0,Apartment,122756.0,0,184342
2263,in,0,54.0,0,Non-Partisan,East and South Asian,Chinese,Independent,92658.0,Apartment,173917.0,0,167687
2264,mo,1,71.0,1,Republican,European,German,Republican,12000.0,Residential,249380.0,1,352273
2265,ga,1,34.0,1,Republican,European,English/Welsh,Republican,42000.0,Residential,39140.0,0,284025
2266,fl,1,67.0,0,Non-Partisan,European,German,Independent,87000.0,Residential,245032.0,0,289127
2267,oh,1,33.0,0,Democratic,European,Italian,Democratic & Independent,186000.0,Residential,543129.0,1,310876
2268,co,1,76.0,0,Democratic,European,Irish,Democratic,63000.0,Residential,474543.0,1,376877
2269,az,1,37.0,0,Democratic,European,French,Democratic,,Apartment,,0,200591
2270,tn,0,57.0,0,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,37000.0,Duplex,169332.0,0,161286
2271,fl,1,55.0,0,Republican,European,English/Welsh,Democratic & Republican & Independent,67000.0,Residential,306879.0,0,295546
2272,tx,0,61.0,0,Democratic,European,English/Welsh,Democratic,47000.0,Residential,216047.0,0,362481
2273,tx,1,71.0,0,Republican,European,English/Welsh,Democratic & Republican,71635.0,Residential,175226.0,0,366360
2274,ga,1,41.0,1,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,31000.0,Residential,204816.0,0,279866
2275,ny,0,19.0,1,Non-Partisan,European,English/Welsh,Republican & Independent,199000.0,Triplex,1128809.0,0,132992
2276,mi,1,73.0,1,Republican,European,Scots,Republican,76000.0,Residential,146766.0,1,326702
2277,nc,1,62.0,1,Non-Partisan,European,English/Welsh,Independent,111000.0,Residential,275949.0,0,271356
2278,or,1,38.0,1,Non-Partisan,European,Swedish,Republican & Independent,97000.0,Residential,427437.0,0,407599
2279,va,1,19.0,1,Democratic,European,English/Welsh,Democratic,217000.0,Residential,718033.0,0,17698
2280,il,1,75.0,1,Republican,European,Scots,Republican,33000.0,Residential,210945.0,1,347789
2281,ny,1,61.0,1,Republican,,,Republican & Independent,124950.0,Unknown,287601.0,0,9079
2282,ca,1,20.0,0,Democratic,Hispanic and Portuguese,Hispanic,Democratic,102557.0,Apartment,522856.0,0,215810
2283,ky,1,77.0,1,Democratic,European,Italian,Democratic & Independent,71000.0,Residential,157489.0,1,307586
2284,mi,1,61.0,0,Republican,European,Scots,Republican,72000.0,Residential,240708.0,0,325899
2285,mn,1,32.0,1,Democratic,East and South Asian,Indian/Hindu,Democratic,82153.0,Unknown,176874.0,0,63273
2286,ca,1,44.0,0,Non-Partisan,Hispanic and Portuguese,Hispanic,Democratic & Independent,209000.0,Residential,629909.0,0,95245
2287,az,0,97.0,0,Democratic,European,German,Democratic,,Apartment,,0,200407
2288,ga,0,70.0,1,Republican,European,English/Welsh,Republican,110416.0,Unknown,257209.0,0,31075
2289,ca,1,70.0,0,Republican,European,Dutch (Netherlands),Republican,64000.0,Residential,319996.0,0,397394
2290,mo,0,22.0,0,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,6000.0,Residential,50425.0,0,69972
2291,il,1,32.0,1,Republican,European,English/Welsh,Republican,62380.0,Apartment,155557.0,0,180693
2292,ny,1,31.0,0,Non-Partisan,,,Independent,61166.0,Unknown,112499.0,0,10568
2293,tx,0,22.0,0,Republican,Hispanic and Portuguese,Hispanic,Republican,205000.0,Residential,325000.0,0,368894
2294,tx,0,67.0,0,Democratic,European,English/Welsh,Democratic,,Apartment,,0,195045
2295,ma,1,32.0,1,Democratic,,,Democratic,149000.0,Residential,680241.0,0,225016
2296,il,1,70.0,0,Democratic,European,German,Democratic,87499.0,Apartment,225499.0,1,180036
2297,ca,1,56.0,1,Republican,European,English/Welsh,Republican,68000.0,Residential,408955.0,0,395485
2298,nm,1,33.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic,79382.0,Apartment,154545.0,0,201129
2299,in,1,79.0,1,Republican,European,Scots,Republican,81000.0,Residential,581029.0,0,321012
2300,ma,1,21.0,1,Democratic,European,German,Democratic & Republican,158000.0,Residential,480383.0,0,225821
2301,fl,0,27.0,0,Libertarian,European,German,Republican & Independent,40000.0,Residential,556462.0,0,36230
2302,oh,1,43.0,0,Republican,European,English/Welsh,Republican,70000.0,Residential,131456.0,1,315368
2303,ca,1,75.0,1,Republican,Hispanic and Portuguese,Hispanic,Democratic & Republican,102336.0,Residential,588726.0,1,100364
2304,pa,1,27.0,1,Democratic,Other,Arab,Democratic & Republican,61000.0,Residential,183107.0,0,252540
2305,ky,1,84.0,0,Democratic,European,German,Democratic & Republican,101687.0,Residential,201689.0,1,45901
2306,ky,1,74.0,0,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,54350.0,Unknown,56734.0,0,46139
2307,sc,0,32.0,1,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,188230.0,Apartment,454129.0,0,145580
2308,in,1,65.0,1,Republican,European,Italian,Republican,70000.0,Residential,229000.0,1,321614
2309,mo,1,31.0,0,Republican,,,Republican,,Unknown,,0,70083
2310,sc,1,30.0,0,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,43815.0,Unknown,16204.0,0,26573
2311,ca,1,30.0,0,Democratic,Hispanic and Portuguese,Hispanic,Democratic,78718.0,Duplex,326110.0,0,401868
2312,tx,1,58.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic,82000.0,Residential,252043.0,0,362873
2313,co,1,50.0,0,Non-Partisan,European,Scots,Democratic & Independent,121000.0,Residential,324823.0,0,377044
2314,va,0,58.0,1,Democratic,,,Democratic & Republican,19000.0,Residential,57856.0,1,267348
2315,ca,0,39.0,0,Non-Partisan,Hispanic and Portuguese,Hispanic,Democratic & Independent,66135.0,Apartment,652112.0,0,210243
2316,ca,1,58.0,1,Republican,,,Republican,193000.0,Residential,559950.0,1,392711
2317,fl,1,61.0,0,Democratic,Hispanic and Portuguese,Hispanic,Democratic,50977.0,Apartment,156070.0,0,158337
2318,pa,1,32.0,0,Libertarian,Likely African-American,Likely Af-Am (Modeled),Democratic & Independent,64403.0,Unknown,125209.0,0,14277
2319,tx,1,69.0,0,Republican,European,English/Welsh,Republican,99000.0,Residential,179919.0,1,367076
2320,nv,0,33.0,0,Non-Partisan,Hispanic and Portuguese,Hispanic,Independent,47320.0,Apartment,74225.0,0,202506
2321,fl,1,70.0,0,Non-Partisan,,,Independent,52000.0,Residential,239884.0,0,33753
2322,fl,0,66.0,1,Non-Partisan,European,Scots,Independent,42000.0,Residential,264736.0,0,285607
2323,co,0,42.0,1,Non-Partisan,European,Danish,Independent,46166.0,Apartment,349999.0,0,196716
2324,az,0,73.0,1,Registered Independent,European,English/Welsh,Democratic & Independent,23000.0,Condominium,255721.0,0,381458
2325,al,1,60.0,1,Republican,European,English/Welsh,Republican,98786.0,Residential,237500.0,1,298930
2326,il,1,67.0,0,Republican,European,English/Welsh,Republican,84944.0,Residential,187500.0,0,346743
2327,ar,1,56.0,0,Republican,European,English/Welsh,Republican,43000.0,Residential,137500.0,1,357759
2328,mt,1,50.0,1,Non-Partisan,European,English/Welsh,Independent,85948.0,Residential,244197.0,1,340866
2329,pa,1,69.0,1,Democratic,,,Democratic,9000.0,Apartment,128332.0,1,136489
2330,az,0,71.0,0,Registered Independent,European,English/Welsh,Independent,47000.0,Duplex,261234.0,0,92780
2331,mn,1,51.0,1,Republican,European,Irish,Republican,142000.0,Residential,334226.0,0,336801
2332,ca,1,40.0,0,Democratic,Hispanic and Portuguese,Hispanic,Democratic & Independent,149633.0,Unknown,854090.0,0,103470
2333,mo,0,56.0,0,Non-Partisan,European,English/Welsh,Independent,14000.0,Residential,118779.0,0,352359
2334,mo,1,71.0,0,Republican,European,English/Welsh,Republican,53000.0,Residential,386315.0,1,351579
2335,tx,1,56.0,0,Republican,European,English/Welsh,Republican,88000.0,Residential,209501.0,0,79095
2336,oh,1,32.0,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,32312.0,Apartment,89499.0,0,165073
2337,ga,1,29.0,0,Republican,European,English/Welsh,Republican,23025.0,Residential,79499.0,0,31183
2338,ky,0,62.0,0,Democratic,,,Democratic,73000.0,Residential,271751.0,0,45921
2339,mi,1,50.0,1,Democratic,European,English/Welsh,Democratic,62952.0,Apartment,168749.0,0,169880
2340,dc,1,,0,Democratic,East and South Asian,Vietnamese,Democratic,250000.0,Triplex,848820.0,0,137289
2341,ia,1,61.0,1,Republican,European,English/Welsh,Republican & Independent,78956.0,Unknown,187500.0,0,59291
2342,la,1,55.0,1,Republican,Likely African-American,African or Af-Am Self Reported,Republican,28772.0,Apartment,78070.0,0,187365
2343,nh,1,66.0,0,Democratic,European,Irish,Democratic,201000.0,Apartment,287500.0,0,114849
2344,va,1,73.0,0,Democratic,European,Irish,Democratic,159000.0,Residential,357659.0,0,266629
2345,nc,1,20.0,0,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,105000.0,Residential,198521.0,0,25413
2346,tx,1,23.0,1,Democratic,European,Romanian,Democratic,135000.0,Apartment,337903.0,0,194614
2347,tx,1,54.0,0,Republican,European,English/Welsh,Republican,250000.0,Residential,276425.0,0,82906
2348,ca,0,35.0,0,Democratic,Hispanic and Portuguese,Hispanic,Democratic,63618.0,Unknown,308555.0,0,105016
2349,fl,1,26.0,1,Republican,East and South Asian,Vietnamese,Republican,250000.0,Residential,381719.0,0,288388
2350,ny,1,21.0,0,Republican,European,Swedish,Republican,122000.0,Residential,566244.0,0,242542
2351,co,1,61.0,1,Democratic,European,German,Democratic & Republican,57000.0,Residential,224798.0,0,378546
2352,sc,1,74.0,1,Republican,European,English/Welsh,Republican,27000.0,Residential,180354.0,1,276186
2353,sc,0,31.0,0,Non-Partisan,European,English/Welsh,Independent,56175.0,Unknown,162500.0,0,27249
2354,pa,1,60.0,0,Democratic,European,Irish,Democratic & Republican,84000.0,Residential,291643.0,0,252480
2355,tx,0,35.0,0,Non-Partisan,European,English/Welsh,Independent,13000.0,Residential,90577.0,0,86785
2356,ny,1,56.0,0,Democratic,European,Irish,Democratic,240000.0,Residential,1165903.0,0,240854
2357,ny,1,30.0,1,Republican,European,Italian,Republican,63000.0,Residential,1133717.0,0,240470
2358,or,1,57.0,1,Democratic,European,English/Welsh,Democratic,143000.0,Residential,522669.0,0,408532
2359,fl,1,63.0,0,Republican,European,Italian,Democratic & Republican,250000.0,Residential,659404.0,0,294171
2360,in,1,73.0,1,Republican,European,Norwegian,Republican,250000.0,Residential,363142.0,0,318407
2361,ca,1,68.0,1,Republican,European,Scots,Republican,33000.0,Residential,732183.0,1,395678
2362,il,1,76.0,0,Non-Partisan,European,English/Welsh,Independent,31000.0,Residential,87500.0,1,346367
2363,ga,1,42.0,0,Republican,Likely African-American,African or Af-Am Self Reported,Republican,48055.0,Residential,110713.0,0,30970
2364,oh,0,20.0,1,Non-Partisan,European,English/Welsh,Independent,102175.0,Apartment,176428.0,0,165048
2365,ca,1,36.0,0,Republican,Hispanic and Portuguese,Hispanic,Republican,53901.0,Unknown,187499.0,0,104480
2366,nc,0,73.0,1,Democratic,European,Irish,Democratic,24000.0,Residential,22045.0,0,23430
2367,ny,1,57.0,0,Republican,European,English/Welsh,Democratic & Republican,155000.0,Residential,197425.0,1,246156
2368,ca,1,52.0,0,Republican,European,Italian,Democratic & Republican,220000.0,Residential,1471771.0,1,390951
2369,nj,1,52.0,1,Non-Partisan,Hispanic and Portuguese,Hispanic,Republican & Independent,131000.0,Residential,226308.0,1,236139
2370,fl,0,18.0,0,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,88000.0,Residential,178926.0,0,36944
2371,mo,1,73.0,0,Republican,European,German,Republican,100000.0,Residential,177617.0,1,348963
2372,va,0,59.0,1,Republican,European,English/Welsh,Republican,47000.0,Residential,223713.0,0,264410
2373,ga,1,75.0,1,Republican,European,English/Welsh,Republican & Independent,106000.0,Residential,224888.0,0,281170
2374,tx,1,81.0,0,Republican,,,Republican,39000.0,Residential,158314.0,1,366672
2375,va,1,30.0,0,Republican,European,English/Welsh,Democratic & Republican,41000.0,Residential,88546.0,0,263349
2376,nv,1,44.0,0,Democratic,European,Scots,Democratic & Independent,83000.0,Residential,332477.0,0,387043
2377,ks,1,28.0,0,Republican,European,Irish,Republican,57000.0,Residential,87500.0,1,353723
2378,tx,0,25.0,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,201000.0,Apartment,231140.0,0,192615
2379,vt,1,61.0,0,Republican,European,English/Welsh,Democratic & Republican,138000.0,Residential,458028.0,0,230140
2380,nm,0,25.0,0,Democratic,European,English/Welsh,Democratic,59000.0,Residential,135109.0,0,93485
2381,mi,1,83.0,1,Democratic,European,English/Welsh,Democratic & Republican,90856.0,Unknown,277484.0,0,55846
2382,ca,0,26.0,0,Democratic,Hispanic and Portuguese,Hispanic,Democratic,116028.0,Apartment,565535.0,0,214184
2383,fl,1,72.0,1,Non-Partisan,European,Italian,Independent,29000.0,Condominium,246060.0,0,295114
2384,ca,1,20.0,0,Peace and Freedom,European,Scots,Democratic & Independent,124000.0,Residential,522348.0,0,402864
2385,oh,1,78.0,0,Republican,European,Italian,Republican,72000.0,Residential,224718.0,0,315306
2386,in,0,41.0,0,Non-Partisan,European,Irish,Independent,57000.0,Residential,217404.0,0,322006
2387,mi,0,44.0,0,Non-Partisan,European,German,Independent,50683.0,Apartment,64721.0,0,171640
2388,ky,1,36.0,1,Republican,European,English/Welsh,Republican,39000.0,Residential,115745.0,0,308025
2389,il,1,38.0,0,Democratic,European,English/Welsh,Democratic,84000.0,Residential,208565.0,0,65708
2390,ca,1,79.0,1,Democratic,,,Democratic,,Apartment,,0,214986
2391,sc,0,35.0,1,Republican,European,Irish,Republican,187000.0,Residential,895531.0,0,278096
