"","state","voted","calculated_age","Voters_Gender","Parties_Description","EthnicGroups_EthnicGroup1Desc","Residence_HHParties_Description","CommercialData_EstimatedIncomeAmount","CommercialData_PropertyType","CommercialData_EstHomeValue","nonpartisan_donation"
"1197","ia","0",47,"0","Non-Partisan","European","Democratic & Independent",34000,"Residential",191724,"1"
"1198","fl","1",66,"1","Republican","European","Republican & Independent",191000,"Residential",384517,"0"
"1199","oh","1",36,"0","Democratic","Likely African-American","Democratic & Independent",49000,"Residential",137500,"0"
"1200","or","1",80,"1","Republican","European","Republican",134000,"Residential",727885,"1"
"1201","sc","1",62,"1","Democratic","Likely African-American","Democratic",24000,"Residential",162897,"0"
"1202","ca","1",20,"1","Democratic","European","Democratic & Independent",69000,"Residential",235181,"0"
"1203","nv","1",29,"0","Republican","European","Republican & Independent",103000,"Residential",377872,"0"
"1204","ca","0",40,"1","Democratic","Hispanic and Portuguese","Democratic",87201,"Apartment",701355,"0"
"1205","sc","1",83,"1","Republican","European","Republican",120000,"Residential",333879,"0"
"1206","ca","1",63,"0","Democratic","Hispanic and Portuguese","Democratic",177000,"Residential",832669,"1"
"1207","co","1",43,"1","Non-Partisan","Other","Democratic & Independent",141000,"Residential",395405,"0"
"1208","mo","1",65,"0","Non-Partisan","European","Independent",118000,"Unknown",136283,"1"
"1209","ca","1",82,"0","Democratic","Hispanic and Portuguese","Democratic & Independent",88000,"Residential",793674,"1"
"1210","tx","1",25,"1","Democratic","Hispanic and Portuguese","Democratic",25000,"Apartment",73999,"0"
"1211","in","0",29,"1","Non-Partisan","European","Independent",49000,"Residential",148749,"0"
"1212","nh","1",51,"1","Non-Partisan","European","Independent",173000,"Residential",298091,"0"
"1213","ny","0",66,"1","Democratic","Hispanic and Portuguese","Democratic",45713,"Apartment",182169,"0"
"1214","wi","1",NA,"0","Non-Partisan","European","Independent",102521,"Apartment",252082,"0"
"1215","tx","1",37,"0","Republican","European","Republican",171153,"Residential",144642,"0"
"1216","ms","1",83,"0","Republican","European","Republican",NA,"Unknown",NA,"0"
"1217","oh","1",42,"1","Non-Partisan","European","Independent",93000,"Residential",138671,"0"
"1218","ga","0",19,"0","Democratic","Likely African-American","Democratic",48000,"Apartment",129166,"0"
"1219","il","1",49,"1","Democratic","European","Democratic",90090,"Residential",98591,"0"
"1220","ar","0",41,"0","Non-Partisan","European","Independent",78000,"Residential",145454,"0"
"1221","hi","1",NA,"0","Non-Partisan","European","Independent",74081,"Residential",261827,"0"
"1222","pa","1",38,"0","Republican","European","Democratic & Republican",132000,"Apartment",1029527,"0"
"1223","la","1",79,"0","Republican","European","Republican",136000,"Residential",325000,"1"
"1224","ca","1",56,"1","Republican","European","Republican",93000,"Residential",398677,"1"
"1225","va","1",36,"0","Democratic","Likely African-American","Democratic",84942,"Residential",159439,"1"
"1226","il","0",41,"0","Democratic","European","Democratic & Independent",73000,"Apartment",146542,"0"
"1227","nm","1",56,"1","Republican","European","Republican",75000,"Unknown",154166,"1"
"1228","in","0",55,"1","Non-Partisan","European","Republican & Independent",90624,"Residential",192002,"0"
"1229","pa","1",50,"1","Non-Partisan","European","Republican & Independent",69000,"Residential",282044,"0"
"1230","mn","1",56,"1","Non-Partisan","East and South Asian","Independent",83533,"Residential",299636,"0"
"1231","in","0",71,"0","Non-Partisan","European","Independent",10000,"Unknown",90734,"0"
"1232","mi","1",67,"0","Democratic","European","Democratic",41363,"Residential",79038,"0"
"1233","tx","0",26,"1","Democratic","Likely African-American","Democratic",250000,"Residential",306350,"1"
"1234","nh","1",54,"0","Non-Partisan","European","Independent",NA,"Apartment",74443,"0"
"1235","ny","1",58,"1","Conservative","European","Republican & Independent",67000,"Residential",217362,"0"
"1236","ky","1",41,"1","Democratic","European","Democratic",58000,"Residential",208977,"0"
"1237","il","1",33,"0","Democratic","","Democratic",93420,"Residential",255681,"1"
"1238","me","1",59,"0","Non-Partisan","East and South Asian","Independent",57000,"Residential",162500,"1"
"1239","vt","1",21,"1","Democratic","","Democratic",112000,"Duplex",312629,"1"
"1240","ny","1",42,"0","Democratic","European","Democratic",97033,"Residential",236238,"0"
"1241","ca","1",20,"1","Non-Partisan","Hispanic and Portuguese","Independent",51000,"Residential",728447,"0"
"1242","ga","0",55,"1","Democratic","Likely African-American","Democratic",37000,"Apartment",163020,"0"
"1243","fl","0",60,"0","Democratic","Likely African-American","Democratic",35734,"Residential",130476,"0"
"1244","vt","1",50,"1","Democratic","European","Democratic",46749,"Triplex",105412,"0"
"1245","oh","1",86,"1","Democratic","European","Democratic",47023,"Unknown",233888,"1"
"1246","va","1",72,"0","Republican","European","Democratic & Republican",78000,"Residential",176388,"1"
"1247","nj","1",59,"1","Republican","European","Republican",75000,"Residential",333883,"1"
"1248","pa","1",41,"1","Democratic","European","Democratic",71963,"Residential",254650,"0"
"1249","ar","1",73,"0","Democratic","European","Democratic & Independent",53442,"Residential",325000,"1"
"1250","mi","0",26,"1","Democratic","Other","Democratic & Republican",79000,"Residential",142792,"0"
"1251","il","0",69,"1","Non-Partisan","European","Republican & Independent",46749,"Residential",244185,"0"
"1252","fl","1",82,"1","Republican","European","Republican",157000,"Residential",409140,"0"
"1253","tx","1",51,"1","Democratic","Likely African-American","Democratic",118000,"Apartment",428166,"0"
"1254","pa","1",37,"1","Democratic","European","Democratic & Republican",89000,"Residential",242281,"1"
"1255","wa","0",46,"0","Democratic","Other","Democratic",23928,"Apartment",459344,"0"
"1256","or","1",44,"1","Non-Partisan","European","Democratic & Independent",89000,"Triplex",331346,"0"
"1257","ky","0",42,"1","Democratic","European","Democratic",82000,"Residential",205543,"0"
"1258","fl","0",25,"1","Democratic","Hispanic and Portuguese","Democratic",66843,"Condominium",85681,"0"
"1259","md","0",NA,"0","Democratic","Likely African-American","Democratic",46943,"Apartment",170974,"0"
"1260","la","1",65,"0","Non-Partisan","European","Independent",129000,"Unknown",244117,"0"
"1261","nm","0",27,"0","Non-Partisan","Hispanic and Portuguese","Democratic & Independent",NA,"Unknown",NA,"0"
"1262","ny","1",55,"0","Democratic","","Democratic",116954,"Apartment",489949,"0"
"1263","fl","1",51,"1","Democratic","Hispanic and Portuguese","Democratic & Independent",46000,"Residential",173749,"0"
"1264","il","1",48,"0","Democratic","European","Democratic",84000,"Unknown",112500,"0"
"1265","mi","0",63,"1","Republican","European","Republican",108695,"Residential",258252,"0"
"1266","mi","1",18,"1","Democratic","European","Democratic",145000,"Residential",235333,"0"
"1267","tn","1",23,"0","Non-Partisan","East and South Asian","Independent",59000,"Unknown",211576,"0"
"1268","pa","0",70,"0","Non-Partisan","East and South Asian","Independent",158000,"Residential",536485,"0"
"1269","ky","1",44,"1","Democratic","European","Democratic",88373,"Residential",146588,"0"
"1270","in","1",63,"1","Democratic","European","Democratic & Independent",61000,"Residential",82766,"0"
"1271","ny","1",54,"0","Republican","European","Republican",183000,"Apartment",567749,"0"
"1272","ma","1",17,"0","Non-Partisan","European","Independent",145000,"Residential",280875,"0"
"1273","wv","0",55,"0","Non-Partisan","European","Independent",NA,"Apartment",NA,"0"
"1274","wi","1",44,"1","Non-Partisan","European","Independent",81097,"Apartment",74749,"0"
"1275","il","1",68,"0","Non-Partisan","European","Independent",96260,"Residential",257196,"1"
"1276","tn","1",26,"1","Democratic","Likely African-American","Democratic",118000,"Residential",62500,"0"
"1277","vt","1",89,"0","Non-Partisan","European","Republican & Independent",76504,"Residential",340997,"1"
"1278","md","1",40,"0","Republican","","Republican",NA,"Apartment",NA,"0"
"1279","va","1",43,"0","Republican","European","Republican",228000,"Residential",909957,"0"
"1280","ga","0",63,"1","Democratic","","Democratic",80241,"Residential",262500,"1"
"1281","fl","0",23,"1","Republican","European","Republican",104024,"Apartment",171537,"0"
"1282","mi","1",64,"0","Republican","European","Republican",91000,"Residential",62500,"1"
"1283","md","1",59,"0","Democratic","Hispanic and Portuguese","Democratic & Independent",148000,"Residential",324328,"0"
"1284","ny","1",46,"0","Democratic","European","Democratic",NA,"Apartment",NA,"0"
"1285","il","1",36,"1","Democratic","Other","Democratic",129000,"Residential",638613,"1"
"1286","tn","1",24,"0","Republican","Likely African-American","Republican",76000,"Residential",199807,"0"
"1287","nm","0",41,"0","Democratic","Hispanic and Portuguese","Democratic",136764,"Apartment",149137,"0"
"1288","or","1",19,"0","Democratic","Likely African-American","Democratic & Independent",196153,"Residential",489325,"0"
"1289","ca","1",33,"0","Non-Partisan","Hispanic and Portuguese","Democratic & Independent",80000,"Residential",505065,"0"
"1290","ny","0",34,"1","Non-Partisan","Hispanic and Portuguese","Democratic & Independent",149000,"Residential",152485,"0"
"1291","oh","1",53,"0","Non-Partisan","","Independent",25000,"Apartment",16377,"0"
"1292","mi","1",47,"1","Non-Partisan","Likely African-American","Independent",11000,"Apartment",250168,"0"
"1293","ga","1",21,"1","Non-Partisan","Likely African-American","Independent",90939,"Unknown",116154,"0"
"1294","ny","1",34,"0","Independence","","Democratic & Independent",172000,"Residential",801269,"1"
"1295","ca","1",31,"0","Non-Partisan","Hispanic and Portuguese","Independent",41666,"Apartment",287344,"0"
"1296","nj","1",23,"1","Democratic","Likely African-American","Democratic",NA,"Apartment",NA,"0"
"1297","nj","1",51,"1","Democratic","Likely African-American","Democratic & Independent",19000,"Unknown",171541,"0"
"1298","fl","1",61,"1","Democratic","Likely African-American","Democratic",44000,"Apartment",162500,"0"
"1299","mn","1",17,"0","Republican","European","Republican",160576,"Residential",712073,"1"
"1300","ma","1",67,"0","Democratic","European","Democratic",250000,"Residential",671382,"1"
"1301","tx","1",39,"0","Democratic","Hispanic and Portuguese","Democratic",127680,"Residential",232950,"0"
"1302","nc","1",26,"1","Democratic","European","Democratic & Independent",72187,"Residential",332440,"0"
"1303","pa","1",39,"1","Non-Partisan","European","Independent",94428,"Residential",187500,"1"
"1304","il","1",74,"1","Non-Partisan","European","Independent",70587,"Apartment",65929,"0"
"1305","ny","0",49,"0","Non-Partisan","European","Independent",77478,"Apartment",290322,"0"
"1306","wi","1",45,"0","Democratic","European","Democratic",146904,"Residential",473539,"0"
"1307","ny","1",84,"0","Non-Partisan","European","Independent",37000,"Residential",105140,"1"
"1308","fl","1",47,"1","Non-Partisan","European","Independent",NA,"Apartment",398539,"0"
"1309","ma","1",23,"1","Non-Partisan","European","Independent",208000,"Apartment",425322,"0"
"1310","tn","1",38,"1","Democratic","Likely African-American","Democratic",22000,"Residential",75980,"0"
"1311","ar","0",61,"0","Non-Partisan","European","Independent",29000,"Residential",104917,"0"
"1312","ca","0",19,"0","Non-Partisan","Hispanic and Portuguese","Independent",174000,"Apartment",425000,"0"
"1313","ca","1",61,"0","Republican","European","Republican & Independent",134000,"Residential",758356,"1"
"1314","ca","0",64,"0","Republican","European","Republican",71000,"Residential",434924,"1"
"1315","ga","0",25,"1","Non-Partisan","Likely African-American","Independent",78000,"Residential",106578,"0"
"1316","md","1",70,"1","Democratic","","Democratic",55108,"Residential",266886,"1"
"1317","la","1",52,"1","Democratic","Likely African-American","Democratic",123000,"Apartment",137500,"0"
"1318","ms","1",54,"1","Republican","European","Republican",52000,"Apartment",164285,"0"
"1319","in","1",51,"0","Non-Partisan","European","Republican & Independent",178000,"Residential",625000,"0"
"1320","nc","1",38,"1","Non-Partisan","European","Independent",63000,"Unknown",139888,"0"
"1321","tx","1",69,"1","Non-Partisan","East and South Asian","Independent",174000,"Residential",797462,"1"
"1322","ca","1",44,"0","Republican","European","Republican",250000,"Residential",4847925,"0"
"1323","tx","0",50,"1","Democratic","Hispanic and Portuguese","Democratic",47752,"Apartment",62500,"0"
"1324","ks","0",43,"0","Republican","European","Republican & Independent",138000,"Apartment",141590,"0"
"1325","ri","0",54,"1","Republican","European","Republican",38084,"Apartment",62500,"0"
"1326","ma","0",60,"1","Democratic","European","Democratic & Independent",94000,"Residential",645507,"0"
"1327","ok","1",71,"1","Non-Partisan","European","Republican & Independent",84176,"Residential",165488,"0"
"1328","il","0",57,"1","Democratic","European","Democratic",54999,"Apartment",175014,"0"
"1329","or","1",19,"0","Republican","European","Republican",154000,"Unknown",875000,"0"
"1330","nj","0",20,"0","Non-Partisan","East and South Asian","Independent",236000,"Unknown",325000,"0"
"1331","pa","1",24,"0","Republican","European","Republican & Independent",72373,"Residential",251499,"0"
"1332","mn","1",53,"1","Republican","European","Republican",90647,"Residential",66107,"0"
"1333","tx","1",30,"0","Republican","European","Republican",43000,"Residential",209773,"0"
"1334","az","1",56,"0","Democratic","European","Democratic",87108,"Residential",173402,"1"
"1335","mn","1",67,"0","Republican","European","Democratic & Republican",68158,"Residential",154163,"0"
"1336","ca","1",55,"1","Republican","European","Republican & Independent",246000,"Residential",2054499,"1"
"1337","pa","1",83,"1","Republican","European","Republican",15000,"Residential",267654,"0"
"1338","ca","1",23,"1","Non-Partisan","East and South Asian","Republican & Independent",155000,"Unknown",348497,"0"
"1339","nc","0",34,"1","Republican","Likely African-American","Republican",21000,"Apartment",86315,"0"
"1340","nc","1",37,"0","Republican","European","Republican",129000,"Residential",474456,"1"
"1341","ma","0",31,"1","Republican","European","Republican & Independent",60491,"Residential",212500,"0"
"1342","ca","1",72,"1","Democratic","European","Democratic & Republican",198000,"Residential",313635,"0"
"1343","wv","1",87,"1","Democratic","European","Democratic",26000,"Residential",71992,"1"
"1344","wi","1",79,"1","Democratic","","Democratic",58000,"Unknown",154180,"1"
"1345","ga","1",20,"0","Non-Partisan","","Independent",66033,"Unknown",181570,"0"
"1346","pa","0",22,"0","Democratic","","Democratic & Republican",39000,"Unknown",256756,"0"
"1347","tx","0",37,"0","Republican","Hispanic and Portuguese","Republican",197000,"Residential",230274,"0"
"1348","ak","1",NA,"0","Independence","European","Independent",72624,"Apartment",119565,"0"
"1349","oh","1",47,"1","Democratic","East and South Asian","Democratic & Independent",33888,"Residential",37500,"0"
"1350","ca","1",60,"1","Republican","","Republican",143000,"Residential",403301,"1"
"1351","fl","1",71,"0","Republican","European","Republican",132000,"Residential",656430,"0"
"1352","ok","1",28,"0","Democratic","European","Democratic",149000,"Residential",182261,"0"
"1353","ks","0",54,"0","Non-Partisan","European","Independent",63000,"Apartment",128570,"0"
"1354","tn","1",48,"1","Republican","European","Republican",72000,"Residential",194283,"0"
"1355","in","1",45,"1","Non-Partisan","European","Independent",90050,"Residential",385713,"0"
"1356","mi","1",49,"1","Republican","European","Republican",44199,"Residential",203430,"1"
"1357","wa","1",58,"0","Democratic","","Democratic",91000,"Residential",460168,"0"
"1358","tx","1",29,"0","Non-Partisan","Hispanic and Portuguese","Independent",72000,"Unknown",150697,"0"
"1359","ca","1",23,"1","Non-Partisan","Hispanic and Portuguese","Republican & Independent",115987,"Residential",313564,"0"
"1360","az","1",51,"1","Republican","European","Republican",65000,"Residential",138570,"0"
"1361","tx","1",58,"1","Democratic","Likely African-American","Democratic",102015,"Residential",112500,"0"
"1362","ca","0",64,"1","Democratic","Hispanic and Portuguese","Democratic",72000,"Apartment",721082,"0"
"1363","tx","1",30,"0","Republican","European","Republican",67865,"Residential",117607,"0"
"1364","oh","1",64,"0","Non-Partisan","European","Independent",92000,"Residential",118294,"0"
"1365","de","1",83,"0","Registered Independent","European","Independent",96000,"Residential",424918,"1"
"1366","ar","0",40,"1","Non-Partisan","European","Republican & Independent",93000,"Residential",494999,"1"
"1367","or","1",39,"1","Democratic","","Democratic",34629,"Residential",237500,"0"
"1368","az","0",56,"1","Republican","European","Republican",62000,"Apartment",280251,"0"
"1369","pa","1",56,"1","Republican","Other","Republican",90920,"Residential",137500,"1"
"1370","ca","1",70,"0","Republican","European","Republican & Independent",80179,"Residential",625000,"1"
"1371","mi","1",31,"1","Democratic","European","Democratic",91537,"Residential",176874,"0"
"1372","ca","1",46,"0","Non-Partisan","European","Republican & Independent",80000,"Residential",1000000,"0"
"1373","il","1",47,"1","Non-Partisan","European","Independent",108552,"Residential",212500,"1"
"1374","tx","1",66,"1","Republican","European","Republican",175000,"Residential",191886,"0"
"1375","nj","0",18,"1","Non-Partisan","Hispanic and Portuguese","Democratic & Independent",141467,"Residential",524099,"0"
"1376","ga","1",66,"1","Democratic","European","Democratic & Independent",68000,"Residential",200871,"1"
"1377","ny","1",62,"0","Democratic","Likely African-American","Democratic",16000,"Residential",177640,"0"
"1378","mo","0",18,"0","Republican","European","Republican",141000,"Unknown",212500,"0"
"1379","az","1",74,"0","Republican","European","Republican",32000,"Residential",470015,"0"
"1380","mo","1",58,"0","Republican","European","Republican",110000,"Residential",494999,"0"
"1381","nv","1",56,"1","Republican","","Republican",97265,"Residential",184374,"0"
"1382","oh","1",24,"0","Democratic","","Democratic",44000,"Residential",177398,"0"
"1383","fl","1",48,"1","Republican","","Republican",41553,"Residential",246306,"0"
"1384","ny","1",18,"1","Non-Partisan","European","Independent",189000,"Apartment",924309,"0"
"1385","nd","1",18,"1","Non-Partisan","Other","Independent",32000,"Apartment",230920,"0"
"1386","ga","1",64,"1","Democratic","Likely African-American","Democratic",37000,"Residential",79473,"0"
"1387","ct","1",54,"1","Democratic","European","Democratic",187000,"Residential",319511,"1"
"1388","la","1",85,"0","Democratic","Likely African-American","Democratic & Independent",57000,"Unknown",152578,"1"
"1389","tx","1",NA,"1","Democratic","Hispanic and Portuguese","Democratic",97000,"Residential",188135,"0"
"1390","mn","1",20,"0","Non-Partisan","East and South Asian","Independent",109538,"Residential",213470,"0"
"1391","va","1",56,"0","Democratic","European","Democratic",153000,"Unknown",548244,"0"
"1392","pa","0",47,"1","Democratic","European","Democratic & Republican",72277,"Unknown",72221,"0"
"1393","mt","1",77,"0","Republican","European","Republican",63000,"Unknown",142503,"0"
"1394","ca","1",40,"0","Republican","European","Republican",69000,"Apartment",615853,"0"
"1395","ct","1",52,"0","Non-Partisan","East and South Asian","Independent",211000,"Residential",709597,"0"
"1396","wa","1",35,"0","Democratic","Other","Democratic",44000,"Residential",263601,"0"
"1397","fl","1",33,"1","Republican","European","Republican & Independent",112000,"Apartment",299161,"0"
"1398","mn","1",70,"0","Republican","East and South Asian","Republican",137499,"Residential",373274,"1"
"1399","tx","1",23,"1","Democratic","Likely African-American","Democratic",60000,"Residential",215822,"0"
"1400","fl","1",80,"0","Republican","European","Republican",92417,"Residential",430335,"0"
"1401","nc","1",26,"1","Non-Partisan","European","Democratic & Independent",73124,"Apartment",224287,"0"
"1402","ca","1",47,"1","Non-Partisan","European","Independent",124122,"Residential",485977,"0"
"1403","az","1",74,"0","Republican","Other","Democratic & Republican",118000,"Residential",162105,"1"
"1404","pa","1",51,"1","Democratic","","Democratic & Independent",59249,"Residential",214145,"0"
"1405","al","1",52,"0","Republican","Hispanic and Portuguese","Republican",47000,"Residential",137766,"0"
"1406","ny","1",76,"0","Republican","European","Republican & Independent",139000,"Apartment",410902,"0"
"1407","tx","1",39,"1","Republican","","Republican",NA,"Residential",271773,"0"
"1408","ny","0",49,"0","Non-Partisan","Hispanic and Portuguese","Independent",NA,"Apartment",NA,"0"
"1409","oh","1",61,"1","Democratic","European","Democratic & Republican",121000,"Residential",431014,"1"
"1410","fl","1",51,"1","Republican","Likely African-American","Republican",59000,"Unknown",96249,"0"
"1411","tx","0",18,"1","Republican","European","Republican",46000,"Residential",122846,"0"
"1412","tx","1",51,"0","Republican","European","Republican",139000,"Residential",299489,"0"
"1413","or","1",54,"1","Democratic","European","Democratic",78000,"Apartment",214120,"0"
"1414","ca","0",63,"0","Unknown","Hispanic and Portuguese","Republican & Independent",91345,"Apartment",212500,"0"
"1415","az","1",68,"1","Non-Partisan","Hispanic and Portuguese","Independent",123000,"Apartment",475000,"0"
"1416","pa","1",21,"1","Democratic","European","Democratic",46792,"Residential",81583,"1"
"1417","al","1",39,"0","Democratic","Likely African-American","Democratic",52546,"Residential",234090,"0"
"1418","fl","1",43,"1","Democratic","Hispanic and Portuguese","Democratic & Republican & Independent",85643,"Residential",348227,"0"
"1419","ny","0",30,"1","Democratic","Likely African-American","Democratic & Independent",196000,"Apartment",613860,"1"
"1420","pa","1",86,"0","Republican","European","Democratic & Republican & Independent",135359,"Residential",285147,"0"
"1421","ca","1",22,"0","Libertarian","European","Republican & Independent",97000,"Unknown",290439,"0"
"1422","wv","1",78,"0","Republican","European","Republican",25000,"Residential",92082,"1"
"1423","ca","1",41,"0","Democratic","Hispanic and Portuguese","Democratic",43000,"Apartment",349247,"0"
"1424","in","1",41,"0","Democratic","European","Democratic & Independent",156000,"Residential",248197,"1"
"1425","mo","1",24,"0","Republican","European","Republican",116274,"Residential",308937,"0"
"1426","oh","1",36,"1","Republican","European","Republican",190000,"Residential",238749,"1"
"1427","ny","1",40,"0","Republican","European","Republican",73000,"Residential",177864,"0"
"1428","tx","0",37,"0","Democratic","Hispanic and Portuguese","Democratic",45000,"Unknown",128570,"0"
"1429","va","1",46,"1","Non-Partisan","Other","Independent",197000,"Residential",387499,"0"
"1430","az","0",37,"1","Democratic","Hispanic and Portuguese","Democratic",NA,"Apartment",NA,"0"
"1431","mi","1",20,"1","Democratic","","Democratic",104000,"Unknown",195702,"0"
"1432","mn","1",69,"1","Democratic","East and South Asian","Democratic",83000,"Apartment",342977,"0"
"1433","ny","0",31,"1","Non-Partisan","Other","Independent",121590,"Apartment",245109,"0"
"1434","tx","1",29,"0","Republican","European","Republican",92173,"Residential",258999,"1"
"1435","mi","1",52,"1","Democratic","European","Democratic & Republican",69555,"Residential",183359,"0"
"1436","md","0",22,"0","Democratic","Likely African-American","Democratic",137628,"Unknown",239285,"0"
"1437","fl","1",24,"1","Democratic","Hispanic and Portuguese","Democratic",46825,"Apartment",129544,"0"
"1438","va","1",61,"1","Democratic","European","Democratic",83437,"Residential",396150,"1"
"1439","ca","1",52,"0","Green","Hispanic and Portuguese","Independent",NA,"Apartment",NA,"0"
"1440","ms","1",50,"0","Republican","European","Republican & Independent",49000,"Residential",248809,"0"
"1441","pa","1",62,"0","Democratic","European","Democratic",44000,"Apartment",157281,"0"
"1442","tx","0",30,"0","Democratic","Likely African-American","Democratic",46000,"Apartment",62500,"0"
"1443","tx","1",21,"1","Democratic","Likely African-American","Democratic",56582,"Unknown",155467,"0"
"1444","il","0",55,"0","Non-Partisan","Hispanic and Portuguese","Democratic & Independent",80000,"Unknown",122726,"0"
"1445","ky","1",48,"1","Democratic","European","Democratic",138425,"Residential",198749,"0"
"1446","pa","1",42,"0","Democratic","European","Democratic",65000,"Apartment",122385,"0"
"1447","mi","0",21,"1","Democratic","Likely African-American","Democratic",83392,"Apartment",145803,"0"
"1448","ny","1",49,"0","Democratic","European","Democratic",98508,"Residential",327522,"0"
"1449","ga","0",35,"0","Non-Partisan","European","Independent",103000,"Apartment",313923,"0"
"1450","ar","0",48,"1","Non-Partisan","","Independent",15000,"Residential",76832,"0"
"1451","fl","0",74,"0","Republican","Hispanic and Portuguese","Republican",124000,"Unknown",173046,"0"
"1452","ar","0",63,"1","Democratic","Likely African-American","Democratic & Independent",12000,"Apartment",151851,"0"
"1453","wi","0",22,"0","Non-Partisan","East and South Asian","Independent",218332,"Residential",921059,"0"
"1454","pa","0",34,"1","Non-Partisan","European","Republican & Independent",55000,"Residential",93863,"0"
"1455","ca","1",18,"0","Non-Partisan","European","Republican & Independent",118547,"Residential",501294,"0"
"1456","mn","1",31,"1","Democratic","","Democratic",66000,"Unknown",165624,"0"
"1457","fl","1",30,"0","Republican","European","Republican",64928,"Residential",354320,"0"
"1458","pa","1",78,"1","Republican","European","Republican",51463,"Residential",237500,"0"
"1459","fl","1",59,"1","Democratic","European","Democratic",93000,"Residential",203496,"1"
"1460","wa","1",55,"0","Democratic","European","Democratic",61697,"Apartment",336010,"0"
"1461","fl","1",57,"0","Democratic","Likely African-American","Democratic",31000,"Apartment",NA,"0"
"1462","mo","1",23,"1","Republican","European","Republican",118000,"Residential",157954,"0"
"1463","ny","0",64,"1","Democratic","Hispanic and Portuguese","Democratic",35881,"Apartment",378547,"0"
"1464","ca","1",46,"1","Democratic","","Democratic & Independent",190000,"Residential",1215381,"0"
"1465","oh","1",77,"1","Republican","European","Democratic & Republican",9000,"Residential",178988,"1"
"1466","hi","1",71,"0","Democratic","East and South Asian","Democratic",83172,"Condominium",576325,"0"
"1467","mi","0",20,"0","Democratic","European","Democratic",89299,"Residential",257185,"0"
"1468","ma","1",71,"1","Non-Partisan","European","Independent",91959,"Unknown",312499,"0"
"1469","ny","1",50,"0","Democratic","Likely African-American","Democratic",17000,"Residential",182749,"0"
"1470","fl","1",51,"0","Republican","Hispanic and Portuguese","Republican",67211,"Unknown",171813,"0"
"1471","ga","1",51,"1","Democratic","Likely African-American","Democratic",112000,"Unknown",184884,"0"
"1472","ut","1",43,"1","Republican","European","Republican",65000,"Residential",1000000,"1"
"1473","tx","1",32,"1","Democratic","European","Democratic",62000,"Residential",111889,"0"
"1474","al","1",65,"0","Republican","European","Republican",16000,"Residential",55832,"1"
"1475","ks","1",53,"0","Republican","European","Republican & Independent",67968,"Residential",87500,"0"
"1476","ct","1",68,"0","Non-Partisan","European","Independent",100199,"Residential",128645,"1"
"1477","mn","1",57,"1","Republican","","Democratic & Republican",152157,"Residential",151851,"0"
"1478","oh","1",87,"1","Republican","","Republican",90000,"Residential",178696,"1"
"1479","mi","1",73,"1","Democratic","European","Democratic & Republican",65000,"Unknown",255509,"0"
"1480","me","1",26,"0","Non-Partisan","European","Democratic & Independent",136000,"Residential",181570,"0"
"1481","tx","1",70,"1","Republican","European","Republican",143000,"Residential",112500,"0"
"1482","sc","0",49,"0","Democratic","Likely African-American","Democratic",72390,"Residential",248312,"0"
"1483","mi","1",37,"0","Democratic","European","Democratic",54999,"Residential",97812,"0"
"1484","mn","1",44,"1","Democratic","European","Democratic & Independent",105445,"Residential",297499,"0"
"1485","la","0",20,"0","Non-Partisan","European","Republican & Independent",27948,"Apartment",229485,"0"
"1486","ca","1",34,"0","Republican","Hispanic and Portuguese","Republican & Independent",107000,"Residential",2607311,"0"
"1487","tx","1",NA,"0","Democratic","European","Democratic",75000,"Residential",125845,"0"
"1488","ca","1",55,"0","Republican","","Republican",86084,"Residential",288845,"0"
"1489","nh","0",65,"0","Non-Partisan","European","Independent",86537,"Apartment",173407,"0"
"1490","ga","1",24,"0","Democratic","Likely African-American","Democratic",30977,"Residential",551675,"0"
"1491","hi","0",NA,"0","Non-Partisan","East and South Asian","Independent",250000,"Residential",282193,"0"
"1492","tx","1",59,"0","Republican","European","Republican",116000,"Residential",313407,"1"
"1493","nj","0",71,"0","Non-Partisan","European","Independent",118000,"Residential",428570,"0"
"1494","ca","1",57,"1","Democratic","European","Democratic",60000,"Apartment",625000,"0"
"1495","va","0",18,"1","Democratic","Likely African-American","Democratic",96000,"Residential",112500,"0"
"1496","tx","0",44,"1","Democratic","Likely African-American","Democratic",38000,"Residential",109374,"0"
"1497","or","1",73,"1","Republican","European","Republican",139000,"Residential",465537,"1"
"1498","nc","1",82,"1","Democratic","European","Democratic",127000,"Residential",157830,"0"
"1499","md","1",57,"0","Republican","European","Democratic & Republican",206000,"Residential",727797,"0"
"1500","tx","1",19,"0","Republican","Hispanic and Portuguese","Republican",33000,"Apartment",75701,"0"
"1501","tx","0",23,"0","Democratic","Hispanic and Portuguese","Democratic",60000,"Residential",203011,"0"
"1502","ny","0",30,"0","Non-Partisan","Hispanic and Portuguese","Independent",54766,"Duplex",137500,"0"
"1503","la","0",31,"0","Non-Partisan","European","Independent",36249,"Mobil Home",16437,"0"
"1504","tx","0",NA,"0","Republican","European","Democratic & Republican",NA,"Unknown",47307,"0"
"1505","ca","0",39,"1","Democratic","Hispanic and Portuguese","Democratic",23000,"Unknown",140713,"0"
"1506","mn","0",26,"1","Non-Partisan","European","Independent",34000,"Apartment",453554,"0"
"1507","ny","1",61,"1","Democratic","Likely African-American","Democratic",71412,"Duplex",134867,"0"
"1508","wi","1",42,"1","Non-Partisan","European","Independent",104600,"Unknown",138929,"0"
