"","state","voted","calculated_age","Voters_Gender","Parties_Description","EthnicGroups_EthnicGroup1Desc","Residence_HHParties_Description","CommercialData_EstimatedIncomeAmount","CommercialData_PropertyType","CommercialData_EstHomeValue","nonpartisan_donation"
"2558","ga","0",47,"1","Republican","Likely African-American","Republican & Independent",148000,"Unknown",455084,"0"
"2559","fl","1",97,"1","Republican","European","Republican",87389,"Residential",257565,"1"
"2560","pa","1",58,"0","Republican","European","Democratic & Republican",55322,"Residential",215981,"0"
"2561","nj","0",69,"1","Non-Partisan","European","Independent",NA,"Apartment",391242,"1"
"2562","wi","0",NA,"1","Non-Partisan","European","Independent",38000,"Apartment",298823,"0"
"2563","nc","1",26,"0","Democratic","Likely African-American","Democratic",250000,"Residential",712073,"0"
"2564","me","1",65,"0","Republican","European","Republican & Independent",85000,"Residential",141080,"1"
"2565","id","1",70,"0","Non-Partisan","European","Independent",144000,"Residential",224431,"0"
"2566","ok","1",20,"0","Democratic","European","Democratic & Independent",21000,"Unknown",157180,"0"
"2567","nj","0",18,"0","Non-Partisan","European","Independent",80000,"Residential",426164,"0"
"2568","va","1",18,"0","Democratic","European","Democratic & Republican",138000,"Residential",614226,"0"
"2569","mi","1",36,"1","Non-Partisan","European","Independent",54056,"Residential",187500,"0"
"2570","sc","0",26,"1","Non-Partisan","Hispanic and Portuguese","Independent",16000,"Unknown",100805,"0"
"2571","pa","1",28,"1","Democratic","European","Democratic & Republican",57499,"Residential",299376,"1"
"2572","ca","1",61,"1","Non-Partisan","European","Republican & Independent",98167,"Residential",329659,"0"
"2573","ri","1",28,"0","Non-Partisan","","Democratic & Independent",25000,"Residential",200981,"1"
"2574","ca","1",49,"1","Non-Partisan","East and South Asian","Democratic & Independent",241000,"Residential",3750704,"0"
"2575","fl","0",38,"0","Democratic","Likely African-American","Democratic",82916,"Apartment",189442,"0"
"2576","tx","1",26,"0","Democratic","Hispanic and Portuguese","Democratic",126534,"Residential",667633,"0"
"2577","ny","1",41,"0","Non-Partisan","European","Republican & Independent",155000,"Residential",447221,"0"
"2578","ca","1",46,"1","Democratic","Hispanic and Portuguese","Democratic",94852,"Apartment",367228,"0"
"2579","ny","1",73,"1","Republican","Other","Republican",31978,"Residential",236083,"1"
"2580","tn","1",50,"0","Republican","European","Republican",52856,"Residential",NA,"0"
"2581","tn","1",58,"1","Democratic","Likely African-American","Democratic",44434,"Apartment",209555,"0"
"2582","md","0",26,"1","Democratic","Likely African-American","Democratic",65000,"Apartment",188570,"0"
"2583","tx","1",71,"0","Republican","European","Republican",104000,"Residential",115425,"1"
"2584","fl","0",26,"1","Democratic","Hispanic and Portuguese","Democratic",59000,"Apartment",66999,"0"
"2585","nc","1",49,"1","Non-Partisan","European","Independent",74000,"Apartment",187828,"0"
"2586","tn","0",66,"1","Democratic","Hispanic and Portuguese","Democratic",51569,"Residential",69497,"0"
"2587","nc","0",33,"1","Non-Partisan","European","Independent",66000,"Apartment",187500,"0"
"2588","nj","1",34,"1","Republican","","Republican",137499,"Apartment",406369,"0"
"2589","co","1",64,"1","Republican","European","Republican",72000,"Residential",375000,"0"
"2590","ga","0",51,"0","Democratic","Likely African-American","Democratic",13000,"Apartment",124850,"0"
"2591","ca","1",52,"0","Non-Partisan","European","Independent",37000,"Apartment",355018,"0"
"2592","ca","0",41,"0","Democratic","Hispanic and Portuguese","Democratic",49000,"Apartment",429663,"0"
"2593","fl","1",74,"1","Non-Partisan","Other","Independent",30499,"Condominium",87500,"0"
"2594","ca","1",38,"1","Republican","European","Republican",82000,"Condominium",225403,"0"
"2595","al","1",47,"1","Republican","European","Republican",68653,"Residential",127825,"0"
"2596","ny","1",78,"0","Non-Partisan","European","Independent",71000,"Apartment",190822,"1"
"2597","ca","1",22,"0","Democratic","East and South Asian","Democratic",214000,"Residential",839285,"0"
"2598","ca","0",42,"1","Non-Partisan","East and South Asian","Independent",87129,"Apartment",589636,"0"
"2599","ga","1",80,"0","Republican","European","Republican",209000,"Residential",267193,"0"
"2600","md","1",32,"0","Republican","European","Republican",238000,"Condominium",345547,"0"
"2601","nj","1",39,"0","Democratic","European","Democratic",228000,"Apartment",865808,"0"
"2602","ma","0",45,"1","Non-Partisan","European","Democratic & Independent",69000,"Residential",161175,"0"
"2603","sd","1",61,"0","Republican","European","Republican",NA,"Unknown",121483,"0"
"2604","co","1",34,"1","Democratic","European","Democratic",90178,"Residential",244698,"0"
"2605","ca","0",46,"1","American Independent","Other","Independent",112000,"Unknown",639268,"0"
"2606","fl","1",41,"1","Non-Partisan","Hispanic and Portuguese","Democratic & Independent",72000,"Unknown",161110,"0"
"2607","ca","1",31,"0","Republican","European","Democratic & Republican",74112,"Apartment",287500,"0"
"2608","nj","1",41,"0","Non-Partisan","","Independent",72000,"Residential",247916,"0"
"2609","wi","1",69,"0","Republican","European","Republican",119000,"Residential",481125,"0"
"2610","ny","0",69,"1","Non-Partisan","","Republican & Independent",49000,"Residential",212500,"1"
"2611","az","1",74,"1","Democratic","Hispanic and Portuguese","Democratic",74000,"Apartment",204296,"1"
"2612","ky","1",52,"0","Republican","European","Republican & Independent",91000,"Residential",114188,"0"
"2613","ky","1",24,"1","Democratic","European","Democratic & Independent",57948,"Unknown",136110,"0"
"2614","tx","1",67,"0","Republican","European","Republican",73000,"Residential",282999,"1"
"2615","mi","1",36,"1","Democratic","European","Democratic",46000,"Unknown",212636,"0"
"2616","pa","1",60,"1","Democratic","Hispanic and Portuguese","Democratic & Republican",88000,"Residential",204402,"1"
"2617","il","1",45,"1","Non-Partisan","European","Independent",75000,"Unknown",247499,"0"
"2618","ca","0",24,"0","Non-Partisan","Hispanic and Portuguese","Independent",92934,"Apartment",425000,"0"
"2619","il","1",60,"1","Democratic","European","Democratic",70811,"Residential",279663,"1"
"2620","ca","1",36,"1","Non-Partisan","","Republican & Independent",194000,"Residential",564634,"0"
"2621","ga","1",20,"0","Democratic","Likely African-American","Democratic & Republican",94140,"Apartment",278598,"0"
"2622","va","1",61,"0","Republican","","Republican",52352,"Unknown",475000,"0"
"2623","il","1",73,"0","Democratic","Other","Democratic",122711,"Duplex",641790,"0"
"2624","ca","0",46,"1","Republican","","Republican & Independent",84000,"Residential",488094,"0"
"2625","ar","1",32,"1","Democratic","European","Democratic",54000,"Unknown",309090,"0"
"2626","ca","1",53,"0","Democratic","East and South Asian","Democratic",28749,"Unknown",425000,"0"
"2627","pa","1",22,"1","Democratic","European","Democratic & Republican",120000,"Residential",NA,"0"
"2628","pa","1",74,"1","Republican","","Republican",82266,"Unknown",73090,"0"
"2629","al","1",70,"1","Democratic","Likely African-American","Democratic",110912,"Apartment",244999,"0"
"2630","mi","1",50,"1","Democratic","European","Democratic",91000,"Residential",117437,"1"
"2631","wi","1",NA,"0","Non-Partisan","European","Democratic & Republican & Independent",175000,"Residential",170258,"0"
"2632","sc","1",20,"0","Republican","Hispanic and Portuguese","Republican",137499,"Residential",188649,"0"
"2633","nc","0",18,"1","Non-Partisan","European","Independent",58055,"Residential",153768,"0"
"2634","il","1",33,"0","Non-Partisan","European","Independent",85555,"Apartment",220472,"0"
"2635","tx","1",23,"0","Non-Partisan","European","Independent",78000,"Residential",143055,"0"
"2636","fl","1",74,"1","Democratic","European","Democratic & Republican",159634,"Residential",215115,"0"
"2637","il","1",46,"1","Democratic","Hispanic and Portuguese","Democratic",33477,"Apartment",261904,"1"
"2638","tx","1",19,"0","Republican","Hispanic and Portuguese","Democratic & Republican",250000,"Residential",586734,"0"
"2639","ny","1",20,"0","Democratic","European","Democratic",217404,"Apartment",1427034,"0"
"2640","wi","0",NA,"1","Republican","European","Republican",67380,"Apartment",173863,"0"
"2641","hi","1",35,"0","Non-Partisan","European","Independent",NA,"Apartment",NA,"0"
"2642","ma","0",71,"0","Non-Partisan","European","Democratic & Independent",74000,"Residential",432499,"1"
"2643","tx","0",41,"0","Democratic","Hispanic and Portuguese","Democratic",62062,"Apartment",87500,"0"
"2644","ca","1",21,"1","Non-Partisan","Hispanic and Portuguese","Independent",77529,"Apartment",304729,"0"
"2645","az","1",49,"1","Republican","European","Democratic & Republican",63970,"Apartment",97499,"0"
"2646","id","1",69,"1","Republican","European","Republican",67000,"Unknown",162500,"0"
"2647","ga","0",62,"0","Democratic","Likely African-American","Democratic",36666,"Residential",122767,"0"
"2648","ia","1",19,"0","Non-Partisan","European","Independent",53000,"Apartment",98952,"0"
"2649","id","1",75,"0","Republican","European","Republican",115000,"Residential",233196,"0"
"2650","la","1",71,"1","Republican","European","Republican & Independent",74249,"Residential",111764,"0"
"2651","in","1",30,"0","Non-Partisan","Likely African-American","Independent",60924,"Residential",87500,"0"
"2652","mn","1",44,"1","Republican","European","Republican",48264,"Residential",244238,"0"
"2653","mn","1",19,"0","Non-Partisan","European","Democratic & Republican & Independent",88000,"Residential",353967,"0"
"2654","fl","1",75,"0","Republican","European","Republican",73000,"Residential",265785,"1"
"2655","il","1",45,"1","Democratic","Likely African-American","Democratic",18000,"Apartment",168429,"0"
"2656","il","1",20,"1","Democratic","East and South Asian","Democratic",102343,"Unknown",329761,"0"
"2657","ny","1",50,"0","Conservative","European","Republican & Independent",85000,"Duplex",506666,"0"
"2658","ny","0",71,"1","Democratic","European","Democratic",19000,"Apartment",156249,"0"
"2659","ca","1",34,"0","Democratic","Likely African-American","Democratic",68823,"Residential",150734,"0"
"2660","il","1",18,"0","Non-Partisan","European","Republican & Independent",207557,"Residential",548194,"0"
"2661","ca","0",57,"0","Republican","European","Republican",37000,"Apartment",477678,"0"
"2662","ky","1",82,"1","Republican","European","Republican",26000,"Residential",247871,"0"
"2663","mo","0",56,"0","Democratic","Likely African-American","Democratic",87000,"Residential",89499,"0"
"2664","tx","1",68,"0","Democratic","European","Democratic",63970,"Apartment",166785,"1"
"2665","ct","0",38,"0","Non-Partisan","European","Independent",32000,"Apartment",215954,"0"
"2666","ma","1",71,"1","Democratic","European","Democratic",69213,"Residential",221720,"0"
"2667","ma","1",80,"0","Non-Partisan","","Independent",192000,"Residential",929455,"0"
"2668","wv","0",58,"1","Republican","European","Republican & Independent",26070,"Residential",80908,"1"
"2669","ny","1",72,"1","Democratic","East and South Asian","Democratic",180000,"Apartment",850671,"0"
"2670","oh","1",73,"0","Non-Partisan","European","Independent",61000,"Residential",164800,"1"
"2671","al","1",19,"1","Democratic","European","Democratic & Republican",101851,"Unknown",87500,"0"
"2672","wv","1",48,"0","Democratic","Likely African-American","Democratic",28000,"Apartment",84999,"0"
"2673","pa","1",54,"1","Republican","","Republican",80000,"Residential",56526,"1"
"2674","pa","1",50,"0","Republican","European","Republican",72187,"Residential",87500,"1"
"2675","la","1",31,"0","Democratic","European","Democratic",131000,"Unknown",140216,"0"
"2676","fl","1",27,"1","Non-Partisan","European","Independent",29923,"Apartment",199025,"0"
"2677","tx","1",37,"1","Democratic","Likely African-American","Democratic",101562,"Residential",195565,"0"
"2678","il","0",66,"1","Non-Partisan","European","Independent",43570,"Residential",71863,"0"
"2679","tx","1",66,"1","Republican","European","Republican",250000,"Residential",525770,"0"
"2680","ny","1",71,"1","Republican","","Democratic & Republican",65000,"Residential",589285,"1"
"2681","ca","1",83,"1","Democratic","European","Democratic",78393,"Residential",250146,"0"
"2682","tn","1",35,"0","Non-Partisan","European","Independent",36153,"Residential",149218,"0"
"2683","az","1",38,"0","Republican","European","Republican",119530,"Residential",237500,"1"
"2684","co","1",23,"0","Democratic","European","Democratic",154572,"Apartment",780237,"0"
"2685","mi","0",60,"0","Republican","Hispanic and Portuguese","Republican",25000,"Residential",50328,"0"
"2686","fl","1",93,"0","Republican","European","Democratic & Republican",44906,"Residential",280241,"1"
"2687","in","0",37,"0","Non-Partisan","","Independent",135000,"Apartment",243683,"0"
"2688","mn","1",37,"0","Non-Partisan","European","Independent",121483,"Residential",694975,"0"
"2689","nv","1",26,"0","Non-Partisan","Other","Independent",131779,"Residential",411096,"0"
"2690","az","1",56,"0","Libertarian","European","Republican & Independent",48999,"Residential",168518,"0"
"2691","va","0",32,"1","Democratic","East and South Asian","Democratic",96912,"Apartment",861161,"0"
"2692","tx","0",27,"1","Democratic","Hispanic and Portuguese","Democratic",70928,"Apartment",177499,"0"
"2693","wi","1",27,"1","Democratic","European","Democratic",99921,"Apartment",62500,"0"
"2694","tx","1",86,"1","Democratic","Hispanic and Portuguese","Democratic",55000,"Residential",389328,"0"
"2695","tx","1",36,"1","Republican","","Republican",147489,"Residential",205171,"0"
"2696","ca","0",52,"0","Democratic","East and South Asian","Democratic",84000,"Residential",432758,"1"
"2697","al","1",81,"1","Republican","European","Republican",161169,"Residential",366152,"0"
"2698","mn","1",63,"0","Republican","East and South Asian","Republican",110000,"Apartment",375000,"0"
"2699","nm","1",70,"1","Democratic","European","Democratic",73000,"Residential",137500,"0"
"2700","nj","1",70,"1","Non-Partisan","European","Independent",189000,"Residential",247768,"1"
"2701","me","1",81,"1","Republican","","Republican",43789,"Unknown",181570,"0"
"2702","nc","1",58,"0","Non-Partisan","European","Democratic & Republican & Independent",148290,"Unknown",381790,"0"
"2703","mo","1",74,"1","Republican","European","Republican",NA,"Residential",120689,"0"
"2704","al","1",40,"1","Democratic","Likely African-American","Democratic",63435,"Apartment",153707,"0"
"2705","md","0",28,"1","Republican","European","Republican",105390,"Apartment",143775,"0"
"2706","az","0",40,"1","Non-Partisan","Hispanic and Portuguese","Republican & Independent",250000,"Residential",625000,"0"
"2707","pa","1",50,"0","Democratic","European","Democratic",100640,"Residential",291278,"0"
"2708","fl","1",35,"1","Democratic","Likely African-American","Democratic",36000,"Residential",86841,"0"
"2709","la","1",67,"0","Democratic","European","Democratic",121246,"Residential",234111,"1"
"2710","fl","1",55,"1","Non-Partisan","European","Democratic & Independent",93570,"Residential",294919,"0"
"2711","ca","1",38,"1","Non-Partisan","European","Independent",122000,"Apartment",899331,"0"
"2712","ca","1",32,"1","Non-Partisan","European","Independent",14000,"Apartment",255448,"0"
"2713","mi","1",21,"0","Democratic","","Democratic",57499,"Residential",97704,"0"
"2714","pa","1",40,"0","Democratic","European","Democratic",110000,"Unknown",180555,"0"
"2715","wa","1",73,"1","Democratic","European","Democratic",42367,"Apartment",139440,"0"
"2716","az","1",38,"0","Non-Partisan","Hispanic and Portuguese","Independent",122000,"Unknown",425232,"0"
"2717","tx","1",65,"1","Republican","Hispanic and Portuguese","Republican",38000,"Residential",137500,"0"
"2718","ia","1",80,"1","Democratic","Likely African-American","Democratic",78537,"Condominium",187500,"0"
"2719","nc","1",26,"1","Non-Partisan","European","Republican & Independent",89122,"Residential",146936,"0"
"2720","ma","1",47,"1","Democratic","European","Democratic",136000,"Residential",358311,"0"
"2721","sc","1",55,"1","Democratic","European","Democratic",142000,"Residential",358332,"0"
"2722","pa","1",78,"1","Republican","European","Republican",70000,"Triplex",179004,"1"
"2723","pa","1",69,"1","Republican","European","Republican",92000,"Apartment",238579,"0"
"2724","nm","1",33,"1","Democratic","Hispanic and Portuguese","Democratic",118000,"Apartment",170258,"0"
"2725","mi","0",53,"1","Democratic","","Democratic",32000,"Unknown",159883,"0"
"2726","ca","1",27,"0","Republican","Hispanic and Portuguese","Republican",94000,"Unknown",344360,"0"
"2727","tx","1",48,"0","Republican","Hispanic and Portuguese","Democratic & Republican",65000,"Residential",241722,"0"
"2728","wa","1",24,"1","Democratic","European","Democratic",65399,"Apartment",179604,"0"
"2729","nc","1",24,"1","Republican","Other","Republican",57812,"Apartment",267174,"0"
"2730","il","1",20,"1","Democratic","Likely African-American","Democratic",80281,"Duplex",79244,"0"
"2731","tn","1",46,"1","Republican","","Republican",125720,"Residential",137500,"0"
"2732","mn","1",67,"0","Non-Partisan","European","Independent",24749,"Residential",137499,"1"
"2733","va","0",25,"1","Democratic","Likely African-American","Democratic",43000,"Apartment",173999,"0"
"2734","nj","1",65,"0","Republican","Likely African-American","Republican",218332,"Apartment",268140,"1"
"2735","az","1",40,"1","Democratic","European","Democratic & Independent",113000,"Residential",332523,"0"
"2736","oh","0",33,"1","Democratic","European","Democratic",19000,"Residential",104992,"0"
"2737","wi","1",46,"1","Democratic","European","Democratic & Republican & Independent",105459,"Residential",278826,"0"
"2738","ms","0",52,"1","Non-Partisan","Likely African-American","Independent",22000,"Apartment",133749,"0"
"2739","tx","1",56,"0","Republican","European","Republican",250000,"Residential",259128,"0"
"2740","ga","1",28,"0","Non-Partisan","European","Independent",6000,"Unknown",85651,"0"
"2741","mi","0",50,"1","Non-Partisan","East and South Asian","Independent",224000,"Residential",539211,"0"
"2742","fl","1",41,"1","Non-Partisan","European","Republican & Independent",113000,"Residential",823815,"0"
"2743","al","1",18,"0","Republican","Likely African-American","Republican",116000,"Residential",240819,"0"
"2744","ga","0",42,"0","Republican","European","Republican & Independent",19000,"Residential",79499,"0"
"2745","nh","0",64,"0","Non-Partisan","European","Independent",95191,"Apartment",375000,"0"
"2746","sc","1",60,"1","Democratic","European","Democratic",82129,"Residential",370458,"0"
"2747","oh","1",97,"0","Republican","European","Republican",49499,"Residential",129166,"0"
"2748","tn","1",58,"0","Democratic","European","Democratic",116760,"Residential",228150,"0"
"2749","az","1",59,"0","Republican","","Republican & Independent",NA,"Unknown",136303,"0"
"2750","al","0",39,"1","Non-Partisan","European","Independent",NA,"Apartment",NA,"0"
"2751","tx","0",51,"1","Democratic","Hispanic and Portuguese","Democratic",15000,"Mobil Home",57558,"0"
"2752","nc","1",69,"1","Democratic","European","Democratic & Independent",65000,"Residential",187500,"0"
"2753","me","1",40,"1","Non-Partisan","European","Independent",80375,"Unknown",188406,"0"
"2754","in","1",21,"1","Democratic","European","Democratic & Independent",106070,"Residential",145721,"0"
"2755","mt","1",47,"1","Non-Partisan","European","Independent",24000,"Residential",134374,"0"
"2756","ny","1",53,"0","Democratic","Likely African-American","Democratic",76433,"Residential",284433,"1"
"2757","sc","1",44,"0","Democratic","Likely African-American","Democratic",38014,"Apartment",190029,"0"
"2758","az","1",61,"0","Registered Independent","European","Republican & Independent",124000,"Residential",325000,"1"
"2759","az","1",63,"0","Republican","European","Republican",183000,"Residential",346841,"1"
"2760","md","0",55,"1","Other","European","Independent",154000,"Apartment",571428,"0"
"2761","ny","1",20,"1","Non-Partisan","European","Independent",44062,"Apartment",349814,"0"
"2762","va","1",33,"0","Non-Partisan","Likely African-American","Independent",88432,"Residential",194798,"1"
"2763","tx","0",26,"0","Republican","Hispanic and Portuguese","Republican",109106,"Residential",317667,"0"
"2764","co","0",25,"0","Non-Partisan","European","Independent",NA,"Unknown",NA,"0"
"2765","ct","0",31,"0","Republican","European","Republican",250000,"Duplex",403921,"0"
"2766","wi","1",70,"1","Republican","European","Republican",96000,"Residential",199589,"0"
"2767","tx","0",28,"1","Democratic","Likely African-American","Democratic",7000,"Unknown",196590,"0"
"2768","fl","0",54,"0","Republican","European","Republican",85000,"Residential",206511,"0"
"2769","ny","0",38,"0","Democratic","European","Democratic",52726,"Apartment",198150,"0"
"2770","sc","1",55,"0","Democratic","Likely African-American","Democratic",12000,"Residential",143723,"0"
"2771","wi","1",NA,"1","Democratic","Hispanic and Portuguese","Democratic",89000,"Apartment",116175,"0"
"2772","nc","1",54,"0","Non-Partisan","European","Republican & Independent",121093,"Residential",323809,"0"
"2773","tx","1",33,"0","Republican","Hispanic and Portuguese","Republican",171000,"Residential",386092,"0"
"2774","ks","1",74,"1","Non-Partisan","European","Independent",89515,"Residential",112500,"0"
"2775","ky","1",57,"0","Democratic","European","Democratic",14000,"Unknown",88082,"0"
"2776","ma","1",18,"1","Non-Partisan","Hispanic and Portuguese","Republican & Independent",118096,"Residential",237500,"0"
"2777","nc","1",35,"0","Democratic","Likely African-American","Democratic",125000,"Apartment",242505,"0"
"2778","sc","1",38,"0","Democratic","Likely African-American","Democratic",85000,"Unknown",130954,"0"
"2779","or","1",64,"1","Republican","European","Republican",68974,"Residential",131782,"0"
"2780","mo","1",25,"1","Non-Partisan","European","Independent",113519,"Mobil Home",206213,"0"
"2781","nm","1",63,"0","Republican","European","Republican",125720,"Residential",297082,"1"
"2782","va","0",18,"1","Republican","","Republican",94499,"Apartment",273587,"0"
"2783","mt","1",26,"0","Non-Partisan","European","Independent",72658,"Residential",88635,"0"
"2784","va","1",32,"0","Democratic","East and South Asian","Democratic",78783,"Apartment",488281,"0"
"2785","il","1",78,"1","Democratic","European","Democratic",65000,"Residential",262073,"0"
"2786","nj","1",70,"0","Republican","European","Democratic & Republican",132000,"Residential",925612,"1"
"2787","az","1",76,"1","Republican","European","Republican",52739,"Residential",95738,"1"
"2788","va","1",29,"0","Non-Partisan","European","Independent",44523,"Unknown",162500,"1"
"2789","tx","0",18,"1","Democratic","Hispanic and Portuguese","Democratic",29000,"Residential",189499,"0"
"2790","nj","1",33,"1","Non-Partisan","European","Democratic & Independent",147000,"Residential",1203761,"0"
"2791","va","1",26,"1","Democratic","East and South Asian","Democratic",68000,"Residential",272844,"0"
"2792","id","0",19,"0","Non-Partisan","European","Democratic & Independent",80000,"Unknown",280989,"0"
"2793","mi","0",46,"0","Non-Partisan","European","Independent",17000,"Apartment",112500,"0"
"2794","nc","1",85,"0","Democratic","European","Democratic",NA,"Unknown",NA,"1"
"2795","nv","1",40,"0","Democratic","Hispanic and Portuguese","Democratic",39478,"Unknown",84499,"0"
"2796","ms","0",NA,"0","Non-Partisan","European","Independent",77000,"Residential",83845,"0"
"2797","pa","0",96,"0","Republican","European","Republican",32000,"Residential",147499,"0"
"2798","mi","1",31,"0","Democratic","European","Democratic",28332,"Residential",44705,"0"
"2799","nh","1",87,"0","Republican","European","Republican",120000,"Condominium",159888,"0"
"2800","ca","0",50,"0","Democratic","European","Democratic & Republican & Independent",250000,"Residential",1094190,"1"
"2801","wi","1",72,"1","Democratic","European","Democratic",136000,"Residential",178977,"1"
"2802","tx","1",26,"1","Non-Partisan","Hispanic and Portuguese","Independent",72000,"Residential",271339,"0"
"2803","oh","1",25,"0","Republican","European","Democratic & Republican",91000,"Residential",167741,"0"
"2804","or","1",73,"0","Non-Partisan","European","Independent",85937,"Apartment",523327,"1"
"2805","fl","1",82,"0","Democratic","European","Democratic",199000,"Residential",143723,"0"
"2806","pa","1",35,"1","Democratic","European","Democratic",208271,"Residential",390515,"0"
"2807","ks","1",39,"1","Republican","European","Republican",137000,"Unknown",154923,"0"
"2808","mn","1",49,"1","Republican","European","Republican",33000,"Residential",77838,"1"
"2809","tx","1",71,"0","Republican","European","Republican",62155,"Residential",198749,"0"
"2810","ny","1",84,"0","Democratic","Likely African-American","Democratic",87000,"Triplex",392856,"0"
"2811","tx","1",59,"0","Democratic","Likely African-American","Democratic",54700,"Apartment",382691,"1"
"2812","tx","1",50,"1","Democratic","","Democratic",201000,"Residential",547617,"0"
"2813","tn","1",28,"0","Non-Partisan","European","Independent",218000,"Residential",436107,"1"
"2814","ut","1",64,"1","Republican","European","Republican",71000,"Residential",400978,"1"
"2815","al","0",40,"0","Democratic","Likely African-American","Democratic",111098,"Apartment",274532,"0"
"2816","fl","0",84,"1","Democratic","Likely African-American","Democratic",70000,"Apartment",272762,"0"
"2817","wa","1",36,"0","Democratic","European","Democratic & Republican & Independent",63000,"Residential",342133,"0"
"2818","oh","1",77,"1","Non-Partisan","European","Independent",68000,"Unknown",147420,"0"
"2819","wi","1",60,"0","Republican","European","Republican",137000,"Residential",625000,"0"
"2820","ny","1",58,"1","Democratic","Hispanic and Portuguese","Democratic",89000,"Apartment",137500,"0"
"2821","nj","0",64,"0","Democratic","European","Democratic",10000,"Apartment",184575,"0"
"2822","nj","1",80,"1","Republican","European","Democratic & Republican",51000,"Residential",309472,"0"
"2823","fl","1",18,"1","Republican","European","Republican",123038,"Residential",187500,"1"
"2824","wa","1",78,"0","Democratic","European","Democratic",82191,"Duplex",638760,"1"
"2825","ma","1",64,"0","Democratic","European","Democratic & Independent",136435,"Residential",565010,"1"
"2826","fl","1",73,"0","Democratic","Likely African-American","Democratic",45594,"Unknown",NA,"0"
"2827","ga","1",34,"0","Republican","East and South Asian","Democratic & Republican",124000,"Residential",396557,"0"
"2828","wi","0",NA,"1","Non-Partisan","European","Independent",120191,"Unknown",249330,"0"
"2829","pa","0",68,"1","Democratic","European","Democratic",141000,"Residential",217531,"1"
"2830","wi","1",40,"0","Democratic","European","Democratic & Republican & Independent",97395,"Apartment",450882,"0"
"2831","oh","0",66,"1","Democratic","European","Democratic",9000,"Residential",117207,"0"
"2832","nc","1",48,"1","Non-Partisan","European","Independent",97000,"Residential",338918,"0"
"2833","ca","1",69,"0","Democratic","European","Democratic",67614,"Residential",262500,"0"
"2834","mo","1",80,"1","Republican","European","Republican",56904,"Residential",161445,"0"
"2835","ia","1",40,"0","Non-Partisan","European","Democratic & Independent",75000,"Residential",368590,"0"
"2836","oh","0",64,"1","Non-Partisan","European","Republican & Independent",81000,"Residential",162500,"1"
"2837","pa","1",38,"1","Democratic","European","Democratic",16000,"Apartment",127777,"0"
"2838","ky","0",32,"0","Democratic","European","Democratic",126000,"Residential",154367,"0"
"2839","nj","0",22,"1","Constitution","European","Independent",59860,"Unknown",209644,"0"
"2840","tx","1",81,"0","Democratic","European","Democratic",24000,"Residential",115999,"1"
"2841","oh","1",57,"0","Democratic","","Democratic",116000,"Unknown",140063,"0"
"2842","in","0",59,"0","Non-Partisan","European","Democratic & Independent",96725,"Residential",117841,"0"
"2843","ga","1",20,"0","Democratic","Likely African-American","Democratic",161000,"Residential",160293,"0"
"2844","ct","1",72,"1","Democratic","","Democratic",177003,"Residential",728570,"0"
"2845","co","1",35,"0","Non-Partisan","European","Republican & Independent",98000,"Unknown",189354,"0"
"2846","oh","1",67,"1","Democratic","European","Democratic & Republican & Independent",57659,"Residential",173128,"1"
"2847","nj","0",84,"1","Democratic","European","Democratic",63000,"Residential",319135,"1"
"2848","ky","1",43,"1","Democratic","","Democratic",192240,"Residential",354467,"0"
"2849","tx","1",68,"1","Democratic","Other","Democratic",118000,"Residential",220421,"1"
"2850","me","1",89,"1","Democratic","European","Democratic",138000,"Residential",212043,"0"
"2851","ny","0",37,"1","Non-Partisan","Likely African-American","Democratic & Independent",64000,"Unknown",115237,"0"
"2852","nc","1",61,"0","Democratic","","Democratic & Independent",168000,"Residential",200334,"0"
"2853","fl","1",73,"1","Republican","European","Republican",NA,"Apartment",133298,"0"
"2854","ga","0",18,"0","Non-Partisan","","Independent",71000,"Unknown",236419,"0"
"2855","wi","1",NA,"0","Non-Partisan","European","Republican & Independent",108000,"Residential",338415,"0"
"2856","pa","1",77,"1","Republican","European","Republican",54578,"Residential",NA,"0"
"2857","in","1",63,"0","Republican","European","Democratic & Republican",116000,"Residential",739569,"1"
"2858","ca","1",49,"0","Non-Partisan","European","Independent",146000,"Residential",504772,"0"
"2859","va","1",45,"1","Democratic","Hispanic and Portuguese","Democratic",81000,"Residential",232726,"0"
"2860","nj","0",31,"0","Non-Partisan","European","Republican & Independent",71000,"Residential",292924,"0"
"2861","ma","1",24,"1","Non-Partisan","East and South Asian","Independent",250000,"Residential",634280,"0"
"2862","in","1",50,"1","Republican","European","Republican & Independent",230327,"Residential",458495,"0"
"2863","tx","1",54,"1","Republican","European","Republican",117000,"Apartment",137992,"0"
"2864","nv","1",70,"1","Republican","European","Republican",125707,"Condominium",347618,"0"
"2865","tx","1",53,"1","Republican","European","Republican",28749,"Duplex",170874,"1"
"2866","ga","1",69,"0","Democratic","Likely African-American","Democratic",11000,"Unknown",12500,"0"
"2867","fl","1",54,"0","Democratic","Hispanic and Portuguese","Democratic & Independent",58000,"Residential",229915,"0"
"2868","mo","1",24,"0","Democratic","Hispanic and Portuguese","Democratic",54534,"Residential",81475,"0"
"2869","pa","1",45,"1","Non-Partisan","European","Independent",142902,"Unknown",307601,"0"
"2870","fl","0",65,"0","Democratic","Hispanic and Portuguese","Democratic",20416,"Apartment",207646,"0"
