"","state","voted","calculated_age","Voters_Gender","Parties_Description","EthnicGroups_EthnicGroup1Desc","Residence_HHParties_Description","CommercialData_EstimatedIncomeAmount","CommercialData_PropertyType","CommercialData_EstHomeValue","nonpartisan_donation"
"4005","ga","1",81,"1","Democratic","Likely African-American","Democratic",39296,"Unknown",78709,"0"
"4006","ca","1",65,"1","Democratic","Hispanic and Portuguese","Democratic",30000,"Apartment",379140,"0"
"4007","oh","1",76,"0","Non-Partisan","European","Republican & Independent",79065,"Residential",322530,"1"
"4008","ut","1",69,"1","Democratic","European","Democratic",20832,"Residential",163499,"1"
"4009","tx","0",62,"0","Republican","European","Republican",148663,"Residential",229326,"0"
"4010","ny","1",26,"1","Working Family Party","Hispanic and Portuguese","Independent",80113,"Apartment",413290,"0"
"4011","ca","1",34,"0","Non-Partisan","Hispanic and Portuguese","Independent",40000,"Apartment",460376,"0"
"4012","il","1",64,"1","Democratic","European","Democratic",18000,"Residential",152235,"1"
"4013","oh","1",90,"0","Democratic","European","Democratic & Republican",40874,"Residential",291357,"0"
"4014","nv","1",64,"0","Democratic","Other","Democratic & Independent",225000,"Apartment",688666,"0"
"4015","ny","0",66,"0","Democratic","Likely African-American","Democratic & Independent",85192,"Apartment",243941,"0"
"4016","mi","1",19,"1","Republican","European","Republican",99000,"Residential",91878,"1"
"4017","il","0",63,"1","Non-Partisan","European","Independent",20000,"Unknown",30245,"0"
"4018","wa","1",33,"0","Democratic","European","Democratic & Independent",58000,"Residential",400842,"0"
"4019","md","0",56,"1","Non-Partisan","European","Democratic & Independent",51000,"Residential",87633,"0"
"4020","il","1",77,"1","Democratic","Likely African-American","Democratic",16000,"Triplex",97272,"0"
"4021","ny","1",34,"0","Democratic","","Democratic",133776,"Apartment",128950,"0"
"4022","ar","1",57,"1","Non-Partisan","European","Independent",51521,"Unknown",NA,"0"
"4023","nc","1",89,"0","Non-Partisan","Likely African-American","Democratic & Independent",63396,"Residential",88729,"1"
"4024","pa","1",34,"0","Non-Partisan","European","Republican & Independent",150768,"Residential",350048,"0"
"4025","tx","1",30,"1","Democratic","European","Democratic",87000,"Residential",461643,"0"
"4026","ky","1",83,"1","Republican","European","Republican",22000,"Residential",146201,"1"
"4027","wi","0",NA,"0","Democratic","","Democratic",29749,"Apartment",92837,"0"
"4028","wi","1",74,"0","Republican","European","Republican",170000,"Residential",373633,"1"
"4029","il","1",54,"0","Democratic","European","Democratic",64332,"Unknown",190894,"0"
"4030","ok","1",44,"0","Democratic","European","Democratic",96000,"Apartment",66666,"0"
"4031","tx","1",28,"0","Republican","European","Republican",188000,"Residential",531217,"0"
"4032","nj","1",72,"1","Republican","European","Republican & Independent",92000,"Residential",247320,"0"
"4033","tx","1",21,"0","Democratic","Hispanic and Portuguese","Democratic",200000,"Residential",625000,"0"
"4034","ar","1",71,"0","Democratic","Likely African-American","Democratic",56000,"Apartment",40833,"1"
"4035","ca","1",44,"0","Democratic","Hispanic and Portuguese","Democratic",31000,"Apartment",165687,"0"
"4036","nj","1",78,"0","Democratic","","Democratic & Independent",65000,"Residential",459090,"1"
"4037","ga","1",64,"1","Democratic","Likely African-American","Democratic & Independent",69000,"Residential",198988,"0"
"4038","nc","1",72,"1","Non-Partisan","European","Republican & Independent",104109,"Residential",146999,"1"
"4039","ga","1",19,"1","Democratic","","Democratic",104471,"Unknown",213075,"0"
"4040","nj","1",NA,"0","Non-Partisan","European","Republican & Independent",24000,"Apartment",334564,"0"
"4041","ct","0",44,"0","Democratic","European","Democratic",139909,"Apartment",375000,"0"
"4042","co","1",94,"1","Non-Partisan","European","Independent",NA,"Unknown",NA,"0"
"4043","ok","0",54,"1","Non-Partisan","","Independent",110763,"Apartment",87500,"1"
"4044","az","1",36,"0","Non-Partisan","European","Republican & Independent",76010,"Residential",581258,"0"
"4045","fl","1",66,"1","Republican","European","Republican",76276,"Unknown",244701,"0"
"4046","tx","1",59,"0","Democratic","Hispanic and Portuguese","Democratic",62330,"Residential",297722,"1"
"4047","mi","1",36,"1","Democratic","Likely African-American","Democratic",45000,"Residential",119757,"0"
"4048","ut","1",61,"1","Republican","European","Republican",180644,"Residential",454320,"0"
"4049","il","1",20,"0","Non-Partisan","European","Independent",6000,"Apartment",155554,"0"
"4050","ma","1",51,"1","Non-Partisan","European","Independent",11000,"Apartment",293749,"0"
"4051","ca","1",72,"0","Republican","European","Republican",84908,"Residential",942791,"0"
"4052","pa","0",78,"0","Republican","European","Democratic & Republican",114000,"Residential",375000,"1"
"4053","nc","1",24,"0","Democratic","European","Democratic",34000,"Residential",225609,"0"
"4054","fl","1",48,"0","Democratic","Likely African-American","Democratic",45000,"Apartment",113065,"0"
"4055","vt","1",55,"1","Democratic","European","Democratic",49000,"Apartment",220222,"0"
"4056","nj","1",27,"1","Republican","Hispanic and Portuguese","Democratic & Republican & Independent",84000,"Apartment",440475,"0"
"4057","ut","1",33,"1","Non-Partisan","European","Independent",137000,"Apartment",112453,"0"
"4058","ga","1",45,"1","Republican","European","Republican",126135,"Residential",225370,"1"
"4059","fl","1",68,"0","Republican","European","Republican",11000,"Apartment",76203,"0"
"4060","al","1",74,"0","Democratic","Hispanic and Portuguese","Democratic",58957,"Apartment",178102,"0"
"4061","ca","0",50,"1","Democratic","Hispanic and Portuguese","Democratic",96349,"Apartment",1456275,"0"
"4062","wa","1",65,"1","Democratic","European","Democratic",92000,"Apartment",1395999,"0"
"4063","id","1",53,"1","Democratic","European","Democratic & Republican",35937,"Residential",88198,"1"
"4064","mi","0",79,"1","Republican","European","Democratic & Republican",43399,"Residential",111704,"1"
"4065","ca","1",31,"1","Republican","European","Republican & Independent",215000,"Residential",1950000,"0"
"4066","in","1",30,"1","Non-Partisan","European","Republican & Independent",86000,"Residential",191180,"1"
"4067","wa","1",51,"0","Non-Partisan","European","Independent",139119,"Unknown",403487,"0"
"4068","ga","1",58,"1","Democratic","Likely African-American","Democratic",41528,"Residential",233928,"0"
"4069","ga","1",79,"0","Democratic","Likely African-American","Democratic",66791,"Residential",221749,"0"
"4070","ca","1",19,"1","Democratic","Likely African-American","Democratic",65000,"Apartment",289747,"0"
"4071","mi","0",24,"0","Democratic","European","Democratic",NA,"Apartment",NA,"0"
"4072","il","1",19,"0","Democratic","Likely African-American","Democratic",84285,"Apartment",471147,"0"
"4073","ga","0",60,"0","Non-Partisan","Likely African-American","Independent",91000,"Apartment",121257,"0"
"4074","nv","1",37,"1","Democratic","East and South Asian","Democratic",30000,"Apartment",284925,"0"
"4075","sd","1",64,"0","Democratic","Other","Democratic",83000,"Apartment",468221,"0"
"4076","nj","0",18,"0","Democratic","European","Democratic",136000,"Apartment",397734,"0"
"4077","ok","0",53,"0","Republican","European","Republican",14000,"Residential",89893,"0"
"4078","il","0",62,"0","Republican","Hispanic and Portuguese","Republican & Independent",91000,"Residential",359999,"1"
"4079","ca","1",66,"1","Democratic","European","Democratic",244000,"Residential",1482148,"0"
"4080","ga","0",49,"1","Democratic","Likely African-American","Democratic",190000,"Residential",412134,"0"
"4081","ca","0",45,"0","Republican","Hispanic and Portuguese","Republican & Independent",147000,"Residential",1180288,"1"
"4082","in","1",68,"1","Republican","European","Republican",63260,"Residential",147684,"1"
"4083","ny","1",40,"1","Democratic","European","Democratic & Republican & Independent",119000,"Apartment",366513,"0"
"4084","mn","1",31,"0","Republican","European","Republican",59454,"Condominium",409226,"0"
"4085","la","1",59,"1","Republican","European","Republican & Independent",84000,"Residential",135615,"0"
"4086","ky","1",68,"0","Republican","European","Republican",10000,"Residential",152629,"1"
"4087","va","1",32,"1","Democratic","Likely African-American","Democratic",98000,"Residential",274234,"0"
"4088","al","1",51,"0","Republican","European","Republican",114000,"Residential",290114,"1"
"4089","ky","1",59,"1","Republican","European","Republican",81896,"Residential",112500,"1"
"4090","oh","1",48,"0","Democratic","European","Democratic",118000,"Residential",250504,"1"
"4091","tx","1",49,"0","Republican","European","Republican",86000,"Residential",167916,"0"
"4092","il","1",24,"1","Non-Partisan","Likely African-American","Democratic & Independent",103000,"Apartment",299637,"0"
"4093","md","0",32,"1","Democratic","Other","Democratic",52592,"Residential",173402,"0"
"4094","md","1",77,"1","Non-Partisan","European","Democratic & Independent",57000,"Residential",102678,"1"
"4095","ny","1",37,"1","Democratic","Likely African-American","Democratic",56000,"Apartment",112500,"0"
"4096","mn","1",69,"1","Non-Partisan","European","Independent",118000,"Apartment",311887,"0"
"4097","co","1",27,"0","Non-Partisan","European","Republican & Independent",105092,"Residential",253688,"0"
"4098","nj","1",54,"0","Democratic","European","Democratic",68000,"Apartment",214999,"0"
"4099","dc","1",31,"1","Democratic","Hispanic and Portuguese","Democratic & Republican & Independent",75000,"Residential",433290,"0"
"4100","oh","1",40,"1","Republican","European","Republican & Independent",59000,"Residential",84999,"0"
"4101","ri","1",86,"1","Non-Partisan","European","Independent",43268,"Duplex",173243,"1"
"4102","va","1",54,"0","Republican","European","Republican",93000,"Residential",215245,"0"
"4103","tx","1",74,"1","Republican","European","Republican",78408,"Residential",360899,"0"
"4104","tx","1",51,"1","Democratic","Likely African-American","Democratic",98000,"Residential",143763,"0"
"4105","in","1",65,"1","Democratic","European","Democratic",63000,"Residential",224913,"1"
"4106","wi","0",NA,"0","Non-Partisan","European","Independent",82758,"Apartment",162500,"0"
"4107","pa","1",51,"0","Democratic","European","Democratic & Republican",87000,"Residential",284555,"0"
"4108","ny","1",52,"0","Non-Partisan","East and South Asian","Democratic & Independent",250000,"Residential",862499,"0"
"4109","co","1",39,"0","Republican","European","Republican",NA,"Apartment",NA,"0"
"4110","fl","0",60,"1","Democratic","Likely African-American","Democratic",69412,"Residential",174150,"0"
"4111","ca","1",35,"0","Non-Partisan","European","Independent",257352,"Residential",1424437,"0"
"4112","al","1",30,"0","Republican","European","Republican",21710,"Apartment",200819,"0"
"4113","al","0",65,"0","Republican","European","Republican",18000,"Apartment",72499,"1"
"4114","mi","1",42,"0","Republican","European","Republican",44358,"Residential",135197,"0"
"4115","ky","0",33,"0","Democratic","European","Democratic & Republican",250000,"Residential",541666,"0"
"4116","ia","1",53,"1","Democratic","European","Democratic & Republican",113000,"Residential",123408,"1"
"4117","mi","0",20,"1","Non-Partisan","","Independent",67000,"Residential",76510,"0"
"4118","ms","0",NA,"0","Republican","European","Republican",12000,"Unknown",189522,"0"
"4119","fl","1",32,"1","Republican","European","Republican",109000,"Unknown",256018,"0"
"4120","ca","1",36,"1","Non-Partisan","Hispanic and Portuguese","Independent",51128,"Residential",188067,"0"
"4121","ms","1",50,"0","Republican","European","Republican",60000,"Residential",126367,"1"
"4122","ar","1",35,"1","Republican","European","Republican",157000,"Residential",362375,"0"
"4123","fl","1",50,"1","Non-Partisan","European","Independent",39000,"Unknown",265497,"1"
"4124","il","0",68,"0","Republican","European","Republican",NA,"Apartment",79499,"1"
"4125","me","1",79,"1","Democratic","European","Democratic & Independent",98000,"Residential",86175,"0"
"4126","va","1",48,"0","Republican","European","Republican",67000,"Residential",326943,"0"
"4127","sc","0",48,"1","Democratic","European","Democratic",67000,"Residential",166571,"1"
"4128","oh","1",22,"1","Republican","European","Republican",25000,"Apartment",139841,"0"
"4129","nm","1",75,"1","Democratic","European","Democratic",64009,"Residential",298238,"1"
"4130","va","1",81,"1","Democratic","European","Democratic",68905,"Residential",62500,"1"
"4131","ga","1",72,"0","Non-Partisan","","Independent",58683,"Residential",166785,"1"
"4132","tn","0",55,"1","Republican","European","Republican & Independent",143000,"Residential",329019,"0"
"4133","va","1",30,"1","Democratic","","Democratic",93000,"Apartment",636363,"0"
"4134","ak","0",28,"0","Independence","European","Independent",55000,"Apartment",70874,"0"
"4135","ca","1",29,"1","Democratic","European","Democratic & Republican",102000,"Residential",324166,"0"
"4136","ia","1",35,"1","Democratic","European","Democratic",45000,"Residential",116081,"0"
"4137","fl","1",17,"0","Republican","European","Republican & Independent",248000,"Residential",806616,"0"
"4138","ca","1",28,"1","Republican","East and South Asian","Democratic & Republican",67659,"Apartment",501047,"0"
"4139","tx","0",58,"0","Non-Partisan","European","Independent",53938,"Residential",101029,"0"
"4140","co","1",30,"1","Democratic","Hispanic and Portuguese","Democratic",64000,"Unknown",475000,"0"
"4141","la","1",22,"1","Republican","European","Republican",131000,"Residential",239579,"0"
"4142","la","0",25,"0","Democratic","Likely African-American","Democratic & Independent",132044,"Residential",195572,"0"
"4143","de","1",75,"0","Republican","European","Republican",13000,"Apartment",274457,"0"
"4144","ga","0",68,"1","Democratic","Likely African-American","Democratic",42000,"Apartment",216386,"0"
"4145","az","1",76,"0","Republican","European","Republican",NA,"Apartment",NA,"0"
"4146","mi","1",37,"0","Republican","European","Republican",40000,"Residential",176323,"1"
"4147","fl","0",35,"0","Democratic","Hispanic and Portuguese","Democratic",48000,"Apartment",346969,"0"
"4148","nj","1",29,"1","Democratic","Likely African-American","Democratic",145000,"Apartment",219419,"0"
"4149","ms","0",NA,"0","Non-Partisan","Likely African-American","Independent",15000,"Apartment",162500,"0"
"4150","ca","1",67,"0","Democratic","European","Democratic & Republican",250000,"Residential",942023,"0"
"4151","mo","1",28,"1","Non-Partisan","European","Independent",67968,"Residential",322114,"0"
"4152","az","1",34,"1","Non-Partisan","European","Independent",148000,"Residential",322877,"0"
"4153","in","1",69,"0","Republican","European","Republican",122000,"Residential",276462,"1"
"4154","fl","1",23,"1","Republican","European","Republican",81000,"Residential",249443,"0"
"4155","az","1",27,"0","Republican","","Republican",72403,"Unknown",625000,"0"
"4156","ca","1",17,"0","Non-Partisan","European","Republican & Independent",140000,"Residential",502081,"0"
"4157","ca","1",70,"0","Republican","European","Republican & Independent",113086,"Residential",549770,"1"
"4158","mn","0",46,"1","Democratic","Likely African-American","Democratic",10000,"Apartment",94860,"0"
"4159","nv","0",32,"0","Non-Partisan","Hispanic and Portuguese","Democratic & Independent",59166,"Residential",156730,"0"
"4160","az","1",43,"1","Non-Partisan","","Independent",38000,"Unknown",218860,"0"
"4161","nc","1",49,"0","Republican","European","Republican",75942,"Residential",68888,"0"
"4162","wa","1",75,"0","Republican","European","Republican",55304,"Residential",399034,"1"
"4163","tx","1",34,"1","Non-Partisan","European","Independent",57825,"Unknown",165133,"0"
"4164","or","0",20,"0","Non-Partisan","European","Republican & Independent",96000,"Residential",282044,"0"
"4165","sc","0",39,"0","Democratic","Likely African-American","Democratic",75000,"Unknown",44193,"0"
"4166","ky","1",21,"0","Republican","European","Democratic & Republican",257352,"Residential",427608,"0"
"4167","ca","0",20,"0","American Independent","Hispanic and Portuguese","Independent",90000,"Apartment",539215,"0"
"4168","de","1",34,"0","Democratic","Hispanic and Portuguese","Democratic & Republican",77000,"Residential",316467,"0"
"4169","ms","1",39,"1","Democratic","European","Democratic & Independent",66544,"Residential",625000,"0"
"4170","tx","1",28,"0","Republican","European","Republican",95312,"Residential",NA,"0"
"4171","mn","1",51,"1","Non-Partisan","European","Independent",92000,"Apartment",242577,"1"
"4172","va","1",56,"0","Democratic","European","Democratic",142000,"Residential",413360,"1"
"4173","tn","1",46,"1","Republican","European","Democratic & Republican",48799,"Residential",381466,"0"
"4174","sc","0",18,"0","Non-Partisan","European","Independent",54000,"Unknown",203362,"0"
"4175","tx","1",78,"0","Republican","European","Republican",250000,"Residential",205171,"1"
"4176","tx","0",68,"1","Democratic","Likely African-American","Democratic",54341,"Residential",62500,"1"
"4177","pa","0",23,"1","Democratic","Hispanic and Portuguese","Democratic",29933,"Apartment",89499,"0"
"4178","tx","1",34,"1","Democratic","Likely African-American","Democratic",70000,"Residential",NA,"0"
"4179","wv","0",57,"1","Democratic","Likely African-American","Democratic",42000,"Residential",62500,"1"
"4180","tx","1",28,"0","Republican","European","Republican",56000,"Residential",137499,"0"
"4181","fl","1",30,"1","Democratic","Hispanic and Portuguese","Democratic",105481,"Apartment",132608,"0"
"4182","ny","1",53,"0","Democratic","Likely African-American","Democratic",57000,"Residential",536510,"0"
"4183","wi","1",64,"1","Republican","","Republican",55000,"Apartment",462082,"0"
"4184","fl","1",42,"0","Democratic","Hispanic and Portuguese","Democratic",24000,"Unknown",203283,"0"
"4185","tx","1",40,"0","Republican","European","Republican",197000,"Residential",112500,"0"
"4186","in","0",78,"1","Democratic","European","Democratic",187499,"Residential",261899,"0"
"4187","va","1",39,"1","Non-Partisan","European","Independent",90000,"Residential",214694,"0"
"4188","nc","1",24,"1","Non-Partisan","European","Republican & Independent",59000,"Residential",126777,"0"
"4189","ca","1",41,"1","Non-Partisan","European","Republican & Independent",69412,"Apartment",540705,"0"
"4190","pa","1",84,"1","Republican","European","Democratic & Republican",50461,"Residential",216188,"1"
"4191","fl","0",60,"0","Democratic","Hispanic and Portuguese","Democratic",40095,"Apartment",150031,"0"
"4192","mt","0",43,"1","Democratic","Hispanic and Portuguese","Democratic",7000,"Apartment",90734,"0"
"4193","la","1",72,"1","Republican","European","Republican",57454,"Residential",123390,"1"
"4194","tx","1",92,"0","Democratic","European","Democratic",71110,"Residential",87691,"1"
"4195","ma","1",29,"1","Democratic","","Democratic",46345,"Residential",501917,"0"
"4196","md","0",21,"0","Democratic","Likely African-American","Democratic",147000,"Residential",359721,"0"
"4197","ky","1",65,"0","Registered Independent","","Democratic & Independent",38789,"Residential",285261,"0"
"4198","tx","1",35,"1","Republican","European","Republican",207000,"Residential",233196,"1"
"4199","ca","1",51,"0","Republican","Hispanic and Portuguese","Republican & Independent",53000,"Apartment",197553,"0"
"4200","ca","1",53,"0","Non-Partisan","Hispanic and Portuguese","Independent",188297,"Residential",909747,"0"
"4201","fl","1",39,"0","Democratic","Hispanic and Portuguese","Democratic",18000,"Residential",178749,"0"
"4202","pa","1",31,"1","Democratic","Likely African-American","Democratic",91857,"Unknown",171483,"0"
"4203","co","1",35,"1","Non-Partisan","European","Independent",63000,"Apartment",172339,"0"
"4204","ak","0",NA,"1","Independence","European","Independent",NA,"Apartment",NA,"0"
"4205","fl","1",61,"1","Democratic","Hispanic and Portuguese","Democratic",NA,"Apartment",NA,"0"
"4206","pa","1",49,"1","Republican","European","Republican",179846,"Apartment",595534,"0"
"4207","ga","0",62,"0","Republican","European","Republican & Independent",47000,"Apartment",247410,"0"
"4208","la","1",23,"0","Republican","European","Republican",209000,"Residential",168877,"0"
"4209","tx","1",52,"0","Democratic","European","Democratic & Republican",76000,"Residential",198749,"1"
"4210","sc","0",34,"1","Non-Partisan","European","Independent",NA,"Unknown",NA,"0"
"4211","sc","1",50,"0","Republican","European","Democratic & Republican",126213,"Residential",665380,"0"
"4212","ga","1",42,"1","Democratic","East and South Asian","Democratic",114000,"Residential",323076,"0"
"4213","ma","1",64,"0","Republican","European","Republican",88378,"Residential",156022,"0"
"4214","ga","1",65,"0","Non-Partisan","European","Independent",165000,"Residential",428801,"0"
"4215","tx","1",27,"1","Democratic","Hispanic and Portuguese","Democratic",63260,"Unknown",134352,"0"
"4216","tx","1",86,"1","Democratic","","Democratic",67000,"Residential",477272,"0"
"4217","nc","1",52,"1","Republican","European","Republican",14000,"Residential",90864,"0"
"4218","ma","1",36,"1","Non-Partisan","European","Independent",99088,"Residential",666792,"1"
"4219","ca","1",44,"0","Democratic","Hispanic and Portuguese","Democratic",36000,"Apartment",503336,"0"
"4220","or","1",25,"1","Republican","European","Republican & Independent",137000,"Residential",536974,"0"
"4221","fl","1",90,"1","Non-Partisan","European","Independent",38671,"Residential",251880,"0"
"4222","mo","0",69,"0","Non-Partisan","European","Independent",11000,"Residential",73425,"1"
"4223","ca","1",47,"0","Republican","European","Republican",112000,"Residential",391406,"0"
"4224","ny","1",76,"0","Democratic","Likely African-American","Democratic",28000,"Residential",137500,"1"
"4225","md","1",98,"1","Democratic","European","Democratic & Independent",52352,"Residential",733355,"0"
"4226","va","1",63,"0","Democratic","European","Democratic",200000,"Residential",1679002,"0"
"4227","ca","1",65,"1","Democratic","Hispanic and Portuguese","Democratic",155000,"Residential",508612,"0"
"4228","ga","0",59,"0","Democratic","Likely African-American","Democratic",15000,"Apartment",303030,"0"
"4229","il","0",31,"1","Republican","European","Republican",85000,"Apartment",141711,"0"
"4230","tx","1",55,"1","Non-Partisan","Hispanic and Portuguese","Independent",56666,"Unknown",87452,"0"
"4231","md","1",61,"1","Non-Partisan","European","Independent",129653,"Residential",400241,"1"
"4232","nc","1",24,"1","Republican","European","Republican",112000,"Unknown",221515,"0"
"4233","va","1",56,"1","Democratic","European","Democratic",197000,"Residential",233720,"0"
"4234","fl","1",44,"1","Republican","Hispanic and Portuguese","Democratic & Republican",204000,"Residential",353624,"0"
"4235","ia","1",45,"0","Democratic","European","Democratic",72663,"Apartment",210999,"0"
"4236","ca","1",62,"1","American Independent","","Republican & Independent",250000,"Residential",1000000,"1"
"4237","oh","1",29,"1","Democratic","Likely African-American","Democratic & Independent",112000,"Residential",210999,"0"
"4238","or","1",65,"1","Republican","European","Republican",73000,"Residential",366536,"1"
"4239","fl","1",33,"1","Non-Partisan","Hispanic and Portuguese","Independent",14000,"Condominium",130985,"0"
"4240","pa","1",50,"1","Democratic","European","Democratic",132000,"Residential",348622,"1"
"4241","ma","1",31,"1","Non-Partisan","","Independent",98000,"Residential",397278,"0"
"4242","ky","1",38,"1","Republican","European","Republican",119582,"Residential",213232,"0"
"4243","mi","1",27,"0","Democratic","Likely African-American","Democratic",23000,"Unknown",79249,"0"
"4244","pa","1",72,"0","Democratic","European","Democratic",98660,"Residential",107575,"1"
"4245","az","1",29,"0","Democratic","European","Democratic",50312,"Residential",123779,"0"
"4246","al","1",37,"0","Democratic","European","Democratic",111148,"Residential",102947,"0"
"4247","tx","0",36,"0","Democratic","Hispanic and Portuguese","Democratic",43124,"Residential",138217,"0"
"4248","ca","1",65,"1","Non-Partisan","European","Independent",63970,"Residential",305499,"1"
"4249","il","1",61,"1","Non-Partisan","European","Independent",22000,"Apartment",112500,"0"
"4250","oh","1",69,"0","Republican","European","Republican",66000,"Residential",95537,"1"
"4251","ca","1",34,"1","Democratic","Hispanic and Portuguese","Democratic",50775,"Apartment",162500,"0"
"4252","tx","1",89,"1","Democratic","European","Democratic",139000,"Residential",400975,"1"
"4253","nj","1",62,"1","Democratic","Likely African-American","Democratic",53000,"Residential",293749,"1"
"4254","nj","1",60,"1","Non-Partisan","European","Independent",133000,"Residential",348437,"0"
"4255","ms","1",72,"0","Republican","European","Republican",194711,"Residential",168617,"1"
"4256","ny","1",62,"1","Democratic","European","Democratic",129000,"Residential",202552,"1"
"4257","ca","1",57,"1","Democratic","","Democratic & Republican",250000,"Unknown",1643415,"0"
"4258","il","1",96,"1","Democratic","European","Democratic",36000,"Residential",190475,"1"
"4259","wy","1",69,"1","Democratic","","Democratic & Republican",28000,"Residential",167916,"0"
"4260","tx","0",58,"0","Republican","European","Democratic & Republican",148000,"Residential",226740,"0"
"4261","nj","1",33,"0","Democratic","Likely African-American","Democratic & Independent",81000,"Unknown",381154,"0"
"4262","ms","1",82,"1","Democratic","Likely African-American","Democratic",41796,"Unknown",63346,"0"
"4263","co","0",19,"1","Republican","European","Republican",44702,"Residential",123935,"0"
"4264","il","1",57,"0","Republican","European","Republican",53000,"Unknown",193827,"0"
"4265","md","1",67,"0","Democratic","Likely African-American","Democratic",90920,"Residential",212500,"0"
"4266","la","1",52,"0","Republican","European","Republican",56666,"Residential",247499,"0"
"4267","ca","0",18,"1","Democratic","Hispanic and Portuguese","Democratic",189000,"Residential",1380537,"0"
"4268","fl","1",59,"1","Republican","European","Republican",54918,"Residential",185687,"0"
"4269","ma","1",80,"1","Democratic","European","Democratic",78527,"Residential",550546,"0"
"4270","tx","1",31,"0","Democratic","Likely African-American","Democratic & Republican & Independent",105092,"Residential",456401,"0"
"4271","co","0",56,"0","Non-Partisan","European","Independent",47000,"Residential",406249,"0"
"4272","ga","0",50,"0","Democratic","Likely African-American","Democratic",37000,"Apartment",98395,"1"
"4273","oh","0",59,"1","Democratic","","Democratic & Independent",212000,"Residential",391292,"0"
"4274","tx","1",27,"1","Republican","Hispanic and Portuguese","Republican",120000,"Residential",299637,"0"
"4275","ny","1",72,"0","Democratic","European","Democratic & Republican",48586,"Residential",155615,"0"
"4276","al","0",41,"1","Democratic","Likely African-American","Democratic",NA,"Apartment",64999,"0"
"4277","wi","0",28,"0","Non-Partisan","European","Democratic & Republican & Independent",143000,"Residential",341205,"0"
"4278","tx","1",42,"1","Democratic","Hispanic and Portuguese","Democratic",53000,"Residential",43749,"0"
"4279","il","1",25,"0","Non-Partisan","East and South Asian","Independent",167000,"Residential",83110,"0"
"4280","ms","1",42,"1","Non-Partisan","European","Republican & Independent",61022,"Residential",112500,"0"
"4281","oh","1",46,"1","Non-Partisan","European","Republican & Independent",68000,"Residential",59166,"1"
"4282","va","0",58,"0","Democratic","Likely African-American","Democratic",28632,"Duplex",191650,"0"
"4283","mi","1",65,"0","Democratic","European","Democratic",100222,"Apartment",141693,"0"
"4284","ca","1",79,"1","Democratic","","Democratic & Independent",35000,"Condominium",267367,"0"
"4285","ca","1",31,"0","Non-Partisan","European","Republican & Independent",192000,"Residential",677569,"0"
"4286","pa","1",26,"1","Libertarian","European","Democratic & Independent",57267,"Apartment",86795,"0"
"4287","oh","1",19,"1","Non-Partisan","Other","Republican & Independent",91000,"Residential",163499,"0"
"4288","oh","0",24,"0","Non-Partisan","European","Democratic & Independent",175000,"Residential",198749,"0"
"4289","mi","0",26,"0","Democratic","European","Democratic",15000,"Apartment",107499,"0"
"4290","ca","0",18,"1","Non-Partisan","Likely African-American","Independent",57000,"Apartment",412820,"0"
"4291","mn","0",18,"1","Non-Partisan","East and South Asian","Independent",227000,"Residential",467456,"0"
"4292","mn","1",92,"1","Republican","European","Republican",31841,"Residential",193749,"1"
"4293","wa","1",48,"1","Democratic","Hispanic and Portuguese","Democratic",112000,"Residential",344657,"0"
"4294","wa","1",32,"0","Non-Partisan","","Independent",132000,"Residential",497221,"0"
"4295","ia","1",56,"1","Democratic","","Democratic",29000,"Apartment",164706,"0"
"4296","ga","1",44,"0","Democratic","Likely African-American","Democratic",79505,"Residential",194303,"0"
"4297","ri","0",74,"0","Non-Partisan","Hispanic and Portuguese","Democratic & Independent",30277,"Residential",299547,"0"
"4298","ca","1",35,"1","Non-Partisan","Hispanic and Portuguese","Democratic & Republican & Independent",48000,"Residential",309090,"0"
"4299","co","0",50,"1","Democratic","Hispanic and Portuguese","Democratic & Independent",98000,"Residential",564674,"0"
"4300","sc","1",47,"1","Democratic","Likely African-American","Democratic",55640,"Residential",245043,"1"
"4301","ca","0",34,"0","Republican","European","Republican",59000,"Apartment",598564,"0"
"4302","ga","1",46,"1","Republican","European","Republican",33000,"Residential",221202,"0"
"4303","ia","1",83,"0","Republican","European","Republican",21000,"Residential",342974,"1"
"4304","ca","1",53,"1","Democratic","European","Democratic",139000,"Residential",263499,"0"
"4305","co","1",34,"0","Democratic","","Democratic",78035,"Apartment",361537,"0"
"4306","al","1",68,"0","Republican","European","Democratic & Republican",68142,"Residential",116386,"0"
"4307","sc","1",45,"0","Non-Partisan","Hispanic and Portuguese","Independent",150871,"Apartment",687711,"0"
"4308","ca","1",40,"1","Democratic","","Democratic & Independent",63570,"Apartment",307964,"0"
"4309","fl","1",25,"0","Democratic","Likely African-American","Democratic",67240,"Unknown",121808,"0"
"4310","id","1",23,"1","Libertarian","Hispanic and Portuguese","Democratic & Independent",63449,"Residential",158506,"0"
"4311","az","1",58,"0","Non-Partisan","","Independent",246000,"Residential",2090772,"0"
"4312","ny","0",23,"0","Democratic","Hispanic and Portuguese","Democratic",47749,"Triplex",216511,"0"
"4313","oh","0",29,"1","Non-Partisan","European","Democratic & Independent",88000,"Unknown",137500,"1"
"4314","va","0",56,"0","Republican","European","Republican",137397,"Residential",140216,"0"
"4315","ny","1",32,"0","Non-Partisan","Hispanic and Portuguese","Democratic & Independent",70630,"Duplex",200551,"0"
