"","state","voted","calculated_age","Voters_Gender","Parties_Description","EthnicGroups_EthnicGroup1Desc","Residence_HHParties_Description","CommercialData_EstimatedIncomeAmount","CommercialData_PropertyType","CommercialData_EstHomeValue","nonpartisan_donation"
"3710","in","1",20,"1","Non-Partisan","European","Republican & Independent",90624,"Unknown",69582,"0"
"3711","fl","1",39,"1","Non-Partisan","Hispanic and Portuguese","Independent",32000,"Residential",214285,"0"
"3712","in","1",63,"0","Democratic","","Democratic",17000,"Unknown",81999,"0"
"3713","az","1",38,"1","Democratic","European","Democratic",NA,"Apartment",NA,"0"
"3714","vt","1",50,"0","Republican","European","Democratic & Republican & Independent",154053,"Residential",351018,"0"
"3715","fl","0",45,"0","Non-Partisan","Hispanic and Portuguese","Independent",73124,"Apartment",182385,"0"
"3716","ut","1",76,"0","Republican","European","Republican",141000,"Residential",287500,"1"
"3717","ut","1",20,"0","Non-Partisan","European","Republican & Independent",135000,"Residential",438832,"0"
"3718","fl","0",51,"1","Democratic","Hispanic and Portuguese","Democratic",32499,"Residential",118769,"0"
"3719","sc","1",39,"0","Democratic","Likely African-American","Democratic",33000,"Apartment",53616,"0"
"3720","fl","1",62,"0","Republican","Hispanic and Portuguese","Republican",66562,"Apartment",358399,"0"
"3721","oh","0",52,"1","Non-Partisan","European","Independent",26000,"Apartment",130283,"0"
"3722","oh","1",53,"0","Non-Partisan","European","Republican & Independent",185000,"Residential",401670,"0"
"3723","oh","1",57,"1","Democratic","European","Democratic",113000,"Residential",237500,"1"
"3724","pa","0",66,"0","Democratic","","Democratic",68158,"Apartment",127001,"1"
"3725","tx","1",48,"1","Republican","European","Republican",63481,"Apartment",325000,"0"
"3726","nc","1",46,"0","Republican","European","Republican",NA,"Apartment",NA,"0"
"3727","va","1",55,"0","Democratic","Hispanic and Portuguese","Democratic",95651,"Residential",139435,"0"
"3728","fl","1",26,"0","Democratic","Hispanic and Portuguese","Democratic & Independent",79000,"Unknown",204402,"0"
"3729","ca","0",24,"1","Other","Likely African-American","Democratic & Independent",27000,"Apartment",722972,"0"
"3730","in","1",61,"1","Republican","Hispanic and Portuguese","Republican",75000,"Residential",115483,"0"
"3731","mo","1",51,"1","Republican","European","Republican",68000,"Residential",112500,"1"
"3732","ny","1",80,"1","Democratic","Likely African-American","Democratic",60582,"Apartment",225552,"0"
"3733","ny","0",18,"1","Non-Partisan","European","Independent",119999,"Apartment",285087,"0"
"3734","co","1",73,"1","Non-Partisan","East and South Asian","Republican & Independent",250000,"Residential",1073460,"0"
"3735","nc","1",30,"0","Non-Partisan","Hispanic and Portuguese","Democratic & Independent",195282,"Unknown",536755,"0"
"3736","ct","1",50,"0","Republican","European","Republican & Independent",75000,"Residential",212500,"0"
"3737","mn","1",58,"1","Republican","East and South Asian","Republican",220000,"Residential",462375,"1"
"3738","nc","1",30,"1","Democratic","Likely African-American","Democratic",111000,"Residential",297868,"0"
"3739","tx","1",60,"1","Democratic","Hispanic and Portuguese","Democratic",27000,"Residential",54269,"1"
"3740","ny","1",34,"0","Non-Partisan","European","Independent",35249,"Apartment",297552,"0"
"3741","mo","1",53,"1","Democratic","Likely African-American","Democratic",45937,"Residential",212499,"0"
"3742","mo","0",68,"0","Republican","European","Republican",58000,"Residential",173133,"1"
"3743","in","1",81,"1","Democratic","European","Democratic",13000,"Residential",68749,"1"
"3744","ma","1",35,"0","Non-Partisan","European","Independent",50624,"Residential",375000,"0"
"3745","ca","1",27,"0","Democratic","Hispanic and Portuguese","Democratic",221483,"Residential",915202,"0"
"3746","ca","1",30,"1","Democratic","European","Democratic",143000,"Apartment",2002284,"0"
"3747","co","1",28,"0","Republican","European","Republican & Independent",78622,"Residential",308843,"0"
"3748","va","1",26,"1","Non-Partisan","European","Independent",83000,"Residential",187500,"0"
"3749","pa","1",68,"1","Democratic","","Democratic",81617,"Unknown",146588,"0"
"3750","ky","1",48,"0","Republican","European","Republican",42000,"Residential",159637,"0"
"3751","il","1",65,"0","Republican","European","Republican",46199,"Unknown",144607,"0"
"3752","tx","1",31,"1","Republican","European","Republican",250000,"Apartment",213222,"0"
"3753","mt","1",33,"1","Democratic","","Democratic",72000,"Unknown",423419,"0"
"3754","ca","1",36,"0","Republican","European","Democratic & Republican",188000,"Residential",805165,"0"
"3755","hi","0",NA,"0","Non-Partisan","East and South Asian","Independent",179443,"Apartment",1539000,"0"
"3756","nc","1",61,"1","Non-Partisan","","Independent",100000,"Apartment",277499,"0"
"3757","tn","1",74,"0","Republican","Likely African-American","Republican",91000,"Apartment",186859,"0"
"3758","ny","0",43,"0","Democratic","Likely African-American","Democratic & Independent",129721,"Apartment",516821,"0"
"3759","ny","1",51,"1","Democratic","European","Democratic & Independent",210000,"Apartment",624999,"0"
"3760","va","0",39,"1","Non-Partisan","European","Independent",93000,"Residential",104734,"0"
"3761","mi","1",31,"0","Democratic","Likely African-American","Democratic",71345,"Apartment",170576,"0"
"3762","mi","0",27,"1","Non-Partisan","Hispanic and Portuguese","Independent",74000,"Residential",44980,"0"
"3763","sc","1",67,"1","Republican","European","Republican",60637,"Residential",281096,"0"
"3764","il","1",60,"0","Democratic","European","Democratic",45000,"Residential",316129,"0"
"3765","wa","1",75,"1","Republican","European","Republican",250000,"Residential",2077444,"0"
"3766","va","0",28,"0","Non-Partisan","","Independent",250000,"Residential",829999,"0"
"3767","ny","1",80,"0","Working Family Party","European","Democratic & Independent",42053,"Apartment",1227886,"0"
"3768","wa","1",53,"1","Republican","Hispanic and Portuguese","Democratic & Republican",103000,"Unknown",683166,"0"
"3769","nc","0",36,"1","Democratic","Likely African-American","Democratic",28404,"Unknown",62500,"0"
"3770","fl","1",44,"1","Republican","European","Republican",170000,"Residential",476677,"0"
"3771","pa","1",43,"0","Republican","Hispanic and Portuguese","Republican",13000,"Residential",53888,"1"
"3772","fl","0",55,"1","Democratic","European","Democratic & Independent",131000,"Condominium",560556,"0"
"3773","wa","1",44,"0","Republican","European","Republican",83000,"Mobil Home",286447,"1"
"3774","mo","1",70,"0","Non-Partisan","European","Independent",70687,"Unknown",359982,"0"
"3775","ca","1",52,"0","Democratic","","Democratic",146403,"Residential",212056,"1"
"3776","tx","1",49,"0","Republican","East and South Asian","Republican",129000,"Apartment",814709,"0"
"3777","ca","0",37,"0","Democratic","European","Democratic & Independent",241000,"Residential",2546941,"0"
"3778","ca","1",40,"1","Republican","European","Republican",114000,"Apartment",943190,"0"
"3779","in","1",22,"1","Non-Partisan","European","Democratic & Independent",250000,"Unknown",475000,"0"
"3780","ar","1",39,"1","Democratic","Likely African-American","Democratic",69867,"Residential",223047,"0"
"3781","mi","1",81,"0","Democratic","European","Democratic",42940,"Apartment",118749,"1"
"3782","in","1",58,"0","Republican","European","Republican",91000,"Apartment",306249,"0"
"3783","nh","0",NA,"1","Non-Partisan","European","Independent",29000,"Apartment",91666,"0"
"3784","tx","0",38,"0","Non-Partisan","Other","Independent",83397,"Apartment",172367,"0"
"3785","ca","1",32,"0","Non-Partisan","European","Independent",59374,"Apartment",478855,"0"
"3786","co","1",60,"0","Democratic","European","Democratic",64000,"Apartment",195312,"0"
"3787","il","1",52,"1","Democratic","Hispanic and Portuguese","Democratic & Independent",77361,"Residential",162500,"0"
"3788","wa","1",61,"1","Republican","European","Republican",38658,"Residential",195832,"1"
"3789","va","0",26,"1","Democratic","Likely African-American","Democratic",49000,"Apartment",382691,"0"
"3790","mn","1",35,"0","Republican","European","Democratic & Republican",70000,"Residential",137500,"1"
"3791","ct","1",93,"0","Republican","European","Republican & Independent",250000,"Residential",754205,"1"
"3792","ms","1",NA,"0","Democratic","European","Democratic & Republican",53000,"Residential",72848,"0"
"3793","ga","1",57,"1","Democratic","European","Democratic",68905,"Apartment",181500,"0"
"3794","tn","1",57,"0","Democratic","European","Democratic",118084,"Residential",355781,"0"
"3795","fl","1",30,"1","Non-Partisan","Likely African-American","Democratic & Independent",30000,"Apartment",209228,"0"
"3796","tx","0",34,"0","Republican","European","Republican",92547,"Residential",242626,"0"
"3797","oh","1",65,"1","Democratic","European","Democratic",19000,"Residential",62118,"0"
"3798","md","1",41,"0","Republican","European","Republican",124000,"Residential",380171,"1"
"3799","va","1",52,"0","Democratic","Hispanic and Portuguese","Democratic & Republican",136000,"Residential",193936,"1"
"3800","ca","1",37,"1","Democratic","European","Democratic",250000,"Residential",2543142,"0"
"3801","ky","1",50,"1","Republican","European","Republican",24000,"Residential",151391,"0"
"3802","nj","1",49,"1","Democratic","European","Democratic",107970,"Unknown",194934,"0"
"3803","ny","0",62,"1","Non-Partisan","Hispanic and Portuguese","Independent",27000,"Apartment",214086,"0"
"3804","tn","1",48,"0","Republican","European","Republican & Independent",95000,"Residential",220237,"0"
"3805","vt","0",70,"0","Non-Partisan","European","Independent",31562,"Residential",190160,"0"
"3806","pa","1",68,"0","Democratic","European","Democratic",59332,"Apartment",146161,"0"
"3807","ny","1",74,"0","Republican","European","Republican",108000,"Apartment",325000,"1"
"3808","mi","1",52,"0","Democratic","East and South Asian","Democratic",108000,"Residential",394061,"0"
"3809","ct","1",89,"0","Republican","European","Democratic & Republican",106000,"Residential",581258,"1"
"3810","ga","1",62,"1","Republican","European","Republican & Independent",109106,"Unknown",139030,"0"
"3811","tx","0",24,"1","Non-Partisan","European","Independent",43803,"Residential",200464,"0"
"3812","ks","1",38,"0","Libertarian","European","Democratic & Republican & Independent",117000,"Residential",132104,"0"
"3813","oh","1",31,"0","Non-Partisan","European","Republican & Independent",61000,"Residential",112500,"0"
"3814","mn","1",58,"1","Republican","Other","Republican",62897,"Residential",212023,"0"
"3815","sc","1",60,"1","Republican","European","Republican",250000,"Residential",638613,"1"
"3816","wa","1",36,"0","Non-Partisan","European","Independent",117499,"Apartment",448300,"0"
"3817","ny","1",28,"1","Non-Partisan","European","Independent",NA,"Apartment",NA,"0"
"3818","ny","1",37,"0","Non-Partisan","European","Democratic & Independent",56000,"Apartment",199059,"0"
"3819","ga","1",19,"1","Republican","European","Republican",60952,"Residential",126941,"0"
"3820","mi","0",41,"1","Republican","European","Republican",29670,"Residential",54617,"0"
"3821","mn","1",54,"1","Non-Partisan","European","Independent",48946,"Residential",243478,"0"
"3822","ga","1",30,"0","Republican","European","Democratic & Republican & Independent",164540,"Residential",1281031,"0"
"3823","tx","0",42,"1","Non-Partisan","European","Independent",11000,"Apartment",311211,"0"
"3824","tx","1",19,"0","Non-Partisan","Hispanic and Portuguese","Independent",103504,"Residential",215822,"0"
"3825","ia","1",72,"0","Democratic","Other","Democratic",49000,"Apartment",101150,"0"
"3826","ny","0",70,"0","Democratic","European","Democratic & Republican & Independent",211000,"Residential",239089,"0"
"3827","oh","1",49,"1","Democratic","European","Democratic",91000,"Residential",372101,"0"
"3828","wa","1",57,"0","Democratic","European","Democratic",57000,"Mobil Home",136079,"0"
"3829","mi","1",71,"1","Democratic","European","Democratic",62999,"Unknown",208192,"0"
"3830","tx","1",55,"1","Democratic","Hispanic and Portuguese","Democratic & Republican",13000,"Residential",136412,"0"
"3831","pa","1",73,"0","Republican","European","Democratic & Republican",55000,"Residential",189585,"1"
"3832","fl","1",63,"1","Republican","Other","Democratic & Republican",80000,"Residential",325000,"0"
"3833","oh","1",43,"0","Non-Partisan","European","Independent",24000,"Apartment",137500,"0"
"3834","ca","1",25,"1","Democratic","East and South Asian","Democratic",141000,"Apartment",643480,"0"
"3835","tn","0",55,"1","Democratic","Likely African-American","Democratic",80133,"Residential",171999,"0"
"3836","in","1",22,"1","Democratic","Likely African-American","Democratic",66000,"Residential",88999,"0"
"3837","nc","0",23,"1","Non-Partisan","European","Republican & Independent",250000,"Residential",595534,"0"
"3838","tx","0",63,"1","Democratic","Hispanic and Portuguese","Democratic",31000,"Residential",136412,"0"
"3839","ma","1",46,"1","Non-Partisan","European","Independent",135000,"Unknown",325000,"0"
"3840","oh","1",50,"0","Non-Partisan","European","Republican & Independent",69835,"Residential",265556,"1"
"3841","ny","0",45,"0","Republican","European","Republican & Independent",146000,"Condominium",375000,"0"
"3842","wi","1",NA,"1","Republican","European","Republican",62155,"Unknown",237416,"0"
"3843","az","1",78,"1","Non-Partisan","Hispanic and Portuguese","Independent",55000,"Apartment",406840,"0"
"3844","az","1",65,"0","Republican","European","Republican",167000,"Residential",340506,"0"
"3845","ut","1",71,"0","Non-Partisan","European","Republican & Independent",174000,"Unknown",1396589,"0"
"3846","mi","0",38,"0","Democratic","European","Democratic",23000,"Unknown",160095,"0"
"3847","ga","1",39,"1","Democratic","European","Democratic & Republican & Independent",137000,"Residential",88202,"0"
"3848","ca","1",46,"1","Democratic","Hispanic and Portuguese","Democratic",62768,"Apartment",955387,"0"
"3849","ma","1",37,"1","Non-Partisan","European","Independent",104729,"Residential",183648,"0"
"3850","sc","1",80,"0","Republican","European","Republican",58060,"Residential",308749,"0"
"3851","fl","0",45,"1","Republican","European","Republican",58000,"Apartment",144607,"0"
"3852","fl","1",64,"1","Democratic","European","Democratic",250000,"Residential",875000,"1"
"3853","fl","1",55,"0","Democratic","European","Democratic",250000,"Residential",194556,"0"
"3854","in","0",71,"1","Non-Partisan","Likely African-American","Independent",34000,"Unknown",130113,"0"
"3855","tn","1",52,"0","Democratic","Likely African-American","Democratic",7000,"Unknown",92431,"0"
"3856","ny","0",51,"1","Democratic","Hispanic and Portuguese","Democratic",79765,"Apartment",222819,"0"
"3857","ca","1",74,"1","Democratic","Hispanic and Portuguese","Democratic",114000,"Residential",876059,"0"
"3858","wv","1",28,"1","Republican","European","Democratic & Republican & Independent",179000,"Residential",243233,"0"
"3859","md","1",47,"1","Democratic","Hispanic and Portuguese","Democratic & Independent",163000,"Apartment",230978,"0"
"3860","pa","0",44,"1","Democratic","Likely African-American","Democratic",6000,"Apartment",37500,"0"
"3861","ga","0",NA,"0","Non-Partisan","European","Democratic & Independent",65920,"Residential",139030,"0"
"3862","wy","1",76,"1","Democratic","Other","Democratic",118000,"Residential",378069,"0"
"3863","ny","1",79,"1","Democratic","Hispanic and Portuguese","Democratic",73000,"Apartment",184210,"1"
"3864","tx","0",37,"0","Republican","European","Republican",94000,"Apartment",287500,"0"
"3865","ca","1",68,"1","Democratic","European","Democratic",250000,"Residential",2879140,"0"
"3866","tx","1",75,"1","Democratic","Other","Democratic & Independent",250000,"Residential",1014900,"1"
"3867","ga","1",39,"0","Democratic","European","Democratic & Republican",48151,"Apartment",97782,"0"
"3868","al","0",35,"0","Democratic","Likely African-American","Democratic",12000,"Residential",69473,"0"
"3869","mi","0",22,"0","Democratic","European","Democratic",NA,"Apartment",NA,"0"
"3870","sc","0",67,"0","Democratic","European","Democratic",63749,"Residential",370312,"0"
"3871","nc","1",67,"1","Republican","European","Republican",117000,"Residential",586358,"1"
"3872","ky","1",47,"1","Republican","European","Republican",146000,"Apartment",111019,"0"
"3873","ks","1",49,"0","Democratic","European","Democratic",56249,"Residential",62500,"0"
"3874","mi","1",73,"0","Republican","","Republican",76617,"Residential",275139,"0"
"3875","pa","0",28,"1","Republican","European","Republican",107755,"Residential",250861,"0"
"3876","ny","0",65,"0","Democratic","European","Democratic",87000,"Apartment",308193,"0"
"3877","in","1",47,"0","Democratic","European","Democratic",130000,"Apartment",206314,"0"
"3878","az","1",92,"1","Republican","European","Republican & Independent",96958,"Residential",443092,"0"
"3879","ny","1",62,"1","Republican","European","Republican",71753,"Residential",375000,"1"
"3880","mi","0",61,"0","Non-Partisan","European","Independent",31000,"Unknown",88958,"0"
"3881","nc","1",26,"0","Republican","European","Republican & Independent",57788,"Apartment",423227,"0"
"3882","mo","0",72,"0","Republican","European","Republican",120000,"Duplex",314968,"0"
"3883","mi","1",41,"1","Democratic","European","Democratic & Independent",250000,"Residential",452764,"0"
"3884","ny","0",33,"1","Democratic","European","Democratic",84742,"Residential",174431,"0"
"3885","ca","0",22,"1","Non-Partisan","European","Independent",62000,"Unknown",174278,"0"
"3886","nj","1",30,"0","Non-Partisan","Other","Republican & Independent",123000,"Apartment",348437,"0"
"3887","pa","1",77,"1","Republican","European","Republican",93363,"Apartment",251880,"0"
"3888","fl","1",73,"1","Republican","European","Republican",145000,"Residential",450882,"1"
"3889","ct","1",61,"1","Non-Partisan","European","Independent",27307,"Apartment",54324,"0"
"3890","md","0",42,"1","Democratic","Likely African-American","Democratic",120000,"Apartment",234896,"0"
"3891","dc","0",NA,"1","Non-Partisan","Likely African-American","Independent",21000,"Apartment",387499,"0"
"3892","wi","0",NA,"0","Non-Partisan","","Independent",124000,"Apartment",215624,"0"
"3893","il","1",41,"1","Non-Partisan","","Democratic & Independent",147000,"Residential",563366,"1"
"3894","pa","1",71,"0","Republican","European","Republican",132000,"Residential",171661,"0"
"3895","hi","1",25,"0","Non-Partisan","Other","Independent",250000,"Residential",1362023,"0"
"3896","ny","1",80,"0","Non-Partisan","European","Independent",17000,"Triplex",171064,"1"
"3897","ct","1",73,"1","Democratic","European","Democratic",126615,"Residential",179245,"1"
"3898","md","1",75,"1","Democratic","","Democratic",98519,"Residential",95581,"0"
"3899","mo","1",62,"0","Republican","European","Republican",250000,"Residential",743949,"1"
"3900","ny","1",76,"0","Democratic","European","Democratic",NA,"Apartment",NA,"0"
"3901","ca","1",34,"0","Democratic","European","Democratic",64158,"Apartment",510525,"0"
"3902","va","1",83,"0","Republican","European","Republican",79000,"Residential",331441,"1"
"3903","ri","1",69,"1","Republican","European","Republican",81839,"Unknown",203803,"1"
"3904","nc","1",40,"1","Republican","European","Republican & Independent",138000,"Unknown",300780,"0"
"3905","nj","1",34,"1","Democratic","Likely African-American","Democratic",42000,"Residential",300473,"0"
"3906","nv","1",70,"1","Republican","East and South Asian","Republican",16000,"Residential",290580,"0"
"3907","ut","0",40,"0","Non-Partisan","European","Independent",110000,"Apartment",217298,"0"
"3908","pa","1",50,"1","Republican","European","Republican",36000,"Residential",212500,"0"
"3909","la","1",69,"1","Republican","European","Democratic & Republican",54642,"Residential",142208,"1"
"3910","fl","1",57,"1","Democratic","Hispanic and Portuguese","Democratic",185000,"Residential",750673,"0"
"3911","il","1",55,"0","Non-Partisan","Likely African-American","Independent",61000,"Apartment",87500,"0"
"3912","wi","1",NA,"0","Democratic","European","Democratic",33000,"Apartment",277416,"0"
"3913","il","0",57,"0","Non-Partisan","East and South Asian","Independent",87000,"Duplex",212500,"0"
"3914","ga","1",48,"1","Democratic","European","Democratic",32000,"Residential",112500,"0"
"3915","pa","1",64,"0","Non-Partisan","Hispanic and Portuguese","Independent",74000,"Residential",111479,"0"
"3916","ut","1",28,"1","Non-Partisan","European","Republican & Independent",157000,"Apartment",682055,"0"
"3917","ny","1",31,"1","Democratic","Likely African-American","Democratic & Independent",34000,"Apartment",203496,"0"
"3918","fl","1",79,"1","Republican","European","Democratic & Republican",53332,"Residential",375000,"1"
"3919","tx","0",27,"0","Democratic","Hispanic and Portuguese","Democratic & Republican",129000,"Apartment",127524,"0"
"3920","oh","1",51,"1","Non-Partisan","","Independent",145000,"Residential",167707,"1"
"3921","mi","0",52,"0","Non-Partisan","Other","Independent",34749,"Apartment",142246,"0"
"3922","or","1",66,"1","Republican","European","Democratic & Republican",57194,"Residential",299000,"0"
"3923","ca","1",76,"0","Republican","","Republican",141000,"Residential",1028454,"1"
"3924","tx","1",48,"1","Democratic","Hispanic and Portuguese","Democratic",62000,"Apartment",160925,"0"
"3925","mo","0",61,"0","Republican","European","Republican",107431,"Residential",249355,"1"
"3926","tx","1",39,"0","Democratic","East and South Asian","Democratic",112018,"Residential",427763,"0"
"3927","me","1",87,"1","Republican","European","Democratic & Republican",49000,"Residential",212059,"1"
"3928","pa","1",43,"0","Republican","European","Republican",250000,"Residential",549227,"0"
"3929","mi","1",80,"1","Democratic","European","Democratic",120000,"Residential",164843,"0"
"3930","ca","0",30,"1","Democratic","Other","Democratic",66310,"Apartment",496398,"0"
"3931","nh","0",78,"0","Democratic","European","Democratic",87851,"Residential",283259,"1"
"3932","il","1",39,"0","Republican","European","Republican",134000,"Apartment",325213,"0"
"3933","mo","0",52,"0","Democratic","European","Democratic & Republican",81706,"Residential",128732,"0"
"3934","ca","1",50,"1","Democratic","Hispanic and Portuguese","Democratic",81874,"Apartment",412499,"0"
"3935","tx","1",65,"1","Democratic","Likely African-American","Democratic",104966,"Residential",168617,"0"
"3936","ny","0",35,"0","Non-Partisan","Hispanic and Portuguese","Independent",62000,"Apartment",239847,"0"
"3937","ca","1",52,"1","Republican","European","Republican",161000,"Residential",667363,"0"
"3938","tx","1",22,"0","Democratic","European","Democratic & Independent",45095,"Residential",80080,"0"
"3939","ga","1",63,"0","Republican","European","Republican",46000,"Residential",658834,"1"
"3940","nj","0",32,"0","Non-Partisan","","Independent",102499,"Apartment",207488,"0"
"3941","tn","1",27,"0","Democratic","European","Democratic",62884,"Residential",130624,"0"
"3942","ca","1",38,"1","Republican","European","Republican",157000,"Unknown",396150,"0"
"3943","mi","1",38,"1","Republican","European","Republican",162777,"Apartment",234896,"0"
"3944","ms","1",85,"0","Republican","European","Republican",94959,"Residential",137500,"1"
"3945","mn","0",61,"1","Republican","East and South Asian","Republican",56249,"Residential",336687,"1"
"3946","fl","0",67,"0","Republican","East and South Asian","Republican",111284,"Apartment",241545,"0"
"3947","or","0",58,"0","Democratic","European","Democratic",NA,"Unknown",476558,"0"
"3948","ar","1",65,"1","Republican","European","Republican",110670,"Residential",353073,"1"
"3949","az","1",72,"1","Democratic","European","Democratic",40937,"Apartment",221704,"0"
"3950","tn","1",46,"1","Non-Partisan","European","Independent",30832,"Residential",93656,"0"
"3951","az","1",75,"0","Republican","European","Republican",74000,"Residential",307427,"0"
"3952","tx","1",29,"0","Democratic","Hispanic and Portuguese","Democratic",18000,"Apartment",208441,"0"
"3953","nc","1",60,"0","Democratic","European","Democratic",32000,"Residential",130369,"0"
"3954","ok","0",56,"1","Non-Partisan","European","Independent",NA,"Unknown",NA,"0"
"3955","mo","1",30,"1","Republican","European","Republican",70000,"Residential",151372,"0"
"3956","az","1",24,"1","Republican","European","Republican & Independent",50624,"Residential",176653,"1"
"3957","ga","1",66,"0","Democratic","Hispanic and Portuguese","Democratic",63000,"Residential",166985,"0"
"3958","ny","0",56,"1","Non-Partisan","European","Independent",67195,"Apartment",204783,"0"
"3959","ok","1",40,"1","Non-Partisan","European","Republican & Independent",55287,"Unknown",89166,"0"
"3960","mi","1",55,"0","Non-Partisan","European","Independent",31978,"Residential",78477,"1"
"3961","ok","0",20,"1","Non-Partisan","European","Republican & Independent",85661,"Residential",239951,"0"
"3962","nj","1",31,"1","Non-Partisan","European","Independent",112000,"Condominium",137500,"0"
"3963","ms","1",27,"1","Republican","European","Republican",50040,"Unknown",126629,"0"
"3964","fl","1",60,"1","Democratic","","Democratic",90918,"Residential",317276,"0"
"3965","wa","0",63,"0","Non-Partisan","Hispanic and Portuguese","Independent",78464,"Apartment",501952,"0"
"3966","co","1",36,"0","Republican","European","Republican",114697,"Residential",789397,"0"
"3967","in","1",52,"1","Democratic","European","Democratic",28000,"Apartment",153374,"1"
"3968","il","0",36,"0","Non-Partisan","Likely African-American","Independent",33000,"Apartment",81371,"0"
"3969","tx","1",51,"0","Republican","European","Republican",58593,"Residential",112802,"0"
"3970","ct","1",22,"0","Non-Partisan","European","Independent",197000,"Residential",874541,"0"
"3971","nh","1",69,"1","Democratic","European","Democratic",96000,"Condominium",246428,"0"
"3972","va","1",56,"1","Democratic","European","Democratic",250000,"Residential",1004761,"0"
"3973","mi","1",63,"1","Republican","European","Republican",71000,"Residential",198749,"0"
"3974","wv","0",50,"1","Democratic","European","Democratic",60000,"Residential",137500,"0"
"3975","co","0",18,"0","Non-Partisan","European","Independent",196000,"Apartment",625000,"0"
"3976","mo","0",37,"0","Republican","European","Republican",92009,"Residential",180848,"0"
"3977","tx","1",72,"1","Democratic","European","Democratic & Republican",58000,"Residential",184084,"0"
"3978","ca","1",58,"1","Democratic","European","Democratic",70000,"Duplex",576787,"0"
"3979","fl","0",38,"1","Non-Partisan","European","Republican & Independent",140067,"Residential",611300,"0"
"3980","de","0",36,"0","Non-Partisan","European","Democratic & Independent",91000,"Unknown",71863,"0"
"3981","me","1",38,"0","Democratic","European","Democratic",36000,"Apartment",120473,"0"
"3982","tx","1",28,"0","Democratic","European","Democratic",153000,"Residential",287500,"0"
"3983","tx","0",35,"0","Non-Partisan","European","Independent",30000,"Apartment",237759,"0"
"3984","pa","1",42,"0","Republican","European","Democratic & Republican",62000,"Residential",204783,"0"
"3985","sd","0",59,"1","Democratic","European","Democratic",NA,"Apartment",NA,"0"
"3986","ca","1",81,"1","Republican","European","Republican",63481,"Condominium",625000,"1"
"3987","tx","0",22,"1","Democratic","Hispanic and Portuguese","Democratic & Independent",37000,"Residential",125710,"0"
"3988","in","1",58,"0","Republican","European","Republican",60000,"Residential",336723,"0"
"3989","wi","0",NA,"1","Non-Partisan","European","Independent",71025,"Residential",87500,"0"
"3990","fl","1",66,"0","Republican","European","Republican",107385,"Residential",741022,"0"
"3991","vt","1",46,"0","Non-Partisan","European","Independent",52104,"Residential",80999,"0"
"3992","dc","0",20,"0","Democratic","Likely African-American","Democratic",49000,"Apartment",145624,"0"
"3993","ca","1",52,"0","Republican","Other","Republican",72000,"Unknown",303845,"0"
"3994","al","0",56,"1","Democratic","Likely African-American","Democratic",6000,"Residential",154996,"1"
"3995","al","1",68,"0","Republican","European","Republican",53000,"Residential",490677,"1"
"3996","fl","1",38,"0","Republican","European","Democratic & Republican",73000,"Residential",297499,"0"
"3997","ny","1",76,"1","Non-Partisan","Other","Independent",95499,"Triplex",474681,"0"
"3998","mi","1",36,"0","Non-Partisan","European","Independent",110000,"Unknown",473087,"0"
"3999","il","1",35,"1","Democratic","Hispanic and Portuguese","Democratic",61000,"Apartment",260383,"0"
"4000","nc","1",66,"1","Non-Partisan","European","Independent",134000,"Unknown",261899,"1"
"4001","la","1",73,"1","Republican","European","Republican",36000,"Residential",206904,"0"
"4002","il","0",64,"0","Democratic","European","Democratic & Independent",41000,"Residential",181249,"0"
"4003","fl","0",39,"0","Republican","","Democratic & Republican",93000,"Residential",315779,"0"
"4004","ga","0",45,"0","Non-Partisan","European","Independent",38000,"Residential",116919,"0"
"4005","fl","1",60,"1","Non-Partisan","European","Independent",46000,"Residential",133901,"0"
"4006","hi","0",NA,"0","Democratic","Hispanic and Portuguese","Democratic",46000,"Apartment",297499,"0"
"4007","id","1",23,"0","Republican","European","Republican",250000,"Unknown",274774,"0"
"4008","ga","0",84,"0","Democratic","European","Democratic",139000,"Residential",254589,"0"
"4009","wa","1",78,"1","Republican","European","Republican",41000,"Apartment",291821,"0"
"4010","fl","1",76,"0","Republican","European","Republican",74000,"Residential",204324,"0"
"4011","mn","1",39,"1","Republican","European","Republican",47000,"Apartment",119567,"0"
"4012","sc","0",51,"1","Republican","","Republican",96349,"Residential",181617,"0"
"4013","ny","1",38,"1","Republican","European","Republican",47000,"Apartment",259782,"0"
"4014","az","0",43,"0","Democratic","European","Democratic & Republican",166000,"Residential",319907,"0"
"4015","ca","1",37,"1","Democratic","East and South Asian","Democratic",97649,"Unknown",418182,"0"
"4016","ca","1",70,"0","Republican","Other","Republican",91000,"Residential",629388,"0"
"4017","co","0",26,"1","Non-Partisan","European","Democratic & Independent",71475,"Residential",353749,"0"
"4018","md","1",45,"1","Republican","European","Republican",250000,"Residential",874702,"0"
"4019","ks","1",49,"1","Non-Partisan","European","Independent",56000,"Residential",88096,"0"
"4020","ga","1",61,"0","Democratic","European","Democratic & Independent",47000,"Unknown",98697,"0"
"4021","oh","0",22,"1","Non-Partisan","","Independent",62726,"Residential",170269,"0"
"4022","ma","0",37,"0","Democratic","","Democratic & Independent",97499,"Residential",288888,"0"
"4023","nj","1",32,"1","Non-Partisan","European","Independent",51606,"Apartment",246666,"0"
