"","state","voted","calculated_age","Voters_Gender","Parties_Description","EthnicGroups_EthnicGroup1Desc","Residence_HHParties_Description","CommercialData_EstimatedIncomeAmount","CommercialData_PropertyType","CommercialData_EstHomeValue","nonpartisan_donation"
"4641","tx","1",25,"0","Republican","","Republican",250000,"Residential",558001,"1"
"4642","ct","1",41,"0","Democratic","European","Democratic",123000,"Duplex",487665,"0"
"4643","va","0",39,"0","Democratic","European","Democratic",10000,"Apartment",153921,"0"
"4644","nc","1",78,"0","Non-Partisan","European","Independent",125486,"Residential",270882,"1"
"4645","sc","1",75,"0","Non-Partisan","European","Independent",189000,"Residential",568199,"0"
"4646","de","1",65,"1","Republican","Other","Republican & Independent",97000,"Residential",451476,"0"
"4647","ak","1",29,"1","Unknown","European","Republican & Independent",131000,"Residential",308888,"0"
"4648","mi","1",58,"1","Democratic","","Democratic",90000,"Residential",99285,"0"
"4649","ut","1",26,"0","Democratic","European","Democratic",41000,"Residential",171093,"0"
"4650","wi","1",69,"0","Democratic","","Democratic",116000,"Residential",209398,"0"
"4651","ny","1",38,"0","Republican","Hispanic and Portuguese","Democratic & Republican",62000,"Residential",243734,"0"
"4652","fl","0",68,"1","Republican","European","Republican",59000,"Residential",98332,"0"
"4653","ri","0",57,"1","Non-Partisan","East and South Asian","Democratic & Republican & Independent",113319,"Residential",311376,"1"
"4654","pa","1",33,"1","Republican","European","Democratic & Republican & Independent",166000,"Residential",394816,"0"
"4655","nm","1",26,"1","Democratic","Other","Democratic",93000,"Residential",136497,"0"
"4656","fl","0",41,"1","Democratic","European","Democratic",15000,"Residential",173929,"0"
"4657","oh","1",50,"1","Non-Partisan","European","Independent",81205,"Residential",152940,"0"
"4658","tx","0",33,"1","Democratic","Likely African-American","Democratic",62000,"Residential",151851,"0"
"4659","az","1",54,"0","Republican","","Republican & Independent",95000,"Apartment",260593,"0"
"4660","ca","1",33,"0","Non-Partisan","European","Independent",NA,"Apartment",NA,"0"
"4661","in","1",58,"0","Democratic","European","Democratic & Independent",99352,"Residential",118420,"0"
"4662","mi","1",33,"1","Non-Partisan","European","Independent",39000,"Residential",90996,"0"
"4663","ga","0",25,"0","Democratic","European","Democratic",250000,"Apartment",510852,"0"
"4664","ca","1",39,"0","Democratic","European","Democratic",80606,"Apartment",625000,"0"
"4665","nc","0",23,"1","Non-Partisan","Likely African-American","Independent",64000,"Apartment",84620,"0"
"4666","or","0",32,"0","Registered Independent","","Republican & Independent",91000,"Residential",670922,"0"
"4667","nj","1",65,"1","Democratic","Likely African-American","Democratic & Independent",11000,"Residential",194574,"0"
"4668","la","0",66,"0","Republican","European","Republican",NA,"Apartment",NA,"0"
"4669","ca","1",37,"0","Republican","European","Republican",74000,"Apartment",314981,"0"
"4670","mi","1",56,"0","Republican","European","Democratic & Republican",40454,"Residential",169566,"1"
"4671","va","1",78,"0","Republican","Likely African-American","Democratic & Republican",99000,"Residential",338214,"1"
"4672","al","0",40,"1","Republican","European","Democratic & Republican",120000,"Unknown",253318,"0"
"4673","mn","1",45,"0","Republican","European","Republican",143000,"Unknown",349999,"0"
"4674","va","0",18,"0","Republican","European","Republican",135681,"Residential",367472,"0"
"4675","vt","0",71,"0","Democratic","European","Democratic",79292,"Residential",474251,"0"
"4676","md","0",23,"1","Democratic","","Democratic",167000,"Residential",574660,"0"
"4677","id","1",18,"0","Non-Partisan","European","Republican & Independent",106000,"Residential",244262,"0"
"4678","mi","1",19,"1","Democratic","Hispanic and Portuguese","Democratic",42000,"Residential",138570,"0"
"4679","ga","0",23,"0","Democratic","Likely African-American","Democratic",111000,"Apartment",94705,"0"
"4680","tx","0",59,"0","Democratic","European","Democratic",23000,"Residential",133415,"0"
"4681","tx","1",53,"0","Democratic","Hispanic and Portuguese","Democratic",98320,"Apartment",146428,"0"
"4682","md","0",NA,"0","Other","","Independent",46135,"Apartment",310099,"0"
"4683","fl","1",22,"0","Non-Partisan","European","Democratic & Independent",31599,"Residential",202321,"0"
"4684","mi","0",55,"0","Democratic","European","Democratic",132000,"Residential",271621,"0"
"4685","ny","1",75,"1","Republican","Hispanic and Portuguese","Democratic & Republican",61551,"Apartment",580068,"0"
"4686","ny","1",37,"1","Non-Partisan","Other","Independent",65000,"Duplex",1232246,"0"
"4687","ga","0",34,"1","Non-Partisan","European","Republican & Independent",75175,"Apartment",88570,"0"
"4688","wi","1",NA,"1","Non-Partisan","Hispanic and Portuguese","Independent",56587,"Apartment",752403,"0"
"4689","ca","1",20,"1","Democratic","Hispanic and Portuguese","Democratic & Republican",129000,"Residential",457961,"0"
"4690","la","1",58,"1","Republican","European","Republican",77000,"Residential",87500,"0"
"4691","az","1",71,"0","Non-Partisan","European","Independent",44000,"Unknown",187500,"0"
"4692","ny","0",42,"0","Democratic","Hispanic and Portuguese","Democratic",56000,"Triplex",140119,"0"
"4693","mi","1",62,"1","Republican","European","Republican",13670,"Residential",138671,"1"
"4694","ca","1",28,"1","Democratic","Hispanic and Portuguese","Democratic",73000,"Duplex",439779,"0"
"4695","wi","0",NA,"0","Republican","European","Republican",65542,"Residential",568552,"0"
"4696","va","0",56,"1","Democratic","Likely African-American","Democratic",34000,"Apartment",241240,"0"
"4697","tx","1",23,"0","Democratic","European","Democratic",124000,"Residential",349999,"0"
"4698","al","1",82,"0","Republican","","Republican",166000,"Residential",192865,"1"
"4699","il","1",67,"0","Democratic","European","Democratic",139000,"Residential",311613,"0"
"4700","il","0",27,"1","Non-Partisan","","Independent",250000,"Unknown",164070,"0"
"4701","md","0",25,"1","Democratic","Other","Democratic",99000,"Residential",839383,"0"
"4702","ny","0",31,"1","Democratic","European","Democratic",140000,"Apartment",481411,"0"
"4703","id","1",21,"0","Republican","European","Republican",126666,"Residential",174247,"0"
"4704","ma","1",49,"0","Democratic","","Democratic & Independent",226666,"Residential",1000000,"0"
"4705","al","1",23,"1","Republican","European","Democratic & Republican",30000,"Residential",167543,"0"
"4706","nh","0",21,"0","Democratic","European","Democratic",54539,"Triplex",459954,"0"
"4707","ca","1",58,"0","Democratic","Likely African-American","Democratic & Independent",111622,"Residential",315739,"1"
"4708","co","0",24,"1","Non-Partisan","European","Independent",109000,"Residential",445597,"0"
"4709","ia","1",27,"1","Non-Partisan","European","Independent",49000,"Unknown",77092,"0"
"4710","fl","0",28,"0","Non-Partisan","Hispanic and Portuguese","Independent",99676,"Apartment",282258,"0"
"4711","ny","1",53,"1","Non-Partisan","Other","Independent",69218,"Apartment",397618,"1"
"4712","fl","1",30,"1","Democratic","Likely African-American","Democratic",174000,"Residential",374471,"0"
"4713","ca","1",34,"1","Democratic","European","Democratic",147000,"Residential",3685845,"0"
"4714","al","0",35,"1","Republican","European","Republican",9000,"Unknown",79545,"0"
"4715","tx","1",28,"0","Republican","Hispanic and Portuguese","Republican",13076,"Residential",136234,"0"
"4716","fl","0",38,"1","Non-Partisan","European","Independent",70000,"Apartment",148863,"0"
"4717","fl","1",45,"1","Democratic","Likely African-American","Democratic",29000,"Unknown",65951,"0"
"4718","mi","0",68,"0","Democratic","Likely African-American","Democratic",6000,"Unknown",27015,"0"
"4719","ks","1",68,"1","Republican","European","Republican",NA,"Apartment",NA,"0"
"4720","ct","1",53,"0","Republican","European","Republican & Independent",250000,"Residential",664806,"1"
"4721","fl","1",36,"1","Republican","European","Republican",109374,"Residential",250019,"0"
"4722","wi","1",NA,"1","Non-Partisan","European","Independent",79753,"Apartment",334176,"0"
"4723","wi","1",51,"1","Republican","European","Republican",113000,"Apartment",325000,"0"
"4724","tx","0",43,"0","Democratic","European","Democratic",59210,"Residential",149611,"0"
"4725","tx","0",60,"1","Democratic","Hispanic and Portuguese","Democratic",89000,"Residential",180461,"0"
"4726","la","0",37,"1","Non-Partisan","European","Independent",70000,"Unknown",162053,"0"
"4727","ut","1",67,"0","Republican","","Republican",86000,"Unknown",100462,"0"
"4728","tn","1",36,"1","Republican","European","Republican",73896,"Residential",114285,"0"
"4729","wa","1",30,"1","Republican","European","Democratic & Republican",92000,"Unknown",321781,"0"
"4730","or","1",28,"0","Non-Partisan","European","Independent",207000,"Residential",394999,"0"
"4731","ca","1",30,"0","Republican","Hispanic and Portuguese","Republican",143000,"Apartment",953696,"0"
"4732","va","1",72,"0","Democratic","Hispanic and Portuguese","Democratic",142076,"Residential",293743,"1"
"4733","or","1",48,"1","Democratic","","Democratic & Republican & Independent",118000,"Residential",772402,"0"
"4734","ga","1",27,"0","Democratic","European","Democratic",46249,"Unknown",192020,"0"
"4735","sd","0",68,"0","Republican","European","Democratic & Republican",56000,"Residential",123660,"1"
"4736","mn","1",64,"0","Republican","European","Republican",44938,"Residential",268666,"0"
"4737","nc","1",45,"0","Non-Partisan","Other","Independent",174000,"Unknown",279488,"0"
"4738","il","0",58,"0","Non-Partisan","European","Independent",145000,"Residential",235046,"0"
"4739","ca","1",67,"1","Democratic","East and South Asian","Democratic",95191,"Residential",344074,"1"
"4740","sc","1",60,"1","Democratic","East and South Asian","Democratic",99389,"Apartment",278628,"1"
"4741","wa","1",60,"0","Democratic","European","Democratic",153000,"Residential",747668,"0"
"4742","al","1",29,"1","Democratic","European","Democratic & Republican",103905,"Residential",74210,"0"
"4743","ca","1",20,"1","Democratic","Hispanic and Portuguese","Democratic & Independent",27000,"Residential",NA,"0"
"4744","ms","1",NA,"1","Non-Partisan","","Independent",122000,"Residential",137500,"0"
"4745","mo","0",23,"1","Democratic","European","Democratic",131000,"Apartment",425000,"0"
"4746","il","1",57,"1","Republican","European","Republican & Independent",73000,"Residential",117613,"1"
"4747","ny","1",55,"0","Democratic","","Democratic",48000,"Apartment",374999,"0"
"4748","in","1",63,"1","Democratic","Likely African-American","Democratic & Independent",74000,"Unknown",174179,"0"
"4749","tx","1",86,"1","Republican","European","Republican",47539,"Residential",198589,"1"
"4750","al","1",22,"0","Republican","European","Republican",54564,"Residential",76104,"0"
"4751","tx","1",57,"0","Democratic","Hispanic and Portuguese","Democratic",81730,"Residential",116301,"0"
"4752","mo","1",19,"0","Republican","","Republican",99059,"Residential",255992,"0"
"4753","or","0",53,"1","Non-Partisan","East and South Asian","Independent",NA,"Apartment",NA,"0"
"4754","in","1",18,"0","Non-Partisan","Hispanic and Portuguese","Democratic & Independent",63499,"Residential",173528,"0"
"4755","tx","1",81,"1","Democratic","East and South Asian","Democratic",131000,"Residential",232376,"0"
"4756","wi","1",46,"1","Republican","European","Republican",83180,"Residential",119023,"0"
"4757","al","1",18,"1","Republican","European","Republican",70155,"Residential",73157,"0"
"4758","mo","1",23,"0","Democratic","European","Democratic",42000,"Residential",190864,"0"
"4759","ca","1",56,"1","Republican","Hispanic and Portuguese","Republican",38000,"Duplex",237500,"0"
"4760","sc","1",56,"1","Democratic","Likely African-American","Democratic",28000,"Residential",126562,"0"
"4761","tx","1",64,"1","Democratic","European","Democratic & Republican",123000,"Residential",221767,"0"
"4762","ny","1",38,"0","Non-Partisan","Hispanic and Portuguese","Democratic & Independent",82888,"Apartment",190894,"0"
"4763","ar","1",73,"1","Non-Partisan","European","Independent",200000,"Residential",144135,"0"
"4764","mo","1",71,"0","Republican","European","Republican",70567,"Residential",87500,"1"
"4765","de","1",54,"0","Democratic","European","Democratic & Republican",68262,"Residential",624999,"1"
"4766","ny","0",34,"1","Non-Partisan","Hispanic and Portuguese","Independent",76041,"Apartment",501559,"0"
"4767","mi","1",49,"1","Republican","European","Republican",14000,"Unknown",82499,"0"
"4768","ga","1",70,"1","Democratic","Likely African-American","Democratic",137871,"Apartment",211545,"0"
"4769","tx","1",73,"0","Republican","European","Republican",54000,"Residential",317260,"0"
"4770","pa","1",25,"0","Non-Partisan","European","Democratic & Independent",113000,"Residential",189673,"0"
"4771","fl","1",35,"1","Democratic","European","Democratic",129822,"Apartment",134703,"0"
"4772","pa","1",58,"0","Democratic","European","Democratic & Republican",30612,"Unknown",253225,"0"
"4773","wa","1",35,"0","Republican","European","Republican",145696,"Residential",425000,"0"
"4774","mo","1",42,"0","Republican","European","Republican",140340,"Residential",336110,"0"
"4775","ky","1",60,"0","Democratic","European","Democratic & Republican",39000,"Residential",117664,"0"
"4776","ar","1",75,"1","Republican","European","Republican",126000,"Residential",142943,"1"
"4777","pa","1",66,"1","Unknown","European","Independent",49000,"Residential",391162,"1"
"4778","wa","1",86,"1","Democratic","East and South Asian","Democratic",151000,"Apartment",459219,"1"
"4779","fl","1",64,"0","Republican","","Republican",49166,"Residential",147499,"1"
"4780","ky","1",42,"0","Republican","European","Republican & Independent",112927,"Apartment",275186,"0"
"4781","nc","1",29,"1","Republican","European","Republican",8000,"Residential",134376,"0"
"4782","in","0",57,"0","Unknown","European","Independent",66000,"Apartment",181526,"0"
"4783","ca","1",51,"1","Republican","European","Republican",64013,"Residential",423622,"1"
"4784","ca","1",73,"1","Republican","European","Republican",47000,"Residential",588414,"0"
"4785","mi","1",60,"0","Non-Partisan","European","Independent",39000,"Residential",69499,"0"
"4786","oh","1",82,"1","Democratic","European","Democratic & Republican",NA,"Apartment",NA,"1"
"4787","ca","1",53,"1","American Independent","European","Democratic & Independent",106854,"Residential",744412,"0"
"4788","sc","1",42,"0","Republican","European","Republican",134000,"Residential",328997,"0"
"4789","ca","1",39,"1","Democratic","European","Democratic",75000,"Residential",625000,"0"
"4790","mi","0",76,"0","Republican","European","Republican",61817,"Residential",137500,"1"
"4791","az","0",31,"0","Republican","European","Republican",148683,"Unknown",383216,"0"
"4792","ks","1",34,"0","Republican","European","Republican",62000,"Residential",62500,"0"
"4793","ut","0",26,"1","Non-Partisan","European","Republican & Independent",198000,"Residential",589285,"0"
"4794","oh","0",34,"1","Democratic","Likely African-American","Democratic",118000,"Triplex",159249,"1"
"4795","co","1",26,"1","Non-Partisan","European","Democratic & Independent",248610,"Unknown",860099,"0"
"4796","nj","1",47,"0","Non-Partisan","East and South Asian","Democratic & Independent",110000,"Apartment",350500,"0"
"4797","hi","1",31,"1","Non-Partisan","East and South Asian","Independent",250000,"Residential",3719078,"0"
"4798","mt","1",52,"0","Republican","Other","Republican",73363,"Unknown",274720,"0"
"4799","ny","1",73,"0","Republican","European","Republican",57825,"Unknown",260720,"0"
"4800","mt","1",59,"1","Republican","European","Republican",110447,"Residential",226297,"0"
"4801","ct","1",46,"0","Republican","European","Republican",55000,"Residential",90322,"0"
"4802","wa","1",48,"1","Republican","European","Republican",160810,"Residential",796060,"0"
"4803","ca","1",65,"1","Democratic","Hispanic and Portuguese","Democratic",69000,"Residential",326357,"0"
"4804","fl","1",35,"0","Non-Partisan","Hispanic and Portuguese","Democratic & Republican & Independent",67000,"Residential",404134,"0"
"4805","ok","1",75,"1","Republican","European","Republican",48660,"Unknown",100961,"0"
"4806","md","1",35,"0","Republican","European","Republican",71428,"Residential",245057,"0"
"4807","az","1",82,"0","Republican","European","Republican",204000,"Residential",361104,"0"
"4808","mi","0",64,"1","Democratic","Other","Democratic",68000,"Apartment",148346,"0"
"4809","ca","1",56,"1","Republican","","Republican",74000,"Unknown",992423,"0"
"4810","pa","0",41,"1","Non-Partisan","Likely African-American","Independent",56249,"Apartment",87500,"0"
"4811","mi","1",30,"1","Non-Partisan","Other","Independent",80000,"Apartment",144317,"0"
"4812","wv","1",92,"0","Republican","European","Republican",11000,"Residential",258823,"0"
"4813","fl","1",54,"0","Republican","European","Democratic & Republican",220000,"Residential",603667,"0"
"4814","ca","1",52,"0","Republican","European","Republican",104815,"Unknown",427678,"0"
"4815","ca","1",20,"1","Democratic","","Democratic",188486,"Apartment",974862,"0"
"4816","ar","1",56,"1","Democratic","European","Democratic",109000,"Apartment",170258,"0"
"4817","pa","0",49,"0","Democratic","Other","Democratic & Independent",98152,"Residential",84096,"1"
"4818","or","1",42,"0","Democratic","European","Democratic",90000,"Apartment",286165,"0"
"4819","tx","1",20,"0","Democratic","Hispanic and Portuguese","Democratic",31000,"Apartment",98697,"0"
"4820","mi","0",73,"1","Republican","European","Republican",99332,"Apartment",284499,"1"
"4821","fl","1",52,"1","Democratic","Likely African-American","Democratic",87000,"Apartment",259782,"0"
"4822","mt","1",55,"1","Democratic","European","Democratic",30000,"Residential",238903,"0"
"4823","oh","1",60,"0","Non-Partisan","European","Independent",115000,"Residential",181442,"1"
"4824","pa","1",18,"1","Democratic","Likely African-American","Democratic & Republican",19000,"Residential",168213,"0"
"4825","mn","1",35,"1","Democratic","Hispanic and Portuguese","Democratic",56723,"Duplex",141356,"1"
"4826","ca","1",84,"0","Democratic","European","Democratic",28000,"Residential",158103,"1"
"4827","tx","1",30,"0","Non-Partisan","European","Democratic & Independent",234000,"Residential",841906,"0"
"4828","nc","1",18,"0","Non-Partisan","European","Democratic & Independent",250000,"Residential",862177,"0"
"4829","nj","1",45,"0","Libertarian","European","Independent",84499,"Apartment",784077,"0"
"4830","mo","1",71,"1","Republican","","Republican",85260,"Residential",69491,"1"
"4831","az","1",49,"0","Republican","European","Republican",91405,"Unknown",217454,"0"
"4832","ok","1",62,"1","Democratic","European","Democratic",38749,"Residential",56521,"0"
"4833","oh","1",53,"0","Republican","European","Republican",64431,"Residential",62500,"1"
"4834","va","1",51,"0","Democratic","European","Democratic",120000,"Residential",349999,"0"
"4835","il","1",67,"0","Democratic","European","Democratic",26000,"Residential",191954,"1"
"4836","pa","1",50,"0","Democratic","Likely African-American","Democratic",45000,"Apartment",95384,"0"
"4837","tx","1",65,"1","Republican","Hispanic and Portuguese","Democratic & Republican & Independent",183000,"Residential",585368,"0"
"4838","va","1",34,"0","Republican","European","Republican",106000,"Residential",398659,"0"
"4839","ia","1",55,"1","Democratic","European","Democratic",69999,"Apartment",137500,"1"
"4840","nc","1",62,"1","Democratic","Likely African-American","Democratic & Independent",63000,"Residential",99499,"0"
"4841","ca","1",59,"0","Republican","Hispanic and Portuguese","Republican",64880,"Residential",655734,"0"
"4842","or","1",23,"1","Democratic","","Democratic",129000,"Residential",440475,"0"
"4843","az","1",53,"1","Democratic","Hispanic and Portuguese","Democratic",17000,"Residential",472051,"0"
"4844","fl","0",57,"1","Republican","European","Republican",68892,"Residential",261300,"0"
"4845","tn","1",60,"0","Non-Partisan","Hispanic and Portuguese","Independent",71821,"Unknown",184331,"0"
"4846","pa","0",58,"1","Republican","European","Republican",91000,"Residential",89171,"1"
"4847","nj","1",52,"0","Republican","European","Republican & Independent",114000,"Apartment",233017,"0"
"4848","nj","1",56,"1","Republican","European","Republican",142061,"Residential",663450,"0"
"4849","nc","1",42,"0","Non-Partisan","European","Republican & Independent",167000,"Residential",784090,"0"
"4850","ny","1",85,"0","Independence","","Independent",77000,"Apartment",252777,"0"
"4851","fl","1",33,"1","Democratic","European","Democratic",131428,"Apartment",395823,"0"
"4852","wa","1",71,"0","Republican","European","Republican",146000,"Residential",252252,"0"
"4853","ct","1",49,"0","Democratic","Hispanic and Portuguese","Democratic & Republican",85000,"Residential",346127,"1"
"4854","az","1",59,"0","Republican","European","Republican",135000,"Residential",617307,"0"
"4855","ma","1",41,"1","Non-Partisan","European","Independent",84421,"Residential",177573,"0"
"4856","mn","1",40,"1","Democratic","","Democratic",144000,"Unknown",210953,"0"
"4857","ks","0",62,"0","Non-Partisan","European","Independent",10000,"Residential",250159,"0"
"4858","ca","1",34,"0","Republican","European","Republican & Independent",104999,"Residential",1298430,"0"
"4859","fl","1",38,"0","Republican","Likely African-American","Democratic & Republican",46388,"Residential",116278,"0"
"4860","sd","1",64,"0","Democratic","European","Democratic",47000,"Residential",222056,"0"
"4861","fl","1",36,"1","Democratic","Likely African-American","Democratic",20000,"Residential",275423,"0"
"4862","wa","1",67,"1","Non-Partisan","","Independent",69000,"Residential",416292,"0"
"4863","oh","1",33,"1","Democratic","European","Democratic & Independent",76028,"Residential",87500,"1"
"4864","fl","0",67,"0","Republican","European","Republican",53000,"Residential",359258,"0"
"4865","mi","1",29,"0","Democratic","European","Democratic",68000,"Unknown",162954,"0"
"4866","ct","0",55,"1","Registered Independent","European","Independent",86000,"Residential",352900,"1"
"4867","ga","0",65,"1","Republican","European","Republican",119000,"Residential",108460,"1"
"4868","fl","1",52,"0","Non-Partisan","European","Independent",45356,"Unknown",272916,"0"
"4869","ny","1",61,"1","Non-Partisan","Hispanic and Portuguese","Democratic & Independent",44000,"Apartment",274481,"0"
"4870","ga","1",58,"1","Republican","","Democratic & Republican",114000,"Residential",296352,"1"
"4871","al","0",55,"0","Democratic","Likely African-American","Democratic",69000,"Apartment",123749,"1"
"4872","ny","0",25,"0","Democratic","European","Democratic",250000,"Residential",512171,"0"
"4873","ca","1",29,"1","Democratic","European","Democratic",61000,"Residential",371773,"0"
"4874","co","1",64,"0","Republican","European","Republican",59000,"Residential",599999,"0"
"4875","fl","0",92,"0","Democratic","Likely African-American","Democratic",7000,"Apartment",134499,"1"
"4876","wy","1",34,"1","Democratic","European","Democratic",55000,"Residential",254166,"0"
"4877","mn","1",48,"0","Republican","European","Republican",71000,"Residential",152629,"0"
"4878","co","1",57,"1","Non-Partisan","European","Independent",168000,"Apartment",494230,"0"
"4879","wa","1",67,"1","Democratic","","Democratic",69599,"Mobil Home",515689,"0"
"4880","sc","0",56,"0","Democratic","Likely African-American","Democratic",45000,"Residential",113956,"0"
"4881","fl","1",73,"0","Democratic","Likely African-American","Democratic",22000,"Residential",137500,"0"
"4882","tx","1",24,"0","Democratic","Likely African-American","Democratic",142246,"Residential",134082,"0"
"4883","in","1",74,"1","Republican","European","Republican",50555,"Residential",125650,"0"
"4884","fl","1",19,"1","Democratic","","Democratic",49000,"Apartment",98408,"0"
"4885","ks","1",78,"1","Republican","East and South Asian","Republican",103000,"Apartment",137500,"0"
"4886","mn","1",58,"1","Republican","European","Republican",65657,"Residential",316666,"0"
"4887","ca","1",54,"0","Republican","European","Democratic & Republican",250000,"Residential",2199299,"0"
"4888","pa","1",51,"1","Non-Partisan","","Independent",250000,"Residential",438832,"1"
"4889","mi","0",31,"1","Non-Partisan","European","Independent",182000,"Apartment",448522,"0"
"4890","ga","0",36,"1","Democratic","Likely African-American","Democratic",99000,"Apartment",167261,"0"
"4891","md","0",NA,"1","Democratic","Likely African-American","Democratic",131000,"Apartment",460541,"0"
"4892","ks","0",49,"0","Republican","European","Republican",75378,"Residential",164561,"0"
"4893","ct","1",76,"1","Non-Partisan","Hispanic and Portuguese","Independent",33000,"Residential",467289,"0"
"4894","al","1",35,"1","Democratic","Likely African-American","Democratic & Republican",146000,"Unknown",190624,"0"
"4895","mi","1",55,"0","Democratic","European","Democratic",122000,"Unknown",375000,"0"
"4896","wi","1",30,"0","Democratic","European","Democratic",46886,"Residential",184700,"0"
"4897","fl","1",54,"0","Non-Partisan","European","Democratic & Independent",143000,"Residential",497156,"0"
"4898","ca","1",47,"1","Democratic","East and South Asian","Democratic",144000,"Residential",352039,"0"
"4899","ga","1",56,"1","Democratic","","Democratic",42000,"Residential",330831,"0"
"4900","mt","0",84,"0","Republican","European","Republican",70000,"Residential",244835,"0"
"4901","ny","1",79,"1","Democratic","Hispanic and Portuguese","Democratic",162194,"Apartment",985848,"0"
"4902","fl","1",75,"0","Democratic","Likely African-American","Democratic & Independent",110000,"Residential",183499,"1"
"4903","ny","1",61,"0","Democratic","European","Democratic",202000,"Residential",2213653,"0"
"4904","ca","1",59,"0","Republican","Hispanic and Portuguese","Republican",74249,"Residential",111637,"0"
"4905","tx","0",20,"1","Democratic","Hispanic and Portuguese","Democratic",70000,"Apartment",137802,"0"
"4906","wi","1",72,"0","Republican","European","Republican",NA,"Unknown",74642,"1"
"4907","md","1",NA,"1","Non-Partisan","European","Republican & Independent",102960,"Residential",564337,"0"
"4908","ca","1",71,"0","Republican","","Republican",96000,"Duplex",875000,"0"
"4909","ca","1",27,"0","Republican","European","Republican",97033,"Apartment",202835,"0"
"4910","ky","0",72,"0","Registered Independent","European","Democratic & Independent",37720,"Residential",108460,"1"
"4911","nv","1",50,"0","Republican","European","Republican & Independent",195000,"Residential",499253,"0"
"4912","fl","1",63,"0","Registered Independent","European","Independent",44000,"Residential",65999,"0"
"4913","ny","0",58,"1","Democratic","Likely African-American","Democratic",47332,"Duplex",132499,"0"
"4914","ca","1",57,"0","Democratic","Hispanic and Portuguese","Democratic",46889,"Residential",250957,"0"
"4915","nv","1",25,"0","Republican","European","Republican",168934,"Residential",253732,"0"
"4916","nc","1",29,"1","Republican","European","Republican",123528,"Residential",475000,"0"
"4917","ca","1",71,"0","Democratic","","Democratic & Republican",137000,"Residential",1569701,"1"
"4918","fl","1",70,"1","Non-Partisan","Hispanic and Portuguese","Independent",67962,"Residential",280243,"1"
"4919","ca","1",92,"1","Democratic","Hispanic and Portuguese","Democratic",30000,"Apartment",153317,"1"
"4920","pa","1",31,"0","Democratic","European","Democratic & Republican",57237,"Residential",99357,"1"
"4921","il","1",80,"0","Republican","European","Republican",97666,"Residential",189512,"1"
"4922","ny","1",55,"0","Republican","European","Republican",152000,"Apartment",625000,"1"
"4923","oh","1",64,"0","Republican","European","Republican & Independent",76743,"Residential",153023,"0"
"4924","pa","1",25,"0","Democratic","Likely African-American","Democratic",48264,"Residential",195625,"1"
"4925","pa","0",35,"0","Non-Partisan","European","Democratic & Republican & Independent",98000,"Residential",252960,"0"
"4926","ma","1",72,"1","Non-Partisan","European","Independent",57352,"Duplex",188907,"0"
"4927","ct","0",41,"0","Democratic","European","Democratic",193099,"Apartment",491087,"0"
"4928","al","1",71,"1","Republican","European","Republican",147000,"Residential",190971,"0"
"4929","in","0",59,"1","Non-Partisan","European","Republican & Independent",132000,"Residential",284778,"1"
"4930","va","1",32,"1","Democratic","Hispanic and Portuguese","Democratic",47000,"Residential",224216,"0"
"4931","ca","1",50,"0","Democratic","Hispanic and Portuguese","Democratic & Independent",79000,"Apartment",603565,"0"
"4932","ar","0",54,"1","Non-Partisan","European","Independent",41000,"Residential",127337,"0"
"4933","ny","1",48,"1","Democratic","European","Democratic",26451,"Apartment",255461,"0"
"4934","pa","1",19,"1","Republican","","Republican",106000,"Residential",172038,"0"
"4935","tn","1",59,"0","Non-Partisan","East and South Asian","Independent",250000,"Residential",368796,"0"
"4936","oh","1",46,"0","Non-Partisan","European","Republican & Independent",55000,"Residential",541666,"1"
"4937","ny","1",39,"0","Non-Partisan","","Independent",250000,"Duplex",987902,"0"
"4938","fl","0",49,"1","Republican","","Republican",90662,"Residential",218829,"0"
"4939","ca","1",32,"0","Republican","Hispanic and Portuguese","Republican",87129,"Residential",290376,"0"
"4940","pa","1",80,"0","Republican","Other","Republican",68181,"Residential",185958,"0"
"4941","ny","1",21,"1","Democratic","European","Democratic & Independent",164000,"Residential",451849,"0"
"4942","co","1",20,"1","Non-Partisan","","Independent",202000,"Residential",713151,"0"
"4943","fl","0",56,"0","Democratic","European","Democratic",107030,"Residential",512263,"0"
"4944","wa","1",45,"0","Republican","European","Republican",76000,"Residential",173363,"1"
"4945","tx","1",42,"1","Democratic","Hispanic and Portuguese","Democratic & Republican",24000,"Residential",168749,"0"
"4946","pa","1",63,"1","Democratic","","Democratic",68000,"Residential",80499,"1"
"4947","nj","1",33,"0","Non-Partisan","East and South Asian","Independent",99839,"Apartment",595832,"0"
"4948","wi","0",62,"1","Non-Partisan","European","Independent",57240,"Residential",91995,"0"
"4949","tx","1",53,"1","Non-Partisan","European","Independent",99394,"Residential",122355,"0"
"4950","nh","1",98,"1","Republican","European","Republican",63815,"Unknown",298238,"0"
"4951","al","0",56,"0","Republican","European","Republican",53749,"Residential",142682,"0"
"4952","mn","1",54,"1","Democratic","European","Democratic",41841,"Residential",337228,"0"
"4953","ny","0",42,"0","Other","Hispanic and Portuguese","Independent",63000,"Apartment",325000,"0"
"4954","nc","0",42,"1","Democratic","Other","Democratic",56521,"Apartment",307926,"0"
"4955","ks","1",38,"0","Republican","European","Republican & Independent",98582,"Residential",262500,"0"
